순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,6288800543,주식회사 시온네트워크,김동현,분석,79628464,85.0,87.745,87.273,-0.53720 (99.4628),11 8,2018/06/19 09:18:31,
2,2178141893,주식회사대웅텔레콤,전진숙,분석,79629024,85.0,87.746,87.274,-0.53650 (99.4635),3 8,2018/06/18 09:28:37,
3,2148685145,(주)티씨아이네트  [최종낙찰],하근호,분석,79629105,85.0,87.746,87.274,-0.53640 (99.4636),10 5,2018/06/19 09:14:01,
4,1041890207,삼정정보통신,이순봉,분석,79632790,85.0,87.75,87.278,-0.53180 (99.4682),11 9,2018/06/15 16:49:26,
5,1138640850,주식회사 우솔네트웍스,유성옥,분석,79633070,85.0,87.75,87.278,-0.53145 (99.46855),12 5,2018/06/18 19:23:25,
6,2048624438,에스엘테크 주식회사,김한주,분석,79633900,85.0,87.751,87.279,-0.53041 (99.46959),10 1,2018/06/19 08:25:17,
7,1138642426,(주)제이에스인컴,김종성,분석,79637990,85.2,87.755,87.284,-0.52531 (99.47469),13 1,2018/06/15 14:06:04,
8,1168111572,남성기전(주),최전남,분석,79638070,85.2,87.756,87.284,-0.52521 (99.47479),14 2,2018/06/15 18:48:03,
9,2378700035,주식회사 사운드플레이스,도상우,분석,79639351,85.2,87.757,87.285,-0.52361 (99.47639),12 14,2018/06/18 09:53:58,
10,1288138083,(주)유앤후레쉬,우재명,분석,79640870,85.2,87.759,87.287,-0.52171 (99.47829),15 1,2018/06/15 12:40:28,
11,1148714240,주식회사 유진21,박영숙,분석,79642794,85.2,87.761,87.289,-0.51931 (99.48069),1 14,2018/06/18 15:52:47,
12,1138169250,코리아이지텔주식회사,임규학,분석,79644395,85.2,87.763,87.291,-0.51731 (99.48269),12 10,2018/06/18 18:24:40,
13,3058138619,(주)사이버텔브릿지,남백산,분석,79647919,85.4,87.766,87.294,-0.51290 (99.4871),7 3,2018/06/12 17:47:54,
14,1148633857,에스엠이엔지(주),이관휴,분석,79648238,85.4,87.767,87.295,-0.51250 (99.4875),7 10,2018/06/18 09:49:26,
15,1208173505,효성아이티엑스 주식회사,남경환,분석,79649039,85.4,87.768,87.296,-0.51150 (99.4885),8 4,2018/06/18 11:09:51,
16,2068153517,뉴텔레콤(주),김을선,분석,79652320,85.4,87.771,87.299,-0.50741 (99.49259),2 9,2018/06/18 09:28:40,
17,1328127945,부민통신 주식회사,박창욱,분석,79657870,85.6,87.777,87.305,-0.50047 (99.49953),7 14,2018/06/14 14:17:19,
18,1138628948,주식회사 씨큐프라임,이승열,분석,79658006,85.6,87.778,87.306,-0.50030 (99.4997),6 10,2018/06/19 09:56:14,
19,4088168391,금상디엔씨주식회사,장용수,분석,79661000,85.6,87.781,87.309,-0.49656 (99.50344),13 2,2018/06/18 15:26:28,
20,2118836479,(주)에스피엔이,이정임,분석,79661768,85.6,87.782,87.31,-0.49560 (99.5044),15 13,2018/06/19 09:45:43,
21,2148661411,(주)엘리시스,이시정,분석,79661920,85.6,87.782,87.31,-0.49541 (99.50459),7 2,2018/06/18 09:32:02,
22,1188111165,주식회사 세원이엔피디,이왕종,분석,79662720,85.6,87.783,87.311,-0.49442 (99.50558),6 2,2018/06/15 15:19:12,
23,2148781807,(주)창리정보통신,정종호,분석,79664250,85.6,87.784,87.312,-0.49250 (99.5075),8 9,2018/06/18 09:46:39,
24,1078626760,두인전기통신(주),안병배,분석,79668053,85.8,87.789,87.317,-0.48775 (99.51225),7 2,2018/06/15 10:11:45,
25,2118691240,거성일렉콤(주),박성래,분석,79669210,85.8,87.79,87.318,-0.48631 (99.51369),14 7,2018/06/19 09:26:34,
26,1178142651,주식회사 조은미디어,조태수,분석,79669690,85.8,87.79,87.318,-0.48571 (99.51429),3 8,2018/06/19 00:31:27,
27,4318600057,주식회사 엘제이텍,임재우,분석,79669880,85.8,87.791,87.319,-0.48547 (99.51453),8 13,2018/06/14 15:42:28,
28,2158774589,주식회사 스카이코어,최명훈,분석,79670842,85.8,87.792,87.32,-0.48427 (99.51573),4 10,2018/06/19 09:09:47,
29,2168115295,(주)로보티어,변명현,분석,79674500,86.0,87.796,87.324,-0.47970 (99.5203),14 5,2018/06/18 19:19:59,
30,1188113673,동해정보통신 주식회사,이창원,분석,79677140,86.0,87.799,87.326,-0.47640 (99.5236),2 3,2018/06/18 18:10:20,
31,1138188878,주식회사 신영이엔티,이찬세,분석,79680100,86.0,87.802,87.33,-0.47271 (99.52729),8 12,2018/06/15 11:12:39,
32,1178188899,주식회사 시큐렉스,최영희,분석,79682110,86.0,87.804,87.332,-0.47020 (99.5298),13 6,2018/06/19 07:18:56,
33,2148766621,(주)포유네트웍스,이상오,분석,79684184,86.2,87.806,87.334,-0.46761 (99.53239),9 12,2018/06/15 09:09:41,
34,1388195626,주식회사 시우이엔씨,김희근,분석,79686860,86.2,87.809,87.337,-0.46426 (99.53574),2 14,2018/06/18 11:46:29,
35,2018190031,주식회사 태건씨앤씨,김복수,분석,79687710,86.2,87.81,87.338,-0.46320 (99.5368),5 14,2018/06/15 11:51:44,
36,1128148285,(주)백제이앤씨,손흥도,분석,79688187,86.2,87.811,87.339,-0.46261 (99.53739),1 12,2018/06/17 14:38:18,
37,2048620126,(주)상부사종합건설,이상만,분석,79690965,86.2,87.814,87.342,-0.45914 (99.54086),9 13,2018/06/19 08:28:56,
38,2108122823,우영정보통신(주),황인희,분석,79693800,86.4,87.817,87.345,-0.45559 (99.54441),14 15,2018/06/19 09:30:10,
39,1178161755,(주) 유강이엔씨,조천식,분석,79694192,86.4,87.817,87.345,-0.45510 (99.5449),8 15,2018/06/19 09:17:03,
40,1078662029,(주)크로포스아이앤씨,주영일,분석,79694760,86.4,87.818,87.346,-0.45440 (99.5456),13 15,2018/06/18 19:03:47,
41,1058773833,시큐솔루션 주식회사,남병창,분석,79694990,86.4,87.818,87.346,-0.45411 (99.54589),6 13,2018/06/18 08:42:21,
42,1188117437,탑인더스트리(주),이정임,분석,79695710,86.4,87.819,87.347,-0.45321 (99.54679),6 1,2018/06/19 08:54:31,
42,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,79695710,86.4,87.819,87.347,-0.45321 (99.54679),6 2,2018/06/18 16:07:30,
44,2208624819,(주)종성테크,임성규,분석,79698780,86.4,87.822,87.35,-0.44937 (99.55063),12 2,2018/06/18 18:23:54,
45,1058186995,부원동력(주),이병의,분석,79700196,86.4,87.824,87.352,-0.44760 (99.5524),14 3,2018/06/15 09:24:27,
46,1198605337,(주)신한이엔아이,유순자,분석,79703720,86.6,87.828,87.356,-0.44320 (99.5568),12 14,2018/06/19 07:22:52,
47,1198173261,(주)현대네트웍기술,조성익,분석,79706850,86.6,87.831,87.359,-0.43929 (99.56071),13 4,2018/06/15 11:17:19,
48,2048652986,태성이엔씨 주식회사,임성택,분석,79706990,86.6,87.831,87.359,-0.43912 (99.56088),13 14,2018/06/18 10:54:55,
49,4108654954,핌스텍(주),박상우,분석,79707001,86.6,87.832,87.359,-0.43910 (99.5609),2 15,2018/06/15 09:37:27,
50,2178121937,부광이앤씨 주식회사,정동국,분석,79708842,86.6,87.834,87.361,-0.43681 (99.56319),2 15,2018/06/14 10:33:50,
51,2148626132,(주)오버넷,신창호,분석,79722213,87.0,87.848,87.376,-0.42010 (99.5799),7 2,2018/06/15 16:40:05,
52,2048620636,(주)유시스,이경재,분석,79724370,87.0,87.851,87.378,-0.41741 (99.58259),9 14,2018/06/19 13:40:19,
53,1148800063,(주)노바투스,박일봉,분석,79727890,87.2,87.855,87.382,-0.41301 (99.58699),12 2,2018/06/15 09:34:39,
54,2038143228,백영전자 주식회사(白榮電子 株式會社),임대순,분석,79728110,87.2,87.855,87.382,-0.41274 (99.58726),5 12,2018/06/15 20:50:19,
55,2158714581,씨엠티정보통신(주),이광운,분석,79728838,87.2,87.856,87.383,-0.41183 (99.58817),8 3,2018/06/15 12:52:43,
56,2108117956,(주)선광전설,권순광,분석,79731200,87.2,87.858,87.386,-0.40888 (99.59112),13 9,2018/06/15 15:25:51,
57,2048187419,(주)디지털우민,문장석,분석,79732550,87.2,87.86,87.387,-0.40719 (99.59281),5 7,2018/06/18 15:58:22,
58,1168175601,한빛인프라소닉(주),이한철,분석,79735340,87.2,87.863,87.39,-0.40371 (99.59629),1 9,2018/06/15 15:52:32,
59,2018147460,태성전기통신(주),이덕우,분석,79737800,87.4,87.865,87.393,-0.40063 (99.59937),4 14,2018/06/19 09:08:36,
60,1208664393,(주)넷컴솔루션,박래길,분석,79738620,87.4,87.866,87.394,-0.39961 (99.60039),13 8,2018/06/14 15:27:31,
61,1148190678,(주)에드원텔레콤,김춘걸,분석,79740372,87.4,87.868,87.396,-0.39742 (99.60258),6 10,2018/06/14 18:50:21,
62,2158747516,(주) 제이에스통신정보,한택수,분석,79741186,87.4,87.869,87.397,-0.39640 (99.6036),2 7,2018/06/19 09:07:05,
63,2068606891,수미디어통신 주식회사,하학수,분석,79743300,87.4,87.872,87.399,-0.39376 (99.60624),8 7,2018/06/18 17:23:33,
64,1058163594,(주)영원씨앤아이,김성호,분석,79744300,87.4,87.873,87.4,-0.39252 (99.60748),10 11,2018/06/18 09:50:21,
65,1198602494,(주) 네오인아이텍,이경미,분석,79744330,87.4,87.873,87.4,-0.39248 (99.60752),11 7,2018/06/18 09:39:53,
66,1138131356,중원기전(주),김창중,분석,79745590,87.4,87.874,87.402,-0.39090 (99.6091),14 5,2018/06/18 14:08:24,
67,1238128751,세종텔레콤 주식회사,김형진,분석,79748832,87.6,87.878,87.405,-0.38685 (99.61315),10 8,2018/06/15 10:55:31,
68,7148800617,주식회사 성진정보통신,문계철,분석,79749432,87.6,87.878,87.406,-0.38610 (99.6139),7 3,2018/06/18 10:13:00,
69,2158691790,에이브이에스텍(주),박주영,분석,79749750,87.6,87.879,87.406,-0.38571 (99.61429),12 3,2018/06/18 08:28:50,
70,2148161231,(주)유엔터스,이래철,분석,79751670,87.6,87.881,87.408,-0.38331 (99.61669),11 9,2018/06/18 08:56:36,
71,1178169252,엠에스온(주),이경미,분석,79752154,87.6,87.881,87.409,-0.38270 (99.6173),7 9,2018/06/18 13:09:56,
72,2158682840,차일정보통신(주),오상국,분석,79754200,87.6,87.884,87.411,-0.38015 (99.61985),14 7,2018/06/18 11:15:35,
73,1208164006,(주)청음미디어,박공서,분석,79755620,87.8,87.885,87.412,-0.37838 (99.62162),2 1,2018/06/14 09:59:21,
