순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,6048111797,주식회사글로벌엔씨  [최종낙찰],임채익,분석,517605270,75.0,87.752,89.233,0.89010 (100.8901),6 2,2022/06/23 08:33:01,
2,1068150525,주식회사 캐스트윈,김낙희,분석,517664000,75.2,87.763,89.243,0.90163 (100.90163),15 13,2022/06/21 14:08:56,
3,1138633645,주식회사 와이넷,석지윤,분석,517751960,75.6,87.779,89.258,0.91892 (100.91892),12 11,2022/06/22 09:02:05,
4,2048124559,(주)대용와트스,남상태,분석,517833797,75.8,87.794,89.272,0.93500 (100.935),7 1,2022/06/22 09:07:58,
5,4108607408,주식회사 천운정보통신,김복중,분석,517841500,76.0,87.795,89.274,0.93651 (100.93651),8 3,2022/06/23 09:22:10,
6,1188120780,(주)웅비정보통신,강영종,분석,517848558,76.0,87.797,89.275,0.93790 (100.9379),10 1,2022/06/22 09:23:54,
7,1058693453,주식회사태융정보통신,문성준,분석,517880216,76.0,87.802,89.28,0.94412 (100.94412),7 9,2022/06/23 00:56:45,
8,1018183448,(주)에이치애비뉴앤컴퍼니,정현이,분석,517882150,76.0,87.803,89.281,0.94450 (100.9445),7 6,2022/06/21 15:43:37,
9,1138611108,(주)도원디에스,이정우,분석,517925920,76.2,87.811,89.288,0.95309 (100.95309),11 4,2022/06/21 15:15:00,
10,2148107988,(주)서울정보시스템,이문현,분석,517927600,76.2,87.811,89.289,0.95342 (100.95342),14 7,2022/06/21 15:56:59,
11,2018604729,주식회사 케이티 서비스 북부,김현수,분석,517933545,76.2,87.812,89.29,0.95459 (100.95459),12 9,2022/06/22 09:47:04,
12,2148188924,우민전기(주),이학표,분석,517953406,76.4,87.816,89.293,0.95850 (100.9585),9 3,2022/06/22 10:28:53,
13,1148680379,주식회사 다경시스템,김대원,분석,518066300,76.8,87.836,89.312,0.98068 (100.98068),5 13,2022/06/21 16:11:41,
14,2148673033,대일전기통신(주),김종엽,분석,518066899,76.8,87.836,89.313,0.98079 (100.98079),5 13,2022/06/23 07:25:07,
15,2138641595,주식회사 브랜드텍,김은수,분석,518117200,77.0,87.845,89.321,0.99068 (100.99068),13 5,2022/06/22 17:01:39,
16,1098161598,(주)삼우씨앤에스,송민형,분석,518167100,77.0,87.854,89.33,1.00048 (101.00048),6 7,2022/06/23 07:06:32,
17,1978600685,주식회사 에스에이텍,남기출,분석,518195167,77.2,87.859,89.335,1.00600 (101.006),13 9,2022/06/22 13:20:29,
18,1108604272,소리콤 주식회사,정재홍,분석,518247600,77.4,87.869,89.344,1.01630 (101.0163),7 2,2022/06/21 17:11:33,
19,1218140540,영현정보통신(주),김두식,분석,518256396,77.4,87.87,89.345,1.01803 (101.01803),7 6,2022/06/23 09:01:19,
20,1128148359,(주)펜타콤씨엔씨,최상록,분석,518292000,77.6,87.877,89.351,1.02502 (101.02502),8 4,2022/06/22 16:32:11,
21,1098651964,셀코정보기술 주식회사,권영용,분석,518304086,77.6,87.879,89.353,1.02739 (101.02739),2 3,2022/06/23 01:30:20,
22,8958700597,주식회사 아이티앤에스,김세영,분석,518323936,77.6,87.883,89.357,1.03129 (101.03129),8 14,2022/06/22 16:06:27,
23,1058622531,건웅신호산전(주),박정현,분석,518396330,78.0,87.896,89.369,1.04552 (101.04552),12 14,2022/06/23 11:30:08,
24,2298121250,(주)동곡기정,이주언,분석,518425730,78.0,87.901,89.374,1.05129 (101.05129),15 4,2022/06/23 08:33:24,
25,2018179526,중앙케이블네트워크(주),노상우,분석,518480699,78.2,87.911,89.384,1.06209 (101.06209),11 14,2022/06/21 17:23:02,
26,2138633042,바른인포테크(주),윤범선,분석,518494500,78.2,87.914,89.386,1.06481 (101.06481),5 2,2022/06/21 16:07:33,
27,2078127900,합동전자통신(주),하명용,분석,518509640,78.4,87.916,89.389,1.06778 (101.06778),7 6,2022/06/22 09:14:15,
28,2058125376,주식회사 명성라이픽스,황석고,분석,518538722,78.4,87.922,89.394,1.07350 (101.0735),4 11,2022/06/22 08:00:11,
29,2188101953,주식회사 비츠로시스,이기재,분석,518545338,78.4,87.923,89.395,1.07479 (101.07479),3 11,2022/06/21 14:32:36,
30,2041077930,라인월드정보,박선양,분석,518581984,78.6,87.929,89.401,1.08199 (101.08199),2 6,2022/06/22 16:41:15,
31,1088603552,주식회사 아이앤씨테크,전민호,분석,518607940,78.6,87.934,89.406,1.08709 (101.08709),3 12,2022/06/23 00:08:32,
32,1028135124,현대에이치디에스(주),고해룡,분석,518626700,78.8,87.938,89.409,1.09078 (101.09078),6 11,2022/06/22 11:23:59,
33,1098611773,주식회사상현엔지니어링,이재권,분석,518676600,79.0,87.947,89.418,1.10058 (101.10058),6 5,2022/06/23 09:06:09,
34,2158637350,(주)주은정보시스템,이명열,분석,518696503,79.0,87.95,89.421,1.10450 (101.1045),6 11,2022/06/22 09:11:13,
35,2298139274,(주)영풍전력설비,심문수,분석,518697690,79.0,87.95,89.421,1.10473 (101.10473),8 7,2022/06/22 14:35:51,
36,2158682840,차일정보통신(주),오상국,분석,518724490,79.2,87.955,89.426,1.10999 (101.10999),6 15,2022/06/22 15:03:50,
37,1178164451,(주)지엠디텔레콤,김창윤,분석,518732131,79.2,87.957,89.427,1.11150 (101.1115),4 11,2022/06/22 09:16:52,
38,1268159398,주식회사 파이런텍,이병길,분석,518741292,79.2,87.958,89.429,1.11329 (101.11329),8 2,2022/06/22 08:07:28,
39,1178119238,주식회사 동양네트워크,김종렬,분석,518796260,79.4,87.968,89.438,1.12409 (101.12409),15 8,2022/06/23 09:47:44,
40,1098172945,(주)마커스코리아,이헌철,분석,518799500,79.4,87.969,89.439,1.12473 (101.12473),7 5,2022/06/21 17:57:19,
41,1018154598,씨엔에스코리아(주),유호태,분석,518809111,79.4,87.971,89.441,1.12662 (101.12662),3 6,2022/06/22 09:25:44,
