순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1138137229,두복산전(주),이영두,분석,84033880,87.793,87.811,0.07614 (100.07614),,2022/12/26 15:57:47,1순위
2,8118801805,천도시스템 유한회사,전해석,분석,84083800,87.845,87.863,0.13559 (100.13559),,2022/12/27 09:49:04,2순위
3,2158687767,(주)에스앤디비즈,정성호,분석,84092000,87.853,87.872,0.14535 (100.14535),,2022/12/26 15:43:25,3순위
4,1048159651,(주)성우음향정보통신,송민자,분석,84120250,87.883,87.902,0.17900 (100.179),,2022/12/28 08:30:58,4순위
5,2048188475,주식회사 오파스넷,장수현,분석,84227000,87.994,88.013,0.30612 (100.30612),,2022/12/26 09:28:31,5순위
6,1188114949,이주씨스템(주),이복균,분석,84254610,88.023,88.042,0.33901 (100.33901),,2022/12/27 09:25:24,6순위
7,1288138083,주식회사 유앤후레쉬,우재명,분석,84316290,88.088,88.106,0.41246 (100.41246),,2022/12/26 18:56:15,7순위
8,2148647194,투앤원정보통신주식회사,서승호,분석,84440400,88.217,88.236,0.56026 (100.56026),,2022/12/23 13:20:49,8순위
9,1148190678,주식회사 에드원,김춘걸,분석,84535000,88.316,88.335,0.67292 (100.67292),,2022/12/23 12:15:38,9순위
10,1088154468,(주)이젠정보통신,이동필,분석,84566130,88.349,88.367,0.71000 (100.71),,2022/12/27 02:01:33,10순위
11,1088167041,(주)가디엘,최혜심,분석,84575965,88.359,88.378,0.72171 (100.72171),,2022/12/27 15:29:58,11순위
12,1218140540,영현정보통신(주),김두식,분석,84647483,88.434,88.452,0.80688 (100.80688),,2022/12/26 08:35:10,12순위
13,1138677788,(주)제이에스지테크,박혜경,분석,84674280,88.462,88.481,0.83879 (100.83879),,2022/12/26 10:05:37,13순위
14,1138649133,빅썬시스템즈 주식회사,권태일,분석,84724660,88.514,88.533,0.89879 (100.89879),,2022/12/27 09:53:49,14순위
15,3128196859,주식회사 가델,김정민,분석,84753100,88.544,88.563,0.93266 (100.93266),,2022/12/26 15:42:58,15순위
16,2178113330,(주)오성에스이엠,오성표,분석,85010160,88.813,88.831,1.23879 (101.23879),,2022/12/27 14:23:13,16순위
17,1058740405,(주)화성이엔지,김택환,분석,85030483,88.834,88.853,1.26299 (101.26299),,2022/12/26 17:24:32,17순위
18,1198623733,주식회사 케이비티정보통신,YUXIAOLU,분석,85082400,88.888,88.907,1.32482 (101.32482),,2022/12/26 11:38:47,18순위
19,1198602494,(주) 네오인아이텍,이경미,분석,85400000,89.22,89.239,1.70305 (101.70305),,2022/12/26 17:24:30,19순위
20,1138653369,(주)제이앤비이노베이션,오명숙,분석,88900000,92.876,92.896,5.87121 (105.87121),,2022/12/27 09:04:07,20순위
21,2158774589,주식회사 스카이코어,최명훈,분석,92826765,96.979,96.999,10.54760 (110.5476),,2022/12/27 09:55:31,21순위
22,7098602638,주식회사 시그널아이씨티,강민희,분석,94836417,99.078,99.1,12.94090 (112.9409),,2022/12/27 21:32:04,22순위
23,6768601611,주식회사 루트웰,노덕권,분석,95075500,99.328,99.349,13.22563 (113.22563),,2022/12/28 09:40:54,23순위
-1,6838602199,주식회사 더시스,이남복,분석,83970708,87.727,87.745,0.00091 (100.00091),,2022/12/26 17:21:05,낙찰하한가미만
-2,2048161869,(주)근영이엔씨,이성영,분석,83957800,87.713,87.732,-0.01447 (99.98553),,2022/12/23 14:13:47,낙찰하한가미만
-3,1198703753,구루멘토링 주식회사,최동양,분석,83950000,87.705,87.724,-0.02376 (99.97624),,2022/12/26 17:01:36,낙찰하한가미만
-4,1018639665,(주)한양인프라넷,김주호,분석,83887660,87.64,87.659,-0.09800 (99.902),,2022/12/26 08:10:18,낙찰하한가미만
-5,1098651964,셀코정보기술 주식회사,권영용,분석,83663320,87.405,87.424,-0.36516 (99.63484),,2022/12/25 18:58:58,낙찰하한가미만
-6,2018603701,소성정보기술 주식회사,김금남,분석,83600550,87.34,87.358,-0.43992 (99.56008),,2022/12/26 08:37:26,낙찰하한가미만
-7,2048626080,주식회사 엘제이이엔지,임성희,분석,83288500,87.014,87.032,-0.81154 (99.18846),,2022/12/24 13:51:18,낙찰하한가미만
