순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,5758701673,주식회사 가온정보통신,최종화,분석,35119112,88.002,88.056,0.06406 (100.06406),,2022/12/27 17:26:57,1순위
2,7998801223,주식회사 파브미디어,윤소애,분석,35134880,88.041,88.095,0.10899 (100.10899),,2022/12/27 15:02:59,2순위
3,5048158599,금호이앤지 주식회사,이임식,분석,35159660,88.103,88.158,0.17960 (100.1796),,2022/12/27 09:59:56,3순위
4,2912101139,드림테크놀로지,윤도섭,분석,35171840,88.134,88.188,0.21430 (100.2143),,2022/12/28 09:41:06,4순위
5,1288138083,주식회사 유앤후레쉬,우재명,분석,35172490,88.135,88.19,0.21615 (100.21615),,2022/12/27 19:02:20,5순위
6,2158687767,(주)에스앤디비즈,정성호,분석,35176000,88.144,88.199,0.22615 (100.22615),,2022/12/26 15:34:47,6순위
7,1268154258,(주)영진전기,원정길,분석,35189316,88.177,88.232,0.26409 (100.26409),,2022/12/27 21:39:49,7순위
8,1238628019,에이치디에스주식회사,박창혁,분석,35200000,88.204,88.259,0.29453 (100.29453),,2022/12/27 08:40:18,8순위
9,4568800195,주식회사 동부코리아통신,윤미옥,분석,35206020,88.219,88.274,0.31169 (100.31169),,2022/12/28 09:24:37,9순위
10,6178602756,참빛파워텍 주식회사,남찬우,분석,35206022,88.219,88.274,0.31169 (100.31169),,2022/12/28 00:06:47,10순위
11,1388600046,주식회사 인프라원,이지영,분석,35213040,88.237,88.291,0.33169 (100.33169),,2022/12/25 01:27:47,11순위
12,1188100203,株式會社 協成機電 (주식회사 협성기전),김경현,분석,35217590,88.248,88.303,0.34465 (100.34465),,2022/12/27 13:49:28,12순위
13,1298629414,코드네트웍스(주),안재철,분석,35220060,88.255,88.309,0.35169 (100.35169),,2022/12/26 13:25:21,13순위
14,1278148690,태흥산업기전(주),박인선,분석,35227010,88.272,88.326,0.37149 (100.37149),,2022/12/27 10:09:42,14순위
15,1138606420,(주)엠케이시큐리티,박상철,분석,35227080,88.272,88.327,0.37169 (100.37169),,2022/12/28 09:50:53,15순위
16,1268150951,주식회사 오아이티,이필웅,분석,35228456,88.276,88.33,0.37561 (100.37561),,2022/12/27 21:54:08,16순위
17,1388193123,주식회사 탑이앤씨코리아,정성훈,분석,35230836,88.282,88.336,0.38240 (100.3824),,2022/12/27 08:47:27,17순위
18,3238600741,주식회사 극동이에프씨,심정보,분석,35231644,88.284,88.338,0.38470 (100.3847),,2022/12/28 00:22:03,18순위
19,1348137546,성림전설 주식회사,조선행,분석,35236259,88.295,88.35,0.39785 (100.39785),,2022/12/27 15:12:46,19순위
20,6393300709,캐리온,이대용,분석,35239389,88.303,88.357,0.40677 (100.40677),,2022/12/27 23:36:09,20순위
21,1068619820,주식회사유엔콘트롤,남성모,분석,35256210,88.345,88.4,0.45469 (100.45469),,2022/12/23 11:05:53,21순위
22,1258140479,주식회사 코럽시스템,조만희,분석,35257590,88.349,88.403,0.45862 (100.45862),,2022/12/24 14:33:08,22순위
23,1228172079,주식회사 포브텍,김경희,분석,35273705,88.389,88.444,0.50454 (100.50454),,2022/12/28 08:49:47,23순위
24,1238179401,동양씨엔티주식회사,권영대,분석,35280490,88.406,88.461,0.52387 (100.52387),,2022/12/26 20:30:08,24순위
