순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2068685955,주식회사 스마트웍스  [최종낙찰],정훈,분석,294647056,75.0,87.745,88.658,0.39360 (100.3936),12 10,2022/05/16 09:00:09,
2,2118691240,거성일렉콤(주),박성래,분석,294660616,75.0,87.749,88.662,0.39825 (100.39825),15 13,2022/05/16 11:27:23,
3,2128197392,금수티아이주식회사,이형주,분석,294687590,75.2,87.758,88.67,0.40750 (100.4075),3 1,2022/05/16 09:23:50,
4,2048641403,주식회사 에스디에스테크놀로지,임대성,분석,294710917,75.4,87.765,88.677,0.41549 (100.41549),4 6,2022/05/16 16:41:03,
5,2158192566,(주)열림정보기술,고동민,분석,294712886,75.4,87.765,88.678,0.41617 (100.41617),11 3,2022/05/13 21:29:37,
6,1088604075,청목이앤아이 주식회사,김희경,분석,294720542,75.4,87.768,88.68,0.41880 (100.4188),6 9,2022/05/16 16:58:30,
7,1068669669,(주)일광통신,이병일,분석,294729620,75.4,87.771,88.683,0.42191 (100.42191),15 5,2022/05/13 08:19:32,
8,2148864580,(주)리우솔루션,우삼렬,분석,294742990,75.6,87.775,88.687,0.42649 (100.42649),2 10,2022/05/17 11:04:51,
9,1048190287,주식회사 투케이엠시스템즈,이동근,분석,294743875,75.6,87.775,88.687,0.42680 (100.4268),10 5,2022/05/16 18:13:45,
10,1068180183,보람정보통신서비스(주),정승원,분석,294744500,75.6,87.775,88.687,0.42701 (100.42701),14 5,2022/05/13 23:33:08,
11,1208134161,주식회사 파코코리아인더스,송재혁,분석,294747078,75.6,87.776,88.688,0.42790 (100.4279),1 14,2022/05/16 14:22:50,
12,1078749469,주식회사 에이엠네트웍스,서정희,분석,294758451,75.6,87.78,88.691,0.43180 (100.4318),2 3,2022/05/16 18:46:22,
13,1208637260,에스피케이인크 주식회사,박성빈,분석,294771355,75.6,87.784,88.695,0.43622 (100.43622),3 10,2022/05/17 09:40:19,
14,1078143707,(주)신창전기,홍성수,분석,294772160,75.6,87.784,88.695,0.43650 (100.4365),1 15,2022/05/17 09:12:57,
15,1018151776,(주)지디시,김승환,분석,294786154,75.8,87.789,88.7,0.44130 (100.4413),5 11,2022/05/16 17:54:36,
16,1078193207,주식회사 주광전기,이승훈,분석,294786450,75.8,87.789,88.7,0.44140 (100.4414),14 11,2022/05/12 08:18:55,
17,1328127945,부민통신 주식회사,박창욱,분석,294787904,75.8,87.789,88.7,0.44190 (100.4419),9 7,2022/05/17 08:59:50,
18,1198658528,진솔이앤에스 주식회사,김정현,분석,294798110,75.8,87.792,88.703,0.44540 (100.4454),7 6,2022/05/16 18:51:08,
19,7048701285,주식회사 하랑에스아이,김호중,분석,294801320,75.8,87.793,88.704,0.44650 (100.4465),5 13,2022/05/17 09:19:26,
20,7148800617,주식회사 성진정보통신,문계철,분석,294805400,76.0,87.795,88.705,0.44790 (100.4479),14 8,2022/05/16 09:34:24,
21,1078651497,모바일파킹 유한회사,김중근,분석,294830480,76.0,87.802,88.713,0.45650 (100.4565),2 1,2022/05/17 09:11:14,
22,2128145574,콤시스(주),서경환,분석,294842730,76.2,87.806,88.717,0.46070 (100.4607),1 2,2022/05/16 11:55:25,
23,1248691271,주식회사 티팩토리,최형석,분석,294857890,76.2,87.811,88.721,0.46590 (100.4659),5 14,2022/05/16 07:30:21,
24,1018138303,주식회사 비엘에스,안홍서,분석,294859640,76.2,87.812,88.722,0.46650 (100.4665),15 9,2022/05/17 10:23:22,
25,1098162433,광명정보통신 주식회사,김형준,분석,294872900,76.4,87.816,88.726,0.47104 (100.47104),11 13,2022/05/13 10:16:43,
26,1078677070,씨지에스아이티(주),최규식,분석,294876464,76.4,87.817,88.727,0.47226 (100.47226),2 4,2022/05/16 18:22:31,
27,1188114764,(주)세빛전자통신,이상호,분석,294931960,76.6,87.834,88.744,0.49130 (100.4913),4 15,2022/05/13 11:12:00,
