순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,32431180,88.024,88.209,0.23800 (100.238),,2022/04/25 09:10:14,1순위
2,1198191309,용진하이테크에너지 주식회사,김진석,분석,32432260,88.027,88.212,0.24134 (100.24134),,2022/04/25 12:26:27,2순위
3,2748800123,중앙씨앤티 주식회사,윤영진,분석,32434090,88.032,88.217,0.24700 (100.247),,2022/04/25 15:44:08,3순위
4,7368602265,다담시스 주식회사,최규식,분석,32434192,88.032,88.217,0.24731 (100.24731),,2022/04/25 17:29:04,4순위
5,1198192370,(주)신관산업,이철재,분석,32435138,88.035,88.22,0.25023 (100.25023),,2022/04/22 17:40:34,5순위
6,1098176150,주식회사 하이큐스,최상호,분석,32438450,88.044,88.229,0.26047 (100.26047),,2022/04/26 09:08:22,6순위
7,1038600899,동양유비스 주식회사,윤여정,분석,32438800,88.044,88.23,0.26155 (100.26155),,2022/04/25 18:30:43,7순위
8,1180673427,한마음정보시스템,정인숙,분석,32440168,88.048,88.233,0.26578 (100.26578),,2022/04/22 11:41:43,8순위
9,2037666794,금성텔레콤,정용상,분석,32446676,88.066,88.251,0.28590 (100.2859),,2022/04/25 16:23:49,9순위
10,1048159651,(주)성우음향정보통신,송민자,분석,32455023,88.089,88.274,0.31169 (100.31169),,2022/04/26 08:30:37,10순위
11,6042996444,세일,이종보,분석,32467000,88.121,88.306,0.34871 (100.34871),,2022/04/25 08:57:36,11순위
12,8118801805,천도시스템 유한회사,전해석,분석,32469600,88.128,88.313,0.35675 (100.35675),,2022/04/22 08:46:40,12순위
13,2118640396,주식회사 선진콘트롤 엔 엑세스,이철희,분석,32476830,88.148,88.333,0.37910 (100.3791),,2022/04/25 13:38:44,13순위
14,2118620935,주식회사 한양티이씨,조형국,분석,32484012,88.167,88.353,0.40129 (100.40129),,2022/04/25 10:38:36,14순위
