순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2178143187,(주)미디어밸리렛  [최종낙찰],전필숙,분석,299739100,45.0,86.746,87.711,-0.01941 (99.98059),7 1,2022/04/15 11:54:58,
2,1098153822,서울텔엔지니어링(주),정영철,분석,299753900,45.0,86.75,87.715,-0.01442 (99.98558),2 4,2022/04/17 22:24:44,
3,1078193207,주식회사 주광전기,이승훈,분석,299755720,45.0,86.751,87.716,-0.01380 (99.9862),1 5,2022/04/18 10:18:28,
4,1068133832,(주)동양이엔씨,최두현,분석,299757780,45.0,86.751,87.716,-0.01311 (99.98689),13 8,2022/04/18 11:55:40,
5,1148714240,주식회사 유진21,김용석,분석,299758980,45.0,86.752,87.717,-0.01270 (99.9873),15 2,2022/04/19 09:29:09,
6,2118716350,(주)비엔인더스트리,이재혁,분석,299765707,45.0,86.754,87.719,-0.01044 (99.98956),1 3,2022/04/15 17:32:18,
7,1068678514,주식회사 인프라이엔씨,김병훈,분석,299768020,45.2,86.755,87.719,-0.00966 (99.99034),5 13,2022/04/15 20:51:47,
8,2098133747,(주)한국에스알테크,이재호,분석,299769300,45.2,86.755,87.72,-0.00922 (99.99078),7 4,2022/04/18 09:53:38,
9,2078149656,코리아데이타코퍼레이션(주),이기철,분석,299771000,45.2,86.756,87.72,-0.00865 (99.99135),11 9,2022/04/16 00:21:26,
10,2148823314,화인정보기술주식회사,이명우,분석,299774394,45.2,86.757,87.721,-0.00750 (99.9925),3 5,2022/04/17 07:51:05,
11,1138618789,이노뎁(주),이성진,분석,299780300,45.2,86.759,87.723,-0.00551 (99.99449),15 3,2022/04/15 16:55:51,
12,2068611905,(주)한포넷,이현우,분석,299781230,45.2,86.759,87.723,-0.00520 (99.9948),10 4,2022/04/18 07:23:22,
13,2108138572,주식회사 디와이엔텍,임형두,분석,299787150,45.2,86.761,87.725,-0.00320 (99.9968),11 10,2022/04/19 09:59:04,
14,2558600773,주식회사 대건전력,박미영,분석,299789810,45.2,86.762,87.726,-0.00230 (99.9977),12 2,2022/04/18 16:59:15,
15,1198191309,용진하이테크에너지 주식회사,김진석,분석,299792770,45.2,86.762,87.726,-0.00131 (99.99869),3 5,2022/04/18 14:51:22,
16,2118895916,주식회사 지오통신,김영송,분석,299796300,45.2,86.764,87.727,-0.00012 (99.99988),3 11,2022/04/15 16:30:16,
17,4108633207,(유)대원엔지니어링,박윤규,분석,299801370,45.4,86.765,87.729,0.00160 (100.0016),1 8,2022/04/15 13:42:42,
18,2148768992,주식회사 앤샵,장진화,분석,299816410,45.4,86.77,87.733,0.00667 (100.00667),9 14,2022/04/19 09:20:21,
19,1188111020,주식회사 한영씨앤이,박대서,분석,299824700,45.4,86.773,87.736,0.00947 (100.00947),2 1,2022/04/18 09:16:22,
20,3188600619,주식회사 태정이앤아이,정태용,분석,299831910,45.6,86.775,87.738,0.01190 (100.0119),2 5,2022/04/18 17:53:31,
21,1058191993,링크정보통신주식회사,이재호,분석,299832490,45.6,86.775,87.738,0.01209 (100.01209),15 3,2022/04/18 09:31:10,
22,2128166939,주식회사 연일전력,최재규,분석,299832732,45.6,86.775,87.738,0.01217 (100.01217),15 7,2022/04/15 16:40:03,
23,1138615856,(주)서원티에스,김안수,분석,299837530,45.6,86.777,87.74,0.01379 (100.01379),3 5,2022/04/15 15:16:38,
24,1128152149,(주)일신티에이치이,이상운,분석,299841982,45.6,86.778,87.741,0.01530 (100.0153),6 8,2022/04/17 21:30:51,
25,2068682619,주식회사 엠플러스통신,신동수,분석,299843760,45.6,86.779,87.741,0.01590 (100.0159),13 15,2022/04/18 09:13:51,
26,2298125412,스크린정보통신(주),조승제,분석,299854700,45.6,86.782,87.745,0.01959 (100.01959),8 4,2022/04/18 09:18:35,
27,7298600518,주식회사 킴스앤,김동선,분석,299857989,45.6,86.783,87.746,0.02070 (100.0207),7 8,2022/04/19 07:01:42,
28,1048142446,주식회사 디에스 이앤티,양종만,분석,299863918,45.8,86.785,87.747,0.02270 (100.0227),13 2,2022/04/18 09:36:04,
29,2298117246,투빅스(주),김정란,분석,299863920,45.8,86.785,87.747,0.02270 (100.0227),11 13,2022/04/18 17:44:33,
30,1188117645,(주)유투넷,최병국,분석,299870140,45.8,86.787,87.749,0.02479 (100.02479),10 9,2022/04/18 08:39:41,
31,1198649126,태광에스엠주식회사,전현용,분석,299870143,45.8,86.787,87.749,0.02480 (100.0248),3 13,2022/04/18 07:16:01,
32,1208802896,주식회사 라임에스엔씨,김종훈,분석,299874590,45.8,86.788,87.75,0.02630 (100.0263),6 3,2022/04/15 10:33:16,
33,5568600996,주영전자통신 주식회사,임채열,분석,299884164,45.8,86.791,87.753,0.02952 (100.02952),8 7,2022/04/15 16:48:59,
34,1198655462,지티에스솔루션즈 주식회사,김민수,분석,299887900,45.8,86.793,87.754,0.03079 (100.03079),11 5,2022/04/18 12:29:03,
35,1378192155,주식회사 유비앤에스,고용만,분석,299889080,45.8,86.793,87.755,0.03118 (100.03118),3 14,2022/04/18 08:27:49,
36,6618702691,(주)대창일렉스,송효양,분석,299890800,45.8,86.793,87.755,0.03176 (100.03176),15 8,2022/04/19 09:11:16,
37,1068150525,주식회사 캐스트윈,김낙희,분석,299890810,45.8,86.793,87.755,0.03177 (100.03177),7 4,2022/04/18 17:16:51,
38,8758100854,주식회사피앤에스네트웍솔루션,정용선,분석,299890894,45.8,86.794,87.755,0.03180 (100.0318),1 14,2022/04/18 09:59:39,
39,2078124989,청보음향(주),고인우,분석,299893260,45.8,86.794,87.756,0.03259 (100.03259),6 14,2022/04/19 07:43:31,
40,2118668579,(주)아이정보기술,이훈희,분석,299895044,46.0,86.795,87.756,0.03320 (100.0332),10 14,2022/04/18 07:43:50,
41,1148678591,주식회사엠아이솔텍,최윤정,분석,299896500,46.0,86.795,87.757,0.03369 (100.03369),2 4,2022/04/16 21:10:08,
42,1178153920,엠에스원디지털 주식회사,엄종만,분석,299896530,46.0,86.795,87.757,0.03370 (100.0337),13 12,2022/04/18 17:42:14,
43,1188120780,(주)웅비정보통신,강영종,분석,299907494,46.0,86.799,87.76,0.03740 (100.0374),4 13,2022/04/19 09:05:48,
44,2188106400,한양전자산업(주),최병훈,분석,299914017,46.0,86.801,87.762,0.03960 (100.0396),6 11,2022/04/18 08:49:20,
45,1018178116,(주)오경컴텍,김종근,분석,299919650,46.0,86.803,87.764,0.04150 (100.0415),10 4,2022/04/18 09:18:26,
46,1098176150,주식회사 하이큐스,최상호,분석,299920834,46.0,86.803,87.764,0.04190 (100.0419),13 2,2022/04/15 15:53:54,
47,2188101953,주식회사 비츠로시스,이기재,분석,299929430,46.2,86.806,87.766,0.04479 (100.04479),11 15,2022/04/15 16:32:07,
48,2148792435,주식회사케이이씨디바이스,이종수,분석,299946300,46.2,86.811,87.771,0.05049 (100.05049),8 6,2022/04/16 09:47:13,
49,1138658592,위너시스텍 주식회사,조용걸,분석,299947100,46.2,86.811,87.772,0.05076 (100.05076),6 8,2022/04/18 13:01:37,
50,1138165967,주식회사 다솔이앤씨,김광순,분석,299949290,46.2,86.812,87.772,0.05149 (100.05149),4 7,2022/04/18 09:22:12,
51,2048626080,주식회사 엘제이이엔지,임성희,분석,299956080,46.2,86.814,87.774,0.05379 (100.05379),11 5,2022/04/15 15:00:52,
52,2158138510,신신이앤씨주식회사,하상청,분석,299959001,46.4,86.815,87.775,0.05477 (100.05477),4 1,2022/04/18 09:46:06,
53,1068146133,(주)케이씨이,조정휘,분석,299959371,46.4,86.815,87.775,0.05490 (100.0549),11 8,2022/04/18 11:45:41,
54,2048188475,주식회사 오파스넷,장수현,분석,299971768,46.4,86.819,87.779,0.05908 (100.05908),10 14,2022/04/18 12:25:47,
55,6728100065,케이비드 주식회사,원용춘,분석,299972110,46.4,86.819,87.779,0.05919 (100.05919),12 9,2022/04/18 09:16:26,
56,2158714581,씨엠티정보통신(주),김국동,분석,299972785,46.4,86.819,87.779,0.05942 (100.05942),5 14,2022/04/15 15:58:47,
57,2148766621,(주)포유네트웍스,이상오,분석,299973600,46.4,86.82,87.779,0.05970 (100.0597),4 12,2022/04/15 16:18:00,
58,1138649133,빅썬시스템즈 주식회사,권태일,분석,299975900,46.4,86.82,87.78,0.06047 (100.06047),15 2,2022/04/15 14:36:34,
59,2055169402,청포음향,신동열,분석,299988400,46.4,86.824,87.784,0.06469 (100.06469),8 6,2022/04/18 09:01:12,
60,2148667152,주식회사 어니언소프트웨어,조창희,분석,299989370,46.6,86.825,87.784,0.06502 (100.06502),12 14,2022/04/19 09:57:45,
61,1058792785,주식회사 신석,김민경,분석,299991980,46.6,86.825,87.785,0.06590 (100.0659),4 2,2022/04/15 12:58:43,
62,2168701696,주식회사 투비콤,유수정,분석,300000280,46.6,86.828,87.787,0.06870 (100.0687),1 10,2022/04/15 10:42:45,
63,2148798098,주식회사 에이스뷰테크,김종오,분석,300000900,46.6,86.828,87.787,0.06890 (100.0689),10 14,2022/04/18 09:36:34,
64,1138169250,코리아이지텔주식회사,임규학,분석,300005600,46.6,86.83,87.789,0.07049 (100.07049),6 11,2022/04/18 09:20:54,
65,2208735083,주식회사 강남전기공사,나중안,분석,300008579,46.6,86.831,87.79,0.07150 (100.0715),7 6,2022/04/15 17:25:11,
66,2118606665,주식회사 아라랏,황지홍,분석,300008951,46.6,86.831,87.79,0.07162 (100.07162),6 3,2022/04/18 21:12:30,
67,1868701018,주식회사 소담정보통신,주옥,분석,300015102,46.6,86.833,87.791,0.07370 (100.0737),10 9,2022/04/18 11:44:16,
68,2098141039,(주)벨에어테크,최트로이,분석,300018360,46.6,86.834,87.792,0.07479 (100.07479),1 7,2022/04/18 11:44:46,
69,1188115778,대신통신기술(주),김지영,분석,300031400,46.8,86.838,87.796,0.07919 (100.07919),10 11,2022/04/18 12:05:38,
70,1058686587,(주)참슬테크,김금순,분석,300035800,46.8,86.839,87.798,0.08068 (100.08068),12 15,2022/04/15 16:31:46,
71,1078738017,(주)애린테크,박을순,분석,300040300,46.8,86.841,87.799,0.08220 (100.0822),14 4,2022/04/18 09:54:47,
72,1068184554,(주)송화전기통신,고진홍,분석,300041480,46.8,86.841,87.799,0.08259 (100.08259),7 11,2022/04/15 16:21:04,
73,1048120291,청음통신 주식회사,임광희,분석,300042202,46.8,86.841,87.799,0.08284 (100.08284),13 8,2022/04/19 09:14:25,
74,2048635411,주식회사 화산에스티아이,이명재,분석,300046524,46.8,86.843,87.801,0.08430 (100.0843),9 1,2022/04/18 09:57:21,
75,4468801407,(주)큐엔큐,정정행,분석,300053640,47.0,86.845,87.803,0.08670 (100.0867),1 3,2022/04/15 14:34:24,
