순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2118101156,(주)인스틴솔루션  [최종낙찰],박세준,분석,146535900,85.0,87.748,89.112,0.67625 (100.67625),10 4,2022/12/05 15:48:35,
2,1138141456,(주)나우아이앤씨,이미화,분석,146544900,85.0,87.754,89.117,0.68249 (100.68249),8 3,2022/12/06 09:43:44,
3,1108164858,(주)에스에이정보기술,김성빈,분석,146545340,85.0,87.754,89.117,0.68279 (100.68279),3 2,2022/12/05 10:13:06,
4,1138139080,(주)성강통신기술사사무소,안치영,분석,146549240,85.2,87.756,89.12,0.68550 (100.6855),7 6,2022/12/07 09:35:20,
5,2208116823,주봉정보시스템(주),김봉기,분석,146550539,85.2,87.757,89.12,0.68640 (100.6864),14 8,2022/12/06 11:26:47,
6,1148137386,(주)유일엔지니어링,송수길,분석,146552399,85.2,87.758,89.122,0.68769 (100.68769),12 4,2022/12/06 16:54:42,
7,2178121937,부광이앤씨 주식회사,정동국,분석,146562944,85.4,87.765,89.128,0.69500 (100.695),15 1,2022/12/05 10:43:49,
8,2148811443,(주)우신지엘에스,문경종,분석,146569220,85.4,87.769,89.132,0.69934 (100.69934),6 2,2022/12/06 08:12:48,
9,1088107572,세빈테크(주),박재영,분석,146571844,85.4,87.771,89.133,0.70116 (100.70116),11 9,2022/12/06 18:09:34,
10,1058648787,디노플러스 주식회사,강경숙,분석,146581400,85.6,87.777,89.139,0.70779 (100.70779),2 9,2022/12/05 19:30:34,
11,7848600209,주식회사 아이알디통신,곽이현,분석,146585886,85.6,87.78,89.142,0.71090 (100.7109),14 3,2022/12/06 09:38:07,
12,1198649126,태광에스엠주식회사,전현용,분석,146605942,85.8,87.793,89.154,0.72480 (100.7248),6 11,2022/12/07 06:57:55,
13,1058625329,주식회사 윈미디텍,강명환,분석,146608053,85.8,87.794,89.155,0.72626 (100.72626),1 5,2022/12/05 16:07:06,
14,2098124011,(주)주암전기통신,정한석,분석,146609045,86.0,87.795,89.156,0.72695 (100.72695),10 9,2022/12/05 14:43:11,
15,1138195817,(주)베스트일렉트로닉스,최경원,분석,146620500,86.0,87.802,89.163,0.73488 (100.73488),6 11,2022/12/07 09:31:13,
16,2038143631,주식회사 티시스,박남규,분석,146621670,86.0,87.803,89.164,0.73570 (100.7357),13 12,2022/12/07 09:26:30,
17,1128141680,주식회사엠케이씨티,장재철,분석,146625710,86.2,87.806,89.166,0.73850 (100.7385),8 3,2022/12/07 08:47:50,
18,1048120291,청음통신 주식회사,임광희,분석,146626500,86.2,87.806,89.167,0.73904 (100.73904),1 6,2022/12/07 09:46:01,
19,2011497895,정우이앤씨,유동환,분석,146632382,86.2,87.81,89.17,0.74312 (100.74312),2 1,2022/12/05 21:02:30,
20,2068611905,(주)한포넷,이현우,분석,146633024,86.2,87.81,89.171,0.74356 (100.74356),13 6,2022/12/06 09:20:02,
21,1138679165,주식회사 드림아이시스템,유원준,분석,146648680,86.4,87.82,89.18,0.75442 (100.75442),6 10,2022/12/06 10:11:20,
22,2028136990,(주)무궁화전자,이효형,분석,146657470,86.6,87.826,89.186,0.76051 (100.76051),2 7,2022/12/06 14:31:56,
23,1078642265,텔레플러스주식회사,황은성,분석,146681694,86.8,87.842,89.2,0.77730 (100.7773),4 6,2022/12/05 14:14:53,
24,4098163161,(주)동우커뮤니케이션,송준성,분석,146692400,87.0,87.849,89.207,0.78472 (100.78472),11 3,2022/12/06 08:18:27,
25,2048182660,동원오비텍(주),박동을,분석,146692940,87.0,87.849,89.207,0.78509 (100.78509),7 9,2022/12/05 17:15:35,
26,2208106252,주식회사 중선아이티씨,김학선,분석,146696850,87.0,87.851,89.209,0.78780 (100.7878),4 14,2022/12/06 09:45:02,
27,4208600611,주식회사 클라모스,김용택,분석,146722238,87.4,87.868,89.225,0.80540 (100.8054),4 10,2022/12/06 17:43:42,
28,2158735193,주식회사 시너젠,윤금란,분석,146731330,87.4,87.874,89.23,0.81170 (100.8117),15 2,2022/12/06 09:47:26,
29,1068180878,주식회사 신보,정재문,분석,146733650,87.6,87.875,89.232,0.81330 (100.8133),7 3,2022/12/07 08:52:27,
30,2148104884,두원이에프씨 주식회사,황운천,분석,146736090,87.6,87.877,89.233,0.81500 (100.815),13 8,2022/12/05 14:19:43,
31,1058686587,(주)참슬테크,김금순,분석,146738830,87.6,87.879,89.235,0.81689 (100.81689),3 13,2022/12/07 09:58:58,
32,2037683508,우리통신네트워크,김만수,분석,146746046,87.6,87.883,89.239,0.82190 (100.8219),4 8,2022/12/06 00:14:57,
33,1068606738,(주)퓨쳐아이티,정정민,분석,146748500,87.8,87.885,89.241,0.82360 (100.8236),9 1,2022/12/06 17:13:05,
34,1218140540,영현정보통신(주),김두식,분석,146749474,87.8,87.885,89.241,0.82427 (100.82427),9 12,2022/12/06 09:14:43,
35,1208817900,주식회사 에이앤티플러스,김은아,분석,146749797,87.8,87.886,89.242,0.82450 (100.8245),1 4,2022/12/05 10:20:54,
36,2088100603,(주)전우사,김한재,분석,146750500,87.8,87.886,89.242,0.82498 (100.82498),6 9,2022/12/06 14:11:30,
37,1138629762,주식회사 이너인포,이정균,분석,146760464,87.8,87.892,89.248,0.83189 (100.83189),3 6,2022/12/06 15:56:36,
38,1068198683,주식회사 포인트정보,김종필,분석,146766391,88.0,87.896,89.252,0.83600 (100.836),9 13,2022/12/06 14:34:15,
39,1138175034,(주)윈플러스정보기술,정재원,분석,146767578,88.0,87.897,89.252,0.83682 (100.83682),1 11,2022/12/06 17:18:11,
