순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1388150425,(주)유니와이드테크놀러지,우종운,분석,21761900,88.052,87.735,-0.30032 (99.69968),,2021/10/13 09:18:48,1순위
2,1178153920,엠에스원디지털 주식회사,엄종만,분석,21779000,88.121,87.804,-0.22198 (99.77802),,2021/10/12 17:05:45,2순위
3,1068690366,(주)윈투스시스템,신경익,분석,21821624,88.293,87.976,-0.02670 (99.9733),,2021/10/08 15:12:05,3순위
4,8348600218,주식회사 코리아통신,강우용,분석,21829981,88.327,88.01,0.01158 (100.01158),,2021/10/12 09:46:22,4순위
5,2158673512,주식회사 페타바이트,정세영,분석,21843910,88.383,88.066,0.07540 (100.0754),,2021/10/12 17:28:14,5순위
6,1018116968,(주)넥슨정보통신,신양인,분석,21850850,88.411,88.094,0.10719 (100.10719),,2021/10/07 10:06:12,6순위
7,1178149203,주식회사 네오젬,유호성,분석,21853891,88.424,88.106,0.12113 (100.12113),,2021/10/12 16:52:00,7순위
8,2158687767,(주)에스앤디비즈,정성호,분석,21860000,88.449,88.131,0.14911 (100.14911),,2021/10/06 14:50:37,8순위
9,1051428542,성우약국,박명희,분석,21866740,88.476,88.158,0.17999 (100.17999),,2021/10/13 09:41:16,9순위
10,1208612783,주식회사 나오디지탈,안병우,분석,21886888,88.557,88.239,0.27230 (100.2723),,2021/10/12 15:40:29,10순위
11,7968600745,마스트아이엔씨 주식회사,전병호,분석,21927030,88.72,88.401,0.45620 (100.4562),,2021/10/11 11:58:03,11순위
12,1058740405,(주)화성이엔지,김택환,분석,21944556,88.791,88.472,0.53650 (100.5365),,2021/10/08 17:18:20,12순위
13,1138137229,두복산전(주),이영두,분석,21953850,88.828,88.509,0.57908 (100.57908),,2021/10/13 09:43:09,13순위
14,1918801109,지디엘테크 주식회사,김완중,분석,22016820,89.083,88.763,0.86757 (100.86757),,2021/10/12 18:16:52,14순위
15,1188114949,이주씨스템(주),이복균,분석,22746000,92.033,91.703,4.20822 (104.20822),,2021/10/13 09:30:53,15순위
16,7368602265,다담시스 주식회사,최규식,분석,23999000,97.103,96.754,9.94870 (109.9487),,2021/10/12 21:13:54,16순위
-1,8118801805,천도시스템 유한회사,전해석,분석,21630800,87.521,87.207,-0.90094 (99.09906),,2021/10/07 10:08:33,낙찰하한가미만
