순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1338137048,주식회사 도아(到我),박기덕,분석,61206720.0,85.0,92.757,92.878,-0.0683 (99.9317),10 15,2020/06/17 16:07:32,
2,2068617141,(주)텔코아,황민석,분석,61217600.0,85.0,92.774,92.894,-0.0505 (99.9495),6 13,2020/06/16 17:22:45,
3,1288610057,주식회사 청명씨앤아이,문현민,분석,61233693.0,85.0,92.799,92.919,-0.0242 (99.9758),1 6,2020/06/16 18:07:37,
4,1088127729,주식회사 대원네시스,이연호,분석,61240550.0,85.0,92.81,92.929,-0.0131 (99.9869),12 6,2020/06/12 10:23:34,
5,1288701064,주식회사 에스제이이엔씨,강경석,분석,61244850.0,85.0,92.817,92.936,-0.0060 (99.994),13 9,2020/06/17 10:40:20,
6,1108127950,서경전기(주),이종환,분석,61248600.0,85.0,92.823,92.941,0.0001 (100.0001),14 5,2020/06/17 10:11:56,
7,1198611222,(주)제이에이티,이세창,분석,61252741.0,85.0,92.829,92.948,0.0069 (100.0069),3 11,2020/06/17 15:14:58,
8,1138139080,(주)성강통신기술사사무소,안치영,분석,61271729.0,85.0,92.859,92.976,0.0379 (100.0379),1 8,2020/06/18 09:10:21,
9,1198123174,주식회사 도래정보시스템,이은숙,분석,61340090.0,85.0,92.967,93.08,0.1495 (100.1495),10 8,2020/06/17 09:35:40,
10,1408128455,(주)아이원시스템,손정호,분석,61348960.0,85.0,92.981,93.094,0.1639 (100.1639),5 8,2020/06/17 10:19:48,
11,1298117591,다성엔지니어링(주),홍석환,분석,61357415.0,85.0,92.994,93.106,0.1778 (100.1778),13 15,2020/06/16 10:38:57,
12,2048148871,(주)건창기술단,김영규,분석,61389109.0,85.0,93.044,93.154,0.2295 (100.2295),12 9,2020/06/15 09:14:48,
13,5278600284,주식회사 수앤씨,이종수,분석,61400674.0,85.0,93.062,93.172,0.2484 (100.2484),7 14,2020/06/15 10:56:40,
14,2138633324,(주)서경엔씨에스,김진태,분석,61429586.0,85.0,93.107,93.216,0.2956 (100.2956),1 6,2020/06/17 08:58:41,
15,1243180283,발안정보통신,이재술,분석,61458170.0,85.0,93.152,93.259,0.3423 (100.3423),15 1,2020/06/16 17:17:25,
16,1348143368,주식회사 디피엔,유선영,분석,61496460.0,85.0,93.213,93.317,0.4048 (100.4048),14 3,2020/06/12 15:03:20,
17,2178113330,(주)오성에스이엠,오성표,분석,61498409.0,85.0,93.216,93.32,0.4080 (100.408),2 8,2020/06/15 18:03:00,
18,2068679088,(주)한맥아이티,최예니,분석,61522700.0,85.0,93.254,93.357,0.4476 (100.4476),8 1,2020/06/17 16:27:18,
19,2208114219,서림기전개발(주),송석웅,분석,61543305.0,85.0,93.287,93.388,0.4813 (100.4813),14 1,2020/06/17 16:47:33,
20,2168115295,(주)로보티어,변명현,분석,61554700.0,85.0,93.304,93.406,0.4999 (100.4999),9 8,2020/06/17 18:00:35,
21,1198161519,(주)다임즈,이종헌,분석,61606300.0,85.0,93.386,93.484,0.5841 (100.5841),2 4,2020/06/16 10:59:01,
22,4548701100,주식회사 다우리컨버젼스,박종운,분석,61624581.0,85.0,93.415,93.512,0.6140 (100.614),14 5,2020/06/14 14:58:10,
23,2208180951,엘지정보기술(주),엄태원,분석,61630010.0,85.0,93.423,93.52,0.6228 (100.6228),6 2,2020/06/16 10:57:05,
24,2118108009,주식회사 도화엔지니어링,박승우,분석,61723500.0,85.0,93.57,93.662,0.7755 (100.7755),7 12,2020/06/18 08:41:07,
25,1108140593,(주)대건이엔씨,이황희,분석,61723681.0,85.0,93.571,93.662,0.7758 (100.7758),1 4,2020/06/17 22:37:19,
26,2138634060,(주)일산이엔씨,윤회중,분석,61734032.0,85.0,93.587,93.678,0.7927 (100.7927),7 2,2020/06/12 16:09:14,
27,2098134713,키엔컴 주식회사,최성덕,분석,61767658.0,85.0,93.64,93.729,0.8476 (100.8476),8 7,2020/06/15 11:31:01,
28,1308197047,드림네트웍스 주식회사,조정하,분석,61772680.0,85.0,93.648,93.736,0.8558 (100.8558),14 4,2020/06/18 09:24:37,
29,2158799300,주식회사 다인이엔에스,방인숙,분석,61818800.0,85.0,93.72,93.806,0.9311 (100.9311),1 5,2020/06/12 17:55:55,
-1,1358190388,주식회사창일,김종수,분석,58023351.0,84.8,87.744,88.047,-5.2658 (94.7342),8 14,2020/06/18 08:56:36,낙찰하한선 미달
-2,1048120291,청음통신 주식회사,임광희,분석,58020820.0,84.8,87.74,88.043,-5.2699 (94.7301),15 5,2020/06/18 09:48:52,낙찰하한선 미달
-3,1198603630,유에프엠시스템즈 주식회사,김교중,분석,58016180.0,84.6,87.733,88.036,-5.2775 (94.7225),3 10,2020/06/17 11:01:20,낙찰하한선 미달
-4,7878700393,주식회사 디비전기통신,최봉준,분석,58016060.0,84.6,87.732,88.036,-5.2777 (94.7223),5 4,2020/06/15 07:32:32,낙찰하한선 미달
-5,5130276918,세원정보통신,박태수,분석,58007257.0,84.4,87.719,88.023,-5.2920 (94.708),9 14,2020/06/17 14:25:40,낙찰하한선 미달
-6,2018199051,나루씨앤씨주식회사,이상협,분석,58003458.0,84.2,87.713,88.017,-5.2982 (94.7018),8 14,2020/06/16 17:09:38,낙찰하한선 미달
-7,4038114449,(주)진웅텔레콤,배봉걸,분석,58001687.0,84.2,87.71,88.014,-5.3011 (94.6989),9 10,2020/06/17 10:38:09,낙찰하한선 미달
-8,4118146506,케이엠티시스템 주식회사,김정식,분석,57990274.0,83.8,87.692,87.997,-5.3198 (94.6802),15 5,2020/06/18 09:04:23,낙찰하한선 미달
-9,1058192352,한아름정보통신(주),손경선,분석,57988990.0,83.8,87.69,87.995,-5.3219 (94.6781),3 2,2020/06/16 14:38:37,낙찰하한선 미달
-10,1198647905,주식회사 리안시스템,원미리,분석,57987000.0,83.8,87.687,87.992,-5.3251 (94.6749),3 1,2020/06/16 09:09:01,낙찰하한선 미달
-11,2208718916,(주)타치온네트웍스,유병문,분석,57975991.0,83.4,87.669,87.975,-5.3431 (94.6569),13 5,2020/06/16 11:37:32,낙찰하한선 미달
