순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1058199938,삼호전자통신(주)  [최종낙찰],이경희,분석,136337890,85.0,87.745,87.823,-0.77061 (99.22939),4 8,2020/12/10 09:40:22,
2,1088159691,(주)다우텔레콤,이영순,분석,136338699,85.0,87.746,87.824,-0.77001 (99.22999),14 1,2020/12/10 18:35:59,
3,1178113423,주식회사 엘지헬로비전,송구영,분석,136359410,85.2,87.76,87.837,-0.75481 (99.24519),13 14,2020/12/10 11:42:18,
4,1018644343,주식회사 세광이엔씨,장문주,분석,136366363,85.4,87.765,87.842,-0.74970 (99.2503),14 13,2020/12/11 09:36:47,
5,1138635212,(주)아이제이일렉트론,김도형,분석,136367990,85.4,87.766,87.843,-0.74851 (99.25149),14 6,2020/12/10 21:25:22,
6,2021680862,삼기정보통신,김수봉,분석,136370000,85.4,87.767,87.844,-0.74703 (99.25297),6 4,2020/12/09 10:32:36,
7,2068617141,(주)텔코아,황민석,분석,136370450,85.4,87.768,87.844,-0.74670 (99.2533),13 5,2020/12/09 14:59:06,
8,1138649133,빅썬시스템즈 주식회사,권태일,분석,136376170,85.4,87.772,87.848,-0.74250 (99.2575),9 14,2020/12/10 08:30:03,
9,1198153493,(주)경성네트웍,편해용,분석,136380800,85.6,87.775,87.851,-0.73911 (99.26089),13 15,2020/12/10 10:13:48,
10,1118114477,주식회사 대흥데이타통신,박상영,분석,136381346,85.6,87.775,87.851,-0.73870 (99.2613),11 4,2020/12/09 10:13:27,
11,1068627183,한국씨텍(주),박재규,분석,136383900,85.6,87.777,87.853,-0.73683 (99.26317),11 4,2020/12/09 18:07:29,
12,1198123174,주식회사 도래정보시스템,이은숙,분석,136384480,85.6,87.777,87.853,-0.73640 (99.2636),5 13,2020/12/09 10:06:43,
13,1130259965,LG미래정보통신,황병창,분석,136387795,85.6,87.78,87.856,-0.73397 (99.26603),7 15,2020/12/11 07:19:01,
14,1088124659,(주)비젼텔레콤,김진수,분석,136394831,85.6,87.784,87.86,-0.72880 (99.2712),5 8,2020/12/09 10:11:06,
15,1208105711,주식회사 삼진일렉스,김성관,분석,136398900,85.8,87.787,87.863,-0.72582 (99.27418),2 15,2020/12/10 08:23:08,
16,1078651497,모바일파킹 유한회사,김중근,분석,136399736,85.8,87.788,87.863,-0.72520 (99.2748),7 5,2020/12/10 13:33:35,
17,1068644033,(주)코맥스디에스씨,안병호,분석,136400552,85.8,87.788,87.864,-0.72460 (99.2754),10 5,2020/12/11 09:36:52,
18,2028136990,(주)무궁화전자,이효형,분석,136402890,85.8,87.79,87.865,-0.72289 (99.27711),10 6,2020/12/10 09:08:10,
19,3078146338,주식회사 하람이엔지,전유선,분석,136406600,85.8,87.793,87.868,-0.72016 (99.27984),5 9,2020/12/09 21:58:19,
20,2198125754,알티엘산업 주식회사,이근태,분석,136409870,86.0,87.795,87.87,-0.71776 (99.28224),14 5,2020/12/10 01:32:18,
21,2148675138,(주)대호아이티에스,임진덕,분석,136412820,86.0,87.797,87.872,-0.71560 (99.2844),8 14,2020/12/11 09:26:47,
22,1058186995,부원동력(주),이병의,분석,136427795,86.2,87.807,87.881,-0.70460 (99.2954),6 13,2020/12/09 11:48:32,
23,1058660665,(주)일신전업,김한경,분석,136430343,86.2,87.809,87.883,-0.70273 (99.29727),5 7,2020/12/11 05:14:59,
24,1238175875,주식회사 휴톤,김영상,분석,136430656,86.2,87.809,87.883,-0.70250 (99.2975),4 9,2020/12/11 08:26:59,
25,1018195473,건영정보통신(주),이병옥,분석,136431130,86.2,87.81,87.884,-0.70216 (99.29784),7 2,2020/12/10 09:43:28,
26,1098150581,주식회사 우진파워텍,한용일,분석,136443500,86.4,87.818,87.891,-0.69308 (99.30692),12 13,2020/12/09 16:40:37,
27,1058730625,주식회사 신한네오텍,강미순,분석,136444270,86.4,87.819,87.892,-0.69251 (99.30749),1 7,2020/12/10 16:33:24,
28,2148772161,주식회사 비에스아이시스템,박해용,분석,136444414,86.4,87.819,87.892,-0.69240 (99.3076),11 12,2020/12/10 08:50:38,
29,1168135502,(주)비엠더코리아,구진회,분석,136446321,86.4,87.82,87.893,-0.69100 (99.309),13 10,2020/12/10 14:36:25,
