순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1198609084,주식회사 유니씨엔에스  [최종낙찰],박경임,분석,449250350,65.0,86.745,87.135,-0.65001 (99.34999),5 13,2020/08/28 08:19:11,
2,8978600655,주식회사 넥서스티앤씨,박용남,분석,449271826,65.0,86.75,87.139,-0.64520 (99.3548),10 2,2020/08/31 09:16:03,
3,2058132431,(주)삼화동력개발,정권봉,분석,449303100,65.04,86.757,87.145,-0.63821 (99.36179),7 6,2020/08/31 14:27:01,
4,2108156959,두레에스텍 주식회사,유의근,분석,449306264,65.04,86.757,87.146,-0.63750 (99.3625),14 3,2020/08/28 14:27:43,
5,1078606385,대선아이넷(주),신일자,분석,449316900,65.04,86.759,87.148,-0.63513 (99.36487),1 7,2020/08/31 16:08:12,
6,1108157338,(주)메트로컴넷,최선민,분석,449319458,65.04,86.76,87.148,-0.63455 (99.36545),11 12,2020/08/31 09:24:00,
7,1058693453,주식회사태융정보통신,문성준,분석,449359799,65.08,86.768,87.156,-0.62553 (99.37447),5 7,2020/08/31 16:16:09,
8,2068184591,신명네트워크(주),임은수,분석,449365750,65.08,86.77,87.157,-0.62420 (99.3758),11 12,2020/08/28 10:35:40,
9,2128166939,주식회사 연일전력,최재규,분석,449369771,65.08,86.771,87.158,-0.62331 (99.37669),8 5,2020/08/28 09:57:49,
10,2308103607,주식회사 디케이앤트,양동국,분석,449387290,65.08,86.774,87.161,-0.61939 (99.38061),1 11,2020/08/27 10:56:32,
11,1078616772,노드링크주식회사,장용철,분석,449397500,65.12,86.776,87.163,-0.61710 (99.3829),12 5,2020/08/25 17:14:54,
12,1078163703,아이티에스엔지니어링 주식회사,김정구,분석,449398390,65.12,86.777,87.163,-0.61691 (99.38309),2 10,2020/08/31 11:04:16,
13,1198656229,주식회사 경진네트워크,김응환,분석,449405997,65.12,86.778,87.165,-0.61521 (99.38479),7 5,2020/08/31 11:00:27,
14,2148722924,주식회사 다음정보기술,김은선,분석,449417800,65.12,86.781,87.167,-0.61257 (99.38743),14 15,2020/08/28 17:58:41,
15,2158768281,태일정보시스템(주),이미자,분석,449439988,65.16,86.785,87.172,-0.60760 (99.3924),15 8,2020/08/31 09:19:39,
16,1298177060,주식회사 피코씨엔아이,신민수,분석,449444000,65.16,86.786,87.172,-0.60671 (99.39329),10 4,2020/08/26 09:27:04,
17,2158673619,오다엔지니어링(주),윤철중,분석,449448930,65.16,86.787,87.173,-0.60561 (99.39439),2 10,2020/08/28 15:04:00,
18,1078746443,(주)라인테크놀로지,유현식,분석,449458772,65.16,86.789,87.175,-0.60340 (99.3966),3 12,2020/08/31 17:20:08,
19,1088182120,(주) 포스콤 에스아이,양병기,분석,449483820,65.2,86.795,87.18,-0.59780 (99.4022),2 7,2020/08/31 09:12:16,
20,4088113289,대신네트웍스(주),김정곤,분석,449487500,65.2,86.795,87.181,-0.59698 (99.40302),10 8,2020/08/25 11:57:30,
21,2148693742,에이치디에스주식회사,조한봉,분석,449494550,65.2,86.797,87.182,-0.59541 (99.40459),15 14,2020/08/25 13:48:57,
22,2148781807,(주)창리정보통신,정종호,분석,449510662,65.2,86.8,87.185,-0.59180 (99.4082),11 3,2020/09/01 09:27:17,
23,5178101428,주식회사 율이앤씨,전형숙,분석,449511990,65.2,86.8,87.185,-0.59151 (99.40849),15 1,2020/08/28 13:13:38,
24,1058629723,(주)트리콤미디어,어기호,분석,449515124,65.2,86.801,87.186,-0.59080 (99.4092),9 7,2020/08/27 14:25:15,
25,1058188805,(주)경성텔레콤,김천수,분석,449523620,65.2,86.803,87.188,-0.58891 (99.41109),2 13,2020/08/31 17:17:36,
26,2118606665,주식회사 아라랏,오선환,분석,449525970,65.2,86.803,87.188,-0.58838 (99.41162),3 6,2020/08/30 19:38:02,
27,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,449549560,65.24,86.808,87.193,-0.58311 (99.41689),3 12,2020/08/31 09:19:36,
28,1058192352,한아름정보통신(주),손경선,분석,449558990,65.24,86.81,87.195,-0.58100 (99.419),14 12,2020/08/27 14:20:26,
29,1088603552,주식회사 아이앤씨테크,전민호,분석,449571000,65.24,86.813,87.197,-0.57831 (99.42169),3 1,2020/08/31 20:21:36,
30,2158197106,주식회사통해,전용일,분석,449572380,65.24,86.813,87.197,-0.57800 (99.422),14 2,2020/08/31 13:14:42,
31,1198649126,태광에스엠주식회사,전현용,분석,449584893,65.28,86.816,87.2,-0.57520 (99.4248),9 13,2020/09/01 07:18:38,
32,1068160552,(주)금산트리피아,김백순,분석,449594285,65.28,86.818,87.201,-0.57310 (99.4269),14 12,2020/08/27 16:33:33,
33,1078167709,온세텔레콤(주),박준학,분석,449597000,65.28,86.818,87.202,-0.57250 (99.4275),13 9,2020/08/26 10:06:31,
34,1238128751,세종텔레콤 주식회사,유기윤,분석,449598310,65.28,86.819,87.202,-0.57220 (99.4278),3 14,2020/09/01 08:47:50,
35,2108124739,(주)한성기술개발,서창식,분석,449600547,65.28,86.819,87.203,-0.57170 (99.4283),4 7,2020/09/01 04:11:05,
36,1208137120,(주)지티일렉콘,고광열,분석,449603454,65.28,86.82,87.203,-0.57105 (99.42895),10 13,2020/09/01 06:44:47,
37,4168136599,주식회사 보경이엔지,최재봉,분석,449613890,65.28,86.822,87.205,-0.56872 (99.43128),15 10,2020/09/01 09:06:10,
38,1298155066,일조텔레콤(주),김문섭,분석,449614860,65.28,86.822,87.205,-0.56850 (99.4315),11 6,2020/08/31 17:15:16,
39,2148104884,두원이에프씨주식회사,황운천,분석,449623000,65.28,86.824,87.207,-0.56668 (99.43332),8 3,2020/08/27 16:57:54,
40,1188121173,(주)부현전기,김홍수,분석,449625000,65.28,86.824,87.207,-0.56624 (99.43376),9 14,2020/08/31 12:43:33,
41,2208709343,유텔레콤주식회사,이종일,분석,449627377,65.32,86.825,87.208,-0.56571 (99.43429),15 7,2020/08/28 16:25:28,
42,2148626637,(주)아이엔지시스템,김정화,분석,449627500,65.32,86.825,87.208,-0.56568 (99.43432),1 6,2020/08/31 14:41:58,
43,1128107625,(주)삼정전기통신,김상민,분석,449628798,65.32,86.825,87.208,-0.56539 (99.43461),5 10,2020/08/31 12:07:55,
44,1068127039,진명이엔씨(주),박창호,분석,449638115,65.32,86.827,87.21,-0.56330 (99.4367),9 2,2020/08/28 09:35:03,
45,1138694303,향원전자통신 주식회사,이진영,분석,449641300,65.32,86.828,87.211,-0.56259 (99.43741),15 6,2020/08/30 12:46:14,
46,2148768177,(주)프라임엔시스템,윤재중,분석,449643500,65.32,86.828,87.211,-0.56210 (99.4379),3 15,2020/09/01 09:39:34,
47,1068180183,보람정보통신서비스(주),안창진,분석,449643700,65.32,86.828,87.211,-0.56206 (99.43794),6 5,2020/08/30 00:44:20,
48,1198668254,디에스인포시스(주),최혜경,분석,449648402,65.32,86.829,87.212,-0.56100 (99.439),13 1,2020/08/28 13:24:33,
49,1188109728,득진통신(주),김진섭,분석,449651980,65.32,86.83,87.213,-0.56020 (99.4398),5 7,2020/08/31 16:48:44,
50,2198104744,주식회사 맥서브,손재익,분석,449652873,65.32,86.83,87.213,-0.56001 (99.43999),14 13,2020/09/01 09:29:16,
51,2118603519,에쓰이씨 주식회사,이명규,분석,449657793,65.32,86.831,87.214,-0.55890 (99.4411),9 14,2020/08/31 16:22:27,
52,1058748784,(주)에스알시스템,김수정,분석,449664500,65.32,86.833,87.215,-0.55741 (99.44259),4 2,2020/08/31 14:12:41,
53,2158138510,신신이앤씨주식회사,하대청,분석,449671061,65.32,86.834,87.216,-0.55594 (99.44406),2 6,2020/08/29 10:22:01,
54,1138629419,(주)에스이든,하태정,분석,449678360,65.36,86.836,87.218,-0.55431 (99.44569),1 13,2020/08/31 22:29:21,
55,1298147756,(주)씨제이텔레콤,정성건,분석,449682395,65.36,86.836,87.219,-0.55340 (99.4466),5 13,2020/08/26 15:37:56,
56,1138180712,(주)재신정보,한정규,분석,449692678,65.36,86.839,87.221,-0.55110 (99.4489),15 11,2020/08/27 18:21:06,
57,1068642995,(주)비엠시스솔루션,김시천,분석,449693014,65.36,86.839,87.221,-0.55103 (99.44897),10 7,2020/09/01 07:40:35,
58,2118836479,(주)에스피엔이,이정임,분석,449706990,65.36,86.842,87.223,-0.54790 (99.4521),5 13,2020/09/01 09:14:43,
59,2068153517,뉴텔레콤(주),김을선,분석,449709230,65.36,86.842,87.224,-0.54740 (99.4526),2 4,2020/08/31 09:35:43,
60,1088195004,(주)한양케이앤이,김홍인,분석,449715934,65.36,86.843,87.225,-0.54590 (99.4541),13 5,2020/08/31 14:55:58,
61,2148886584,주식회사 수민텔레콤,이상민,분석,449719064,65.36,86.844,87.226,-0.54521 (99.45479),14 4,2020/08/31 10:24:24,
62,1088122326,주식회사 주세움정보통신,염인덕,분석,449731590,65.4,86.847,87.228,-0.54240 (99.4576),7 11,2020/09/01 09:18:34,
63,1318183508,주식회사 와이엘테크,유한종,분석,449734717,65.4,86.847,87.229,-0.54171 (99.45829),8 13,2020/08/28 10:59:49,
64,2188120741,케이씨티정보통신(주),백형은,분석,449735840,65.4,86.848,87.229,-0.54145 (99.45855),15 5,2020/09/01 08:53:35,
65,1068606738,(주)퓨쳐아이티,정정민,분석,449740500,65.4,86.849,87.23,-0.54041 (99.45959),3 15,2020/08/31 14:10:09,
66,1068146133,(주)케이씨이,조정휘,분석,449741428,65.4,86.849,87.23,-0.54020 (99.4598),8 2,2020/08/31 11:22:29,
67,2128169519,세진시스콤주식회사,박수환,분석,449749030,65.4,86.85,87.231,-0.53850 (99.4615),7 10,2020/08/31 08:25:33,
68,1148182595,주식회사 싸인텔레콤,박영기,분석,449751300,65.4,86.851,87.232,-0.53800 (99.462),7 4,2020/09/01 09:07:36,
69,1418128934,에스유앤텔레콤주식회사,안경자,분석,449755180,65.4,86.852,87.233,-0.53713 (99.46287),7 2,2020/08/27 11:27:12,
70,1088193869,(주)동명텔레콤,김경은,분석,449759763,65.4,86.853,87.234,-0.53611 (99.46389),11 6,2020/08/28 14:02:52,
71,1298141752,에이플시스템즈(주),윤진경,분석,449776310,65.44,86.856,87.237,-0.53241 (99.46759),1 13,2020/08/28 09:13:54,
72,1048603486,우영메카(주),김규승,분석,449786151,65.44,86.858,87.239,-0.53020 (99.4698),7 4,2020/08/31 08:55:50,
73,2128140491,(주)벧엘정보통신,채수진,분석,449792410,65.44,86.86,87.24,-0.52881 (99.47119),14 1,2020/08/31 07:36:31,
74,1138604679,(주) 투데이게이트,김익훈,분석,449798670,65.44,86.861,87.241,-0.52741 (99.47259),12 9,2020/08/31 09:21:26,
75,5088110020,주식회사 예성전기통신,최홍철,분석,449813880,65.44,86.864,87.244,-0.52400 (99.476),9 6,2020/08/28 10:40:44,
76,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,449815221,65.44,86.864,87.244,-0.52370 (99.4763),5 2,2020/08/31 10:40:28,
77,1348182624,(주)이앤에스알앤디,이봉희,분석,449820590,65.48,86.865,87.245,-0.52250 (99.4775),1 6,2020/08/30 09:52:39,
78,1208128825,(주)이일엔지니어링,정찬면,분석,449821030,65.48,86.866,87.245,-0.52241 (99.47759),12 3,2020/08/28 13:43:10,
79,2078127900,합동전자통신(주),하명용,분석,449828640,65.48,86.867,87.247,-0.52070 (99.4793),8 1,2020/08/31 17:21:53,
80,1228193977,주식회사 에스유테크,강정구,분석,449832888,65.48,86.868,87.248,-0.51975 (99.48025),5 11,2020/08/27 18:12:36,
81,3028128918,주식회사 가시,강우석,분석,449843400,65.48,86.87,87.25,-0.51740 (99.4826),3 4,2020/09/01 09:05:21,
82,1218610885,주식회사 씨에스포유앤이,김승섭,분석,449846000,65.48,86.871,87.25,-0.51682 (99.48318),14 4,2020/08/31 15:21:49,
83,4318600057,주식회사 엘제이텍,임재우,분석,449852895,65.48,86.872,87.252,-0.51528 (99.48472),14 11,2020/09/01 09:48:08,
84,3798700760,로안테크(주),장승현,분석,449853236,65.48,86.872,87.252,-0.51520 (99.4848),15 7,2020/08/28 10:56:35,
85,1098162433,광명정보통신(주),김형준,분석,449864500,65.52,86.875,87.254,-0.51269 (99.48731),2 3,2020/08/28 10:27:07,
86,6058166688,(주)세계아이티씨,김황기,분석,449864570,65.52,86.875,87.254,-0.51267 (99.48733),10 3,2020/08/31 10:07:27,
87,2158704216,아임스통신주식회사,김종길,분석,449865760,65.52,86.875,87.254,-0.51240 (99.4876),15 11,2020/09/01 09:47:38,
87,4178600013,블랙썬 주식회사,이희부,분석,449865760,65.52,86.875,87.254,-0.51240 (99.4876),13 7,2020/09/01 09:26:42,
89,1288154026,(주)니트로시스템,정인교,분석,449883210,65.52,86.879,87.257,-0.50850 (99.4915),13 3,2020/08/31 10:29:24,
90,1168137418,두레옵트로닉스 주식회사,최수현,분석,449888120,65.52,86.88,87.258,-0.50741 (99.49259),5 3,2020/08/28 16:27:53,
91,1108604272,소리콤 주식회사,정재홍,분석,449890357,65.52,86.88,87.259,-0.50690 (99.4931),9 7,2020/09/01 00:35:46,
92,1138150993,주식회사 우진정보,배재중,분석,449891000,65.52,86.88,87.259,-0.50676 (99.49324),13 10,2020/08/31 16:58:47,
93,2098121862,거우전설주식회사,김영훈,분석,449891967,65.52,86.88,87.259,-0.50654 (99.49346),11 5,2020/08/31 10:09:16,
94,1200582335,델타전자통신,이성남,분석,449897960,65.52,86.882,87.26,-0.50520 (99.4948),3 10,2020/09/01 08:56:10,
95,3128147101,(주)피앤티정보통신,이상양,분석,449899970,65.52,86.882,87.261,-0.50476 (99.49524),6 3,2020/08/31 17:13:11,
96,5028131745,(주)에즈웰플러스,이기호,분석,449911800,65.56,86.885,87.263,-0.50211 (99.49789),2 9,2020/08/29 17:21:46,
97,1068136902,대일전기산업(주),임태원,분석,449913600,65.56,86.885,87.263,-0.50171 (99.49829),7 9,2020/08/31 18:00:33,
98,2208108546,경림전기(주),김인형,분석,449929360,65.56,86.888,87.266,-0.49818 (99.50182),5 14,2020/08/31 10:38:51,
99,8518700433,주식회사 대오,조계환,분석,449939190,65.56,86.89,87.268,-0.49599 (99.50401),8 15,2020/08/31 23:35:40,
100,1098647062,주식회사 조아정보통신,박민응,분석,449961030,65.6,86.895,87.273,-0.49110 (99.5089),6 10,2020/09/01 09:06:14,
101,1098610416,(주)네시비스,이은섭,분석,449979790,65.6,86.899,87.276,-0.48691 (99.51309),12 14,2020/08/31 09:23:20,
102,3058112642,합자회사 보광전기,박희근,분석,449980700,65.6,86.899,87.276,-0.48670 (99.5133),4 2,2020/08/31 17:58:43,
103,2158753003,주식회사 이예스피,민은정,분석,449986960,65.6,86.9,87.278,-0.48531 (99.51469),6 14,2020/08/28 10:31:35,
104,2208660663,주식회사 데이타렉스,김정국,분석,450008800,65.64,86.905,87.282,-0.48042 (99.51958),9 15,2020/08/31 15:26:31,
105,1298104500,주식회사 상지카일룸,최기보,분석,450021000,65.64,86.908,87.284,-0.47769 (99.52231),4 3,2020/08/31 15:08:09,
106,8028800189,주식회사 아이앤서브,박광열,분석,450036520,65.64,86.911,87.287,-0.47422 (99.52578),8 15,2020/08/25 15:50:35,
