순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1198191309,용진하이테크에너지 주식회사,김진석,분석,120745302.0,87.752,86.583,-1.32420 (98.6758),,0000/00/00 00:00:00,적격대상
2,1058714080,(주) 한일이앤에스,박완교,분석,120753744.0,87.758,86.589,-1.31731 (98.68269),,0000/00/00 00:00:00,적격대상
3,1178188899,주식회사 시큐렉스,최영희,분석,120774914.0,87.774,86.604,-1.30000 (98.7),,0000/00/00 00:00:00,적격대상
4,2128151509,한선전자통신(주),박일권,분석,120786600.0,87.782,86.612,-1.29045 (98.70955),,0000/00/00 00:00:00,적격대상
5,1068180878,(주)신보,박종규,분석,120798050.0,87.791,86.62,-1.28110 (98.7189),,0000/00/00 00:00:00,적격대상
6,2118168569,삼익정보통신(주),김진섭,분석,120812230.0,87.801,86.631,-1.26951 (98.73049),,0000/00/00 00:00:00,적격대상
7,1283385834,주식회사 발해정보통신,정재우,분석,120814805.0,87.803,86.632,-1.26740 (98.7326),,0000/00/00 00:00:00,적격대상
8,1178124861,케이이피엔지니어링(주),박성진,분석,120816140.0,87.804,86.633,-1.26631 (98.73369),,0000/00/00 00:00:00,적격대상
9,10181*****,(주)넥슨정보통신,신양인,분석,120818110.0,87.805,86.635,-1.26470 (98.7353),,0000/00/00 00:00:00,적격대상
10,2058132431,(주)삼화동력개발,정권봉,분석,120844390.0,87.824,86.654,-1.24323 (98.75677),,0000/00/00 00:00:00,적격대상
11,1058186995,부원동력(주),이병의,분석,120854206.0,87.831,86.661,-1.23521 (98.76479),,0000/00/00 00:00:00,적격대상
12,1188111452,동화전자산업(주),김종화,분석,120861700.0,87.837,86.666,-1.22908 (98.77092),,0000/00/00 00:00:00,적격대상
13,1068168350,신동전자주식회사,김정분,분석,120929830.0,87.886,86.715,-1.17340 (98.8266),,0000/00/00 00:00:00,적격대상
14,1130855068,태광 정보 통신,조호칠,분석,120963234.0,87.911,86.739,-1.14611 (98.85389),,0000/00/00 00:00:00,적격대상
15,1068178635,(주)지아이테크놀러지,홍영우,분석,120996549.0,87.935,86.763,-1.11888 (98.88112),,0000/00/00 00:00:00,적격대상
16,1208660193,(주)에프앤피이엔지,김용구,분석,121013282.0,87.947,86.775,-1.10520 (98.8948),,0000/00/00 00:00:00,적격대상
17,1018172790,(주)공신데이타,서만식,분석,121035430.0,87.963,86.791,-1.08711 (98.91289),,0000/00/00 00:00:00,적격대상
18,1108140593,(주)대건이엔씨,이황희,분석,121041990.0,87.968,86.795,-1.08174 (98.91826),,0000/00/00 00:00:00,적격대상
19,2048105154,우일정보기술 주식회사,이희문,분석,121044900.0,87.97,86.797,-1.07937 (98.92063),,0000/00/00 00:00:00,적격대상
20,2158769714,주식회사 누리엔에스,박봉기,분석,121048400.0,87.972,86.8,-1.07651 (98.92349),,0000/00/00 00:00:00,적격대상
21,2012563009,주식회사 신성전자통신,전용인,분석,121085233.0,87.999,86.826,-1.04640 (98.9536),,0000/00/00 00:00:00,적격대상
22,1078731896,(주)비시텍코리아,임헌욱,분석,121096368.0,88.007,86.834,-1.03731 (98.96269),,0000/00/00 00:00:00,적격대상
23,1058682164,(주)울트라텔레콤,김성철,분석,121108840.0,88.016,86.843,-1.02711 (98.97289),,0000/00/00 00:00:00,적격대상
