순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2048651425,주식회사 메이사운드  [최종낙찰],심문섭,분석,111792600,85.0,87.751,87.152,-0.67495 (99.32505),14 1,2019/05/14 16:35:55,
2,2208657396,(주)가온네트,오장환,분석,111792764,85.0,87.751,87.152,-0.67480 (99.3252),15 14,2019/05/10 10:55:13,
3,4538100144,주식회사 파란아이티,박관우,분석,111797000,85.0,87.754,87.156,-0.67104 (99.32896),6 1,2019/05/15 09:55:51,
4,1058727284,(주)조은네트웍스,김장열,분석,111803006,85.2,87.759,87.16,-0.66570 (99.3343),5 3,2019/05/13 11:19:14,
5,1198606485,주식회사 에이치엠솔루션,이상진,분석,111805900,85.2,87.761,87.163,-0.66313 (99.33687),6 14,2019/05/10 10:14:07,
6,1058673821,미르네트웍(주),황필건,분석,111806474,85.2,87.762,87.163,-0.66262 (99.33738),2 6,2019/05/14 08:51:03,
7,2148668087,주식회사 네오티스,이운학,분석,111809650,85.2,87.764,87.166,-0.65980 (99.3402),2 7,2019/05/13 16:10:44,
8,1058660665,(주)일신전업,김한경,분석,111812033,85.4,87.766,87.167,-0.65768 (99.34232),4 5,2019/05/15 07:00:41,
9,3958800527,주식회사 에스에이치아이티,정태순,분석,111822390,85.4,87.774,87.175,-0.64848 (99.35152),12 2,2019/05/14 14:29:10,
10,1148676763,유토피아정보기술(주),안종섭,분석,111824255,85.6,87.776,87.177,-0.64683 (99.35317),5 13,2019/05/13 16:28:32,
11,1178122655,셀렉트정보기술(주),임윤정,분석,111826079,85.6,87.777,87.178,-0.64521 (99.35479),13 6,2019/05/15 09:26:01,
12,1098643839,주식회사 케이비정보통신,지인현,분석,111834160,85.6,87.783,87.185,-0.63803 (99.36197),15 6,2019/05/15 09:28:08,
13,1138163445,주식회사 삼도통신,이정경,분석,111836500,85.8,87.785,87.186,-0.63595 (99.36405),1 14,2019/05/13 15:03:22,
14,2028138682,협진통신(주),이승훈,분석,111837890,85.8,87.786,87.188,-0.63471 (99.36529),10 9,2019/05/15 09:23:31,
15,2158194400,오엔씨네트웍스(주),김영식,분석,111847239,85.8,87.794,87.195,-0.62641 (99.37359),3 1,2019/05/13 12:32:29,
16,1018154491,엘케이테크넷(주),이만형,분석,111852529,86.0,87.798,87.199,-0.62170 (99.3783),15 8,2019/05/15 08:32:11,
17,2048620126,(주)상부사종합건설,이상만,분석,111853883,86.0,87.799,87.2,-0.62050 (99.3795),1 7,2019/05/15 07:43:49,
18,1028132281,현대씨앤알 주식회사,이문복,분석,111859733,86.0,87.803,87.205,-0.61530 (99.3847),15 8,2019/05/14 17:37:58,
19,1108124633,(주)디앤에스테크놀로지,이원우,분석,111860520,86.0,87.804,87.205,-0.61461 (99.38539),14 4,2019/05/13 11:31:15,
20,2048610496,주식회사김스애드,김진희,분석,111860970,86.0,87.804,87.206,-0.61421 (99.38579),1 3,2019/05/14 11:51:11,
21,2148188924,우민전기(주),이학표,분석,111861080,86.0,87.804,87.206,-0.61411 (99.38589),7 14,2019/05/15 08:46:34,
22,1058641085,(주)에스엠전력,김동율,분석,111862974,86.2,87.806,87.207,-0.61242 (99.38758),8 10,2019/05/10 11:23:44,
23,1068687032,주식회사 엔에스미디어,김경옥,분석,111868000,86.2,87.81,87.211,-0.60796 (99.39204),4 14,2019/05/15 09:14:41,
24,2158706984,도드람정보기술 주식회사,이명석,분석,111876800,86.4,87.817,87.218,-0.60014 (99.39986),10 11,2019/05/09 21:37:42,
25,1048142446,(주)대성텔레콤,양종만,분석,111878640,86.4,87.818,87.219,-0.59851 (99.40149),5 6,2019/05/15 09:41:41,
26,2148619081,주식회사 유신테크,김용근,분석,111880900,86.4,87.82,87.221,-0.59650 (99.4035),3 6,2019/05/13 18:16:41,
27,6318800044,화인씨엔이 주식회사,김영심,분석,111890062,86.6,87.827,87.228,-0.58836 (99.41164),3 10,2019/05/09 14:23:20,
28,2178145434,주식회사 한양전자피에이,여동도,분석,111892490,86.6,87.829,87.23,-0.58620 (99.4138),13 11,2019/05/10 18:08:23,
29,1198605337,(주)신한이엔아이,유순자,분석,111893611,86.6,87.83,87.231,-0.58520 (99.4148),1 2,2019/05/14 08:12:45,
30,2066762193,보성통신,문용권,분석,111894960,86.6,87.831,87.232,-0.58401 (99.41599),9 5,2019/05/15 08:31:00,
31,2118606665,주식회사 아라랏,오선환,분석,111902483,86.8,87.837,87.238,-0.57732 (99.42268),13 9,2019/05/14 22:20:32,
32,1198153493,(주)경성네트웍,편해용,분석,111917247,87.0,87.849,87.249,-0.56420 (99.4358),9 4,2019/05/14 08:22:22,
33,2148734283,(주)뉴넷정보기술,김종원,분석,111919000,87.0,87.85,87.251,-0.56265 (99.43735),7 8,2019/05/14 09:51:21,
34,1018644343,주식회사 세광이엔씨,장문주,분석,111922875,87.0,87.853,87.254,-0.55920 (99.4408),4 7,2019/05/14 09:32:02,
35,1078646354,(주)솔리비아,박정구,분석,111923323,87.0,87.853,87.254,-0.55881 (99.44119),10 3,2019/05/14 21:29:24,
36,1078763383,주식회사 아이티블럭,배경원,분석,111928110,87.2,87.857,87.258,-0.55455 (99.44545),10 11,2019/05/14 11:46:07,
37,1068602969,케이티아이시시 주식회사,강두성,분석,111928280,87.2,87.857,87.258,-0.55440 (99.4456),13 12,2019/05/14 08:59:39,
38,2118168569,삼익정보통신(주),김진섭,분석,111930500,87.2,87.859,87.26,-0.55243 (99.44757),9 11,2019/05/10 10:41:20,
39,1138189770,인콤아이에스(주),강점식,분석,111934250,87.2,87.862,87.263,-0.54910 (99.4509),1 9,2019/05/13 09:32:03,
40,1058792785,주식회사 신석,김민경,분석,111937510,87.2,87.864,87.265,-0.54620 (99.4538),8 7,2019/05/13 09:17:39,
41,1058684008,(주)인성아이앤씨,김환재,분석,111943134,87.4,87.869,87.27,-0.54120 (99.4588),12 13,2019/05/14 12:01:45,
42,1128141680,주식회사엠케이씨티,장재철,분석,111946986,87.4,87.872,87.273,-0.53778 (99.46222),5 13,2019/05/15 08:36:17,
43,1058130768,세원전설 주식회사,최영래,분석,111948647,87.4,87.873,87.274,-0.53631 (99.46369),15 2,2019/05/14 17:27:25,
44,1138175669,(주)용상전기통신,권혁기,분석,111949660,87.4,87.874,87.275,-0.53541 (99.46459),4 14,2019/05/14 09:31:32,
45,2048652666,주식회사 동연아이비에스,서동주,분석,111953040,87.6,87.877,87.277,-0.53240 (99.4676),5 15,2019/05/11 11:41:21,
46,1098154781,(주)공항엔지니어링,도정만,분석,111953300,87.6,87.877,87.278,-0.53217 (99.46783),9 4,2019/05/14 17:37:14,
47,1148182595,주식회사 싸인텔레콤,성기빈,분석,111956900,87.6,87.88,87.28,-0.52897 (99.47103),3 9,2019/05/15 09:24:07,
48,1198116692,주식회사 서우건설산업,이종근,분석,111962752,87.6,87.884,87.285,-0.52377 (99.47623),3 15,2019/05/14 09:42:07,
49,1098197140,(주)코맥스시큐리티,김종정,분석,111963280,87.8,87.885,87.285,-0.52331 (99.47669),9 11,2019/05/15 09:31:40,
50,1148680379,주식회사 다경시스템,김대원,분석,111965410,87.8,87.886,87.287,-0.52141 (99.47859),15 5,2019/05/10 16:48:04,
51,1198174839,(주)선진솔루션,송성재,분석,111970710,87.8,87.89,87.291,-0.51670 (99.4833),12 4,2019/05/10 17:12:04,
52,1018642796,주식회사 나이스포유,조향심,분석,111970940,87.8,87.891,87.291,-0.51650 (99.4835),6 10,2019/05/13 15:39:33,
53,1108176581,주식회사 비에스텍,윤희주,분석,111971138,87.8,87.891,87.291,-0.51632 (99.48368),15 2,2019/05/15 09:15:58,
54,2158634300,(주)성지이앤씨,김진환,분석,111971272,87.8,87.891,87.292,-0.51620 (99.4838),15 1,2019/05/14 09:13:20,
55,1148664613,(주)상우정보기술,하문한,분석,111972170,87.8,87.892,87.292,-0.51541 (99.48459),4 12,2019/05/13 09:43:42,
56,2208806533,제이와이씨엔아이(주),주용삼,분석,111972590,87.8,87.892,87.293,-0.51503 (99.48497),4 13,2019/05/13 17:36:06,
57,1138670451,주식회사 코스모티어,김명동,분석,111973072,87.8,87.892,87.293,-0.51461 (99.48539),8 10,2019/05/10 10:00:21,
58,2148186794,주식회사 리트코,정종경,분석,111974500,87.8,87.893,87.294,-0.51334 (99.48666),4 14,2019/05/15 10:08:30,
59,2128153400,일렉파워주식회사,김성호,분석,111981398,88.0,87.899,87.299,-0.50721 (99.49279),9 8,2019/05/14 09:57:59,
60,2108138572,주식회사 디와이엔텍,임형두,분석,111983652,88.0,87.901,87.301,-0.50521 (99.49479),5 14,2019/05/13 10:28:06,
61,1238150627,주식회사 씨트링,최용훈,분석,111984778,88.0,87.902,87.302,-0.50420 (99.4958),1 10,2019/05/13 09:53:29,
62,1018138303,주식회사 비엘에스,안홍서,분석,111985790,88.0,87.902,87.303,-0.50331 (99.49669),8 15,2019/05/15 08:43:03,
63,2098155983,주식회사 케이텍솔루션,임경택,분석,111986016,88.0,87.903,87.303,-0.50310 (99.4969),7 4,2019/05/10 16:36:43,
64,2120549052,태성통신,최재석,분석,111989262,88.2,87.905,87.306,-0.50022 (99.49978),1 13,2019/05/13 06:27:30,
65,2078147814,(주)대호엔지니어링,윤용상,분석,111990984,88.2,87.906,87.307,-0.49869 (99.50131),9 6,2019/05/14 10:17:18,
66,1088179663,주식회사 시큐뱅크,심재춘,분석,111991750,88.2,87.907,87.308,-0.49801 (99.50199),5 1,2019/05/14 15:58:09,
67,1098626994,주식회사 에이치엔엠,성기용,분석,111993811,88.2,87.909,87.309,-0.49618 (99.50382),6 12,2019/05/14 10:48:42,
68,1062873386,이행정보통신공사,오흥식,분석,111999920,88.2,87.913,87.314,-0.49075 (99.50925),15 4,2019/05/10 10:25:20,
69,1078162397,신용통신 주식회사,변옥희,분석,112003823,88.4,87.916,87.317,-0.48728 (99.51272),14 10,2019/05/13 14:27:42,
70,2098111724,(주)석주기업,유영만,분석,112004813,88.4,87.917,87.318,-0.48640 (99.5136),2 4,2019/05/08 16:24:22,
71,1058622531,건웅신호산전(주),박정현,분석,112008190,88.4,87.92,87.32,-0.48340 (99.5166),5 6,2019/05/13 11:52:38,
72,1268159398,(주)파이런텍,이병길,분석,112012920,88.4,87.924,87.324,-0.47920 (99.5208),7 13,2019/05/14 10:08:59,
73,1138151895,주식회사 온리정보통신,김서규,분석,112014437,88.6,87.925,87.325,-0.47785 (99.52215),8 13,2019/05/15 08:53:21,
74,1128148359,(주)펜타콤씨엔씨,최상록,분석,112015620,88.6,87.926,87.326,-0.47680 (99.5232),11 8,2019/05/13 17:32:52,
75,8028800189,주식회사 아이앤서브,박광열,분석,112016855,88.6,87.927,87.327,-0.47571 (99.52429),4 7,2019/05/10 17:39:36,
76,2158765528,삼마전기통신 주식회사,김완수,분석,112019330,88.6,87.929,87.329,-0.47351 (99.52649),14 4,2019/05/12 20:44:36,
77,1058730625,주식회사 신한네오텍,강미순,분석,112021100,88.6,87.93,87.33,-0.47193 (99.52807),11 13,2019/05/09 16:55:11,
78,2298138601,(주)우원씨앤이,이운재,분석,112021471,88.6,87.93,87.331,-0.47160 (99.5284),1 9,2019/05/15 09:32:54,
79,1138163218,(주)신성하이텍,성성모,분석,112023160,88.6,87.932,87.332,-0.47010 (99.5299),8 10,2019/05/15 09:23:05,
80,1098153915,하비넷정보통신(주),이종훈,분석,112023840,88.6,87.932,87.333,-0.46950 (99.5305),1 9,2019/05/15 08:42:05,
81,1138618789,이노뎁(주),이성진,분석,112028110,88.8,87.936,87.336,-0.46571 (99.53429),13 14,2019/05/10 15:01:17,
82,1238610275,주식회사 이앤비원,이근홍,분석,112037000,88.8,87.943,87.343,-0.45781 (99.54219),10 8,2019/05/08 17:23:48,
83,2208626821,한성씨앤엔(주),한성,분석,112042500,89.0,87.947,87.347,-0.45292 (99.54708),6 15,2019/05/10 14:43:24,
84,1138137229,두복산전(주),이영두,분석,112042850,89.0,87.947,87.347,-0.45261 (99.54739),3 1,2019/05/14 09:14:04,
85,1068611721,우리보안 주식회사,이명재,분석,112042855,89.0,87.947,87.347,-0.45260 (99.5474),12 3,2019/05/15 08:17:44,
86,2338109463,주식회사 아이티에스서비스,지영일,분석,112045777,89.0,87.949,87.35,-0.45001 (99.54999),7 2,2019/05/15 09:40:08,
87,1078731896,(주)비시텍코리아,임헌욱,분석,112050200,89.0,87.953,87.353,-0.44608 (99.55392),2 4,2019/05/09 10:07:00,
88,2068213303,사회적협동조합공감과연대,김기진,분석,112052523,89.2,87.955,87.355,-0.44402 (99.55598),14 9,2019/05/13 10:36:13,
89,1278171963,(주)서광시스템,박영,분석,112053660,89.2,87.956,87.356,-0.44300 (99.557),3 5,2019/05/14 14:07:46,
90,2098147159,(주)동방에스앤에스,정재훈,분석,112057675,89.2,87.959,87.359,-0.43944 (99.56056),11 10,2019/05/14 16:59:08,
91,1108170025,(주)원비즈시스템,박의영,분석,112058106,89.2,87.959,87.359,-0.43905 (99.56095),11 6,2019/05/09 12:41:03,
92,2118845639,(주)사운드코리아이엔지,김지형,분석,112058287,89.2,87.959,87.359,-0.43889 (99.56111),1 5,2019/05/15 09:17:55,
93,1098651964,셀코정보기술 주식회사,권영용,분석,112061314,89.2,87.962,87.362,-0.43620 (99.5638),11 1,2019/05/15 07:46:43,
94,2108168358,주식회사 영호정보통신,조영민,분석,112062660,89.2,87.963,87.363,-0.43501 (99.56499),5 2,2019/05/08 17:31:15,
95,1108127950,서경전기(주),이종환,분석,112066187,89.4,87.965,87.366,-0.43187 (99.56813),2 14,2019/05/14 13:42:27,
96,6288800543,주식회사 시온네트워크,김동현,분석,112066491,89.4,87.966,87.366,-0.43160 (99.5684),2 7,2019/05/15 10:58:17,
97,2018147460,태성전기통신(주),이덕우,분석,112067595,89.4,87.967,87.367,-0.43062 (99.56938),7 10,2019/05/14 14:57:45,
98,2148847295,티에스퓨처 주식회사,김명성,분석,112067843,89.4,87.967,87.367,-0.43040 (99.5696),9 12,2019/05/14 20:46:15,
99,2188118793,한국영상(주),송화재,분석,112069980,89.4,87.968,87.369,-0.42850 (99.5715),7 13,2019/05/10 09:17:14,
100,2058126341,종합전기 주식회사,김유훈,분석,112070210,89.4,87.969,87.369,-0.42830 (99.5717),14 2,2019/05/15 07:49:40,
101,1068180219,(주)네트웍리더,권철영,분석,112070767,89.4,87.969,87.369,-0.42781 (99.57219),8 10,2019/05/15 10:45:18,
102,2158689085,(주)에스지테크놀러지,손병학,분석,112072450,89.4,87.97,87.37,-0.42631 (99.57369),5 8,2019/05/15 09:58:00,
103,2068184529,(주)네오티엔씨,조정현,분석,112072590,89.4,87.97,87.371,-0.42619 (99.57381),9 2,2019/05/14 15:21:47,
104,1108190166,(주)페타네트워크,강인희,분석,112073500,89.4,87.971,87.371,-0.42538 (99.57462),4 15,2019/05/13 08:54:14,
105,2148777322,주식회사 보림프러스,김병관,분석,112075833,89.4,87.973,87.373,-0.42330 (99.5767),2 14,2019/05/15 09:27:03,
106,1148714240,주식회사 유진21,박영숙,분석,112081000,89.6,87.977,87.377,-0.41871 (99.58129),6 13,2019/05/14 10:39:02,
107,1198637085,(주) 하이네트워크,이준수,분석,112084610,89.6,87.98,87.38,-0.41551 (99.58449),14 10,2019/05/13 08:59:14,
108,1058763349,(주)트랜시아,임영식,분석,112085625,89.6,87.981,87.381,-0.41460 (99.5854),5 1,2019/05/14 16:30:55,
109,1198616251,주식회사 누리인프라,정성우,분석,112087900,89.6,87.982,87.382,-0.41258 (99.58742),13 4,2019/05/13 20:27:00,
