순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2068123425,에프투텔레콤(주),박수영,분석,4324217000,85.501,86.04,0.63799 (100.63799),11 6,2019/09/24 11:00:00,
2,1228125877,오상자이엘 주식회사,이극래,분석,4324351317,85.503,86.043,0.64112 (100.64112),10 12,2019/09/24 11:00:00,
3,3018149564,(주)영보정보통신,안병일,분석,4324445201,85.505,86.044,0.64330 (100.6433),15 5,2019/09/24 11:00:00,
4,1108157338,(주)메트로컴넷,최선민,분석,4324526412,85.507,86.046,0.64520 (100.6452),6 9,2019/09/24 11:00:00,
5,1318610484,주식회사 한결,정구웅,분석,4324637292,85.509,86.048,0.64778 (100.64778),1 11,2019/09/24 11:00:00,
6,1098195410,(주)신성글로벌네트워크,홍우석,분석,4324865858,85.513,86.053,0.65309 (100.65309),12 7,2019/09/24 11:00:00,
7,1318183508,주식회사 와이엘테크,유한종,분석,4325047579,85.517,86.056,0.65732 (100.65732),13 8,2019/09/24 11:00:00,
8,1248137312,대신네트웍스주식회사,연규현,분석,4325106470,85.518,86.058,0.65869 (100.65869),2 3,2019/09/24 11:00:00,
9,1328144454,주식회사 하이큐넷,공엄용,분석,4325124500,85.519,86.058,0.65911 (100.65911),10 12,2019/09/24 11:00:00,
10,1138629613,(주)자바네트웍스,김태환,분석,4325145160,85.519,86.058,0.65960 (100.6596),3 5,2019/09/24 11:00:00,
11,5158118409,(주)한샘정보통신,권영석,분석,4325176000,85.52,86.059,0.66031 (100.66031),10 5,2019/09/24 11:00:00,
12,3148130057,주식회사 제이씨정보통신,이옥배,분석,4325203160,85.52,86.06,0.66095 (100.66095),12 14,2019/09/24 11:00:00,
13,6168197255,광명디앤씨주식회사,김종헌,분석,4325261767,85.521,86.061,0.66231 (100.66231),12 9,2019/09/24 11:00:00,
14,3128155450,주식회사센텍,이은미,분석,4326107630,85.538,86.078,0.68199 (100.68199),2 4,2019/09/24 11:00:00,
15,7708100831,진아이티 주식회사,이진행,분석,4326736258,85.55,86.09,0.69663 (100.69663),10 11,2019/09/24 11:00:00,
16,1218147617,주식회사 한라인프라코어,유수상,분석,4326870318,85.553,86.093,0.69975 (100.69975),11 7,2019/09/24 11:00:00,
17,6158117317,주식회사 케이투,박성환,분석,4326907915,85.554,86.093,0.70062 (100.70062),10 9,2019/09/24 11:00:00,
18,5148107442,대신네트웍스(주),장우혁,분석,4327198991,85.56,86.099,0.70739 (100.70739),10 9,2019/09/24 11:00:00,
19,1328182574,다산정보통신(주),구성철,분석,4327981000,85.575,86.115,0.72559 (100.72559),4 8,2019/09/24 11:00:00,
20,1048120291,청음통신 주식회사,임광희,분석,4328299789,85.581,86.121,0.73301 (100.73301),1 15,2019/09/24 11:00:00,
21,3018110579,대원전기 주식회사,권세원,분석,4328500525,85.585,86.125,0.73769 (100.73769),3 5,2019/09/24 11:00:00,
22,1278145956,선테크 주식회사,박종선,분석,4328574000,85.587,86.127,0.73940 (100.7394),10 2,2019/09/24 11:00:00,
23,6178104991,(주)우성통신,우순현,분석,4328625560,85.588,86.128,0.74059 (100.74059),12 13,2019/09/24 11:00:00,
24,1268613010,주식회사 제이브이지,이하용,분석,4328642780,85.588,86.128,0.74100 (100.741),11 7,2019/09/24 11:00:00,
25,6058141805,제일정보통신주식회사,허영근,분석,4328793140,85.591,86.131,0.74450 (100.7445),2 3,2019/09/24 11:00:00,
26,1328182462,주식회사에스제이,오영주,분석,4328868000,85.593,86.132,0.74624 (100.74624),10 7,2019/09/24 11:00:00,
27,1248169304,주식회사 이지전기통신,이기하,분석,4329063835,85.596,86.136,0.75079 (100.75079),1 4,2019/09/24 11:00:00,
28,3148108782,지영정보통신 주식회사,이창봉,분석,4329111110,85.597,86.137,0.75190 (100.7519),14 7,2019/09/24 11:00:00,
29,1298689542,주식회사서율,복문수,분석,4329819767,85.611,86.151,0.76839 (100.76839),14 4,2019/09/24 11:00:00,
30,1138604679,(주) 투데이게이트,김익훈,분석,4329980130,85.615,86.155,0.77212 (100.77212),10 7,2019/09/24 11:00:00,
31,2138634018,(주)비트정보통신,송재화,분석,4330352876,85.622,86.162,0.78079 (100.78079),15 8,2019/09/24 11:00:00,
32,1288614811,은솔텔레콤(주),홍문희,분석,4330709511,85.629,86.169,0.78909 (100.78909),12 9,2019/09/24 11:00:00,
33,8668600286,주식회사 필립정보통신,최성남,분석,4330832000,85.631,86.172,0.79195 (100.79195),14 15,2019/09/24 11:00:00,
34,1198108907,(주)아이엔아이,이상우,분석,4330942000,85.634,86.174,0.79451 (100.79451),1 7,2019/09/24 11:00:00,
35,2298135230,주식회사에스에이티,정성원,분석,4330954430,85.634,86.174,0.79480 (100.7948),1 12,2019/09/24 11:00:00,
36,1408179804,주식회사 에스엠네트웍스,박상준,분석,4331023179,85.635,86.175,0.79640 (100.7964),10 12,2019/09/24 11:00:00,
37,2018146253,한진정보통신(주),원문경,분석,4331091000,85.637,86.177,0.79797 (100.79797),10 5,2019/09/24 11:00:00,
38,5028181207,(주)서경네트웍스,서춘도,분석,4331096220,85.637,86.177,0.79809 (100.79809),1 13,2019/09/24 11:00:00,
39,3148185080,기룡전기주식회사,이중선,분석,4331104817,85.637,86.177,0.79829 (100.79829),13 9,2019/09/24 11:00:00,
40,1218169227,주식회사 미소건영,김영태,분석,4331682800,85.648,86.189,0.81175 (100.81175),11 4,2019/09/24 11:00:00,
41,5148163366,양산정보통신(주),서성규,분석,4331762580,85.65,86.19,0.81360 (100.8136),1 13,2019/09/24 11:00:00,
42,1191397885,티디씨코리아,도재인,분석,4332221986,85.659,86.199,0.82430 (100.8243),4 9,2019/09/24 11:00:00,
43,1238140056,삼일데이타시스템(주),이기복,분석,4332307922,85.661,86.201,0.82629 (100.82629),14 5,2019/09/24 11:00:00,
44,2018145685,동부건설 주식회사,허상희,분석,4332424000,85.663,86.203,0.82900 (100.829),10 11,2019/09/24 11:00:00,
45,2068650742,한선씨앤씨 주식회사,장홍식,분석,4332463682,85.664,86.204,0.82992 (100.82992),13 7,2019/09/24 11:00:00,
46,1138107384,지에스네오텍 주식회사,남기정,분석,4332552800,85.665,86.206,0.83199 (100.83199),13 15,2019/09/24 11:00:00,
47,5048121485,합자회사 태성산업사,유지연,분석,4332703228,85.668,86.209,0.83550 (100.8355),1 3,2019/09/24 11:00:00,
48,1298129419,지에스앤티(주),이득연,분석,4332975726,85.674,86.214,0.84184 (100.84184),1 11,2019/09/24 11:00:00,
49,1348148193,(주)삼보전자통신,유수형,분석,4333269000,85.68,86.22,0.84866 (100.84866),10 9,2019/09/24 11:00:00,
50,1208137120,(주)지티일렉콘,고광열,분석,4333741981,85.689,86.229,0.85967 (100.85967),11 4,2019/09/24 11:00:00,
51,2148693742,에이치디에스주식회사,조한봉,분석,4334954750,85.713,86.254,0.88789 (100.88789),1 3,2019/09/24 11:00:00,
52,2158171237,(주)모빌텍,오승환,분석,4335172000,85.717,86.258,0.89295 (100.89295),10 9,2019/09/24 11:00:00,
53,2128180192,(주)에스포스텔레콤,이상수,분석,4335214710,85.718,86.259,0.89395 (100.89395),13 3,2019/09/24 11:00:00,
54,1358104897,성현기업(주),김윤명,분석,4336299000,85.74,86.28,0.91918 (100.91918),11 9,2019/09/24 11:00:00,
