순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,,주식회사 케이엔엑스정보통신,홍지연,분석,51332212,87.748,87.028,-0.81621 (99.18379),,0000/00/00 00:00:00,
2,1198168638.0,주식회사 연훈,박정호,분석,51333869,87.751,87.031,-0.81300 (99.187),,0000/00/00 00:00:00,
3,1078197386.0,(주)아리네트웍스,성동식,분석,51334075,87.752,87.031,-0.81261 (99.18739),,0000/00/00 00:00:00,
4,1198632979.0,성민전기 주식회사,김미영,분석,51337230,87.757,87.037,-0.80651 (99.19349),,0000/00/00 00:00:00,
5,2208882337.0,태암네트워크 주식회사,김만기,분석,51337232,87.757,87.037,-0.80651 (99.19349),,0000/00/00 00:00:00,
6,1088179135.0,주왕전기통신(주),장진섭,분석,51347230,87.774,87.054,-0.78719 (99.21281),,0000/00/00 00:00:00,
7,1358145603.0,한라인포넷(주),장경민,분석,51348568,87.776,87.056,-0.78460 (99.2154),,0000/00/00 00:00:00,
8,2188119278.0,한국씨네텍(주),김춘만,분석,51348618,87.776,87.056,-0.78451 (99.21549),,0000/00/00 00:00:00,
9,1068602969.0,케이티아이시시 주식회사,강두성,분석,51348670,87.777,87.056,-0.78441 (99.21559),,0000/00/00 00:00:00,
10,5518100318.0,주식회사 씨스테크,류니나,분석,51349440,87.778,87.058,-0.78292 (99.21708),,0000/00/00 00:00:00,
11,2078155629.0,씨티아이앤아이(주),김덕제,분석,51350626,87.78,87.06,-0.78063 (99.21937),,0000/00/00 00:00:00,
12,2098111724.0,(주)석주기업,유영만,분석,51351207,87.781,87.061,-0.77950 (99.2205),,0000/00/00 00:00:00,
13,2128166939.0,주식회사 연일전력,최재규,분석,51356019,87.789,87.069,-0.77021 (99.22979),,0000/00/00 00:00:00,
14,2128189567.0,주식회사 스마트파워시스템,원용훈,분석,51357262,87.791,87.071,-0.76780 (99.2322),,0000/00/00 00:00:00,
15,5588600575.0,주식회사 문형이엔씨,안문희,분석,51361380,87.798,87.078,-0.75985 (99.24015),,0000/00/00 00:00:00,
16,1058714080.0,(주) 한일이앤에스,박완교,분석,51362696,87.8,87.08,-0.75730 (99.2427),,0000/00/00 00:00:00,
17,1018197466.0,주식회사콤위즈,정윤권,분석,51372280,87.817,87.096,-0.73879 (99.26121),,0000/00/00 00:00:00,
18,5878600398.0,주식회사 엑사엔시스,김준용,분석,51373046,87.818,87.098,-0.73731 (99.26269),,0000/00/00 00:00:00,
19,1058153698.0,진우산전(주),정진태,분석,51379308,87.829,87.108,-0.72521 (99.27479),,0000/00/00 00:00:00,
20,1088122724.0,영진정보통신주식회사,김영식,분석,51383397,87.836,87.115,-0.71731 (99.28269),,0000/00/00 00:00:00,
21,1068616819.0,(주)현성인포컴,박홍수,분석,51383967,87.837,87.116,-0.71620 (99.2838),,0000/00/00 00:00:00,
22,2068179706.0,(주)씨엠유니버샬,전재용,분석,51386100,87.84,87.12,-0.71208 (99.28792),,0000/00/00 00:00:00,
23,2068606585.0,(주)상지일렉스,정원상,분석,51386316,87.841,87.12,-0.71167 (99.28833),,0000/00/00 00:00:00,
24,1288110974.0,주식회사 승원에이씨오,박태환,분석,51394680,87.855,87.134,-0.69550 (99.3045),,0000/00/00 00:00:00,
25,1058163309.0,(주)한국에빅스,신승창,분석,51395560,87.857,87.136,-0.69380 (99.3062),,0000/00/00 00:00:00,
