순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2208680918,(주)엠디엠알,이재원,분석,113196144,85.0,87.747,87.264,-0.54750 (99.4525),5 13,2019/05/02 21:08:06,
2,1078651838,(주)캐스트 원,윤정순,분석,113197700,85.0,87.748,87.265,-0.54614 (99.45386),10 12,2019/05/02 10:07:37,
3,1068609792,(주)아이티로그인,김태현,분석,113200350,85.0,87.75,87.267,-0.54381 (99.45619),2 9,2019/05/03 08:56:44,
4,1058123684,주식회사 우전정보통신,이정,분석,113200400,85.0,87.75,87.267,-0.54377 (99.45623),1 5,2019/05/01 12:49:23,
5,1128152663,한국아이디정보(주),송찬호,분석,113201940,85.0,87.751,87.269,-0.54241 (99.45759),11 6,2019/05/02 07:06:47,
6,2068606585,(주)상지일렉스,정원상,분석,113203230,85.0,87.752,87.27,-0.54128 (99.45872),12 15,2019/05/02 21:59:21,
7,1198656229,주식회사 경진네트워크,김응환,분석,113210143,85.2,87.758,87.275,-0.53521 (99.46479),12 15,2019/05/02 17:17:37,
8,1138637772,(주)헤로스테크,김병래,분석,113212070,85.2,87.759,87.276,-0.53351 (99.46649),1 7,2019/05/02 15:35:55,
9,1108164858,(주)에스에이정보기술,김성빈,분석,113213103,85.2,87.76,87.277,-0.53260 (99.4674),5 14,2019/05/02 14:15:16,
10,1148182595,주식회사 싸인텔레콤,성기빈,분석,113217200,85.2,87.763,87.28,-0.52901 (99.47099),6 5,2019/05/03 09:32:31,
11,1078197085,(주)코어넷,소흥섭,분석,113219830,85.4,87.765,87.282,-0.52669 (99.47331),4 1,2019/05/02 01:39:57,
12,2178114305,주식회사 케이엠씨앤아이,서정만,분석,113229600,85.4,87.773,87.29,-0.51811 (99.48189),12 9,2019/05/01 22:37:18,
13,1138635212,(주)아이제이일렉트론,김도형,분석,113229700,85.4,87.773,87.29,-0.51802 (99.48198),10 6,2019/05/02 17:28:52,
14,1208178820,(주)아이티엑스엠투엠,박상열,분석,113229721,85.4,87.773,87.29,-0.51800 (99.482),15 11,2019/05/02 09:15:14,
15,2018634956,주식회사 신성전자통신,전용인,분석,113230858,85.4,87.774,87.291,-0.51701 (99.48299),11 7,2019/05/02 10:04:29,
16,1028135124,현대에이치디에스(주),최철식,분석,113232110,85.6,87.775,87.292,-0.51591 (99.48409),10 9,2019/05/02 14:47:58,
17,2108160017,(주)누리온정보통신,박종수,분석,113236333,85.6,87.778,87.295,-0.51220 (99.4878),7 10,2019/05/02 12:10:18,
18,1188117816,(주)영원정보통신,전춘식,분석,113238827,85.6,87.78,87.297,-0.51000 (99.49),11 13,2019/05/02 14:19:25,
19,1078658471,우암정보통신 주식회사,김정훈,분석,113242240,85.6,87.782,87.3,-0.50701 (99.49299),11 14,2019/05/02 08:44:53,
20,1058188805,(주)경성텔레콤,김천수,분석,113248840,85.8,87.788,87.305,-0.50121 (99.49879),2 1,2019/05/02 09:11:48,
21,1138621101,(주)아이피로드,강철지,분석,113253395,85.8,87.791,87.308,-0.49720 (99.5028),12 11,2019/05/02 10:07:25,
22,1408177811,주식회사 네오비젼,유정식,분석,113257037,85.8,87.794,87.311,-0.49400 (99.506),11 9,2019/05/02 08:44:36,
23,1088126598,주식회사 온피아,김연,분석,113257764,85.8,87.794,87.312,-0.49337 (99.50663),14 15,2019/05/02 10:39:44,
24,1138175034,(주)윈플러스정보기술,정재원,분석,113259580,86.0,87.796,87.313,-0.49177 (99.50823),10 13,2019/05/03 09:14:28,
25,2078109289,栗林建設 株式會社,윤석율,분석,113265000,86.0,87.8,87.317,-0.48701 (99.51299),14 7,2019/05/03 09:04:37,
26,2018190031,주식회사 태건씨앤씨,김복수,분석,113267170,86.0,87.802,87.319,-0.48510 (99.5149),13 6,2019/05/02 09:31:35,
27,1058605740,국제텔레시스(주),박병헌,분석,113267964,86.0,87.802,87.319,-0.48440 (99.5156),6 7,2019/05/02 18:07:13,
28,1138655784,주식회사 유씨큐넷,김경,분석,113268410,86.0,87.803,87.32,-0.48401 (99.51599),14 6,2019/05/02 09:57:49,
