순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1058622531.0,건웅신호산전(주),박정현,분석,65461930,87.745,87.375,-0.42080 (99.5792),,0000/00/00 00:00:00,낙찰
2,,주식회사 가시,강우석,분석,65462500,87.746,87.376,-0.41993 (99.58007),,0000/00/00 00:00:00,
3,1138151895.0,주식회사 온리정보통신,김서규,분석,65468518,87.754,87.384,-0.41078 (99.58922),,0000/00/00 00:00:00,
4,2068678056.0,주식회사 주영네트웍스,김재현,분석,65477500,87.766,87.396,-0.39711 (99.60289),,0000/00/00 00:00:00,
5,1058163309.0,(주)한국에빅스,신승창,분석,65477960,87.766,87.397,-0.39641 (99.60359),,0000/00/00 00:00:00,
6,1348658866.0,스마클(주),송동하,분석,65481648,87.771,87.402,-0.39080 (99.6092),,0000/00/00 00:00:00,
7,1208612783.0,주식회사 나오디지탈,안병후,분석,65483400,87.774,87.404,-0.38814 (99.61186),,0000/00/00 00:00:00,
8,1138195331.0,(주)한남이앤씨,조재령,분석,65484540,87.775,87.405,-0.38641 (99.61359),,0000/00/00 00:00:00,
9,2028136758.0,주식회사 남양계전,민강기,분석,65486120,87.777,87.408,-0.38400 (99.616),,0000/00/00 00:00:00,
10,2158192566.0,(주)열림정보기술,고동민,분석,65491093,87.784,87.414,-0.37644 (99.62356),,0000/00/00 00:00:00,
11,2068625883.0,주식회사 누리제어시스템,박상진,분석,65491110,87.784,87.414,-0.37641 (99.62359),,0000/00/00 00:00:00,
12,1078803515.0,주식회사 해피텔레콤,이병욱,분석,65492750,87.786,87.416,-0.37392 (99.62608),,0000/00/00 00:00:00,
13,1098155422.0,창공정보통신(주),김배명,분석,65494400,87.788,87.419,-0.37141 (99.62859),,0000/00/00 00:00:00,
14,1138169250.0,코리아이지텔주식회사,임규학,분석,65494532,87.788,87.419,-0.37121 (99.62879),,0000/00/00 00:00:00,
15,1198187498.0,성원씨엔씨주식회사,유인식,분석,65495064,87.789,87.42,-0.37040 (99.6296),,0000/00/00 00:00:00,
16,2178114305.0,(주)케이엠씨앤아이,서정만,분석,65496506,87.791,87.421,-0.36820 (99.6318),,0000/00/00 00:00:00,
17,1198164802.0,주식회사 비아이넷,김동균,분석,65497680,87.793,87.423,-0.36642 (99.63358),,0000/00/00 00:00:00,
18,1228800161.0,주식회사 더울림,임연희,분석,65498082,87.793,87.424,-0.36581 (99.63419),,0000/00/00 00:00:00,
19,1088195004.0,(주)한양케이앤이,김홍인,분석,65498670,87.794,87.424,-0.36491 (99.63509),,0000/00/00 00:00:00,
20,1074870357.0,영진정보통신,김종규,분석,65500970,87.797,87.427,-0.36141 (99.63859),,0000/00/00 00:00:00,
21,1138135425.0,(주)뉴넷팝,이경택,분석,65501012,87.797,87.427,-0.36135 (99.63865),,0000/00/00 00:00:00,
