순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1098195410,(주)신성글로벌네트워크  [최종낙찰],홍우석,분석,873217538,65.0,86.748,85.923,-0.94759 (99.05241),2 15,2017/10/27 15:01:43,
2,5048189073,주식회사 태왕이앤씨,노기원,분석,873258000,65.0,86.752,85.926,-0.94301 (99.05699),2 8,2017/10/31 09:17:43,
3,1062475052,한우리정보통신,전막동,분석,873344550,65.04,86.761,85.935,-0.93319 (99.06681),1 3,2017/10/30 09:48:49,
4,6058630318,(주)부경정보통신,이정한,분석,873390238,65.08,86.765,85.94,-0.92800 (99.072),6 10,2017/10/30 14:35:48,
5,1098120807,(주)케이비에스비즈니스,강선규,분석,873438725,65.08,86.77,85.944,-0.92250 (99.0775),15 11,2017/10/31 09:37:38,
6,6058141805,제일정보통신주식회사,허영근,분석,873458120,65.08,86.772,85.946,-0.92030 (99.0797),11 8,2017/10/30 08:18:21,
7,1148714240,주식회사 유진21,박영숙,분석,873472224,65.08,86.773,85.948,-0.91870 (99.0813),1 11,2017/10/31 08:10:50,
8,6098162627,(주)인터컴,강인석,분석,873484700,65.12,86.775,85.949,-0.91729 (99.08271),4 14,2017/10/30 17:23:44,
9,1288138083,(주)유앤후레쉬,우재명,분석,873485290,65.12,86.775,85.949,-0.91722 (99.08278),11 7,2017/10/30 18:11:59,
10,2088115955,대건통신건설(주),양승범,분석,873532910,65.12,86.779,85.954,-0.91182 (99.08818),5 7,2017/10/30 14:16:06,
11,1138694415,건웅정보통신 주식회사,김지유,분석,873566552,65.12,86.783,85.957,-0.90800 (99.092),4 13,2017/10/30 15:23:50,
12,1088189685,주식회사 태산정보기술,채연옥,분석,873600052,65.16,86.786,85.96,-0.90420 (99.0958),5 4,2017/10/30 06:42:37,
13,2018147460,태성전기통신(주),이덕우,분석,873649685,65.16,86.791,85.965,-0.89857 (99.10143),11 6,2017/10/31 08:47:26,
14,8518700433,주식회사 대오,조계환,분석,873741990,65.2,86.8,85.974,-0.88810 (99.1119),10 8,2017/10/31 08:12:11,
15,2078136393,삼언전공 주식회사,공석복,분석,873828810,65.24,86.809,85.983,-0.87826 (99.12174),11 15,2017/10/30 16:50:04,
16,2128144255,경방전기통신(주),장기인,분석,873867000,65.24,86.813,85.986,-0.87392 (99.12608),6 12,2017/10/30 09:41:58,
17,2158603049,유니넷텍(주),김한호,분석,873874133,65.24,86.813,85.987,-0.87311 (99.12689),7 14,2017/10/30 10:49:33,
18,1238187686,버추얼넷 주식회사,왕대열,분석,873874500,65.24,86.813,85.987,-0.87307 (99.12693),7 8,2017/10/31 09:13:08,
19,1348712509,신우정보통신 주식회사,심원용,분석,873906840,65.28,86.817,85.99,-0.86940 (99.1306),13 15,2017/10/30 16:49:59,
20,1068136902,대일전기산업(주),임태원,분석,873958850,65.28,86.822,85.995,-0.86351 (99.13649),15 2,2017/10/31 09:25:14,
21,6058121041,(주)동양아이텔,황일신,분석,873961490,65.28,86.822,85.996,-0.86321 (99.13679),9 8,2017/10/30 13:14:24,
