순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2068113024,(주)신우콤  [최종낙찰],곽영석,분석,108001833,85.0,87.749,88.526,0.89018 (100.89018),4 8,2017/10/30 18:15:15,
2,1058645500,태지종합건설(주),박소연,분석,108012130,85.2,87.758,88.534,0.89980 (100.8998),1 9,2017/10/31 13:56:22,
3,2058132431,(주)삼화동력개발,정권봉,분석,108015120,85.2,87.76,88.536,0.90259 (100.90259),5 12,2017/10/30 09:30:11,
4,2068183592,(주)신광티앤이,이일환,분석,108025930,85.4,87.769,88.545,0.91269 (100.91269),15 4,2017/10/30 09:08:34,
5,2208110116,풍림산업 주식회사,이필승,분석,108034927,85.6,87.776,88.553,0.92109 (100.92109),12 6,2017/10/31 08:57:47,
6,1298141752,에이플시스템즈(주),윤진경,분석,108047450,85.8,87.786,88.563,0.93279 (100.93279),11 10,2017/10/27 14:49:14,
7,1198609084,주식회사 유니씨엔에스,박경임,분석,108048300,85.8,87.787,88.564,0.93359 (100.93359),2 11,2017/10/27 14:57:23,
8,2120549052,태성통신,최재석,분석,108065805,86.0,87.801,88.578,0.94994 (100.94994),2 5,2017/10/30 06:13:49,
9,2098133432,(주)가람씨앤씨,임승덕,분석,108068860,86.0,87.804,88.581,0.95279 (100.95279),7 10,2017/10/30 09:26:08,
10,1128148285,(주)백제이앤씨,손흥도,분석,108069900,86.0,87.804,88.581,0.95376 (100.95376),1 3,2017/10/27 10:13:34,
11,2148104884,두원이에프씨주식회사,박광섭,분석,108076891,86.2,87.81,88.587,0.96030 (100.9603),9 11,2017/10/30 08:36:52,
12,1188120761,(주)동화이엔씨,이재원,분석,108086700,86.4,87.818,88.595,0.96946 (100.96946),2 11,2017/10/30 10:39:48,
13,1088193869,(주)동명텔레콤,김경은,분석,108099900,86.6,87.829,88.606,0.98179 (100.98179),8 5,2017/10/27 17:39:31,
14,2208657396,(주)가온네트,오장환,분석,108105320,86.6,87.833,88.61,0.98685 (100.98685),1 4,2017/10/27 16:06:32,
15,2208726454,한국랜트로비젼(주),조병진,분석,108110215,86.8,87.837,88.614,0.99143 (100.99143),9 3,2017/10/30 14:38:48,
16,2048639509,주식회사 대한유비텍,강성철,분석,108111360,86.8,87.838,88.615,0.99249 (100.99249),8 2,2017/10/27 10:09:02,
17,2038158134,(주)두전네트,손광현,분석,108115831,86.8,87.842,88.619,0.99667 (100.99667),13 2,2017/10/30 11:28:17,
18,1018172790,(주)공신데이타,서만식,분석,108116700,86.8,87.843,88.62,0.99748 (100.99748),9 13,2017/10/27 11:06:42,
19,2148854189,(주)태원전기,김응식,분석,108124527,87.0,87.849,88.626,1.00479 (101.00479),2 15,2017/10/27 10:10:42,
