순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2178126102,(주)오버더케이블  [최종낙찰],이종구,분석,117748309,85.4,87.767,86.457,-1.46730 (98.5327),12 9,2017/05/18 09:48:15,
2,2148805903,리조이스통신주식회사,최공휘,분석,117768624,85.6,87.782,86.472,-1.45031 (98.54969),8 15,2017/05/16 09:07:57,
3,2158637350,(주)주은정보시스템,이명열,분석,117773165,85.8,87.785,86.475,-1.44651 (98.55349),15 8,2017/05/18 09:19:56,
4,2068157319,선림정보통신(주),임흥규,분석,117783526,85.8,87.793,86.483,-1.43784 (98.56216),3 14,2017/05/15 09:03:20,
5,2298119166,(주)삼영기업,금동흠,분석,117792800,86.0,87.8,86.49,-1.43007 (98.56993),14 12,2017/05/18 08:52:28,
6,1088195004,(주)한양케이앤이,김홍인,분석,117796109,86.0,87.803,86.492,-1.42731 (98.57269),13 9,2017/05/17 09:08:08,
7,2148770450,주식회사 아리시스,이대섭,분석,117807582,86.2,87.811,86.501,-1.41770 (98.5823),7 6,2017/05/16 09:07:58,
8,1178165329,(주)제오네트웍스,최철호,분석,117818670,86.4,87.819,86.509,-1.40843 (98.59157),11 5,2017/05/17 23:17:48,
9,2158765528,삼마전기통신 주식회사,김완수,분석,117820000,86.4,87.82,86.51,-1.40731 (98.59269),2 3,2017/05/16 22:45:45,
10,2200459632,하나정보통신,현광섭,분석,117830885,86.6,87.828,86.518,-1.39820 (98.6018),8 7,2017/05/15 13:45:24,
11,1098143872,보은전자방송통신(주),우영섭,분석,117858322,87.0,87.849,86.538,-1.37525 (98.62475),14 3,2017/05/15 09:42:26,
12,2028136990,(주)무궁화전자,이효형,분석,117873270,87.2,87.86,86.549,-1.36274 (98.63726),6 2,2017/05/16 16:52:24,
13,2068657600,에이티아이시스템 주식회사,안현수,분석,117885975,87.4,87.87,86.558,-1.35210 (98.6479),13 5,2017/05/18 09:33:47,
14,1058764538,주식회사 에스엔에스아이씨티,박성수,분석,117891830,87.4,87.874,86.562,-1.34721 (98.65279),12 4,2017/05/15 17:13:45,
15,2158747516,(주) 제이에스통신정보,한택수,분석,117901031,87.6,87.881,86.569,-1.33951 (98.66049),3 11,2017/05/17 09:19:48,
16,1058729754,(주)영주시스템,김기현,분석,117910951,87.8,87.888,86.576,-1.33120 (98.6688),9 11,2017/05/18 09:31:57,
17,2108164712,주식회사 데스카,조혜연,분석,117914101,87.8,87.89,86.579,-1.32857 (98.67143),1 4,2017/05/18 09:44:06,
18,1108190166,(주)페타네트워크,강인희,분석,117924101,88.0,87.898,86.586,-1.32020 (98.6798),10 6,2017/05/18 09:07:31,
19,1088175497,삼인시스텍(주),김용대,분석,117927825,88.0,87.901,86.589,-1.31708 (98.68292),12 2,2017/05/18 08:50:26,
20,1148692327,주식회사 우진미디어테크,김상범,분석,117934851,88.2,87.906,86.594,-1.31121 (98.68879),14 3,2017/05/17 10:01:17,
21,2148107988,(주)서울정보시스템,이문현,분석,117942618,88.2,87.912,86.6,-1.30471 (98.69529),1 2,2017/05/12 08:12:03,
22,2068196840,주식회사 혜성이티에스,이상영,분석,117965922,88.6,87.929,86.617,-1.28520 (98.7148),1 11,2017/05/15 21:09:28,
23,2148724941,한빛시스템주식회사,윤명호,분석,117979307,88.8,87.939,86.627,-1.27400 (98.726),7 14,2017/05/11 16:00:37,
24,1048159651,(주)성우음향정보통신,송민자,분석,117986476,88.8,87.944,86.632,-1.26800 (98.732),12 15,2017/05/17 15:23:37,
25,1198178757,주식회사우신아이앤씨,이화세,분석,117991000,89.0,87.948,86.635,-1.26422 (98.73578),7 4,2017/05/16 15:10:18,
26,2108170441,주식회사 에이원아이티,김진성,분석,118011332,89.2,87.963,86.65,-1.24721 (98.75279),7 11,2017/05/16 10:03:14,
27,1208782160,에스엔에스이서비스주식회사,정경식,분석,118025700,89.4,87.974,86.661,-1.23518 (98.76482),2 15,2017/05/17 09:46:15,
28,1148636024,로이넷(주),노동규,분석,118034320,89.6,87.98,86.667,-1.22797 (98.77203),13 8,2017/05/18 08:18:06,
29,1068619761,(주) 한걸음정보통신,정진원,분석,118036550,89.6,87.982,86.669,-1.22610 (98.7739),6 15,2017/05/17 09:19:40,
30,2048130648,주식회사 케빅,정병철,분석,118041450,89.8,87.985,86.672,-1.22200 (98.778),15 8,2017/05/15 18:54:24,
31,6818700095,주식회사 진영이엔씨,조근호,분석,118042403,89.8,87.986,86.673,-1.22120 (98.7788),11 1,2017/05/16 13:23:27,
32,2148856737,팬톰 주식회사,최재민,분석,118054353,90.0,87.995,86.682,-1.21120 (98.7888),4 2,2017/05/16 17:16:22,
33,1101185132,메이폴정보통신,박용진,분석,118058535,90.0,87.998,86.685,-1.20771 (98.79229),9 10,2017/05/16 02:17:15,
34,1108176581,주식회사 비에스텍,신수경,분석,118062090,90.0,88.001,86.687,-1.20473 (98.79527),11 1,2017/05/18 09:07:17,
35,2128144255,경방전기통신(주),장기인,분석,118072656,89.8,88.009,86.695,-1.19589 (98.80411),12 14,2017/05/18 09:07:40,
36,2048109261,영한산업(주),권태인,분석,118076000,89.8,88.011,86.698,-1.19309 (98.80691),13 10,2017/05/17 17:34:21,
37,2148854189,(주)태원전기,김응식,분석,118085423,89.6,88.018,86.705,-1.18521 (98.81479),9 4,2017/05/15 14:53:54,
38,1298155066,일조텔레콤(주),김문섭,분석,118090084,89.6,88.022,86.708,-1.18130 (98.8187),14 2,2017/05/18 08:28:34,
39,1048152245,주식회사 코맥스텔콤,홍욱,분석,118102154,89.4,88.031,86.717,-1.17120 (98.8288),9 7,2017/05/18 08:52:02,
40,4208700205,주식회사 가은씨앤에스,양미영,분석,118106934,89.4,88.034,86.72,-1.16720 (98.8328),6 5,2017/05/17 08:57:21,
41,1074968483,국제정보통신,조광자,분석,118107010,89.4,88.034,86.72,-1.16714 (98.83286),12 6,2017/05/12 09:03:52,
42,2148891087,세경네트웍스 주식회사,장중석,분석,118115780,89.2,88.041,86.727,-1.15980 (98.8402),6 8,2017/05/17 14:28:34,
43,8648700201,주식회사 현명정보통신,김철현,분석,118122588,89.0,88.046,86.732,-1.15411 (98.84589),4 8,2017/05/16 15:13:33,
44,2290162579,우성전기통신,박노선,분석,118130834,89.0,88.052,86.738,-1.14720 (98.8528),11 13,2017/05/15 15:32:46,
45,2158159534,주식회사 하이텍이피씨,김홍석,분석,118137400,88.8,88.057,86.743,-1.14171 (98.85829),12 10,2017/05/18 08:45:39,
46,1548800585,드림라인이엔씨 주식회사,김형석,분석,118138744,88.8,88.058,86.744,-1.14059 (98.85941),15 14,2017/05/15 12:48:27,
47,1058151176,(주)에스디엠엔씨,조성정,분석,118143023,88.8,88.061,86.747,-1.13701 (98.86299),2 9,2017/05/17 09:36:09,
48,2038164674,(주)컴버스테크,이돈원,분석,118143621,88.8,88.062,86.747,-1.13650 (98.8635),8 11,2017/05/17 18:15:17,
49,8668600286,주식회사 필립정보통신,최성남,분석,118147000,88.8,88.064,86.75,-1.13368 (98.86632),7 5,2017/05/11 10:29:25,
50,1198605337,(주)신한이엔아이,유순자,분석,118153456,88.6,88.069,86.754,-1.12827 (98.87173),14 9,2017/05/18 07:44:37,
51,2178113330,(주)오성에스이엠,오성표,분석,118157124,88.6,88.072,86.757,-1.12521 (98.87479),8 3,2017/05/18 09:42:03,
52,2148847295,티에스퓨처 주식회사,김명성,분석,118173855,88.4,88.084,86.769,-1.11120 (98.8888),15 12,2017/05/17 09:06:41,
53,2098155983,주식회사 케이텍솔루션,임경택,분석,118178037,88.2,88.087,86.773,-1.10771 (98.89229),4 6,2017/05/15 17:52:59,
54,2048624438,에스엘테크 주식회사,김한주,분석,118180660,88.2,88.089,86.774,-1.10551 (98.89449),8 1,2017/05/17 08:54:52,
55,1198609177,이유솔루션주식회사,장지호,분석,118190824,88.0,88.097,86.782,-1.09700 (98.903),14 11,2017/05/14 16:12:35,
56,2018634956,주식회사 신성전자통신,전용인,분석,118203491,87.8,88.106,86.791,-1.08641 (98.91359),5 2,2017/05/17 19:45:11,
57,2140550031,새론정보통신,이용주,분석,118203800,87.8,88.106,86.791,-1.08615 (98.91385),4 7,2017/05/17 13:49:22,
58,2078149656,코리아데이타코퍼레이션(주),이기철,분석,118209700,87.8,88.111,86.796,-1.08121 (98.91879),12 15,2017/05/16 10:27:14,
59,2138634018,(주)비트정보통신,송재화,분석,118211020,87.8,88.112,86.797,-1.08010 (98.9199),7 13,2017/05/18 09:14:39,
60,1058608183,코위버(주),황인환,분석,118214725,87.6,88.115,86.799,-1.07700 (98.923),4 13,2017/05/15 17:03:55,
61,2068666263,세움기술 주식회사,주익중,분석,118215900,87.6,88.115,86.8,-1.07602 (98.92398),5 13,2017/05/17 17:59:29,
62,1088179135,주왕전기통신(주),장진섭,분석,118237788,87.4,88.132,86.816,-1.05771 (98.94229),6 11,2017/05/16 13:47:28,
63,1288135320,수호정보통신(주),김성수,분석,118240776,87.4,88.134,86.819,-1.05520 (98.9448),9 8,2017/05/17 10:19:31,
64,1188116568,후지쯔코리아테크놀러지 주식회사,황문수,분석,118261000,87.0,88.149,86.833,-1.03828 (98.96172),13 5,2017/05/15 20:20:00,
65,1018662695,주식회사 메가시스템,김대석,분석,118264320,87.0,88.152,86.836,-1.03550 (98.9645),6 13,2017/05/18 09:52:07,
66,1062475052,한우리정보통신,전막동,분석,118278516,86.8,88.162,86.846,-1.02362 (98.97638),14 1,2017/05/17 09:55:56,
67,2198123760,기찬정보통신(주),홍석기,분석,118282667,86.6,88.165,86.849,-1.02015 (98.97985),10 4,2017/05/11 11:50:57,
68,2068611905,(주)한포넷,이현우,분석,118287061,86.6,88.168,86.853,-1.01647 (98.98353),8 2,2017/05/17 08:55:48,
69,5528700045,주식회사 에이치엘에스앤씨,이성복,분석,118300526,86.4,88.179,86.862,-1.00521 (98.99479),7 2,2017/05/17 16:14:48,
70,2098101546,교보정보통신(주),오교철,분석,118309500,86.2,88.185,86.869,-0.99770 (99.0023),8 12,2017/05/16 11:30:12,
71,1148633857,에스엠이엔지(주),이관휴,분석,118310596,86.2,88.186,86.87,-0.99678 (99.00322),6 15,2017/05/17 09:17:03,
72,1058622808,상무텔레콤 주식회사,한승열,분석,118320723,86.2,88.194,86.877,-0.98830 (99.0117),11 7,2017/05/18 07:48:49,
73,2058140076,(주)제일첨단테크,김성수,분석,118326219,86.0,88.198,86.881,-0.98371 (99.01629),4 10,2017/05/16 08:35:22,
74,1188114949,이주씨스템(주),이복균,분석,118332710,86.0,88.203,86.886,-0.97827 (99.02173),2 12,2017/05/18 08:47:40,
75,2178143187,(주)미디어밸리렛,황대신,분석,118333690,86.0,88.203,86.887,-0.97745 (99.02255),11 6,2017/05/18 08:55:46,
76,1138683636,주식회사 온택,허윤훈,분석,118347013,85.8,88.213,86.897,-0.96630 (99.0337),1 13,2017/05/12 14:28:42,
77,1138630143,주식회사일하유비넷,박상규,분석,118354400,85.6,88.219,86.902,-0.96012 (99.03988),8 4,2017/05/11 15:54:02,
78,1078756640,주식회사 링크씨앤아이,김대훈,분석,118357400,85.6,88.221,86.904,-0.95761 (99.04239),15 5,2017/05/16 18:58:28,
79,1048610901,이룸유비쿼터스주식회사,김광수,분석,118363265,85.4,88.225,86.909,-0.95270 (99.0473),2 15,2017/05/15 11:38:27,
80,2141179494,서울정보통신,김이성,분석,118363990,85.4,88.226,86.909,-0.95210 (99.0479),8 4,2017/05/15 13:31:22,
81,1078757203,주식회사 비에스파워,정병섭,분석,118368520,85.4,88.229,86.912,-0.94831 (99.05169),11 9,2017/05/18 09:36:47,
82,1248179286,케이에스엔시(주),송상헌,분석,118369240,85.4,88.23,86.913,-0.94770 (99.0523),6 12,2017/05/17 09:12:25,
83,1078682044,명승파워넷 주식회사,공건식,분석,118380710,85.2,88.238,86.921,-0.93811 (99.06189),10 4,2017/05/15 16:58:38,
84,2148685145,(주)티씨아이네트,하근호,분석,118386690,85.2,88.243,86.926,-0.93310 (99.0669),4 9,2017/05/18 08:59:17,
85,1108103322,광일통신(주),박병선,분석,118392542,85.0,88.247,86.93,-0.92821 (99.07179),3 2,2017/05/17 16:58:14,
86,1138177594,지엘에스이(주),김기용,분석,118392600,85.0,88.247,86.93,-0.92816 (99.07184),11 8,2017/05/18 09:58:29,
87,1058180119,주식회사 로지시스,이규현,분석,118403538,85.0,88.255,86.938,-0.91900 (99.081),11 8,2017/05/17 18:37:38,
88,1178164451,(주)지엠디텔레콤,김창윤,분석,118414000,85.0,88.263,86.946,-0.91025 (99.08975),10 2,2017/05/17 15:06:26,
89,1138677788,(주)제이에스지테크,박혜경,분석,118415920,85.0,88.265,86.947,-0.90864 (99.09136),14 5,2017/05/16 20:18:11,
90,1228118380,주식회사 텍셀네트컴,김진수,분석,118422346,85.0,88.269,86.952,-0.90327 (99.09673),15 6,2017/05/15 13:22:43,
91,2068165615,(주)아이커머,서정묵,분석,118422538,85.0,88.269,86.952,-0.90310 (99.0969),8 3,2017/05/15 09:47:07,
92,1248177371,디비비전(주),이영달,분석,118427509,85.0,88.273,86.956,-0.89895 (99.10105),3 8,2017/05/17 15:12:42,
93,1098195410,(주)신성글로벌네트워크,홍우석,분석,118428752,85.0,88.274,86.957,-0.89790 (99.1021),14 2,2017/05/17 17:07:43,
94,1208178820,(주)아이티엑스엠투엠,박상열,분석,118432940,85.0,88.277,86.96,-0.89440 (99.1056),7 1,2017/05/17 09:49:40,
95,2158168275,천마정보통신(주),전덕배,분석,118433000,85.0,88.277,86.96,-0.89435 (99.10565),13 3,2017/05/17 22:02:13,
96,2148823314,화인정보기술주식회사,이명우,분석,118435920,85.0,88.279,86.962,-0.89191 (99.10809),10 11,2017/05/18 08:31:40,
97,2158744687,(주)거성파워텍,김남수,분석,118439973,85.0,88.282,86.965,-0.88852 (99.11148),10 8,2017/05/18 08:22:26,
98,1078747777,(주)다인정보통신,박성근,분석,118441301,85.0,88.283,86.966,-0.88740 (99.1126),3 2,2017/05/17 10:14:25,
99,1288610057,주식회사 청명씨앤아이,문현민,분석,118443929,85.0,88.285,86.968,-0.88520 (99.1148),15 10,2017/05/17 16:24:13,
100,1218610885,주식회사 씨에스포유앤이,김승섭,분석,118444300,85.0,88.286,86.968,-0.88489 (99.11511),7 10,2017/05/18 09:23:04,
101,2048174554,주식회사 창흥텔레콤,진경미,분석,118459600,85.0,88.297,86.979,-0.87209 (99.12791),15 8,2017/05/18 07:38:37,
102,1088603552,주식회사 아이앤씨테크,전민호,분석,118463140,85.0,88.3,86.982,-0.86913 (99.13087),12 2,2017/05/18 07:58:33,
103,1198181214,엔텍월드주식회사,안병립,분석,118466690,85.0,88.302,86.984,-0.86616 (99.13384),13 15,2017/05/18 09:15:26,
104,2118161547,(주)필네트,박영만,분석,118469000,85.0,88.304,86.986,-0.86423 (99.13577),8 9,2017/05/17 10:37:14,
105,1198125041,옥성정보통신(주),황석,분석,118469981,85.0,88.305,86.987,-0.86340 (99.1366),4 13,2017/05/17 09:10:20,
106,1208117027,세안이엔씨 주식회사,이은상,분석,118470220,85.0,88.305,86.987,-0.86320 (99.1368),2 13,2017/05/18 09:25:54,
107,2148673033,대일전기통신(주),김종엽,분석,118482700,85.0,88.314,86.996,-0.85276 (99.14724),2 14,2017/05/16 13:25:18,
108,1078688280,콘텐츠스퀘어주식회사,함규식,분석,118483120,85.0,88.315,86.997,-0.85241 (99.14759),15 13,2017/05/17 14:37:02,
109,2100412872,유광미디어,김유성,분석,118483610,85.0,88.315,86.997,-0.85200 (99.148),15 1,2017/05/17 08:34:33,
110,1068612230,(주)사강통신,정일영,분석,118489820,85.0,88.32,87.001,-0.84680 (99.1532),13 9,2017/05/17 09:56:04,
111,2208680918,(주)엠디엠알,이재원,분석,118491729,85.0,88.321,87.003,-0.84521 (99.15479),15 6,2017/05/15 20:26:51,
112,2118726218,주식회사 씨그테크,이윤호,분석,118494870,85.0,88.323,87.005,-0.84258 (99.15742),5 9,2017/05/15 14:40:14,
113,2148864580,(주)리우솔루션,우삼렬,분석,118497944,85.0,88.326,87.007,-0.84000 (99.16),9 8,2017/05/17 09:24:53,
114,2148639466,(주)동방데이타테크놀러지,원덕숙,분석,118502370,85.0,88.329,87.011,-0.83630 (99.1637),10 14,2017/05/16 15:59:09,
115,1048178207,주식회사 씨에스티씨,김현숙,분석,118506910,85.0,88.332,87.014,-0.83250 (99.1675),14 4,2017/05/16 17:51:36,
116,1178164238,(주)에스브로텍,안경환,분석,118508700,85.0,88.334,87.015,-0.83100 (99.169),6 14,2017/05/15 12:49:08,
117,2130249995,에스에스브이,고영문,분석,118511920,85.0,88.336,87.018,-0.82831 (99.17169),12 4,2017/05/18 09:44:12,
