순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1088189685,주식회사 태산정보기술  [최종낙찰],채연옥,분석,165130355,85.0,87.753,87.542,-1.20981 (98.79019),15 8,2023/08/16 13:42:14,
2,1058727284,(주)조은네트웍스,김장열,분석,165131100,85.0,87.754,87.543,-1.20935 (98.79065),1 9,2023/08/17 11:24:59,
3,3738701418,주식회사 에스비넷,허훈,분석,165135350,85.2,87.756,87.545,-1.20679 (98.79321),14 8,2023/08/16 14:31:40,
4,2118145912,영남스퀘어 주식회사,장한원,분석,165157055,85.4,87.769,87.557,-1.19367 (98.80633),8 15,2023/08/16 10:08:32,
5,1408138536,주)파인솔라,이태동,분석,165179843,85.6,87.782,87.569,-1.17991 (98.82009),11 6,2023/08/17 16:21:47,
6,1068648591,주식회사 투지시스템,김승택,분석,165182160,85.6,87.783,87.57,-1.17851 (98.82149),2 4,2023/08/16 10:12:04,
7,2068601047,왕건전기 주식회사,한미라,분석,165197390,85.8,87.792,87.578,-1.16930 (98.8307),14 12,2023/08/18 08:07:09,
8,1078731896,(주)비시텍코리아,임헌욱,분석,165205480,86.0,87.797,87.582,-1.16442 (98.83558),5 8,2023/08/16 22:42:29,
9,1088195004,(주)한양케이앤이,김홍인,분석,165212449,86.0,87.801,87.586,-1.16020 (98.8398),12 4,2023/08/16 16:12:20,
10,1198184278,주식회사엠디네트워크,이재현,분석,165225339,86.2,87.808,87.593,-1.15242 (98.84758),14 5,2023/08/16 10:23:08,
11,4108709228,(주)실로아이앤씨,서정호,분석,165264916,86.6,87.831,87.614,-1.12851 (98.87149),7 1,2023/08/18 09:53:49,
12,2118716350,(주)비엔인더스트리,이재혁,분석,165279316,86.8,87.839,87.621,-1.11980 (98.8802),4 7,2023/08/17 09:20:12,
13,1088179135,주왕전기통신(주),권이길,분석,165280310,86.8,87.84,87.622,-1.11920 (98.8808),11 14,2023/08/17 09:41:18,
14,1248691271,주식회사 티팩토리,최형석,분석,165300998,87.0,87.852,87.633,-1.10670 (98.8933),11 15,2023/08/17 14:42:36,
15,1068642995,(주)비엠시스솔루션,김시천,분석,165302852,87.0,87.853,87.634,-1.10558 (98.89442),1 8,2023/08/17 10:47:14,
16,1208817900,주식회사 에이앤티플러스,김은아,분석,165308942,87.2,87.856,87.637,-1.10191 (98.89809),5 13,2023/08/16 10:15:35,
17,7098602638,주식회사 시그널아이씨티,강민희,분석,165329962,87.4,87.869,87.648,-1.08921 (98.91079),3 15,2023/08/17 23:27:37,
18,1108190583,키오스크코리아 주식회사,송희석,분석,165334760,87.4,87.871,87.651,-1.08631 (98.91369),12 9,2023/08/18 09:01:50,
19,1078756640,주식회사 링크씨앤아이,김대훈,분석,165349824,87.6,87.88,87.659,-1.07720 (98.9228),1 12,2023/08/17 15:05:55,
20,1068684748,주식회사고도기술,고동현,분석,165357273,87.6,87.884,87.663,-1.07270 (98.9273),9 4,2023/08/17 21:18:05,
21,1188111452,동화전자산업(주),김종화,분석,165361490,87.8,87.887,87.665,-1.07016 (98.92984),5 2,2023/08/17 08:18:13,
22,1068194620,(주)합동전자산업,정호원,분석,165366700,87.8,87.89,87.668,-1.06701 (98.93299),5 1,2023/08/16 10:50:59,
23,5278600284,주식회사 수앤씨,이종수,분석,165371175,87.8,87.892,87.67,-1.06430 (98.9357),6 4,2023/08/16 10:17:55,
24,2148619081,주식회사 유신테크,김용근,분석,165377961,88.0,87.896,87.674,-1.06020 (98.9398),11 15,2023/08/16 10:48:32,
25,5868701163,주식회사 하이텍에이브이,김라영,분석,165380774,88.0,87.898,87.675,-1.05851 (98.94149),7 3,2023/08/16 23:45:13,
26,1238195565,(주)지엔텔,이맹희,분석,165380800,88.0,87.898,87.675,-1.05849 (98.94151),6 8,2023/08/18 09:48:53,
27,1058748784,(주)에스알시스템,김수정,분석,165384080,88.0,87.9,87.677,-1.05651 (98.94349),6 9,2023/08/17 08:13:45,
28,1068651233,(주)나사씨엔에스,신희태,분석,165435062,88.6,87.929,87.704,-1.02571 (98.97429),15 14,2023/08/16 19:46:09,
29,2048182831,주식회사 세명에스엠지,장병철,분석,165440524,88.6,87.932,87.707,-1.02240 (98.9776),15 4,2023/08/17 09:42:50,
30,2048644152,신해공영주식회사,이종범,분석,165446900,88.8,87.936,87.71,-1.01855 (98.98145),3 2,2023/08/17 15:45:20,
31,1068136902,대일전기산업(주),임태원,분석,165453420,88.8,87.94,87.714,-1.01461 (98.98539),13 3,2023/08/17 13:18:46,
32,4088168391,금상디엔씨주식회사,박길중,분석,165453930,88.8,87.94,87.714,-1.01431 (98.98569),9 13,2023/08/18 08:01:43,
33,6508100027,다온정보시스템 주식회사,김연정,분석,165478700,89.2,87.955,87.727,-0.99934 (99.00066),4 13,2023/08/16 18:36:51,
34,2200459632,하나정보통신,현광섭,분석,165489681,89.2,87.961,87.733,-0.99270 (99.0073),3 14,2023/08/18 09:34:58,
35,1178164451,(주)지엠디텔레콤,김창윤,분석,165504577,89.4,87.969,87.741,-0.98370 (99.0163),9 12,2023/08/17 08:59:40,
