순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2098132812,주식회사 피치테크  [최종낙찰],이현철,분석,95884783,85.0,87.745,87.303,-1.36850 (98.6315),13 10,2022/05/06 16:11:27,
2,2018179526,중앙케이블네트워크(주),노상우,분석,95889986,85.0,87.751,87.308,-1.36311 (98.63689),3 5,2022/05/06 15:38:30,
3,7418801210,주식회사 한국에이브이산업,이재숙,분석,95903090,85.2,87.763,87.32,-1.34951 (98.65049),2 4,2022/05/09 06:40:07,
4,2158676426,주식회사 건영이앤씨,박지명,분석,95918200,85.6,87.778,87.334,-1.33383 (98.66617),7 3,2022/05/09 14:07:39,
5,2078136563,동하이앤에프(주),전영길,분석,95941833,86.0,87.802,87.355,-1.30931 (98.69069),15 11,2022/05/06 11:19:05,
6,1068627183,한국씨텍(주),박재규,분석,95942020,86.0,87.802,87.355,-1.30911 (98.69089),14 9,2022/05/09 16:25:22,
7,1138694415,건웅정보통신 주식회사,김지유,분석,95959660,86.4,87.819,87.371,-1.29081 (98.70919),4 7,2022/05/09 09:51:31,
8,1198616251,주식회사 누리인프라,정성우,분석,95967000,86.6,87.826,87.378,-1.28319 (98.71681),4 15,2022/05/06 12:38:12,
9,2138610414,(주)성창기전,지광섭,분석,95967949,86.6,87.827,87.379,-1.28221 (98.71779),8 14,2022/05/10 09:22:22,
10,2208735083,주식회사 강남전기공사,나중안,분석,95970744,86.6,87.83,87.381,-1.27931 (98.72069),9 15,2022/05/09 09:31:29,
11,2158603049,유니넷텍(주),김한호,분석,95973930,86.6,87.833,87.384,-1.27600 (98.724),14 9,2022/05/09 14:54:47,
12,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,95979514,86.8,87.839,87.389,-1.27020 (98.7298),4 7,2022/05/09 17:33:57,
13,1198179983,(주)에이피텔,정용명,분석,96000000,87.2,87.859,87.408,-1.24895 (98.75105),7 11,2022/05/09 18:53:01,
14,1138680513,주식회사연수이앤씨,조운호,분석,96000426,87.2,87.859,87.408,-1.24850 (98.7515),7 14,2022/05/06 15:57:00,
15,1058648787,디노플러스 주식회사,강경숙,분석,96016810,87.6,87.875,87.423,-1.23150 (98.7685),10 2,2022/05/06 20:22:52,
16,2118612681,(주)해우정보시스템,김병헌,분석,96017770,87.6,87.876,87.424,-1.23051 (98.76949),8 13,2022/05/09 09:25:39,
17,1058775087,주식회사 우성정보기술,장철,분석,96020786,87.6,87.879,87.427,-1.22738 (98.77262),6 8,2022/05/09 13:22:20,
18,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,96034440,87.8,87.893,87.439,-1.21321 (98.78679),13 9,2022/05/06 13:40:42,
19,2158637350,(주)주은정보시스템,이명열,분석,96050827,88.2,87.909,87.454,-1.19621 (98.80379),2 11,2022/05/10 09:52:08,
20,1078658471,우암정보통신 주식회사,김정훈,분석,96059789,88.4,87.918,87.463,-1.18691 (98.81309),4 3,2022/05/09 09:01:54,
21,2118193336,(주)국제비엠에스,윤도선,분석,96066053,88.4,87.924,87.468,-1.18041 (98.81959),6 5,2022/05/06 14:40:57,
22,1088189685,주식회사 태산정보기술,채연옥,분석,96067884,88.6,87.926,87.47,-1.17851 (98.82149),4 7,2022/05/10 08:58:55,
23,1138148411,(주)풍천정보네트웍,김학봉,분석,96069234,88.6,87.927,87.471,-1.17710 (98.8229),11 10,2022/05/09 09:36:55,
24,1068656301,주식회사 티제이원,최정국,분석,96076847,88.8,87.935,87.478,-1.16920 (98.8308),10 8,2022/05/09 09:56:23,
25,1208711248,(주)리얼아이씨티,변성암,분석,96077329,88.8,87.935,87.479,-1.16870 (98.8313),12 14,2022/05/10 13:43:19,
26,1058714080,(주) 한일이앤에스,박완교,분석,96079449,88.8,87.937,87.48,-1.16650 (98.8335),6 1,2022/05/09 11:50:32,
27,2158169556,네이버시스템 주식회사,임병조,분석,96092460,89.0,87.95,87.492,-1.15300 (98.847),8 4,2022/05/06 10:59:14,
28,1138663611,주식회사 엠브이씨앤에스,오남림,분석,96092667,89.0,87.95,87.492,-1.15279 (98.84721),9 8,2022/05/09 11:34:13,
29,5828800285,주식회사 본정보,김명호,분석,96095450,89.0,87.953,87.495,-1.14990 (98.8501),3 15,2022/05/10 09:30:37,
30,2208680918,(주)엠디엠알,이재원,분석,96095639,89.0,87.953,87.495,-1.14970 (98.8503),13 11,2022/05/07 22:16:30,
31,1058663420,(주)엠비에스엔지니어링,강형주,분석,96096795,89.0,87.954,87.496,-1.14851 (98.85149),4 8,2022/05/06 14:32:43,
32,2148805112,주식회사 지큐시스템즈,구자옥,분석,96109131,89.4,87.966,87.507,-1.13570 (98.8643),1 12,2022/05/09 09:03:11,
33,1178155699,유림씨스템통신(주),권영성,분석,96115973,89.4,87.973,87.514,-1.12860 (98.8714),3 5,2022/05/10 09:12:28,
34,1058618361,한글정보통신(주),최경환,분석,96116262,89.4,87.973,87.514,-1.12830 (98.8717),10 5,2022/05/09 15:03:51,
35,5278600284,주식회사 수앤씨,이종수,분석,96118576,89.6,87.976,87.516,-1.12590 (98.8741),10 11,2022/05/09 10:46:49,
36,1078167709,온세텔레콤(주),박준학,분석,96128300,89.8,87.985,87.525,-1.11581 (98.88419),11 4,2022/05/09 09:47:14,
37,5208801248,주식회사 해주정보통신,임나영,분석,96134572,89.8,87.991,87.531,-1.10931 (98.89069),10 6,2022/05/09 09:04:31,
38,2048190516,주식회사동훈전설,정준모,분석,96137000,89.8,87.994,87.533,-1.10679 (98.89321),8 2,2022/05/09 10:25:14,
39,1098176150,주식회사 하이큐스,최상호,분석,96141520,90.0,87.998,87.537,-1.10210 (98.8979),13 12,2022/05/09 14:22:36,
40,2068125141,주식회사 스테이지넷,임영규,분석,96147678,90.0,88.004,87.543,-1.09571 (98.90429),3 12,2022/05/09 13:55:20,
41,1148137386,(주)유일엔지니어링,송수길,분석,96153182,89.8,88.01,87.548,-1.08999 (98.91001),15 12,2022/05/10 08:15:42,
