순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1208147588,서현정보통신(주)  [최종낙찰],배상만,분석,121149640.0,85.0,87.745,87.98,-0.62790 (99.3721),5 15,2022/03/21 10:09:10,
2,1168137418,두레옵트로닉스 주식회사,최수현,분석,121149870.0,85.0,87.745,87.981,-0.62771 (99.37229),12 5,2022/03/18 13:29:17,
3,1128152663,한국아이디정보(주),송찬호,분석,121157245.0,85.0,87.751,87.986,-0.62160 (99.3784),15 11,2022/03/21 07:53:10,
4,1188108054,대한신호(주),안종석,분석,121157365.0,85.0,87.751,87.986,-0.62150 (99.3785),1 14,2022/03/18 15:22:56,
5,1198668458,이쓰리웍스 주식회사,박시영,분석,121157700.0,85.0,87.751,87.986,-0.62123 (99.37877),6 10,2022/03/22 09:32:13,
6,1198116692,주식회사 서우건설산업,이종근,분석,121157741.0,85.0,87.751,87.986,-0.62119 (99.37881),14 10,2022/03/22 09:20:00,
7,1198668254,대신인포시스 주식회사,최혜경,분석,121157910.0,85.0,87.752,87.986,-0.62105 (99.37895),3 10,2022/03/18 15:15:46,
8,2148766621,(주)포유네트웍스,이상오,분석,121161960.0,85.2,87.755,87.989,-0.61770 (99.3823),10 11,2022/03/21 09:43:03,
9,2158148186,시스텍전기통신(주),전진우,분석,121163468.0,85.2,87.756,87.99,-0.61645 (99.38355),10 5,2022/03/19 10:38:56,
10,7048701285,주식회사 하랑에스아이,김호중,분석,121164850.0,85.2,87.757,87.991,-0.61531 (99.38469),10 1,2022/03/18 10:19:14,
11,1358131171,(주)금성전기통신공사,김윤환,분석,121166590.0,85.2,87.758,87.993,-0.61387 (99.38613),13 1,2022/03/18 10:19:06,
12,2078147814,(주)대호엔지니어링,윤용상,분석,121169150.0,85.2,87.76,87.995,-0.61175 (99.38825),9 10,2022/03/21 09:15:33,
13,2068706603,주식회사 온품,김유혁,분석,121170170.0,85.2,87.761,87.995,-0.61091 (99.38909),4 6,2022/03/21 13:52:52,
14,1238175875,주식회사 휴톤,김영상,분석,121173979.0,85.2,87.764,87.998,-0.60775 (99.39225),1 2,2022/03/21 07:50:07,
15,1298141752,에이플시스템즈(주),윤진경,분석,121174040.0,85.2,87.764,87.998,-0.60770 (99.3923),1 7,2022/03/21 09:23:02,
16,1178112521,한성정보기술(주),한병성,분석,121183400.0,85.4,87.771,88.005,-0.59996 (99.40004),15 14,2022/03/18 17:37:44,
17,2138198870,주식회사 근우,김재진,분석,121184588.0,85.4,87.772,88.006,-0.59897 (99.40103),2 5,2022/03/21 13:55:00,
18,2198116973,건아정보기술 주식회사,심광호,분석,121188000.0,85.6,87.775,88.008,-0.59615 (99.40385),15 2,2022/03/21 15:32:11,
19,1068180219,(주)네트웍리더,권철영,분석,121189980.0,85.6,87.777,88.01,-0.59451 (99.40549),8 9,2022/03/21 17:06:12,
20,2028158261,주식회사 남두,김승균,분석,121190000.0,85.6,87.777,88.01,-0.59449 (99.40551),14 1,2022/03/22 08:03:20,
