순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2011497895.0,정우이앤씨,유동환,분석,29316468,87.754,85.843,-2.16700 (97.833),,2015/11/13 13:53:03,
2,2148745460.0,주식회사 앤앤에스피,김일용,분석,29326950,87.785,85.874,-2.13202 (97.86798),,2015/11/16 09:46:38,
3,1018154598.0,씨엔에스코리아(주),유호태,분석,29329975,87.794,85.883,-2.12193 (97.87807),,2015/11/16 07:56:56,
4,1098162433.0,광명정보통신(주),김형준,분석,29337955,87.818,85.906,-2.09530 (97.9047),,2015/11/18 09:40:10,
5,1068633138.0,포에스미디어(주),원태우,분석,29348360,87.849,85.936,-2.06058 (97.93942),,2015/11/18 09:32:31,
6,1188101629.0,거성전자산업(주),우정한,분석,29369208,87.912,85.997,-1.99100 (98.009),,2015/11/11 09:55:30,
7,2068170480.0,(주)금성전력기술,김일혁,분석,29385509,87.96,86.045,-1.93661 (98.06339),,2015/11/17 08:51:58,
8,1078148769.0,진한전설주식회사,최원석,분석,29389127,87.971,86.056,-1.92453 (98.07547),,2015/11/17 08:19:52,
9,2208869047.0,양지전기 주식회사,박승연,분석,29402830,88.012,86.096,-1.87880 (98.1212),,2015/11/11 12:50:58,
10,1138165384.0,(주)새서울개발,백승철,분석,29413000,88.043,86.126,-1.84486 (98.15514),,2015/11/17 09:46:57,
11,1078606385.0,대선아이넷(주),신일자,분석,29422500,88.071,86.154,-1.81316 (98.18684),,2015/11/17 17:14:43,
12,2208180951.0,엘지정보기술(주),엄태원,분석,29442564,88.131,86.212,-1.74621 (98.25379),,2015/11/13 11:51:29,
13,2118771649.0,주식회사 월드멀티넷,박영희,분석,29448700,88.15,86.23,-1.72573 (98.27427),,2015/11/13 09:45:33,
14,1198133411.0,주식회사 나경이엔씨,윤병유,분석,29456789,88.174,86.254,-1.69873 (98.30127),,2015/11/17 18:22:33,
15,2068601047.0,왕건전기 주식회사,유명종,분석,29462420,88.191,86.27,-1.67994 (98.32006),,2015/11/18 08:27:42,
16,,(주)현명정보통신,김철현,분석,29476750,88.234,86.312,-1.63212 (98.36788),,2015/11/14 11:17:11,
17,2148122316.0,금송전기(주),신중현,분석,29484880,88.258,86.336,-1.60499 (98.39501),,2015/11/18 10:08:46,
18,2018604729.0,주식회사 케이티 서비스 북부,박영식,분석,29487870,88.267,86.345,-1.59501 (98.40499),,2015/11/17 08:51:07,
19,2178114305.0,(주)케이엠씨앤아이,서정만,분석,29496595,88.293,86.371,-1.56590 (98.4341),,2015/11/17 15:06:14,
20,1098120807.0,(주)케이비에스비즈니스,고대영,분석,29500997,88.306,86.383,-1.55121 (98.44879),,2015/11/18 07:24:49,
21,2038154837.0,주식회사 제이케이넷트웍스,황영식,분석,29510721,88.335,86.412,-1.51876 (98.48124),,2015/11/17 10:16:28,
22,,스마클(주),송동하,분석,29524600,88.377,86.453,-1.47244 (98.52756),,2015/11/16 10:11:37,
23,1288196628.0,코마정보통신(주),이경수,분석,29553700,88.464,86.538,-1.37533 (98.62467),,2015/11/16 13:49:00,
24,1188109975.0,(주)부광네트워크,박경진,분석,29557050,88.474,86.548,-1.36415 (98.63585),,2015/11/13 17:41:35,
25,2148105563.0,(주)인성이엔씨,김규만,분석,29571208,88.516,86.589,-1.31690 (98.6831),,2015/11/15 14:59:47,
26,1068194348.0,(주)퓨젼아이앤씨,임영출,분석,29606907,88.623,86.694,-1.19777 (98.80223),,2015/11/18 09:12:24,
27,2108134668.0,(주)삼조미디어,조수현,분석,29615380,88.649,86.718,-1.16950 (98.8305),,2015/11/16 09:39:49,
28,2021067983.0,엘지전자통신공사,최태익,분석,29628346,88.687,86.756,-1.12623 (98.87377),,2015/11/16 13:45:29,
29,3058138619.0,(주)사이버텔브릿지,남백산,분석,29650161,88.753,86.82,-1.05343 (98.94657),,2015/11/11 10:28:59,
30,1198165586.0,제이케이앤티텔레콤(주),전찬화,분석,29695150,88.887,86.952,-0.90329 (99.09671),,2015/11/12 13:58:31,
31,1018105457.0,株式會社 南海電機,박인태,분석,29702488,88.909,86.973,-0.87880 (99.1212),,2015/11/17 14:45:58,
32,1068601053.0,(주)크로스젠,조효희,분석,29722000,88.968,87.031,-0.81369 (99.18631),,2015/11/16 17:11:47,
33,2068183592.0,(주)신광티앤이,이일환,분석,29742480,89.029,87.091,-0.74535 (99.25465),,2015/11/17 11:23:53,
34,2068663169.0,(주)지엠케이정보통신,현익재,분석,29751185,89.055,87.116,-0.71630 (99.2837),,2015/11/16 16:05:58,
35,1118126196.0,(주)광성통신,김성철,분석,29756543,89.071,87.132,-0.69842 (99.30158),,2015/11/17 09:38:07,
36,,오앤텔레콤 주식회사,허윤훈,분석,29811100,89.234,87.291,-0.51635 (99.48365),,2015/11/16 16:04:46,
37,1148190678.0,(주)에드원텔레콤,김춘걸,분석,29818785,89.257,87.314,-0.49071 (99.50929),,2015/11/17 16:52:52,
38,2158727392.0,매컴정보통신(주),탁숙자,분석,29831250,89.295,87.35,-0.44911 (99.55089),,2015/11/12 18:52:32,
39,2158171649.0,(주)삼삼통신기술,이성오,분석,29838170,89.315,87.371,-0.42601 (99.57399),,2015/11/16 09:23:18,
40,1078162397.0,신용통신 주식회사,변옥희,분석,29841359,89.325,87.38,-0.41537 (99.58463),,2015/11/13 13:21:08,
41,1058705558.0,주식회사 오시스네트웍스,강현소,분석,29855887,89.368,87.423,-0.36689 (99.63311),,2015/11/13 14:21:17,
42,1018197466.0,주식회사콤위즈,정윤권,분석,29857330,89.373,87.427,-0.36208 (99.63792),,2015/11/16 17:45:30,
43,1138633645.0,주식회사 와이넷,석지윤,분석,29886390,89.46,87.512,-0.26510 (99.7349),,2015/11/12 09:58:15,
44,1188120780.0,(주)웅비정보통신,박근택,분석,29895476,89.487,87.538,-0.23478 (99.76522),,2015/11/12 10:08:50,
45,1171187825.0,신원전자,안희덕,분석,29896905,89.491,87.543,-0.23001 (99.76999),,2015/11/16 09:48:25,
46,1138158414.0,(주)신우종합정보,김찬종,분석,29902350,89.508,87.559,-0.21184 (99.78816),,2015/11/16 12:32:22,
47,2098130809.0,(주)엔트립,최종국,분석,29908710,89.527,87.577,-0.19061 (99.80939),,2015/11/11 07:29:23,
48,2148132740.0,(주)융시스템,박진기,분석,29916940,89.551,87.601,-0.16315 (99.83685),,2015/11/13 14:25:45,
49,1063066383.0,(주)일광통신,이병일,분석,29917790,89.554,87.604,-0.16031 (99.83969),,2015/11/16 09:59:18,
50,1068619820.0,주식회사유엔콘트롤,남성모,분석,29930094,89.591,87.64,-0.11925 (99.88075),,2015/11/12 15:20:15,
51,2648122849.0,주식회사한양시큐리티,신동준,분석,29931128,89.594,87.643,-0.11580 (99.8842),,2015/11/17 11:22:34,
52,2158138830.0,주식회사와이드이엔씨,최주섭,분석,29941200,89.624,87.672,-0.08219 (99.91781),,2015/11/17 14:37:21,
53,2098137137.0,주식회사우일씨앤아이,이준호,분석,29945132,89.636,87.684,-0.06907 (99.93093),,2015/11/16 11:02:14,
54,1348120104.0,(주)씨월드정보기술,남형연,분석,29950844,89.653,87.701,-0.05001 (99.94999),,2015/11/17 17:34:10,
55,1128120900.0,(주)조일이씨에스,안종석,분석,29966800,89.7,87.747,0.00324 (100.00324),,2015/11/18 08:53:33,
56,2038163205.0,아이티케어(주),이영희,분석,29967700,89.703,87.75,0.00624 (100.00624),,2015/11/11 10:07:45,
57,2098122288.0,하나로넷주식회사,이 오,분석,29973244,89.72,87.766,0.02475 (100.02475),,2015/11/17 11:01:44,
58,1178122655.0,셀렉트정보기술(주),임윤정,분석,29978116,89.734,87.78,0.04100 (100.041),,2015/11/18 08:35:40,
59,1138640850.0,주식회사 우솔네트웍스,유성옥,분석,29986970,89.761,87.806,0.07055 (100.07055),,2015/11/15 22:43:20,
60,1178164238.0,(주)에스브로텍,안경환,분석,29988670,89.766,87.811,0.07622 (100.07622),,2015/11/16 10:25:29,
61,1138694303.0,향원전자통신 주식회사,김태석,분석,30003740,89.811,87.856,0.12651 (100.12651),,2015/11/16 21:34:20,
62,2098111724.0,(주)석주기업,유영만,분석,30008790,89.826,87.87,0.14337 (100.14337),,2015/11/12 10:40:10,
63,2048639509.0,주식회사 대한유비텍,강성철,분석,30012270,89.837,87.88,0.15498 (100.15498),,2015/11/17 09:49:22,
64,1018639665.0,(주)한양인프라넷,김주호,분석,30014980,89.845,87.888,0.16402 (100.16402),,2015/11/11 17:50:12,
65,1068180183.0,보람정보통신서비스(주),안창진,분석,30017970,89.854,87.897,0.17400 (100.174),,2015/11/16 09:26:41,
66,2208691899.0,(주)한결아이앤씨,이상억,분석,30034000,89.902,87.944,0.22750 (100.2275),,2015/11/11 16:48:34,
67,2208139700.0,(주)애플파워,김성국,분석,30034990,89.905,87.947,0.23080 (100.2308),,2015/11/14 21:17:00,
68,1138653369.0,(주)제이앤비이노베이션,오명숙,분석,30039425,89.918,87.96,0.24560 (100.2456),,2015/11/12 16:25:02,
69,1180673427.0,한마음정보시스템,정인숙,분석,30050102,89.95,87.991,0.28123 (100.28123),,2015/11/13 10:59:42,
70,4098163161.0,(주)동우커뮤니케이션,송준성,분석,30066424,89.999,88.039,0.33570 (100.3357),,2015/11/17 09:35:17,
71,1088175497.0,삼인시스텍(주),김용대,분석,30070130,90.01,88.05,0.34807 (100.34807),,2015/11/13 16:28:42,
72,1058163594.0,(주)영원씨앤아이,김성호,분석,30071220,90.013,88.053,0.35170 (100.3517),,2015/11/11 10:46:15,
73,6318800044.0,화인씨엔이 주식회사,김영심,분석,30075155,90.025,88.065,0.36484 (100.36484),,2015/11/11 14:40:06,
74,1062475052.0,한우리정보통신,전막동,분석,30100860,90.102,88.14,0.45062 (100.45062),,2015/11/11 17:21:56,
75,2141179494.0,서울정보통신,김이성,분석,30153690,90.26,88.295,0.62692 (100.62692),,2015/11/16 16:55:37,
76,1068125614.0,(주)한국전자정보시스템,김흥주,분석,30160280,90.28,88.314,0.64891 (100.64891),,2015/11/17 19:48:59,
77,1098603593.0,주식회사 완일이씨에스,김경창,분석,30161020,90.282,88.316,0.65138 (100.65138),,2015/11/18 09:14:12,
78,1138184945.0,에스엠티정보기술(주),이묵희,분석,30162420,90.286,88.32,0.65605 (100.65605),,2015/11/16 13:45:31,
79,1248106672.0,(주)데스코,이상혁,분석,30182400,90.346,88.379,0.72273 (100.72273),,2015/11/16 11:06:59,
80,1088142910.0,주식회사 세온이엠에스,조상현,분석,30209600,90.427,88.458,0.81350 (100.8135),,2015/11/17 09:58:03,
