순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068601621,주식회사 동양타브  [최종낙찰],이세근,분석,105578000,85.0,87.745,87.982,-0.31304 (99.68696),6 8,2020/11/02 15:42:26,
2,2158754394,씨스존 주식회사,정찬원,분석,105578151,85.0,87.745,87.982,-0.31290 (99.6871),13 15,2020/10/30 14:32:56,
3,2118759096,(주)사운드레이스,장명훈,분석,105578670,85.0,87.745,87.982,-0.31240 (99.6876),14 1,2020/10/30 16:50:41,
4,1398115682,백상건설 주식회사,정홍훈,분석,105580400,85.0,87.747,87.984,-0.31076 (99.68924),15 13,2020/11/03 08:39:50,
5,2128196942,동진이앤씨(주),민진식,분석,105581300,85.0,87.748,87.985,-0.30991 (99.69009),12 1,2020/11/02 15:43:25,
6,1198629800,주식회사 메카넷,천수연,분석,105582460,85.0,87.749,87.986,-0.30880 (99.6912),8 13,2020/10/30 00:39:38,
7,1168155492,주식회사 코콤텍,고성춘,분석,105584990,85.0,87.751,87.988,-0.30640 (99.6936),14 4,2020/11/02 10:25:56,
8,3158800929,에이블이엔씨 주식회사,김주형,분석,105585410,85.0,87.751,87.988,-0.30600 (99.694),4 1,2020/11/02 17:25:46,
9,2178601498,주식회사 엔키텍,원영춘,분석,105586560,85.0,87.752,87.989,-0.30491 (99.69509),1 3,2020/10/30 12:28:33,
10,2208869047,양지전기 주식회사,박승연,분석,105586880,85.0,87.753,87.989,-0.30461 (99.69539),4 8,2020/10/28 09:24:09,
11,2028159713,거산음향통신(주),김기만,분석,105588040,85.0,87.754,87.99,-0.30351 (99.69649),1 4,2020/10/30 10:06:56,
12,1078197085,(주)코어넷,소흥섭,분석,105590000,85.2,87.755,87.992,-0.30164 (99.69836),5 3,2020/11/02 11:24:07,
13,1058747280,주식회사 하이디,문이수,분석,105590006,85.2,87.755,87.992,-0.30164 (99.69836),15 14,2020/10/28 20:59:21,
14,2068643595,주식회사 정형텔레콤,심재호,분석,105590227,85.2,87.756,87.992,-0.30143 (99.69857),6 12,2020/10/29 16:52:45,
15,2108118504,보성전기산업(주),강명구,분석,105591200,85.2,87.756,87.993,-0.30050 (99.6995),14 3,2020/10/27 09:32:25,
16,1208192633,(주)유니썬코리아,김형중,분석,105591300,85.2,87.756,87.993,-0.30041 (99.69959),14 6,2020/11/02 13:39:08,
17,1018143596,부기테크(주),은철우,분석,105593800,85.2,87.759,87.995,-0.29803 (99.70197),8 2,2020/11/03 09:28:58,
18,1078616772,노드링크주식회사,장용철,분석,105594042,85.2,87.759,87.995,-0.29781 (99.70219),4 5,2020/10/29 09:53:31,
19,2148668087,주식회사 네오티스,이운학,분석,105594252,85.2,87.759,87.995,-0.29761 (99.70239),10 1,2020/10/30 16:00:21,
20,2068164028,주식회사 이지아이앤씨,김한복,분석,105597500,85.2,87.762,87.998,-0.29452 (99.70548),13 8,2020/11/02 09:19:49,
21,2128608050,(주)엔큐컨설팅,유관우,분석,105603940,85.4,87.768,88.004,-0.28840 (99.7116),3 8,2020/11/01 08:55:12,
22,1078677070,씨지에스아이티(주),최규식,분석,105605547,85.4,87.769,88.005,-0.28688 (99.71312),4 12,2020/11/03 08:47:56,
23,1198649126,태광에스엠주식회사,전현용,분석,105607309,85.4,87.77,88.006,-0.28521 (99.71479),11 7,2020/10/30 10:59:10,
24,4028141375,주식회사 이레유비크,박임철,분석,105608468,85.4,87.771,88.007,-0.28410 (99.7159),1 12,2020/10/30 13:55:32,
25,1098161598,(주)삼우씨앤에스,이기만,분석,105610260,85.4,87.773,88.009,-0.28240 (99.7176),2 13,2020/10/31 15:23:32,
26,1058676599,주식회사 비아이엔솔루션,이승엽,분석,105610531,85.4,87.773,88.009,-0.28215 (99.71785),5 12,2020/10/30 15:29:27,
27,1148190678,주식회사 에드원,김춘걸,분석,105614470,85.6,87.777,88.012,-0.27840 (99.7216),14 3,2020/10/29 16:20:29,
28,2148690274,주식회사 유니콤넷,최경식,분석,105616117,85.6,87.778,88.014,-0.27684 (99.72316),13 5,2020/10/28 16:49:46,
29,2178140711,주식회사 넥슨통신,신철구,분석,105617120,85.6,87.779,88.015,-0.27589 (99.72411),9 1,2020/10/27 11:34:43,
30,2098121862,거우전설주식회사,김영훈,분석,105618241,85.6,87.78,88.015,-0.27482 (99.72518),7 12,2020/11/02 11:09:58,
31,1078155407,(주)윤익계전,안용준,분석,105619534,85.6,87.781,88.017,-0.27359 (99.72641),7 6,2020/10/27 13:38:19,
32,2148685145,(주)티씨아이네트,하근호,분석,105622890,85.6,87.784,88.019,-0.27041 (99.72959),1 4,2020/11/03 09:38:55,
33,1058773833,시큐솔루션 주식회사,남병창,분석,105624890,85.8,87.786,88.021,-0.26851 (99.73149),8 1,2020/11/02 21:46:43,
34,1088114068,(주)대인정보통신,유재호,분석,105625000,85.8,87.786,88.021,-0.26840 (99.7316),2 1,2020/11/02 13:53:56,
35,1198125041,옥성정보통신(주),황석,분석,105629210,85.8,87.79,88.025,-0.26441 (99.73559),9 1,2020/11/02 08:46:55,
36,2038101742,株式會社 革新電工社,김희웅,분석,105631220,85.8,87.791,88.026,-0.26250 (99.7375),2 14,2020/11/02 09:36:12,
37,1200295066,비젼텔레콤,임의석,분석,105631526,85.8,87.792,88.027,-0.26221 (99.73779),12 3,2020/11/01 23:54:25,
38,1138135425,(주)뉴넷팝,이경택,분석,105635530,86.0,87.795,88.03,-0.25840 (99.7416),14 9,2020/11/02 10:19:42,
39,2208806533,제이와이씨엔아이(주),주용삼,분석,105635660,86.0,87.795,88.03,-0.25828 (99.74172),3 6,2020/10/30 11:51:35,
