순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1778800569,주식회사 유원이씨에스  [최종낙찰],유명종,분석,21110938,85.2,87.757,87.711,-0.92975 (99.07025),12 15,2021/08/11 08:13:14,
2,1258180919,(주)경일전공,정요진,분석,21111010,85.2,87.758,87.711,-0.92941 (99.07059),12 2,2021/08/10 22:43:03,
3,1198647905,주식회사 리안시스템,원미리,분석,21112000,85.2,87.762,87.715,-0.92472 (99.07528),5 15,2021/08/09 16:23:17,
4,1138169250,코리아이지텔주식회사,임규학,분석,21113080,85.4,87.767,87.72,-0.91961 (99.08039),10 8,2021/08/10 13:27:37,
5,1238175875,주식회사 휴톤,김영상,분석,21114010,85.4,87.771,87.724,-0.91520 (99.0848),8 15,2021/08/10 09:30:40,
6,2298125412,스크린정보통신(주),조승제,분석,21115190,85.6,87.777,87.729,-0.90962 (99.09038),14 4,2021/08/09 12:12:04,
7,2118895916,주식회사 지오통신,김영송,분석,21117340,85.8,87.786,87.738,-0.89943 (99.10057),11 5,2021/08/10 16:43:46,
8,1148692327,주식회사 우진미디어테크,김상범,분석,21119012,85.8,87.794,87.744,-0.89152 (99.10848),3 12,2021/08/10 08:41:11,
9,1198161519,(주)다임즈,이종헌,분석,21119017,85.8,87.794,87.745,-0.89149 (99.10851),14 12,2021/08/09 10:20:29,
10,1178188899,주식회사 시큐렉스,최영희,분석,21119311,86.0,87.795,87.746,-0.89010 (99.1099),5 3,2021/08/11 08:12:49,
11,3708600747,엔에이정보통신 주식회사,나준제,분석,21120345,86.0,87.8,87.75,-0.88521 (99.11479),11 12,2021/08/09 10:47:41,
12,1198605337,(주)신한이엔아이,유순자,분석,21122584,86.2,87.81,87.759,-0.87460 (99.1254),4 9,2021/08/10 09:12:48,
13,1198174315,주식회사 다솜이엔씨,송인주,분석,21123926,86.4,87.816,87.765,-0.86825 (99.13175),12 3,2021/08/09 08:22:44,
14,1108131570,(주)조은시스템,김창윤,분석,21123960,86.4,87.816,87.765,-0.86809 (99.13191),1 3,2021/08/09 09:27:51,
15,2117299696,성원전자통신,성기신,분석,21124550,86.4,87.819,87.767,-0.86529 (99.13471),13 9,2021/08/09 16:39:18,
16,1198632979,성민전기 주식회사,김미영,분석,21125670,86.4,87.824,87.772,-0.85999 (99.14001),14 9,2021/08/10 17:33:14,
17,1178186611,주식회사 에프에이일렉콤,박인숙,분석,21126406,86.6,87.827,87.775,-0.85651 (99.14349),14 6,2021/08/11 08:25:54,
18,2208114219,서림기전개발(주),송석웅,분석,21126690,86.6,87.828,87.776,-0.85516 (99.14484),6 11,2021/08/09 10:06:41,
19,1098643839,주식회사 케이비정보통신,지인현,분석,21127359,86.6,87.831,87.779,-0.85199 (99.14801),15 5,2021/08/10 09:13:55,
20,1358188617,주식회사 지에프씨코리아,안병모,분석,21128060,86.6,87.834,87.782,-0.84867 (99.15133),6 8,2021/08/11 07:31:28,
21,1188120780,(주)웅비정보통신,강영종,분석,21128789,86.8,87.838,87.785,-0.84522 (99.15478),12 3,2021/08/09 09:45:59,
22,1138135425,(주)뉴넷팝,이경택,분석,21130693,87.0,87.846,87.793,-0.83621 (99.16379),2 4,2021/08/09 10:46:55,
23,1068608755,(주)디제이티,차시환,분석,21131031,87.0,87.848,87.794,-0.83461 (99.16539),3 5,2021/08/10 09:39:41,
