순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1108131570,(주)조은시스템  [최종낙찰],김창윤,분석,197162200,85.0,87.745,88.749,0.15880 (100.1588),11 8,2021/03/15 09:01:41,
2,1068648117,주식회사 티원엘에스,김영규,분석,197170370,85.0,87.749,88.752,0.16299 (100.16299),8 13,2021/03/15 09:46:33,
3,1178158978,주식회사 화일이엔에프,박광섭,분석,197172780,85.0,87.75,88.753,0.16423 (100.16423),8 3,2021/03/16 15:03:14,
4,1208609541,청강전기(주),김관호,분석,197173692,85.0,87.751,88.754,0.16470 (100.1647),15 13,2021/03/16 10:11:23,
5,1068160552,(주)금산트리피아,김백순,분석,197173840,85.0,87.751,88.754,0.16477 (100.16477),12 11,2021/03/16 09:01:18,
6,2028159713,거산음향통신(주),김기만,분석,197174660,85.0,87.751,88.754,0.16519 (100.16519),1 9,2021/03/15 11:53:36,
7,1088127729,주식회사 대원네시스,이연호,분석,197177590,85.0,87.753,88.756,0.16670 (100.1667),14 8,2021/03/15 08:13:06,
8,2078136393,삼언전공 주식회사,공석복,분석,197179740,85.0,87.754,88.756,0.16780 (100.1678),4 2,2021/03/16 16:01:51,
9,2148669048,보라정보통신 주식회사,송석상,분석,197181880,85.2,87.755,88.757,0.16890 (100.1689),9 14,2021/03/16 15:02:57,
10,1171187825,신원전자,안희덕,분석,197182890,85.2,87.755,88.758,0.16941 (100.16941),1 13,2021/03/16 09:11:33,
11,1200582335,델타전자통신,이성남,분석,197184130,85.2,87.756,88.758,0.17005 (100.17005),14 9,2021/03/17 08:09:15,
12,1078616772,노드링크주식회사,장용철,분석,197184608,85.2,87.756,88.759,0.17030 (100.1703),2 11,2021/03/15 12:12:12,
13,1098176150,주식회사 하이큐스,최상호,분석,197184630,85.2,87.756,88.759,0.17031 (100.17031),7 13,2021/03/15 16:21:39,
14,5208801248,주식회사 해주정보통신,임나영,분석,197186362,85.2,87.757,88.759,0.17120 (100.1712),5 11,2021/03/17 09:32:59,
15,7418801210,주식회사 한국에이브이산업,이재숙,분석,197186500,85.2,87.757,88.76,0.17127 (100.17127),3 6,2021/03/15 06:24:03,
16,2028138682,협진통신(주),이승훈,분석,197188507,85.2,87.758,88.76,0.17230 (100.1723),11 2,2021/03/17 08:41:55,
17,1188108054,대한신호(주),안종석,분석,197193769,85.2,87.76,88.763,0.17499 (100.17499),7 12,2021/03/16 21:26:30,
18,2068184529,(주)네오티엔씨,조정현,분석,197195530,85.2,87.761,88.764,0.17590 (100.1759),4 1,2021/03/16 15:49:02,
19,1098153915,하비넷정보통신(주),이종훈,분석,197198060,85.2,87.763,88.765,0.17720 (100.1772),9 14,2021/03/17 08:49:06,
20,2168100638,원흥전설(주),이제호,분석,197198600,85.2,87.763,88.765,0.17747 (100.17747),2 4,2021/03/16 10:47:45,
21,2148105563,(주)인성이엔씨,김규만,분석,197199813,85.2,87.763,88.766,0.17810 (100.1781),15 5,2021/03/12 10:35:31,
