순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068669669,(주)일광통신  [최종낙찰],이병일,분석,378147270,45.0,86.746,87.473,-0.29041 (99.70959),9 5,2021/03/16 08:27:34,
2,1358131171,(주)금성전기통신공사,김윤환,분석,378148410,45.0,86.746,87.473,-0.29010 (99.7099),13 8,2021/03/16 11:47:48,
3,1068672072,(주)브이아이티정보통신,강상욱,분석,378160780,45.0,86.749,87.476,-0.28681 (99.71319),5 7,2021/03/16 18:52:11,
4,1138629419,(주)에스이든,하태정,분석,378170900,45.0,86.752,87.478,-0.28411 (99.71589),7 10,2021/03/16 14:39:02,
5,2148669602,(주)우호텔레콤,이강록,분석,378172410,45.0,86.752,87.479,-0.28370 (99.7163),5 11,2021/03/16 14:23:13,
6,1208166080,(주)기산텔레콤,박병기,분석,378180500,45.0,86.754,87.481,-0.28155 (99.71845),11 1,2021/03/16 10:30:59,
7,1062873386,이행정보통신공사,오흥식,분석,378180970,45.0,86.754,87.481,-0.28142 (99.71858),10 6,2021/03/16 18:00:13,
8,1088107572,동광전기건설(주),박재영,분석,378184610,45.2,86.755,87.481,-0.28045 (99.71955),13 8,2021/03/16 17:38:52,
9,2078126444,(주)대영전설,김문영,분석,378186123,45.2,86.756,87.482,-0.28005 (99.71995),9 6,2021/03/15 17:16:39,
10,1058730625,주식회사 신한네오텍,강미순,분석,378187030,45.2,86.756,87.482,-0.27981 (99.72019),8 12,2021/03/16 09:29:50,
11,1058618361,한글정보통신(주),최경환,분석,378193030,45.2,86.757,87.483,-0.27821 (99.72179),15 6,2021/03/16 13:37:16,
12,2018199051,나루씨앤씨주식회사,이상협,분석,378194906,45.2,86.758,87.484,-0.27770 (99.7223),2 14,2021/03/15 14:24:35,
13,1098195410,(주)신성글로벌네트워크,홍우석,분석,378197906,45.2,86.759,87.485,-0.27690 (99.7231),8 6,2021/03/15 15:24:58,
