순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068609792,(주)아이티로그인,김태현,분석,189747480.0,85.2,87.756,87.789,-0.80131 (99.19869),4 3,2021/02/16 09:36:51,
2,1018151140,(주)사운드솔루션,이홍,분석,189764360.0,85.2,87.764,87.796,-0.79240 (99.2076),14 2,2021/02/15 16:29:11,
3,2188100686,주식회사 윈피앤에스,최홍식,분석,189790153.0,85.6,87.777,87.808,-0.77880 (99.2212),8 2,2021/02/16 09:31:45,
4,1058727284,(주)조은네트웍스,김장열,분석,189791678.0,85.6,87.777,87.809,-0.77800 (99.222),5 3,2021/02/15 11:11:58,
5,1078127876,동하시티개발주식회사,윤종사,분석,189811015.0,85.8,87.787,87.818,-0.76780 (99.2322),4 14,2021/02/16 22:49:03,
6,1268159398,(주)파이런텍,이병길,분석,189811390.0,85.8,87.787,87.818,-0.76761 (99.23239),11 3,2021/02/16 09:41:59,
7,1078193207,주식회사 주광전기,이승훈,분석,189859380.0,86.2,87.811,87.84,-0.74230 (99.2577),4 2,2021/02/15 09:20:40,
8,2158102574,株式會社 基電社,김민호,분석,189895000.0,86.6,87.829,87.857,-0.72352 (99.27648),15 3,2021/02/17 08:43:42,
9,1068603240,태경이엘피 주식회사,김평석,분석,189940142.0,87.0,87.851,87.878,-0.69972 (99.30028),9 3,2021/02/15 18:10:46,
10,1058730625,주식회사 신한네오텍  [최종낙찰],강미순,분석,189994000.0,87.6,87.878,87.903,-0.67132 (99.32868),9 2,2021/02/16 16:43:44,
11,3688701395,주식회사아이존스,정구희,분석,190001235.0,87.6,87.882,87.906,-0.66750 (99.3325),12 13,2021/02/17 09:56:33,
12,1118114477,주식회사 대흥데이타통신,박상영,분석,190001804.0,87.6,87.882,87.906,-0.66720 (99.3328),15 12,2021/02/15 09:15:55,
13,1068638093,(주)엘케이시스코,이기일,분석,190005350.0,87.6,87.884,87.908,-0.66533 (99.33467),11 10,2021/02/16 10:05:49,
14,2068601178,주식회사 해인이티에프,오재근,분석,190020201.0,87.8,87.891,87.915,-0.65750 (99.3425),5 4,2021/02/16 09:58:32,
15,2168100638,원흥전설(주),이제호,분석,190088600.0,88.6,87.925,87.946,-0.62144 (99.37856),14 10,2021/02/16 11:42:09,
16,1130259965,LG미래정보통신,황병창,분석,190142970.0,89.0,87.952,87.972,-0.59277 (99.40723),4 9,2021/02/17 09:16:23,
17,2148792435,주식회사케이이씨디바이스,이종수,분석,190171922.0,89.4,87.966,87.985,-0.57750 (99.4225),6 2,2021/02/17 08:22:08,
18,1068651233,(주)나사씨엔에스,신희태,분석,190172681.0,89.4,87.967,87.985,-0.57710 (99.4229),4 1,2021/02/17 06:09:02,
19,1078606385,대선아이넷(주),신일자,분석,190181000.0,89.4,87.971,87.989,-0.57272 (99.42728),6 2,2021/02/15 17:10:40,
20,1058683498,주식회사 일동전력,오정미,분석,190189939.0,89.6,87.975,87.993,-0.56800 (99.432),1 10,2021/02/16 15:14:36,
21,6218602134,(주)플러스전력,이하일,분석,190192120.0,89.6,87.976,87.994,-0.56685 (99.43315),1 9,2021/02/17 01:48:15,
22,2108130492,명신정보통신(주),서철,분석,190223176.0,89.8,87.992,88.009,-0.55048 (99.44952),12 4,2021/02/17 09:42:52,
23,6118700363,주식회사 서경산업,이대규,분석,190227191.0,89.8,87.994,88.011,-0.54836 (99.45164),12 3,2021/02/16 17:24:34,
24,2068120414,(주)일광기업,오도진,분석,190253909.0,89.8,88.007,88.023,-0.53427 (99.46573),14 5,2021/02/16 09:06:13,
25,1018197466,주식회사콤위즈,정윤권,분석,190258790.0,89.8,88.01,88.025,-0.53170 (99.4683),4 11,2021/02/16 14:28:35,
26,1118101759,신원전설(주),심한섭,분석,190265050.0,89.8,88.013,88.028,-0.52840 (99.4716),2 14,2021/02/16 09:36:05,
27,1288138083,(주)유앤후레쉬,우재명,분석,190294830.0,89.4,88.028,88.042,-0.51270 (99.4873),11 10,2021/02/16 21:36:02,
28,2298139274,(주)영풍전력설비,심문수,분석,190309990.0,89.2,88.035,88.049,-0.50470 (99.4953),1 8,2021/02/16 12:06:44,
29,2018170734,아이디비넷(주),박철민,분석,190325920.0,89.2,88.043,88.056,-0.49630 (99.5037),7 4,2021/02/17 09:06:36,
30,1138679165,주식회사 드림아이시스템,유원준,분석,190340980.0,89.0,88.05,88.063,-0.48836 (99.51164),11 14,2021/02/15 14:42:46,
31,8568800361,주식회사 우선기술,정우영,분석,190359298.0,88.8,88.06,88.072,-0.47870 (99.5213),10 2,2021/02/16 10:21:33,
32,2208108546,경림전기(주),김인형,분석,190365990.0,88.8,88.063,88.075,-0.47518 (99.52482),3 9,2021/02/16 14:02:37,
33,1058130768,세원전설 주식회사,최영래,분석,190403670.0,88.4,88.082,88.092,-0.45531 (99.54469),13 4,2021/02/16 15:46:11,
34,2108149521,주식회사 구일일무인경비시스템,박종철,분석,190411800.0,88.2,88.086,88.096,-0.45102 (99.54898),5 11,2021/02/17 09:42:14,
35,1088122821,에스엘인포네트웍스 주식회사,이동현,분석,190434970.0,88.0,88.097,88.107,-0.43880 (99.5612),14 15,2021/02/16 22:05:47,
36,2208865207,주식회사 소나텍,최성욱,분석,190444262.0,88.0,88.102,88.111,-0.43390 (99.5661),10 6,2021/02/15 10:30:14,
37,2098137137,주식회사우일씨앤아이,이준호,분석,190464729.0,87.8,88.112,88.12,-0.42311 (99.57689),10 5,2021/02/15 10:12:08,
38,1188109728,득진통신(주),김진섭,분석,190476504.0,87.6,88.118,88.126,-0.41690 (99.5831),2 9,2021/02/16 10:17:43,
39,1068136902,대일전기산업(주),임태원,분석,190499590.0,87.4,88.129,88.137,-0.40473 (99.59527),13 3,2021/02/16 16:04:36,
40,2048620126,(주)상부사종합건설,이상만,분석,190524270.0,87.2,88.142,88.148,-0.39172 (99.60828),8 13,2021/02/17 08:39:22,
41,1108609224,주식회사 두루스코,김옥연,분석,190534670.0,87.0,88.147,88.153,-0.38623 (99.61377),9 5,2021/02/17 08:50:02,
42,1058746506,(주)파워일렉,이정림,분석,190563360.0,86.8,88.161,88.166,-0.37111 (99.62889),13 15,2021/02/16 16:52:03,
43,1081154276,영우정보통신,이영우,분석,190588900.0,86.6,88.174,88.178,-0.35764 (99.64236),10 3,2021/02/15 11:20:57,
44,1198602494,(주) 네오인아이텍,이경미,분석,190589380.0,86.6,88.174,88.178,-0.35739 (99.64261),8 6,2021/02/16 10:28:46,
45,2098121862,거우전설주식회사,김영훈,분석,190589839.0,86.6,88.174,88.178,-0.35714 (99.64286),9 3,2021/02/16 10:11:44,
46,1348182624,(주)이앤에스알앤디,이봉희,분석,190681000.0,85.6,88.219,88.221,-0.30908 (99.69092),4 6,2021/02/17 07:40:32,
47,1138637772,(주)헤로스테크,박우현,분석,190687390.0,85.6,88.223,88.224,-0.30571 (99.69429),4 11,2021/02/15 15:07:57,
48,1048159651,(주)성우음향정보통신,송민자,분석,190730447.0,85.2,88.244,88.243,-0.28300 (99.717),6 14,2021/02/17 09:51:13,
49,1180217524,대창 이엔씨,송효양,분석,190739360.0,85.0,88.248,88.248,-0.27831 (99.72169),4 3,2021/02/17 08:21:28,
50,1068612230,(주)사강통신,정일영,분석,190753349.0,85.0,88.255,88.254,-0.27093 (99.72907),6 12,2021/02/16 16:30:26,
51,1208105711,주식회사 삼진일렉스,김성관,분석,190773500.0,85.0,88.265,88.263,-0.26030 (99.7397),14 7,2021/02/16 13:23:04,
52,2218120693,주식회사 일동에너텍,김종삼,분석,190798305.0,85.0,88.278,88.275,-0.24722 (99.75278),14 12,2021/02/16 14:41:49,
53,1198133823,(주)씽크테크,이영록,분석,190799223.0,85.0,88.278,88.275,-0.24674 (99.75326),3 2,2021/02/17 08:38:10,
54,2208727579,유환아이텍 주식회사,유창수,분석,190812377.0,85.0,88.285,88.281,-0.23980 (99.7602),6 13,2021/02/17 09:42:54,
55,1058173369,(주)신한개발,이종순,분석,190815000.0,85.0,88.286,88.283,-0.23842 (99.76158),8 1,2021/02/16 16:37:51,
56,2298119166,(주)삼영기업,금동흠,분석,190820340.0,85.0,88.289,88.285,-0.23561 (99.76439),11 9,2021/02/16 10:44:37,
57,4168216339,(사)한국척수장애인협회,구근회,분석,190830964.0,85.0,88.294,88.29,-0.23000 (99.77),1 6,2021/02/16 15:07:00,
58,2158133077,오티씨테크놀로지 주식회사,김희언,분석,190831100.0,85.0,88.294,88.29,-0.22993 (99.77007),11 9,2021/02/17 09:24:53,
59,2048651425,주식회사 메이사운드,심문섭,분석,190837000.0,85.0,88.297,88.293,-0.22682 (99.77318),6 15,2021/02/16 13:10:24,
60,2158623647,시공전설(주),황호진,분석,190857514.0,85.0,88.307,88.302,-0.21600 (99.784),12 8,2021/02/16 15:52:06,
61,2068184529,(주)네오티엔씨,조정현,분석,190861880.0,85.0,88.309,88.304,-0.21370 (99.7863),12 7,2021/02/16 15:13:02,
62,1058162163,주식회사대한종합산전,이섭,분석,190864900.0,85.0,88.311,88.306,-0.21211 (99.78789),9 14,2021/02/16 08:45:28,
63,1068648591,주식회사 투지시스템,김승택,분석,190873450.0,85.0,88.315,88.31,-0.20760 (99.7924),4 6,2021/02/15 11:11:06,
64,1058693453,주식회사태융정보통신,문성준,분석,190881200.0,85.0,88.319,88.313,-0.20352 (99.79648),3 15,2021/02/17 01:25:27,
