순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1138139080,(주)성강통신기술사사무소  [최종낙찰],안치영,분석,1335987580,65.0,86.745,87.06,-0.70470 (99.2953),4 1,2021/03/11 09:24:55,
2,1098156682,한국 이엠에스(주),이재덕,분석,1336043485,65.0,86.749,87.063,-0.70050 (99.2995),9 7,2021/03/09 11:56:49,
3,1058684745,(주)대곤아이엔씨,이체범,분석,1336080223,65.0,86.752,87.066,-0.69775 (99.30225),10 5,2021/03/11 10:08:51,
4,2148612657,한국전파기지국주식회사,장석하,분석,1336107000,65.0,86.753,87.067,-0.69573 (99.30427),6 15,2021/03/10 10:40:45,
5,1058730625,주식회사 신한네오텍,강미순,분석,1336149970,65.04,86.756,87.07,-0.69251 (99.30749),8 11,2021/03/09 09:58:50,
6,2148772161,주식회사 비에스아이시스템,박해용,분석,1336151309,65.04,86.757,87.07,-0.69240 (99.3076),6 11,2021/03/09 09:29:44,
7,1168135502,(주)비엠더코리아,구진회,분석,1336169945,65.04,86.758,87.072,-0.69100 (99.309),5 7,2021/03/10 17:29:42,
8,2128169519,세진시스콤주식회사,박수환,분석,1336184590,65.04,86.759,87.072,-0.68990 (99.3101),14 3,2021/03/09 08:40:30,
9,2048170015,(주)하남통신,김종화,분석,1336203890,65.04,86.76,87.074,-0.68845 (99.31155),15 9,2021/03/09 10:06:05,
10,7888800054,주식회사 동서티앤씨,이병학,분석,1336247152,65.04,86.763,87.077,-0.68520 (99.3148),9 12,2021/03/09 17:58:29,
11,1178152009,동아신호 주식회사,최종수,분석,1336328000,65.08,86.769,87.082,-0.67913 (99.32087),6 1,2021/03/11 09:26:01,
12,1098120807,(주)케이비에스비즈니스,김의철,분석,1336394930,65.08,86.774,87.086,-0.67410 (99.3259),3 8,2021/03/11 09:05:02,
13,2068679088,(주)한맥아이티,최예니,분석,1336450800,65.12,86.778,87.09,-0.66991 (99.33009),11 10,2021/03/10 15:03:18,
14,1288154026,(주)니트로시스템,정인교,분석,1336450820,65.12,86.778,87.09,-0.66990 (99.3301),15 1,2021/03/10 09:36:39,
15,2028136758,주식회사 남양계전,민강기,분석,1336488090,65.12,86.78,87.092,-0.66710 (99.3329),5 13,2021/03/11 10:20:19,
16,1358178502,주식회사 디알네트웍스,이기영,분석,1336492000,65.12,86.781,87.093,-0.66681 (99.33319),8 7,2021/03/10 11:16:27,
17,1138141456,(주)나우아이앤씨,진주영,분석,1336494740,65.12,86.781,87.093,-0.66661 (99.33339),4 12,2021/03/10 11:32:24,
18,1058163309,(주)한국에빅스,신승창,분석,1336504863,65.12,86.782,87.093,-0.66584 (99.33416),9 15,2021/03/11 09:18:20,
