순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,6038186257,우주정보통신 주식회사  [최종낙찰],강병열,분석,1051277800,65.0,86.751,86.772,-0.90050 (99.0995),14 5,2021/06/07 13:16:27,
2,1358159709,보령전력 주식회사,이병길,분석,1051282954,65.0,86.751,86.773,-0.90000 (99.1),4 11,2021/06/07 11:34:52,
3,2118836479,(주)에스피엔이,이정임,분석,1051300819,65.0,86.753,86.774,-0.89831 (99.10169),15 10,2021/06/08 09:52:52,
4,2098134713,키엔컴 주식회사,최성덕,분석,1051309000,65.0,86.754,86.775,-0.89753 (99.10247),13 9,2021/06/07 12:29:28,
5,1018151140,(주)사운드솔루션,이홍,분석,1051312290,65.0,86.754,86.775,-0.89721 (99.10279),5 6,2021/06/07 13:12:15,
6,6158122391,주식회사 우진이앤씨,최진섭,분석,1051319740,65.04,86.755,86.776,-0.89650 (99.1035),5 11,2021/06/07 16:52:58,
7,1168147309,문엔지니어링(주),문헌일,분석,1051359833,65.04,86.758,86.779,-0.89269 (99.10731),3 12,2021/06/08 09:41:34,
8,5088110559,지오종합건설 주식회사,백덕열,분석,1051420000,65.04,86.763,86.784,-0.88696 (99.11304),9 14,2021/06/07 17:09:17,
9,1198123174,주식회사 도래정보시스템,이은숙,분석,1051422730,65.04,86.764,86.784,-0.88670 (99.1133),9 1,2021/06/07 09:35:55,
10,3058632532,주식회사 와이엠테크,홍용선,분석,1051449002,65.08,86.766,86.786,-0.88421 (99.11579),5 3,2021/06/04 10:16:54,
11,2098130809,(주)엔트립,최종국,분석,1051469120,65.08,86.768,86.788,-0.88229 (99.11771),4 7,2021/06/04 09:25:31,
12,1198195493,주식회사 인텍하우징,심인석,분석,1051495244,65.08,86.77,86.79,-0.87980 (99.1202),1 13,2021/06/07 17:08:17,
13,2368601897,주식회사 대방지,이은주,분석,1051514161,65.08,86.772,86.792,-0.87800 (99.122),1 10,2021/06/07 21:17:05,
14,1288183458,주식회사 파워텔레콤,김성배,분석,1051517000,65.08,86.772,86.792,-0.87773 (99.12227),8 5,2021/06/07 09:55:17,
15,3418100481,포스정보주식회사,김미숙,분석,1051524200,65.08,86.773,86.793,-0.87705 (99.12295),2 11,2021/06/04 11:20:24,
16,1188108054,대한신호(주),안종석,분석,1051535179,65.08,86.774,86.793,-0.87601 (99.12399),3 6,2021/06/04 16:06:04,
17,2158190006,광명인터컴(주),오광세,분석,1051597600,65.12,86.779,86.799,-0.87007 (99.12993),10 5,2021/06/04 15:20:51,
18,3988601370,주식회사 한통엔지니어링,장명수,분석,1051598236,65.12,86.779,86.799,-0.87000 (99.13),10 2,2021/06/04 17:47:07,
19,1098154781,(주)공항엔지니어링,박필립,분석,1051617150,65.12,86.781,86.8,-0.86821 (99.13179),7 2,2021/06/07 21:06:48,
20,2068617141,(주)텔코아,황민석,분석,1051632920,65.12,86.782,86.802,-0.86670 (99.1333),12 3,2021/06/07 17:01:54,
21,2138634018,(주)비트정보통신,송재화,분석,1051764285,65.16,86.794,86.812,-0.85420 (99.1458),10 5,2021/06/07 09:43:25,
22,1108130979,(주)대림,이근모,분석,1051780100,65.2,86.795,86.814,-0.85270 (99.1473),7 14,2021/06/07 08:25:24,
23,2208104161,대신정보기술(주),이광호,분석,1051805272,65.2,86.798,86.816,-0.85030 (99.1497),2 5,2021/06/07 16:04:53,
24,1308129699,새서울정보통신 주식회사,오상원,분석,1051836800,65.2,86.8,86.818,-0.84730 (99.1527),12 13,2021/06/07 17:35:15,
25,1058684745,(주)대곤아이엔씨,이체범,분석,1051861482,65.2,86.803,86.82,-0.84496 (99.15504),3 2,2021/06/08 11:22:07,
26,2158601380,세계정보시스템(주),한인창,분석,1051879880,65.2,86.804,86.822,-0.84321 (99.15679),8 4,2021/06/07 11:08:27,
27,1288615450,주식회사파워네트웍,강인석,분석,1051931805,65.24,86.809,86.826,-0.83826 (99.16174),15 1,2021/06/04 14:40:10,
28,1168161465,(주)솔루텍시스템,이인명,분석,1051981305,65.24,86.813,86.83,-0.83355 (99.16645),14 13,2021/06/04 09:16:27,
29,2148781807,(주)창리정보통신,정종호,분석,1052021765,65.28,86.817,86.834,-0.82971 (99.17029),7 10,2021/06/08 08:46:37,
30,1298689542,주식회사서율,복문수,분석,1052026774,65.28,86.817,86.834,-0.82923 (99.17077),8 15,2021/06/07 13:48:06,
31,1318612600,주식회사 석원정보통신,조정현,분석,1052035710,65.28,86.818,86.835,-0.82838 (99.17162),15 5,2021/06/07 09:40:50,
32,2748600245,주식회사 대흥솔루션,이당재,분석,1052102690,65.28,86.824,86.84,-0.82200 (99.178),7 1,2021/06/07 08:41:24,
33,3058140681,주식회사 비디씨(BDC),송운용,분석,1052107997,65.28,86.824,86.841,-0.82150 (99.1785),5 6,2021/06/07 17:22:03,
34,1198653668,에코아이넷(주),박은희,분석,1052118198,65.32,86.825,86.842,-0.82053 (99.17947),5 3,2021/06/08 08:49:31,
35,2018604729,주식회사 케이티 서비스 북부,이성규,분석,1052124026,65.32,86.826,86.842,-0.81997 (99.18003),3 6,2021/06/08 09:13:07,
36,2148693742,에이치디에스주식회사,조한봉,분석,1052134210,65.32,86.827,86.843,-0.81901 (99.18099),7 15,2021/06/04 15:12:12,
37,2068706603,주식회사 온품,김유혁,분석,1052143680,65.32,86.828,86.844,-0.81810 (99.1819),15 1,2021/06/07 17:43:00,
38,1018197466,주식회사콤위즈,정윤권,분석,1052154190,65.32,86.829,86.845,-0.81710 (99.1829),1 14,2021/06/07 09:38:10,
39,2148888151,주식회사 씨앤피테크,제해동,분석,1052233010,65.36,86.836,86.851,-0.80960 (99.1904),7 13,2021/06/04 10:51:50,
40,2148186794,주식회사 리트코,정종경,분석,1052305540,65.36,86.842,86.857,-0.80270 (99.1973),10 6,2021/06/04 09:27:35,
41,1078193207,주식회사 주광전기,이승훈,분석,1052416920,65.4,86.852,86.866,-0.79210 (99.2079),7 14,2021/06/04 10:16:41,
42,1088193869,(주)동명텔레콤,김경은,분석,1052472620,65.44,86.857,86.871,-0.78680 (99.2132),12 10,2021/06/04 09:05:17,
43,2218114978,합자회사 동양아이텍,고광만,분석,1052486282,65.44,86.858,86.872,-0.78550 (99.2145),15 11,2021/06/08 09:04:14,
44,1068194348,(주)퓨젼아이앤씨,임영출,분석,1052498040,65.44,86.859,86.873,-0.78439 (99.21561),4 7,2021/06/07 14:44:08,
45,4488100569,주식회사 엔에스테크,박현수,분석,1052520430,65.44,86.861,86.875,-0.78226 (99.21774),3 11,2021/06/07 17:10:07,
46,3148610997,(주)지디엘시스템,권준홍,분석,1052555644,65.44,86.864,86.878,-0.77890 (99.2211),3 11,2021/06/08 11:12:18,
47,1238190158,주식회사두성미디어,정재득,분석,1052582969,65.48,86.867,86.88,-0.77630 (99.2237),4 14,2021/06/07 11:58:21,
48,1318610484,주식회사 한결,최석봉,분석,1052617659,65.48,86.87,86.883,-0.77300 (99.227),15 5,2021/06/07 14:08:14,
49,1298155066,일조텔레콤(주),김문섭,분석,1052630260,65.48,86.871,86.884,-0.77181 (99.22819),1 5,2021/06/07 17:10:39,
50,6168114458,(주)성우이앤씨,장태범,분석,1052635730,65.48,86.871,86.884,-0.77128 (99.22872),6 15,2021/06/08 09:36:53,
51,1248605945,주식회사 새롬정보통신,홍연심,분석,1052654299,65.48,86.873,86.886,-0.76952 (99.23048),8 6,2021/06/07 17:55:22,
52,1098195410,(주)신성글로벌네트워크,홍우석,분석,1052665993,65.48,86.874,86.887,-0.76840 (99.2316),10 12,2021/06/04 14:35:14,
53,2108170441,주식회사 에이원아이티,문계숙,분석,1052673349,65.52,86.875,86.887,-0.76771 (99.23229),7 12,2021/06/08 09:06:13,
54,1068611721,우리보안 주식회사,이명재,분석,1052696481,65.52,86.877,86.889,-0.76550 (99.2345),10 4,2021/06/08 08:31:33,
55,1068146133,(주)케이씨이,조정휘,분석,1052717490,65.52,86.879,86.891,-0.76350 (99.2365),10 15,2021/06/07 11:19:18,
56,2158640952,(주)에스티탑,민기동,분석,1052729050,65.52,86.88,86.892,-0.76240 (99.2376),8 13,2021/06/04 10:08:24,
57,7688100745,주식회사 에이치더블유,이상민,분석,1052733260,65.52,86.88,86.892,-0.76200 (99.238),12 11,2021/06/08 09:18:12,
58,2068643969,(주)삼우미디텍,표준영,분석,1052770036,65.52,86.883,86.895,-0.75850 (99.2415),2 6,2021/06/07 10:43:22,
59,5158108648,동서통신(주),박영하,분석,1052793150,65.56,86.885,86.897,-0.75631 (99.24369),11 5,2021/06/08 08:34:57,
60,6318800044,화인씨엔이 주식회사,김영심,분석,1052797584,65.56,86.886,86.898,-0.75588 (99.24412),3 7,2021/06/04 13:47:12,
61,2158119769,주식회사 남일기업,이범석,분석,1052833357,65.56,86.889,86.901,-0.75248 (99.24752),2 6,2021/06/08 09:03:36,
