순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,5138120200,주식회사 한우기업  [최종낙찰],장호걸,분석,945329100,65.0,86.745,86.339,-0.46750 (99.5325),15 7,2018/08/06 12:38:10,
2,2030130565,이수정보통신,이한수,분석,945358540,65.0,86.748,86.342,-0.46441 (99.53559),11 3,2018/08/02 17:11:16,
3,1068150525,주식회사 캐스트윈,김낙희,분석,945389500,65.0,86.751,86.344,-0.46115 (99.53885),6 12,2018/08/03 14:15:49,
4,1108131416,중앙하이텔 주식회사,김광헌,분석,945392840,65.0,86.751,86.345,-0.46079 (99.53921),1 2,2018/08/03 09:07:39,
5,2148675138,(주)대호아이티에스,임진덕,분석,945424080,65.0,86.754,86.348,-0.45750 (99.5425),11 8,2018/08/03 09:47:28,
6,1178125555,(주)우원일렉티,이주태,분석,945460930,65.04,86.757,86.351,-0.45362 (99.54638),2 13,2018/08/02 14:34:08,
7,1228163925,삼마통신(주),배명수,분석,945492460,65.04,86.76,86.354,-0.45030 (99.5497),14 6,2018/08/03 10:51:44,
8,2048109261,영한산업(주),권태인,분석,945495000,65.04,86.761,86.354,-0.45004 (99.54996),6 13,2018/08/06 11:18:03,
9,1108609224,주식회사 두루스코,김옥연,분석,945534250,65.04,86.764,86.358,-0.44590 (99.5541),10 14,2018/08/06 09:34:43,
10,1108155382,(주)굿채널시스템,백홍현,분석,945538040,65.08,86.765,86.358,-0.44551 (99.55449),3 12,2018/08/02 15:13:45,
11,4098163161,(주)동우커뮤니케이션,송준성,분석,945540468,65.08,86.765,86.358,-0.44525 (99.55475),5 15,2018/08/06 09:28:22,
12,2068183592,(주)신광티앤이,이일환,분석,945574230,65.08,86.768,86.361,-0.44170 (99.5583),6 7,2018/08/06 09:47:46,
13,1013672771,전일통신,반석현,분석,945582680,65.08,86.769,86.362,-0.44081 (99.55919),12 7,2018/08/03 10:00:40,
14,2290162579,우성전기통신,박노선,분석,945584588,65.08,86.769,86.362,-0.44060 (99.5594),15 7,2018/08/06 07:42:23,
15,1168147309,문엔지니어링(주),문헌일,분석,945631380,65.08,86.773,86.367,-0.43568 (99.56432),7 13,2018/08/06 13:46:55,
16,2068153517,뉴텔레콤(주),김을선,분석,945645370,65.08,86.774,86.368,-0.43421 (99.56579),2 13,2018/08/03 09:23:36,
17,1138611622,(주)이담에스티,최명순,분석,945663000,65.12,86.776,86.369,-0.43235 (99.56765),2 8,2018/08/06 08:45:12,
18,1238175138,코오롱환경서비스주식회사,이용현,분석,945665820,65.12,86.776,86.37,-0.43205 (99.56795),11 15,2018/08/03 15:22:14,
19,2108130492,명신정보통신(주),서철,분석,945666267,65.12,86.776,86.37,-0.43200 (99.568),8 2,2018/08/06 13:22:42,
20,2048174554,주식회사 창흥텔레콤,진경미,분석,945709700,65.12,86.78,86.374,-0.42743 (99.57257),7 9,2018/08/03 13:10:36,
21,1108175622,동해아이앤티(주),이기봉,분석,945721000,65.12,86.781,86.375,-0.42624 (99.57376),3 6,2018/08/03 14:27:56,
22,1348120104,(주)씨월드정보기술,남형연,분석,945732989,65.12,86.782,86.376,-0.42498 (99.57502),9 8,2018/08/03 18:04:22,
23,1378192795,(주)인우이앤지,방인석,분석,945775960,65.16,86.786,86.38,-0.42046 (99.57954),12 1,2018/08/02 15:34:47,
24,1068669669,(주)일광통신,이병일,분석,945787870,65.16,86.787,86.381,-0.41920 (99.5808),4 10,2018/08/06 07:26:11,
25,1208603362,자이에스앤디 주식회사,김환열,분석,945791000,65.16,86.788,86.381,-0.41887 (99.58113),12 6,2018/08/06 09:47:22,
26,1054180243,태우산전,강정자,분석,945806832,65.16,86.789,86.383,-0.41721 (99.58279),9 13,2018/08/06 09:45:13,
27,2108122823,우영정보통신(주),황인희,분석,945811600,65.16,86.79,86.383,-0.41670 (99.5833),4 6,2018/08/06 09:27:45,
28,1068642694,우림정보시스템(주),조원희,분석,945812532,65.16,86.79,86.383,-0.41660 (99.5834),4 8,2018/08/06 09:20:39,
29,1078757203,주식회사 비에스파워,정병섭,분석,945820120,65.16,86.79,86.384,-0.41581 (99.58419),7 2,2018/08/05 18:55:36,
30,1058188805,(주)경성텔레콤,김천수,분석,945896110,65.2,86.797,86.391,-0.40781 (99.59219),11 4,2018/08/06 11:08:45,
