순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1358192479,에스케이네트웍스서비스 주식회사,서보국,분석,5609303974.0,45.0,85.496,85.062,-0.50640 (99.4936),15 12,2014/12/22 20:44:32,
2,2068120414,(주)일광기업  [최종낙찰],오도진,분석,5609316940.0,45.0,85.496,85.062,-0.50618 (99.49382),12 6,2014/12/19 14:49:26,
3,2148722924,주식회사 다음정보기술,김은선,분석,5609422300.0,45.0,85.498,85.063,-0.50431 (99.49569),5 9,2014/12/22 16:20:45,
4,6058186326,(주)아이티에스부산,정한욱,분석,5609440000.0,45.0,85.498,85.064,-0.50399 (99.49601),5 2,2014/12/22 14:56:38,
5,2198100428,주식회사포스코아이씨티,최두환,분석,5610000000.0,45.02,85.506,85.072,-0.49406 (99.50594),1 8,2014/12/19 15:11:24,
6,2208123455,(주)조인시스템,이충식,분석,5610251240.0,45.02,85.51,85.076,-0.48960 (99.5104),2 6,2014/12/22 17:17:15,
7,3018157725,주식회사아이티아이에스,조종식,분석,5610589400.0,45.04,85.515,85.081,-0.48361 (99.51639),8 2,2014/12/22 09:47:33,
8,2128180192,(주)에스포스텔레콤,이상수,분석,5610664200.0,45.04,85.517,85.082,-0.48228 (99.51772),12 10,2014/12/23 09:06:03,
9,1248650154,주식회사시열정보통신,임창섭,분석,5611841000.0,45.08,85.535,85.1,-0.46141 (99.53859),10 11,2014/12/20 09:51:46,
10,1098143173,에이스건설 주식회사,김호영,분석,5612072160.0,45.08,85.538,85.104,-0.45731 (99.54269),10 13,2014/12/23 09:20:49,
11,1088114068,(주)대인정보통신,유재호,분석,5612514000.0,45.1,85.545,85.11,-0.44947 (99.55053),12 15,2014/12/22 17:05:18,
12,1288615450,주식회사파워네트웍,강인석,분석,5612726150.0,45.1,85.548,85.113,-0.44571 (99.55429),8 4,2014/12/22 15:04:16,
13,1248137312,대신네트웍스주식회사,연규현,분석,5613185640.0,45.12,85.555,85.12,-0.43755 (99.56245),3 9,2014/12/22 11:45:22,
14,1058625329,주식회사 윈미디텍,강명환,분석,5613226218.0,45.12,85.556,85.121,-0.43684 (99.56316),6 13,2014/12/23 09:11:26,
15,3148136065,(주)협신통신,이상헌,분석,5613566190.0,45.12,85.561,85.126,-0.43081 (99.56919),2 13,2014/12/22 16:56:16,
16,4028141375,주식회사 이레유비크,박임철,분석,5613597690.0,45.12,85.561,85.127,-0.43025 (99.56975),8 3,2014/12/19 16:46:39,
17,1308639886,수창정보통신주식회사,이승훈,분석,5613966480.0,45.14,85.567,85.132,-0.42370 (99.5763),8 2,2014/12/22 08:55:29,
18,6018126156,삼영이엔씨주식회사,황원,분석,5614175080.0,45.14,85.57,85.135,-0.42000 (99.58),12 1,2014/12/22 15:44:40,
19,2078136393,三彦電工 株式會社,공석복,분석,5614499270.0,45.16,85.575,85.14,-0.41425 (99.58575),15 14,2014/12/23 09:43:11,
20,1208100598,(주)삼지엔지니어링,김동명,분석,5614592281.0,45.16,85.576,85.142,-0.41260 (99.5874),12 2,2014/12/22 17:20:56,
21,1328127945,부민통신(주),박창욱,분석,5614721000.0,45.16,85.578,85.144,-0.41032 (99.58968),9 11,2014/12/23 08:53:54,
22,1208101995,남광토건 주식회사,최장식,분석,5615189900.0,45.18,85.586,85.151,-0.40200 (99.598),4 2,2014/12/19 09:02:10,
23,2208104161,대신정보기술(주),김형섭,분석,5616142690.0,45.2,85.6,85.165,-0.38511 (99.61489),1 6,2014/12/22 14:39:34,
24,1068194348,(주)퓨젼아이앤씨,임영출,분석,5616633180.0,45.22,85.608,85.173,-0.37641 (99.62359),13 14,2014/12/22 12:35:31,
25,3018182388,(주) 기전사,신해식,분석,5616762835.0,45.22,85.61,85.175,-0.37411 (99.62589),2 6,2014/12/23 09:24:19,
26,4108126074,주식회사 정강통신,김영주,분석,5617208240.0,45.24,85.616,85.181,-0.36621 (99.63379),6 12,2014/12/23 09:23:38,
27,1188111020,한영정보통신(주),박대서,분석,5617213880.0,45.24,85.616,85.182,-0.36611 (99.63389),14 11,2014/12/23 09:07:07,
28,1148693234,주식회사 세화이티에프,김인옥,분석,5617316000.0,45.24,85.618,85.183,-0.36429 (99.63571),3 9,2014/12/22 17:29:59,
29,2048602074,주식회사하이원텔레콤,이은순,분석,5617367797.0,45.24,85.619,85.184,-0.36337 (99.63663),6 5,2014/12/19 09:30:57,
30,2018147460,태성전기통신(주),이덕우,분석,5617384710.0,45.24,85.619,85.184,-0.36307 (99.63693),4 10,2014/12/23 08:25:13,
