순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1088175497,삼인시스텍(주)  [최종낙찰],김용대,분석,217830828,75.2,87.763,86.702,-1.18835 (98.81165),14 8,2014/02/04 09:06:59,
2,2158134168,테라텔레콤(주),김일수,분석,217871200,75.6,87.779,86.718,-1.17004 (98.82996),8 1,2014/02/03 09:30:09,
3,2148770450,주식회사 아리시스,이대섭,분석,217878762,75.6,87.782,86.721,-1.16661 (98.83339),14 5,2014/01/29 13:02:29,
4,2208680918,(주)엠디엠알,이재원,분석,217903232,75.8,87.792,86.731,-1.15551 (98.84449),13 6,2014/01/30 13:23:01,
5,1062475052,한우리정보통신,전막동,분석,217947398,76.2,87.81,86.748,-1.13547 (98.86453),8 12,2014/01/29 10:15:30,
6,2158199031,한소리이앤씨주식회사,전화진,분석,218055490,77.0,87.853,86.791,-1.08644 (98.91356),3 10,2014/01/29 10:15:02,
7,1208147588,서현정보통신(주),배상만,분석,218057555,77.0,87.854,86.792,-1.08550 (98.9145),9 1,2014/02/03 11:26:47,
8,1018168603,주식회사 아코,백현기,분석,218081356,77.2,87.864,86.802,-1.07471 (98.92529),1 14,2014/02/03 09:52:17,
9,2158633714,라이텍정보기술(주),정기종,분석,218118392,77.6,87.879,86.816,-1.05790 (98.9421),12 6,2014/02/03 10:19:04,
10,1078715052,(주)에이스씨씨텍,신현종,분석,218137449,77.8,87.886,86.824,-1.04926 (98.95074),3 7,2014/01/29 12:13:02,
11,1054180243,태우산전,강정자,분석,218147050,77.8,87.89,86.828,-1.04491 (98.95509),3 2,2014/02/03 15:33:11,
12,2298119166,(주)삼영기업,금동흠,분석,218164000,78.0,87.897,86.834,-1.03722 (98.96278),9 15,2014/02/03 17:38:29,
13,1098153915,하비넷정보통신(주),이종훈,분석,218166450,78.0,87.898,86.835,-1.03610 (98.9639),3 13,2014/02/03 08:20:47,
14,2208660663,주식회사 데이타렉스,김정국,분석,218170859,78.0,87.9,86.837,-1.03410 (98.9659),12 11,2014/02/04 10:01:02,
15,2148772161,주식회사 비에스아이시스템,박해용,분석,218257497,78.8,87.935,86.872,-0.99480 (99.0052),3 6,2014/02/03 10:16:04,
16,1098155422,창공정보통신(주),장명옥,분석,218260800,78.8,87.936,86.873,-0.99331 (99.00669),5 8,2014/02/03 11:04:42,
17,1138135425,(주)뉴넷팝,이경택,분석,218302900,79.0,87.953,86.89,-0.97421 (99.02579),4 5,2014/02/03 11:11:52,
18,1188119624,탑정보통신(주),오영권,분석,218317500,79.2,87.959,86.895,-0.96759 (99.03241),1 13,2014/02/03 18:39:31,
19,1078197386,(주)뉴스텍시스템즈,성동식,분석,218319663,79.2,87.96,86.896,-0.96661 (99.03339),14 8,2014/02/03 10:20:03,
20,2020127636,알에프코리아,신현성,분석,218348540,79.4,87.971,86.908,-0.95351 (99.04649),5 1,2014/02/04 09:08:02,
21,2148626637,(주)아이엔지시스템,김정화,분석,218390500,79.8,87.988,86.925,-0.93447 (99.06553),12 10,2014/02/04 08:45:46,
22,2208658565,주식회사 주인정보시스템,김근호,분석,218393000,79.8,87.989,86.926,-0.93334 (99.06666),8 12,2014/02/04 08:52:07,
23,2128142640,팍스코이앤아이(주),송기민,분석,218397042,79.8,87.991,86.927,-0.93150 (99.0685),10 3,2014/01/29 10:04:42,
24,1138119177,(주)세영통신,고영복,분석,218400200,79.8,87.992,86.928,-0.93007 (99.06993),2 4,2014/01/29 10:30:52,
25,1058656119,(주)엔에스아이티,이동철,분석,218471127,79.6,88.021,86.957,-0.89790 (99.1021),11 8,2014/01/29 11:48:36,
26,2118620935,주식회사 한양티이씨,조형국,분석,218471620,79.6,88.021,86.957,-0.89767 (99.10233),10 15,2014/02/03 16:19:26,
27,1068651233,(주)나사씨엔에스,신희태,분석,218479040,79.6,88.024,86.96,-0.89431 (99.10569),9 11,2014/01/29 16:47:18,
28,2178135988,주식회사 조은정보,조용정,분석,218485440,79.4,88.027,86.962,-0.89141 (99.10859),10 9,2014/01/29 14:14:47,
29,1018144159,주식회사 넥선,박민호,분석,218520700,79.2,88.041,86.976,-0.87541 (99.12459),9 5,2014/02/03 14:20:07,
30,1068199566,(주)엔토스정보통신,조태야,분석,218525560,79.2,88.043,86.978,-0.87321 (99.12679),6 3,2014/02/03 14:58:39,
31,3052148506,오알커뮤니케이션,이호진,분석,218537460,79.0,88.048,86.983,-0.86781 (99.13219),14 10,2014/02/03 17:26:12,
32,1068602969,케이티아이시시 주식회사,문종배,분석,218543210,79.0,88.05,86.985,-0.86520 (99.1348),9 3,2014/01/29 10:24:31,
33,2208691701,주식회사 뉴젠스,임영필,분석,218554663,79.0,88.054,86.99,-0.86001 (99.13999),5 7,2014/02/04 09:49:19,
34,1068611721,우리보안 주식회사,이명재,분석,218578252,78.8,88.064,86.999,-0.84930 (99.1507),11 3,2014/02/03 18:03:37,
35,1058746506,(주)파워일렉,이정림,분석,218581340,78.6,88.065,87.001,-0.84790 (99.1521),11 15,2014/02/04 09:32:35,
36,1198133411,주식회사 나경이엔씨,윤병유,분석,218585748,78.6,88.067,87.002,-0.84590 (99.1541),14 13,2014/02/03 09:39:52,
37,1018197466,주식회사콤위즈,정윤권,분석,218595006,78.6,88.071,87.006,-0.84170 (99.1583),15 13,2014/02/03 17:56:21,
38,1138139080,(주)성강통신기술사사무소,안치영,분석,218609330,78.4,88.076,87.012,-0.83521 (99.16479),3 5,2014/02/03 10:14:22,
39,2018176136,(주)휴넷시스템,김초영,분석,218659990,78.0,88.097,87.032,-0.81223 (99.18777),6 2,2014/02/04 10:34:28,
40,2098133432,(주)가람씨앤씨,임상기,분석,218726481,77.6,88.124,87.058,-0.78207 (99.21793),8 9,2014/02/04 09:31:50,
41,1018178116,(주)오경컴텍,정한영,분석,218736535,77.4,88.128,87.062,-0.77751 (99.22249),11 14,2014/02/03 10:43:39,
42,1068180878,(주)신보,박종규,분석,218743000,77.4,88.13,87.065,-0.77457 (99.22543),1 12,2014/02/04 09:32:18,
43,2158138510,신신전기(주),하대청,분석,218745906,77.4,88.132,87.066,-0.77325 (99.22675),7 1,2014/02/03 09:19:14,
44,1188108054,대한신호(주),안종석,분석,218753068,77.4,88.134,87.069,-0.77001 (99.22999),8 12,2014/02/03 09:27:07,
45,2208180951,엘지정보기술(주),엄태원,분석,218765854,77.2,88.14,87.074,-0.76421 (99.23579),2 9,2014/01/29 14:47:19,
46,1188111165,주식회사 세원이엔피디,이왕종,분석,218774670,77.2,88.143,87.077,-0.76021 (99.23979),7 9,2014/01/29 11:51:49,
47,2158611006,(주)대경네트워크,이상국,분석,218799805,77.0,88.153,87.087,-0.74880 (99.2512),11 6,2014/02/03 10:03:54,
48,1018143596,부기테크(주),은철우,분석,218818278,76.8,88.161,87.095,-0.74043 (99.25957),9 15,2014/02/03 10:40:57,
49,2208709474,(주)앤앤씨월드,나홍규,분석,218831991,76.6,88.166,87.1,-0.73420 (99.2658),9 2,2014/02/03 10:43:17,
50,4048131290,(주)아이앤씨코리아,박규성,분석,218851170,76.6,88.174,87.108,-0.72550 (99.2745),12 1,2014/02/02 18:09:29,
51,2128151509,한선전자통신(주),박일권,분석,218858692,76.4,88.177,87.111,-0.72209 (99.27791),2 5,2014/02/03 09:31:20,
52,1138163445,주식회사 삼도통신,이정경,분석,218860700,76.4,88.178,87.112,-0.72118 (99.27882),9 7,2014/02/01 19:43:23,
53,1098620103,(주)삼원홀딩스,김예순,분석,218884237,76.2,88.187,87.121,-0.71050 (99.2895),9 7,2014/02/03 21:58:57,
54,2158171649,(주)삼삼통신기술,이성오,분석,218896370,76.2,88.192,87.126,-0.70500 (99.295),10 2,2014/02/03 09:17:41,
55,1138191825,유경 주식회사,윤성호,분석,218921745,76.0,88.202,87.136,-0.69349 (99.30651),12 14,2014/02/03 11:56:05,
56,1138132447,태진정보통신(주),정태수,분석,218925460,76.0,88.204,87.137,-0.69181 (99.30819),7 10,2014/02/01 10:57:06,
57,2088115241,한애전자(주),최용경,분석,218928550,75.8,88.205,87.139,-0.69040 (99.3096),2 4,2014/02/04 09:54:22,
58,1138630143,주식회사일하유비넷,박상규,분석,218929300,75.8,88.205,87.139,-0.69006 (99.30994),11 1,2014/01/29 11:42:34,
59,1288138083,(주)유앤후레쉬,우재명,분석,218943570,75.8,88.211,87.145,-0.68359 (99.31641),11 9,2014/02/03 14:56:20,
60,1068616518,(주)애니씨앤에스,이일규,분석,218944200,75.8,88.211,87.145,-0.68330 (99.3167),6 9,2014/02/03 16:18:43,
61,2158166393,디지탈정보통신(주),이승원,분석,218973520,75.6,88.223,87.157,-0.67000 (99.33),14 7,2014/02/03 09:14:52,
62,2188117964,(주)투윈스컴,박성하,분석,219017600,75.2,88.241,87.174,-0.65001 (99.34999),11 14,2014/02/04 08:23:27,
63,1108131416,중앙하이텔 주식회사,김광헌,분석,219035630,75.0,88.248,87.181,-0.64183 (99.35817),14 15,2014/02/03 10:07:15,
64,2068193673,지에스네트웍스(주),임동배,분석,219047370,75.0,88.253,87.186,-0.63651 (99.36349),10 15,2014/02/04 09:22:51,
65,2048196878,(주)사이버네이션,이태환,분석,219048920,75.0,88.254,87.187,-0.63580 (99.3642),4 5,2014/02/04 09:11:15,
66,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,219051100,75.0,88.254,87.187,-0.63481 (99.36519),13 15,2014/02/03 10:00:18,
67,1198195493,주식회사 인텍하우징,심인석,분석,219065669,75.0,88.26,87.193,-0.62820 (99.3718),9 8,2014/01/29 17:02:19,
68,1138163917,백두전기통신(주),장철,분석,219066352,75.0,88.261,87.194,-0.62789 (99.37211),10 6,2014/01/30 21:04:19,
69,1148182595,주식회사 싸인텔레콤,박영기,분석,219076000,75.0,88.265,87.197,-0.62352 (99.37648),3 8,2014/02/04 10:54:33,
70,2078127900,합동전자통신(주),하명용,분석,219077131,75.0,88.265,87.198,-0.62301 (99.37699),1 6,2014/02/03 13:48:42,
71,4088134168,(주)유창이앤씨,유명철,분석,219085720,75.0,88.268,87.201,-0.61911 (99.38089),2 3,2014/02/04 09:32:15,
72,1013893125,나라전자,이호경,분석,219087930,75.0,88.269,87.202,-0.61811 (99.38189),13 2,2014/02/03 12:06:27,
73,2148678945,월드프리텍(주),정창원,분석,219111081,75.0,88.279,87.211,-0.60760 (99.3924),11 12,2014/02/04 11:01:39,
74,1068669669,(주)일광통신,이병일,분석,219177970,75.0,88.306,87.238,-0.57726 (99.42274),3 2,2014/01/29 11:51:09,
75,1198192370,(주)신관정보통신,이철재,분석,219186696,75.0,88.309,87.241,-0.57330 (99.4267),2 3,2014/02/03 11:21:48,
76,1018151776,(주)지디시,김승환,분석,219188459,75.0,88.31,87.242,-0.57250 (99.4275),11 8,2014/02/03 09:05:18,
77,1178123125,주식회사영서텔레콤,장한원,분석,219212774,75.0,88.32,87.252,-0.56148 (99.43852),11 7,2014/02/03 09:32:00,
78,1208105711,(주) 삼진일렉스,김성관,분석,219231447,75.0,88.327,87.259,-0.55300 (99.447),6 3,2014/02/04 14:29:44,
79,2158171237,(주)모빌텍,오승환,분석,219239824,75.0,88.331,87.263,-0.54920 (99.4508),10 4,2014/02/04 09:51:34,
80,1068660843,(주)세중미디어텍,김용욱,분석,219255301,75.0,88.337,87.269,-0.54218 (99.45782),6 12,2014/01/29 12:38:57,
81,1028135124,현대에이치디에스(주),이영문,분석,219255690,75.0,88.337,87.269,-0.54201 (99.45799),10 11,2014/01/29 15:48:06,
82,2148180640,(주)남인정보통신,김남호,분석,219255700,75.0,88.337,87.269,-0.54200 (99.458),8 14,2014/01/29 11:16:30,
83,4028141375,주식회사 이레유비크,박임철,분석,219265400,75.0,88.341,87.273,-0.53760 (99.4624),1 7,2014/02/03 15:04:36,
84,2148612657,한국전파기지국주식회사,장석하,분석,219295252,75.0,88.353,87.285,-0.52406 (99.47594),4 1,2014/02/03 11:34:12,
85,1058188805,(주)경성텔레콤,김천수,분석,219302430,75.0,88.356,87.288,-0.52081 (99.47919),8 2,2014/02/03 17:25:44,
86,1078640952,(주)바비젼,이주일,분석,219302500,75.0,88.356,87.288,-0.52077 (99.47923),12 9,2014/02/04 09:21:53,
87,2158682840,차일정보통신(주),오상국,분석,219311900,75.0,88.36,87.291,-0.51651 (99.48349),3 13,2014/02/03 17:47:04,
88,2068614692,주식회사 조이 앤 바투,김양동,분석,219317400,75.0,88.362,87.293,-0.51402 (99.48598),4 5,2014/02/01 08:52:04,
89,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,219332855,75.0,88.368,87.3,-0.50700 (99.493),4 10,2014/02/03 17:12:59,
90,2208165402,서전엔지니어링(주),유경하,분석,219334315,75.0,88.369,87.3,-0.50634 (99.49366),3 10,2014/02/04 08:52:13,
91,1048159651,(주)성우음향정보통신,송민자,분석,219346081,75.0,88.373,87.305,-0.50100 (99.499),13 12,2014/02/03 14:45:43,
92,1078667984,(주)알림시스템,김현자,분석,219354472,75.0,88.377,87.308,-0.49720 (99.5028),13 8,2014/02/04 09:23:00,
93,1188117437,탑인더스트리(주),이정임,분석,219356860,75.0,88.378,87.309,-0.49612 (99.50388),10 12,2014/02/03 18:07:45,
94,1138626334,주식회사 위켄시스,조대현,분석,219375800,75.0,88.385,87.317,-0.48752 (99.51248),6 4,2014/02/03 17:45:36,
95,1198101883,삼지전자 주식회사,박만수,분석,219376060,75.0,88.385,87.317,-0.48741 (99.51259),2 14,2014/02/03 09:25:48,
96,1208670876,(주)케이너스,최양구,분석,219380470,75.0,88.387,87.319,-0.48541 (99.51459),14 7,2014/02/03 10:31:12,
97,1138151895,주식회사 온리정보통신,김서규,분석,219389510,75.0,88.391,87.322,-0.48130 (99.5187),10 15,2014/02/04 09:35:35,
98,2028138815,(주)에스엔에스에이스,이율국,분석,219409151,75.0,88.399,87.33,-0.47240 (99.5276),6 4,2014/01/29 13:50:37,
99,1098197140,(주)코맥스시큐리티,김종정,분석,219419720,75.0,88.403,87.334,-0.46760 (99.5324),7 14,2014/02/03 09:27:23,
100,1068633138,포에스미디어(주),원태우,분석,219420150,75.0,88.403,87.334,-0.46741 (99.53259),7 2,2014/01/29 14:06:27,
101,1138143793,(주)오라시스템,김동화,분석,219420370,75.0,88.403,87.334,-0.46731 (99.53269),2 8,2014/02/04 08:15:26,
102,1178122655,셀렉트정보기술(주),임윤정,분석,219422787,75.0,88.404,87.335,-0.46621 (99.53379),10 5,2014/02/04 08:42:27,
103,1208192633,(주)유니썬코리아,김형중,분석,219422790,75.0,88.404,87.335,-0.46621 (99.53379),14 4,2014/02/04 09:31:21,
104,1148190678,(주)에드원텔레콤,김춘걸,분석,219430293,75.0,88.407,87.338,-0.46280 (99.5372),8 11,2014/01/29 14:31:07,
105,2068198528,(주)아노스,김헌정,분석,219442190,75.0,88.412,87.343,-0.45741 (99.54259),6 5,2014/02/04 08:56:47,
106,2258115381,(주)인하통신,이춘범,분석,219458400,75.0,88.419,87.35,-0.45006 (99.54994),3 2,2014/02/03 09:22:32,
107,1068173800,금산정보통신(주),김창수,분석,219462690,75.0,88.42,87.351,-0.44811 (99.55189),1 3,2014/02/03 13:53:03,
108,1188111020,한영정보통신(주),박대서,분석,219464240,75.0,88.421,87.352,-0.44741 (99.55259),1 14,2014/02/03 08:50:46,
109,2118645407,흥일정보통신(주),정본영,분석,219485840,75.0,88.43,87.361,-0.43761 (99.56239),8 9,2014/02/03 09:55:16,
110,1058164176,(주)신보파워텍,공민우,분석,219488933,75.0,88.431,87.362,-0.43620 (99.5638),2 1,2014/02/04 15:42:46,
111,2011497895,정우이앤씨,유동환,분석,219493497,75.0,88.433,87.364,-0.43413 (99.56587),2 10,2014/01/29 14:34:14,
112,2208609574,(주)파워유지콤,이강진,분석,219498850,75.0,88.435,87.366,-0.43171 (99.56829),13 6,2014/02/03 09:06:05,
113,2178114305,(주)케이엠씨앤아이,서정만,분석,219507890,75.0,88.439,87.369,-0.42761 (99.57239),1 12,2014/01/29 10:05:04,
114,2148665931,(주)프라임디지탈네트웍스,안진호,분석,219511419,75.0,88.44,87.371,-0.42600 (99.574),9 2,2014/02/03 17:55:15,
115,1288135320,수호정보통신(주),김성수,분석,219529930,75.0,88.447,87.378,-0.41761 (99.58239),13 1,2014/02/03 14:49:52,
116,1068147942,태양이엠씨(주),선오규,분석,219539857,75.0,88.451,87.382,-0.41310 (99.5869),1 9,2014/02/03 09:00:33,
117,1068184554,(주)송화전기통신,고진홍,분석,219551980,75.0,88.456,87.387,-0.40761 (99.59239),2 15,2014/02/03 09:53:17,
118,1148187270,진영정보통신(주),차진길,분석,219552640,75.0,88.457,87.387,-0.40731 (99.59269),12 6,2014/02/03 10:19:42,
119,1288196628,코마정보통신(주),이경수,분석,219563000,75.0,88.461,87.391,-0.40261 (99.59739),4 1,2014/02/03 19:52:22,
120,1088154468,(주)이젠정보통신,이동필,분석,219566160,75.0,88.462,87.392,-0.40117 (99.59883),13 14,2014/02/02 17:15:02,
121,1098195410,(주)신성글로벌네트워크,홍우석,분석,219584608,75.0,88.469,87.4,-0.39281 (99.60719),1 2,2014/01/29 13:29:49,
122,1058161048,서울데이타통신(주),이희승,분석,219587089,75.0,88.47,87.401,-0.39168 (99.60832),6 8,2014/02/04 12:28:16,
123,2108128545,(주) 네오중앙데이타통신,박중호,분석,219592060,75.0,88.472,87.403,-0.38942 (99.61058),8 5,2014/02/03 09:54:45,
124,2118145912,영남전기통신 주식회사,장한목,분석,219595917,75.0,88.474,87.404,-0.38768 (99.61232),12 13,2014/02/04 08:25:43,
125,1068160552,(주)금산트리피아,김백순,분석,219603725,75.0,88.477,87.407,-0.38413 (99.61587),14 4,2014/02/03 16:50:17,
126,2178112762,(주)예향텔레콤,김응식,분석,219614370,75.0,88.481,87.412,-0.37930 (99.6207),12 11,2014/02/03 09:55:50,
127,2048174554,주식회사 창흥텔레콤,진경미,분석,219616300,75.0,88.482,87.412,-0.37843 (99.62157),9 11,2014/02/04 08:00:56,
128,1328146205,(주)다성아이앤에스,이명훈,분석,219622747,75.0,88.485,87.415,-0.37550 (99.6245),8 13,2014/02/03 10:34:31,
129,1198653668,에코아이넷(주),박은희,분석,219624951,75.0,88.486,87.416,-0.37450 (99.6255),8 3,2014/02/04 09:27:47,
130,1128120900,(주)조일이씨에스,안종석,분석,219627000,75.0,88.487,87.417,-0.37358 (99.62642),10 4,2014/02/04 09:58:21,
131,1078156541,한국네트웍엔지니어링 주식회사,김해홍,분석,219628910,75.0,88.487,87.417,-0.37271 (99.62729),3 13,2014/02/04 09:30:49,
132,1058163594,(주)영원씨앤아이,김성호,분석,219650960,75.0,88.496,87.426,-0.36271 (99.63729),11 1,2014/02/04 08:47:42,
133,1198609177,이유솔루션주식회사,장지호,분석,219653609,75.0,88.497,87.427,-0.36151 (99.63849),11 3,2014/02/03 10:21:16,
134,1108153161,(주)나이츠넷,이용현,분석,219664630,75.0,88.502,87.432,-0.35651 (99.64349),7 3,2014/01/29 15:36:33,
135,1018154491,엘케이테크넷(주),이만형,분석,219669702,75.0,88.504,87.434,-0.35421 (99.64579),15 9,2014/02/04 08:30:22,
136,1088159691,(주)다우텔레콤,이영순,분석,219673260,75.0,88.505,87.435,-0.35259 (99.64741),9 14,2014/02/04 09:21:32,
137,2148668087,주식회사 네오티스,이운학,분석,219674340,75.0,88.506,87.436,-0.35210 (99.6479),13 11,2014/02/03 01:07:18,
138,1068148922,주식회사 동성에이젼시,김수용,분석,219675654,75.0,88.506,87.436,-0.35151 (99.64849),6 7,2014/02/03 12:28:20,
139,1138175669,(주)용상전기통신,권혁기,분석,219685576,75.0,88.51,87.44,-0.34700 (99.653),13 9,2014/02/04 09:15:43,
140,4108154473,주식회사 도림티앤씨,배영이,분석,219719744,75.0,88.524,87.454,-0.33151 (99.66849),13 7,2014/02/03 09:14:27,
141,1108162262,주식회사예원정보통신,한백복,분석,219747302,75.0,88.535,87.465,-0.31900 (99.681),3 2,2014/02/03 08:57:34,
142,1180673427,한마음정보시스템,이순,분석,219748403,75.0,88.535,87.465,-0.31851 (99.68149),7 15,2014/02/03 08:36:37,
143,1138635212,(주)아이제이일렉트론,김도형,분석,219749500,75.0,88.536,87.465,-0.31801 (99.68199),5 14,2014/02/04 13:13:43,
144,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,219749530,75.0,88.536,87.465,-0.31799 (99.68201),6 5,2014/01/29 10:27:51,
145,2068111894,(주)아파트피아,곽복동,분석,219770669,75.0,88.544,87.474,-0.30840 (99.6916),10 12,2014/02/03 10:24:32,
146,1238187686,버추얼넷 주식회사,왕대열,분석,219782750,75.0,88.549,87.479,-0.30292 (99.69708),6 13,2014/02/04 08:35:05,
147,1078636517,주식회사 국일이앤씨,서남석,분석,219785050,75.0,88.55,87.48,-0.30188 (99.69812),8 9,2014/01/29 12:54:11,
148,2298125412,스크린정보통신(주),조승제,분석,219794740,75.0,88.554,87.483,-0.29749 (99.70251),11 4,2014/02/03 08:57:59,
149,1138111990,한경기전(주),박태용,분석,219802850,75.0,88.557,87.487,-0.29381 (99.70619),2 3,2014/02/04 08:06:18,
150,1078128574,(주)대진정보텔레콤,경완수,분석,219816380,75.0,88.563,87.492,-0.28767 (99.71233),7 5,2014/02/03 10:15:27,
151,1238135136,(주)청남통신,최재언,분석,219826300,75.0,88.567,87.496,-0.28317 (99.71683),2 13,2014/02/04 15:42:44,
152,1208110951,(주)세아네트웍스,박의숙,분석,219842980,75.0,88.574,87.503,-0.27560 (99.7244),11 5,2014/02/04 09:26:17,
153,1108137685,(주)링크엔존테크놀러지,성장연,분석,219857020,75.0,88.579,87.508,-0.26923 (99.73077),12 1,2014/01/29 13:37:53,
154,2038164674,(주)컴버스테크,이돈원,분석,219867530,75.0,88.583,87.512,-0.26447 (99.73553),13 15,2014/02/03 09:18:48,
155,1108142849,신명이앤아이주식회사,이상용,분석,219869430,75.0,88.584,87.513,-0.26361 (99.73639),3 9,2014/01/29 12:21:47,
156,1078162422,유비시스템컴 주식회사,양승원,분석,219874501,75.0,88.586,87.515,-0.26130 (99.7387),4 9,2014/02/04 09:51:32,
157,1198144349,(주)웹솔루스,김홍식,분석,219909330,75.0,88.6,87.529,-0.24551 (99.75449),6 13,2014/01/29 15:13:25,
158,1098613335,(주)준영시스템,임요웅,분석,219921300,75.0,88.605,87.534,-0.24008 (99.75992),2 8,2014/01/29 14:11:43,
159,1068180183,보람정보통신서비스(주),안창진,분석,219925870,75.0,88.607,87.536,-0.23800 (99.762),5 4,2014/02/03 15:54:59,
160,1128143733,공간미디어(주),김성용,분석,219934860,75.0,88.611,87.539,-0.23393 (99.76607),14 13,2014/02/04 08:36:29,
161,2158603049,유니넷텍(주),김한호,분석,219947251,75.0,88.616,87.544,-0.22830 (99.7717),2 3,2014/02/04 08:17:46,
162,2148731175,씨케이링크(주),최형수,분석,219950538,75.0,88.617,87.545,-0.22681 (99.77319),8 15,2014/02/03 14:02:18,
163,1138157550,뉴코리아전자통신 주식회사,임이재,분석,219971059,75.0,88.625,87.554,-0.21750 (99.7825),8 15,2014/02/04 08:42:38,
164,1108155382,(주)굿채널시스템,김찬식,분석,219980758,75.0,88.629,87.558,-0.21310 (99.7869),13 7,2014/02/03 10:45:02,
165,2188120741,케이씨티정보통신(주),백형은,분석,219984750,75.0,88.631,87.559,-0.21129 (99.78871),1 9,2014/02/04 09:20:27,
166,1108162388,(주)발해기술단,유미라,분석,219989000,75.0,88.632,87.561,-0.20937 (99.79063),8 15,2014/02/04 11:22:20,
167,1148633973,트라이정보통신(주),김기현,분석,219993100,75.0,88.634,87.562,-0.20751 (99.79249),14 7,2014/02/03 15:25:23,
168,1178164238,(주)에스브로텍,안경환,분석,219998170,75.0,88.636,87.564,-0.20521 (99.79479),7 1,2014/02/03 14:16:35,
169,1138150993,주식회사 우진정보,배재중,분석,220005000,75.0,88.639,87.567,-0.20211 (99.79789),5 1,2014/02/03 10:13:50,
170,2018603701,소성정보기술 (주),김금남,분석,220008355,75.0,88.64,87.568,-0.20059 (99.79941),9 3,2014/02/04 09:22:18,
