순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2128169519,세진시스콤주식회사  [최종낙찰],박수환,분석,102577050,85.0,87.75,87.486,-0.29461 (99.70539),15 1,2014/10/07 08:49:56,
2,1054180243,태우산전,강정자,분석,102578593,85.0,87.751,87.487,-0.29311 (99.70689),4 13,2014/10/06 18:22:50,
3,1171187825,신원전자,안희덕,분석,102583841,85.2,87.755,87.492,-0.28800 (99.712),14 4,2014/10/06 11:52:37,
4,2148668087,주식회사 네오티스,이운학,분석,102588270,85.2,87.759,87.496,-0.28370 (99.7163),3 15,2014/10/06 14:40:55,
5,2208165402,서전엔지니어링(주),유경하,분석,102588326,85.2,87.759,87.496,-0.28364 (99.71636),15 3,2014/10/08 08:43:38,
6,1108175622,동해아이앤티(주),이기봉,분석,102588460,85.2,87.759,87.496,-0.28351 (99.71649),1 14,2014/10/07 15:27:42,
7,2158607273,(주)미주전통,장원식,분석,102589538,85.2,87.76,87.497,-0.28247 (99.71753),11 2,2014/10/07 21:06:49,
8,1138192902,(주)대성정보통신기술,이덕남,분석,102591400,85.2,87.762,87.498,-0.28066 (99.71934),5 2,2014/10/06 15:46:18,
9,1180673427,한마음정보시스템,정인숙,분석,102594488,85.4,87.765,87.501,-0.27766 (99.72234),6 9,2014/10/02 11:31:35,
10,1078688354,(주)혜인에스앤에스,유순희,분석,102595420,85.4,87.765,87.502,-0.27675 (99.72325),15 5,2014/10/07 09:22:17,
11,2158674452,(주)새별네트웍스,박상인,분석,102596190,85.4,87.766,87.502,-0.27600 (99.724),4 3,2014/10/07 13:24:03,
12,2208106252,(주)중선아이티씨,김방희,분석,102597009,85.4,87.767,87.503,-0.27520 (99.7248),11 9,2014/10/08 08:26:53,
13,1078166753,(주)태림이텍,양춘주,분석,102597627,85.4,87.767,87.504,-0.27460 (99.7254),13 14,2014/10/08 09:28:33,
14,1058605740,국제텔레시스(주),박병헌,분석,102600000,85.4,87.769,87.506,-0.27230 (99.7277),6 15,2014/10/07 15:14:13,
15,1198635582,아람이엔테크 주식회사,유수진,분석,102601900,85.4,87.771,87.507,-0.27045 (99.72955),12 6,2014/10/08 09:12:54,
16,4108154473,주식회사 도림티앤씨,배찬호,분석,102602359,85.4,87.771,87.508,-0.27000 (99.73),4 11,2014/10/02 10:43:07,
17,1108137685,(주)링크엔존테크놀러지,성장연,분석,102603080,85.4,87.772,87.508,-0.26930 (99.7307),9 15,2014/10/06 14:06:51,
18,2108156304,(주)한진트래픽,정호택,분석,102604593,85.4,87.773,87.509,-0.26783 (99.73217),13 6,2014/10/07 13:17:56,
19,2158621601,주식회사대륭전력통신,정병구,분석,102606980,85.6,87.775,87.512,-0.26551 (99.73449),1 8,2014/10/08 08:51:37,
20,1208105711,(주) 삼진일렉스,김성관,분석,102609253,85.6,87.777,87.513,-0.26330 (99.7367),11 14,2014/10/08 09:58:53,
21,1048198009,대신네트웍스주식회사,김완기,분석,102609560,85.6,87.777,87.514,-0.26301 (99.73699),7 9,2014/10/07 09:59:57,
22,1138146387,(주)대산시스템,전재수,분석,102611100,85.6,87.779,87.515,-0.26151 (99.73849),2 12,2014/10/08 09:50:37,
23,2078129117,경우전기(주),김한정,분석,102613620,85.6,87.781,87.517,-0.25906 (99.74094),2 4,2014/10/08 09:41:31,
24,1238187686,버추얼넷 주식회사,왕대열,분석,102614500,85.6,87.782,87.518,-0.25820 (99.7418),4 2,2014/10/08 08:08:28,
25,1178113423,주식회사 씨제이헬로비전,김진석,분석,102614566,85.6,87.782,87.518,-0.25814 (99.74186),1 10,2014/10/07 10:18:20,
26,1058656119,(주)엔에스아이티,이동철,분석,102619335,85.8,87.786,87.522,-0.25350 (99.7465),3 12,2014/10/08 09:36:44,
27,1068619761,(주) 한걸음정보통신,정진원,분석,102622113,85.8,87.788,87.524,-0.25080 (99.7492),4 2,2014/10/07 08:49:06,
28,2118161547,(주)필네트,박영만,분석,102624066,85.8,87.79,87.526,-0.24891 (99.75109),8 12,2014/10/07 10:10:06,
29,2048119395,(주)신해전기건설,이세윤,분석,102624170,85.8,87.79,87.526,-0.24880 (99.7512),9 13,2014/10/08 08:45:05,
30,1058660665,(주)일신전업,김한경,분석,102625400,85.8,87.791,87.527,-0.24761 (99.75239),1 3,2014/10/07 12:28:35,
31,2148669048,보라정보통신 주식회사,송철상,분석,102626200,85.8,87.792,87.528,-0.24683 (99.75317),8 3,2014/10/06 14:21:16,
32,1198174839,(주)선진솔루션,송성재,분석,102626227,85.8,87.792,87.528,-0.24680 (99.7532),10 2,2014/10/05 00:11:20,
33,2148619081,(주)유신테크,김용근,분석,102631780,86.0,87.796,87.533,-0.24141 (99.75859),15 8,2014/10/07 16:48:46,
34,1198181214,엔텍월드주식회사,안병립,분석,102633443,86.0,87.798,87.534,-0.23979 (99.76021),10 9,2014/10/08 07:35:52,
35,1188109728,득진통신(주),김진섭,분석,102634973,86.0,87.799,87.535,-0.23830 (99.7617),3 7,2014/10/07 09:58:00,
36,2098121862,거우전설주식회사,김영훈,분석,102634976,86.0,87.799,87.535,-0.23830 (99.7617),4 7,2014/10/07 10:45:53,
37,1048193815,주식회사 가연정보통신,박시웅,분석,102636510,86.0,87.801,87.537,-0.23681 (99.76319),4 10,2014/10/07 09:55:11,
38,1138626334,주식회사 위켄시스,조대현,분석,102637730,86.0,87.802,87.538,-0.23562 (99.76438),15 14,2014/10/06 18:56:17,
39,2068194880,(주)유애넷테크,조성출,분석,102638160,86.0,87.802,87.538,-0.23521 (99.76479),11 10,2014/10/07 10:00:13,
40,1148600716,유티모스트아이엔에스(주),박흥태,분석,102638770,86.0,87.802,87.539,-0.23461 (99.76539),1 13,2014/10/07 08:47:48,
41,1068180878,(주)신보,박종규,분석,102639400,86.0,87.803,87.539,-0.23400 (99.766),7 3,2014/10/08 09:20:38,
42,2158768281,태일정보시스템(주),이미자,분석,102639600,86.0,87.803,87.539,-0.23381 (99.76619),8 14,2014/10/07 09:42:56,
43,2098122745,새결정보통신(주),고성진,분석,102639775,86.0,87.803,87.54,-0.23364 (99.76636),12 4,2014/10/06 11:56:34,
44,1208711248,(주)제이에이네트웍스,변성암,분석,102641350,86.2,87.805,87.541,-0.23211 (99.76789),3 8,2014/10/06 16:36:35,
45,1138636870,주식회사 나우시스템,이종한,분석,102643920,86.2,87.807,87.543,-0.22961 (99.77039),11 9,2014/10/07 09:20:40,
46,1218140540,영현정보통신(주),김두식,분석,102645637,86.2,87.808,87.544,-0.22794 (99.77206),5 1,2014/10/08 08:56:51,
47,1098162224,(주)선텔레콤,박상용,분석,102658430,86.4,87.819,87.555,-0.21550 (99.7845),14 12,2014/10/07 17:14:32,
48,1208198485,에스디엔정보통신(주),이병철,분석,102661825,86.4,87.822,87.558,-0.21220 (99.7878),14 3,2014/10/08 09:46:43,
49,1074869108,부성엔지니어링,오부근,분석,102662750,86.4,87.823,87.559,-0.21130 (99.7887),12 4,2014/10/02 09:46:44,
50,1108140593,(주)대건이엔씨,이황희,분석,102668203,86.6,87.828,87.564,-0.20600 (99.794),8 12,2014/10/08 08:50:50,
51,1068128718,서광통신 주식회사,최경석,분석,102668500,86.6,87.828,87.564,-0.20572 (99.79428),12 6,2014/10/06 17:33:09,
52,1108131416,중앙하이텔 주식회사,김광헌,분석,102671620,86.6,87.831,87.567,-0.20268 (99.79732),11 14,2014/10/06 11:52:49,
53,6048111797,주식회사글로벌엔씨,임채익,분석,102671675,86.6,87.831,87.567,-0.20263 (99.79737),12 7,2014/10/06 18:09:45,
54,1128126393,주식회사 승도이엔씨,신종성,분석,102672400,86.6,87.831,87.567,-0.20192 (99.79808),11 15,2014/10/08 08:53:59,
55,2068184529,(주)네오티엔씨,조정현,분석,102673900,86.6,87.832,87.569,-0.20047 (99.79953),10 15,2014/10/02 13:19:46,
56,2158199031,한소리이앤씨주식회사,전화진,분석,102678550,86.8,87.836,87.573,-0.19595 (99.80405),12 10,2014/10/06 07:43:20,
57,1058113060,세연기공(주),곽상엽,분석,102679000,86.8,87.837,87.573,-0.19551 (99.80449),13 3,2014/10/06 09:07:55,
58,2208100563,경창계전 주식회사,이성욱,분석,102682510,86.8,87.84,87.576,-0.19210 (99.8079),7 12,2014/10/07 17:04:38,
59,1208137120,(주)지티일렉콘,고광열,분석,102685188,86.8,87.842,87.578,-0.18949 (99.81051),8 10,2014/10/07 18:20:34,
60,1068133832,(주)동양이엔씨,최두현,분석,102688124,87.0,87.845,87.581,-0.18664 (99.81336),14 1,2014/10/07 09:46:30,
61,2037666794,금성텔레콤,정용상,분석,102690279,87.0,87.847,87.583,-0.18455 (99.81545),11 15,2014/10/06 15:54:27,
62,2108168251,풀무엔지니어링주식회사,황윤상,분석,102695467,87.0,87.851,87.587,-0.17950 (99.8205),4 15,2014/10/07 10:04:47,
63,2108138572,주식회사 대양에이브이,임형두,분석,102696250,87.0,87.852,87.588,-0.17874 (99.82126),12 4,2014/10/07 08:54:52,
64,2158184144,주영건설 주식회사,서봉원,분석,102699460,87.0,87.854,87.59,-0.17562 (99.82438),3 5,2014/10/08 09:45:45,
65,2048159043,이앤씨텔레콤(주),김진갑,분석,102699582,87.0,87.854,87.591,-0.17550 (99.8245),15 6,2014/10/08 09:31:57,
66,1018151121,주식회사 경원전력,최경택,분석,102701432,87.2,87.856,87.592,-0.17371 (99.82629),2 12,2014/10/08 08:43:36,
67,1078616772,노드링크주식회사,장용철,분석,102704318,87.2,87.859,87.595,-0.17090 (99.8291),10 3,2014/10/02 09:57:18,
68,1198642201,(주)한일이앤씨,서정석,분석,102711206,87.2,87.864,87.6,-0.16420 (99.8358),15 2,2014/10/08 09:42:01,
69,1188117816,(주)영원정보통신,전춘식,분석,102715980,87.4,87.868,87.604,-0.15956 (99.84044),12 3,2014/10/02 14:36:58,
70,2158148186,시스텍전기통신(주),전진우,분석,102718203,87.4,87.87,87.606,-0.15740 (99.8426),7 8,2014/10/02 09:06:54,
71,2298112824,주식회사 콤텍시스템,남석우,분석,102720980,87.4,87.873,87.609,-0.15470 (99.8453),3 5,2014/10/06 11:43:20,
72,2198111833,주식회사대영산전,전인구,분석,102723400,87.6,87.875,87.611,-0.15235 (99.84765),6 10,2014/10/08 08:53:30,
73,1098154781,(주)공항엔지니어링,이은순,분석,102728000,87.6,87.879,87.615,-0.14788 (99.85212),9 7,2014/10/07 19:02:50,
74,1088174483,(주)유니크네트웍스,박성규,분석,102730311,87.6,87.881,87.617,-0.14563 (99.85437),1 7,2014/10/07 08:52:45,
75,1168137418,두레옵트로닉스 주식회사,최수현,분석,102730800,87.6,87.881,87.617,-0.14516 (99.85484),15 3,2014/10/07 15:18:50,
76,1138648319,주식회사 에이브이아이미디어,김종희,분석,102731000,87.6,87.881,87.617,-0.14497 (99.85503),11 10,2014/10/07 21:11:54,
77,2068124123,(주)세양텔레콤,김한섭,분석,102731577,87.6,87.882,87.618,-0.14440 (99.8556),13 2,2014/10/08 08:43:22,
78,1138607924,두성건설주식회사,안성병,분석,102732279,87.6,87.882,87.618,-0.14372 (99.85628),1 6,2014/10/07 10:01:00,
79,1198664210,하하정보통신 주식회사,송정식,분석,102733000,87.6,87.883,87.619,-0.14302 (99.85698),14 10,2014/10/05 00:26:42,
80,1188108054,대한신호(주),안종석,분석,102734868,87.8,87.885,87.621,-0.14121 (99.85879),8 15,2014/10/07 19:14:07,
81,1168111572,남성기전(주),최전남,분석,102740100,87.8,87.889,87.625,-0.13612 (99.86388),5 10,2014/10/02 15:01:27,
82,1188116684,(주)랜원정보기술,박해영,분석,102741700,87.8,87.89,87.626,-0.13456 (99.86544),6 3,2014/10/06 11:07:10,
83,2208785579,주식회사 선보통신,윤용중,분석,102743600,87.8,87.892,87.628,-0.13272 (99.86728),3 1,2014/10/06 08:48:17,
84,1068672072,(주)브이아이티정보통신,강상욱,분석,102743820,87.8,87.892,87.628,-0.13250 (99.8675),10 5,2014/10/08 09:18:01,
85,2208727337,주식회사주니파워네트웍스,노병준,분석,102749400,88.0,87.897,87.633,-0.12708 (99.87292),10 9,2014/10/06 10:57:58,
86,1138185963,주식회사 스마트메카,이명주,분석,102749593,88.0,87.897,87.633,-0.12689 (99.87311),15 14,2014/10/06 19:37:12,
87,1068674600,주식회사세나텍,이미경,분석,102751228,88.0,87.899,87.635,-0.12530 (99.8747),7 8,2014/10/08 08:54:56,
88,2148180640,(주)남인정보통신,김남호,분석,102752870,88.0,87.9,87.636,-0.12371 (99.87629),12 3,2014/10/07 09:11:44,
89,2178114305,(주)케이엠씨앤아이,서정만,분석,102752980,88.0,87.9,87.636,-0.12360 (99.8764),6 15,2014/10/07 14:00:20,
90,1138111990,한경기전(주),박태용,분석,102756060,88.0,87.903,87.639,-0.12061 (99.87939),3 4,2014/10/08 08:59:22,
91,1048607916,대신브이씨에스주식회사,김창선,분석,102758630,88.2,87.905,87.641,-0.11811 (99.88189),13 14,2014/10/06 18:36:00,
92,2098147159,(주)동방에스앤에스,정재훈,분석,102759200,88.2,87.905,87.641,-0.11755 (99.88245),15 13,2014/10/07 13:36:18,
93,1088179135,주왕정보통신(주),장진섭,분석,102762330,88.2,87.908,87.644,-0.11451 (99.88549),7 3,2014/10/08 09:04:25,
94,2148134127,(주)대경텔레콤,오병도,분석,102763700,88.2,87.909,87.645,-0.11318 (99.88682),7 9,2014/10/07 16:58:10,
95,1068619586,엠앨캐스트주식회사,김철호,분석,102766967,88.2,87.912,87.648,-0.11000 (99.89),8 3,2014/10/07 11:08:41,
96,1098160416,(주)용진정보통신,도용석,분석,102771082,88.4,87.916,87.651,-0.10601 (99.89399),10 9,2014/10/06 08:47:03,
97,1068674084,주식회사월드아이,신영구,분석,102771906,88.4,87.916,87.652,-0.10520 (99.8948),11 5,2014/10/07 09:12:04,
98,1170233690,화진정보통신,김병철,분석,102772830,88.4,87.917,87.653,-0.10431 (99.89569),3 15,2014/10/07 10:15:18,
99,1078776699,주식회사 대성아이엔티,이성광,분석,102773370,88.4,87.918,87.653,-0.10378 (99.89622),6 7,2014/10/01 18:19:56,
100,1041477924,바로데이타통신,이홍일,분석,102775609,88.4,87.92,87.655,-0.10160 (99.8984),3 10,2014/10/07 17:40:52,
