순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1058163309,(주)한국에빅스  [최종낙찰],신승창,분석,5485616571,45.0,85.495,85.286,-0.24421 (99.75579),5 10,2017/09/26 15:17:07,
2,1098155422,창공정보통신 주식회사,김배명,분석,5485715500,45.0,85.497,85.287,-0.24241 (99.75759),1 12,2017/09/27 10:00:22,
3,2208709343,유텔레콤주식회사,이종일,분석,5485803530,45.0,85.498,85.289,-0.24081 (99.75919),5 15,2017/09/27 18:33:23,
4,1288649488,주식회사 성우이엔티,김우석,분석,5485847400,45.0,85.499,85.289,-0.24001 (99.75999),3 7,2017/09/26 09:57:31,
5,1168119273,엘에스산전(주),구자균,분석,5485929000,45.0,85.5,85.291,-0.23852 (99.76148),10 5,2017/09/27 14:15:40,
6,1328127945,부민통신 주식회사,박창욱,분석,5486067494,45.0,85.502,85.293,-0.23600 (99.764),2 3,2017/09/28 09:53:28,
7,1248177589,해피콤(주),김정호,분석,5486119750,45.0,85.503,85.294,-0.23505 (99.76495),15 2,2017/09/25 10:09:28,
8,1448134003,주식회사 에이텍아이엔에스,임광현,분석,5486140355,45.0,85.503,85.294,-0.23468 (99.76532),8 4,2017/09/26 17:00:59,
9,6098182550,비케이시스템즈 주식회사,손규열,분석,5486337000,45.02,85.506,85.297,-0.23110 (99.7689),4 12,2017/09/27 14:16:38,
10,1348645982,현대위성네트워크 주식회사,전임선,분석,5486522700,45.02,85.509,85.3,-0.22773 (99.77227),12 3,2017/09/27 18:12:34,
11,2198111833,주식회사대영산전,전인구,분석,5486539210,45.02,85.51,85.3,-0.22743 (99.77257),3 15,2017/09/27 09:25:19,
12,3058149402,주식회사 아워스,송치선,분석,5486875852,45.04,85.515,85.305,-0.22131 (99.77869),3 12,2017/09/26 11:39:37,
13,1208603362,(주)이지빌,박상면,분석,5486892350,45.04,85.515,85.306,-0.22100 (99.779),10 1,2017/09/28 09:47:16,
14,1138169250,코리아이지텔주식회사,임규학,분석,5487040823,45.04,85.517,85.308,-0.21831 (99.78169),12 13,2017/09/27 17:53:18,
15,1238621388,주식회사 창우,이창우,분석,5487122600,45.04,85.519,85.309,-0.21682 (99.78318),10 7,2017/09/28 09:08:57,
16,4098173432,주식회사 영대정보통신,최경수,분석,5487211000,45.04,85.52,85.311,-0.21521 (99.78479),2 4,2017/09/27 11:36:19,
17,1348168919,엠에스텔레콤(주),이형순,분석,5487343271,45.04,85.522,85.313,-0.21281 (99.78719),5 9,2017/09/27 09:42:56,
18,1228615184,유피이엔씨 주식회사,박정선,분석,5487414600,45.04,85.523,85.314,-0.21151 (99.78849),1 2,2017/09/27 18:42:06,
19,1198178757,주식회사우신아이앤씨,이화세,분석,5487440890,45.04,85.524,85.314,-0.21103 (99.78897),10 12,2017/09/27 13:36:22,
20,5158123203,야베스정보통신(주),박영희,분석,5487497300,45.04,85.524,85.315,-0.21000 (99.79),11 13,2017/09/28 11:49:11,
21,1198635582,아람이엔테크 주식회사,유수진,분석,5487793200,45.06,85.529,85.32,-0.20462 (99.79538),11 6,2017/09/27 07:41:14,
