순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
125,1288141176,주식회사 와이씨스템,장영찬,분석,107628467,85.0,89.618,89.355,-0.6754 (99.3246),2 9,2023/09/12 10:49:56,
126,1148199927,주식회사 인텔리빅스,장정훈,분석,107628490,85.0,89.618,89.355,-0.6754 (99.3246),5 3,2023/09/12 08:52:30,
127,2158714581,씨엠티정보통신(주),김국동,분석,107634296,85.0,89.623,89.36,-0.6700 (99.33),11 5,2023/09/12 14:34:28,
128,1288154026,(주)니트로시스템,정인교,분석,107635920,85.0,89.624,89.361,-0.6685 (99.3315),7 9,2023/09/12 11:23:40,
129,2048188475,주식회사 오파스넷,장수현,분석,107642530,85.0,89.63,89.366,-0.6624 (99.3376),9 10,2023/09/11 13:45:43,
130,1088196885,주식회사글로벌정보통신,양진이,분석,107644691,85.0,89.632,89.368,-0.6604 (99.3396),11 6,2023/09/12 12:19:52,
131,1068616518,(주)애니씨앤에스,이일규,분석,107646700,85.0,89.634,89.37,-0.6586 (99.3414),14 7,2023/09/13 09:47:17,
132,2078127900,합동전자통신(주),하명용,분석,107647620,85.0,89.635,89.371,-0.6577 (99.3423),5 14,2023/09/11 09:17:39,
133,7128702247,주식회사 파인네트웍스,김미정,분석,107649816,85.0,89.637,89.373,-0.6557 (99.3443),9 4,2023/09/11 10:29:02,
134,1058192352,한아름정보통신(주),손경선,분석,107656460,85.0,89.643,89.378,-0.6496 (99.3504),8 12,2023/09/11 14:55:10,
135,1088182120,(주) 포스콤 에스아이,양병기,분석,107657586,85.0,89.644,89.379,-0.6485 (99.3515),15 11,2023/09/12 15:02:13,
136,1108185552,한양이이씨 주식회사,문주환,분석,107660000,85.0,89.646,89.381,-0.6463 (99.3537),11 4,2023/09/11 16:53:01,
137,4088168391,금상디엔씨주식회사,박길중,분석,107660913,85.0,89.647,89.382,-0.6455 (99.3545),4 15,2023/09/13 08:34:54,
138,1148661445,주식회사 아이티콘,이준형,분석,107662028,85.0,89.648,89.383,-0.6444 (99.3556),12 3,2023/09/11 11:37:11,
139,1198164229,(주) 이준시스템,한상훈,분석,107664500,85.0,89.65,89.385,-0.6422 (99.3578),12 10,2023/09/13 09:47:03,
140,2048182660,동원오비텍(주),박동을,분석,107665440,85.0,89.651,89.386,-0.6413 (99.3587),5 14,2023/09/12 15:52:25,
141,1138613391,주식회사 지에스씨앤씨,석덕림,분석,107666255,85.0,89.652,89.386,-0.6405 (99.3595),8 10,2023/09/13 08:24:51,
142,3238801633,동부엔텍 주식회사,류광성,분석,107666578,85.0,89.652,89.386,-0.6403 (99.3597),13 8,2023/09/13 08:48:48,
143,1198153493,(주)경성네트웍,편해용,분석,107667994,85.0,89.653,89.388,-0.6389 (99.3611),7 15,2023/09/11 10:21:34,
144,2118193336,(주)국제비엠에스,윤도선,분석,107670805,85.0,89.656,89.39,-0.6363 (99.3637),14 3,2023/09/11 13:21:26,
145,1078212647,사단법인 한국장애인미래정책포럼,배영환,분석,107671456,85.0,89.656,89.39,-0.6357 (99.3643),7 12,2023/09/11 11:19:26,
146,2068663169,(주)지엠케이정보통신,최경숙,분석,107675194,85.0,89.66,89.394,-0.6323 (99.3677),12 9,2023/09/12 09:17:03,
147,1128148285,(주)백제이앤씨,손흥도,분석,107675248,85.0,89.66,89.394,-0.6322 (99.3678),3 15,2023/09/11 15:15:31,
148,2048644152,신해공영주식회사,이종범,분석,107676900,85.0,89.661,89.395,-0.6307 (99.3693),3 15,2023/09/12 10:53:29,
149,2148752525,(주)엘티네트워크,조완식,분석,107682382,85.0,89.666,89.4,-0.6257 (99.3743),4 5,2023/09/12 10:58:08,
150,1078151890,주식회사유진솔루션,이훈희,분석,107682536,85.0,89.666,89.4,-0.6255 (99.3745),10 3,2023/09/11 10:45:38,
151,2158669639,(주)한정원,이수환,분석,107685860,85.0,89.669,89.402,-0.6225 (99.3775),6 8,2023/09/11 17:05:31,
152,1078688280,콘텐츠스퀘어주식회사,함규식,분석,107690090,85.0,89.673,89.406,-0.6186 (99.3814),1 15,2023/09/12 11:21:27,
153,1148190678,주식회사 에드원,김춘걸,분석,107699000,85.0,89.681,89.413,-0.6103 (99.3897),4 3,2023/09/12 18:23:02,
154,1078651497,모바일파킹 유한회사,김중근,분석,107699954,85.0,89.682,89.414,-0.6094 (99.3906),5 10,2023/09/11 10:10:20,
155,1078616772,노드링크주식회사,장용철,분석,107700062,85.0,89.682,89.414,-0.6093 (99.3907),13 2,2023/09/11 17:13:27,
156,2298139274,(주)영풍전력설비,심문수,분석,107701600,85.0,89.683,89.416,-0.6079 (99.3921),5 13,2023/09/13 12:17:49,
157,1098154781,(주)공항엔지니어링,박필립,분석,107703200,85.0,89.685,89.417,-0.6065 (99.3935),3 11,2023/09/13 13:24:51,
158,6558701528,(주)스마트정보기술,박성애,분석,107706359,85.0,89.688,89.419,-0.6035 (99.3965),4 15,2023/09/12 09:21:38,
159,1098626994,주식회사 에이치엔엠,조요환,분석,107716321,85.0,89.696,89.428,-0.5943 (99.4057),6 13,2023/09/11 15:46:05,
160,2028104237,대선이엔씨(주),최승재,분석,107719654,85.0,89.699,89.431,-0.5913 (99.4087),4 6,2023/09/11 17:13:29,
161,1178158978,주식회사 화일이엔에프,박광섭,분석,107719780,85.0,89.7,89.431,-0.5912 (99.4088),13 4,2023/09/12 14:09:58,
162,2200459632,하나정보통신,현광섭,분석,107721578,85.0,89.701,89.432,-0.5895 (99.4105),2 6,2023/09/12 14:10:13,
163,1358188617,주식회사 지에프씨코리아,안병모,분석,107724220,85.0,89.704,89.434,-0.5871 (99.4129),9 5,2023/09/12 19:46:39,
164,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,107727700,85.0,89.707,89.437,-0.5838 (99.4162),13 14,2023/09/11 09:33:49,
165,1138175034,(주)윈플러스정보기술,정재원,분석,107732550,85.0,89.711,89.441,-0.5794 (99.4206),6 5,2023/09/12 18:20:16,
166,2208865207,주식회사 소나텍,최성욱,분석,107743319,85.0,89.721,89.45,-0.5694 (99.4306),10 11,2023/09/11 10:27:55,
167,2148752224,(주)아이젠시스템즈,안상용,분석,107745750,85.0,89.723,89.452,-0.5672 (99.4328),10 8,2023/09/13 09:45:36,
168,8018600805,세인트로그 주식회사,김세연,분석,107751426,85.0,89.728,89.457,-0.5619 (99.4381),4 14,2023/09/11 00:12:26,
169,1128139637,(주)씨엘에이에스,윤호중,분석,107758147,85.0,89.734,89.462,-0.5557 (99.4443),14 5,2023/09/11 08:28:31,
170,7968700330,주식회사 진성씨지테크,서송원,분석,107763020,85.0,89.738,89.467,-0.5512 (99.4488),9 1,2023/09/11 17:43:13,
171,5568600846,주식회사 아이콘정보통신,박종일,분석,107766650,85.0,89.742,89.47,-0.5479 (99.4521),11 12,2023/09/13 12:15:39,
172,2828100218,주식회사 위로드,윤성숙,분석,107767788,85.0,89.743,89.47,-0.5468 (99.4532),4 13,2023/09/11 16:23:14,
173,2178141893,주식회사대웅텔레콤,전진숙,분석,107771147,85.0,89.746,89.473,-0.5437 (99.4563),11 6,2023/09/11 09:40:38,
174,2068120414,(주)일광기업,오도진,분석,107772307,85.0,89.747,89.474,-0.5427 (99.4573),6 1,2023/09/13 08:22:47,
175,1058645188,(주)삼구정보통신,강준재,분석,107776431,85.0,89.75,89.478,-0.5389 (99.4611),6 2,2023/09/11 16:18:16,
176,7508600152,육일전기공사주식회사,공삼례,분석,107776960,85.0,89.751,89.478,-0.5384 (99.4616),11 4,2023/09/12 17:14:53,
177,1018642796,주식회사 나이스포유,노길상,분석,107780447,85.0,89.754,89.481,-0.5352 (99.4648),8 10,2023/09/11 15:48:37,
178,1338113707,(주)대보통신,염영숙,분석,107783500,85.0,89.757,89.484,-0.5323 (99.4677),1 7,2023/09/12 11:50:16,
179,2028162708,(주)에스텍시스템,이병화,분석,107792711,85.0,89.765,89.491,-0.5238 (99.4762),4 1,2023/09/12 08:43:29,
180,1138132447,태진정보통신(주),정태수,분석,107796395,85.0,89.768,89.494,-0.5204 (99.4796),5 14,2023/09/12 10:19:51,
181,1018148698,(주)석산텔레콤,박봉환,분석,107799971,85.0,89.771,89.497,-0.5171 (99.4829),9 12,2023/09/13 08:38:49,
182,2148186794,주식회사 리트코,정종경,분석,107804950,85.0,89.776,89.501,-0.5126 (99.4874),4 1,2023/09/12 09:22:32,
183,2118620935,주식회사 한양티이씨,조형국,분석,107811000,85.0,89.781,89.506,-0.5070 (99.493),6 7,2023/09/12 16:41:12,
184,1068604157,주식회사 넥시스정보,오세후,분석,107811790,85.0,89.782,89.507,-0.5062 (99.4938),7 4,2023/09/11 14:40:21,
185,1098655451,주식회사 투비,차인성,분석,107812750,85.0,89.783,89.508,-0.5054 (99.4946),4 2,2023/09/13 12:24:28,
186,1128701225,주식회사 블루인텔리전스,조축호,분석,107813733,85.0,89.784,89.509,-0.5044 (99.4956),15 2,2023/09/11 11:30:33,
187,1068615367,대성아이넷(주),이충은,분석,107815250,85.0,89.785,89.51,-0.5030 (99.497),4 9,2023/09/12 14:31:05,
188,1058660665,(주)일신전업,김한경,분석,107817959,85.0,89.788,89.512,-0.5005 (99.4995),14 9,2023/09/13 06:16:15,
189,1138157962,(주)하이눈정보통신,박종우,분석,107819870,85.0,89.789,89.514,-0.4988 (99.5012),3 8,2023/09/12 10:19:47,
190,1198618088,주식회사 하이넷 네트웍스,김동순,분석,107822510,85.0,89.792,89.516,-0.4963 (99.5037),10 3,2023/09/12 09:36:37,
191,1148726111,티비엠테크주식회사,김치연,분석,107823710,85.0,89.793,89.517,-0.4952 (99.5048),11 4,2023/09/11 14:40:33,
192,2748800123,중앙씨앤티 주식회사,윤영진,분석,107827820,85.0,89.796,89.52,-0.4914 (99.5086),12 9,2023/09/13 09:20:21,
