순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2308103607,주식회사 디케이앤트  [최종낙찰],양동국,분석,72584608,88.009,88.247,0.28716 (100.28716),12 5,2023/06/14 16:05:05,
2,7968600745,마스트아이엔씨 주식회사,전병호,분석,72584920,88.009,88.248,0.28759 (100.28759),11 14,2023/06/15 09:29:58,
3,1288710957,주식회사 유한테크,유종근,분석,72600572,88.028,88.267,0.30922 (100.30922),11 3,2023/06/15 15:06:00,
4,4268800874,주식회사 캐스트코아,강일석,분석,72607479,88.036,88.275,0.31876 (100.31876),2 1,2023/06/15 09:08:54,
5,4848101910,주식회사 에피테크,김희정,분석,72609090,88.038,88.277,0.32099 (100.32099),13 12,2023/06/14 10:50:40,
6,1348168919,엠에스텔레콤(주),이형순,분석,72635154,88.07,88.309,0.35700 (100.357),9 3,2023/06/16 08:26:57,
7,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,72635870,88.071,88.31,0.35799 (100.35799),6 1,2023/06/15 09:15:15,
8,4918801315,주식회사 혜성테크윈,우윤학,분석,72647300,88.085,88.323,0.37378 (100.37378),14 4,2023/06/16 09:55:36,
9,1058649262,주식회사 노하우전기통신,임창배,분석,72650200,88.088,88.327,0.37779 (100.37779),10 3,2023/06/15 09:38:19,
10,1078151890,주식회사유진솔루션,이훈희,분석,72655038,88.094,88.333,0.38447 (100.38447),13 12,2023/06/13 09:29:40,
11,1348143368,주식회사 디피엔,유선영,분석,72665590,88.107,88.346,0.39905 (100.39905),12 10,2023/06/14 18:28:27,
12,1018119252,주식회사 대경바스컴,한승민,분석,72665910,88.107,88.346,0.39949 (100.39949),14 2,2023/06/13 10:55:21,
13,1268634029,(주)토탈음향,심영록,분석,72676914,88.121,88.359,0.41470 (100.4147),6 9,2023/06/14 12:10:52,
14,1428100754,(주) 원테크놀로지,김종달,분석,72727723,88.182,88.421,0.48490 (100.4849),4 6,2023/06/15 09:23:58,
15,1108604272,소리콤 주식회사,정재홍,분석,72739820,88.197,88.436,0.50161 (100.50161),3 1,2023/06/15 23:37:25,
16,2078127900,합동전자통신(주),하명용,분석,72759352,88.221,88.46,0.52860 (100.5286),14 4,2023/06/15 09:21:54,
17,2178125840,(주)에이디엠,정채옥,분석,72783670,88.25,88.489,0.56220 (100.5622),9 5,2023/06/14 16:14:31,
18,1048610901,이룸유비쿼터스주식회사,김승규,분석,72818000,88.292,88.531,0.60963 (100.60963),5 4,2023/06/14 09:23:14,
19,1098626994,주식회사 에이치엔엠,조요환,분석,72820830,88.295,88.534,0.61354 (100.61354),8 6,2023/06/13 08:48:50,
20,1138611622,(주)이담에스티,최명순,분석,72834500,88.312,88.551,0.63243 (100.63243),13 5,2023/06/16 07:38:37,
21,1128143733,공간미디어(주),김명숙,분석,72853124,88.334,88.574,0.65816 (100.65816),15 5,2023/06/16 07:39:48,
22,1238175875,주식회사 휴톤,김영상,분석,72889196,88.378,88.618,0.70800 (100.708),7 13,2023/06/13 15:57:45,
23,6158189960,주식회사 이에스,최광열,분석,72971500,88.478,88.718,0.82171 (100.82171),4 3,2023/06/14 16:09:21,
24,1308672449,주식회사 정우특수에이브이시스템,이정희,분석,73013690,88.529,88.769,0.88000 (100.88),2 6,2023/06/15 13:39:06,
25,1288641996,해용정보통신주식회사,백다리아,분석,73015040,88.531,88.771,0.88187 (100.88187),10 6,2023/06/16 08:37:09,
26,1308642339,주식회사 케이엠미디어,김종환,분석,73112840,88.649,88.889,1.01700 (101.017),5 4,2023/06/15 10:41:17,
27,1298168896,(주)파스컴,이영수,분석,73149640,88.694,88.934,1.06784 (101.06784),12 15,2023/06/15 15:29:05,
28,1288694964,주식회사 디지팍스,정병국,분석,73289584,88.863,89.104,1.26120 (101.2612),9 8,2023/06/16 08:28:28,
-1,1068633633,주식회사 지에스티,백정현,분석,72562060,87.981,88.22,0.25601 (100.25601),8 4,2023/06/15 13:19:03,낙찰하한선 미달
-2,4468801407,(주)큐엔큐,장나미,분석,72546850,87.963,88.201,0.23499 (100.23499),13 10,2023/06/13 09:17:36,낙찰하한선 미달
-3,1048140865,다이아몬드전자(주),이건,분석,72530000,87.942,88.181,0.21171 (100.21171),10 6,2023/06/16 09:25:05,낙찰하한선 미달
-4,2188114856,서교정보통신(주),김기설,분석,72521520,87.932,88.17,0.19999 (100.19999),2 8,2023/06/14 19:19:32,낙찰하한선 미달
-5,1238197898,주식회사비컴,김득환,분석,72502220,87.909,88.147,0.17333 (100.17333),10 8,2023/06/14 17:35:58,낙찰하한선 미달
-6,2298131888,세운씨앤텍 (주),이미경,분석,72498260,87.904,88.142,0.16786 (100.16786),15 11,2023/06/14 15:03:09,낙찰하한선 미달
-7,3358200353,사)한국장애인미래정책포럼 아이티사업단,배영환,분석,72495100,87.9,88.138,0.16349 (100.16349),8 13,2023/06/14 09:04:08,낙찰하한선 미달
-8,5130276918,세원정보통신,박태수,분석,72494960,87.9,88.138,0.16330 (100.1633),8 1,2023/06/15 11:07:13,낙찰하한선 미달
-9,2178113330,(주)오성에스이엠,오성표,분석,72440300,87.834,88.072,0.08778 (100.08778),9 14,2023/06/14 10:33:24,낙찰하한선 미달
-10,1058729128,주식회사 디에이치미디어테크,신용인,분석,72434290,87.826,88.064,0.07947 (100.07947),10 3,2023/06/14 12:57:36,낙찰하한선 미달
-11,2018603701,소성정보기술 주식회사,김금남,분석,72431053,87.822,88.06,0.07500 (100.075),6 10,2023/06/16 08:38:23,낙찰하한선 미달
-12,1018138303,주식회사 비엘에스,안홍서,분석,72421642,87.811,88.049,0.06200 (100.062),4 9,2023/06/16 09:14:35,낙찰하한선 미달
-13,1198653668,에코아이넷(주),박은희,분석,72402317,87.788,88.026,0.03530 (100.0353),2 11,2023/06/15 08:58:31,낙찰하한선 미달
-14,1188111452,동화전자산업(주),김종화,분석,72391970,87.775,88.013,0.02100 (100.021),7 10,2023/06/15 08:27:59,낙찰하한선 미달
