순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1298600983,대주씨앤에스 주식회사,이종원,분석,181181000,87.751,87.106,-0.72797 (99.27203),,2020/04/07 10:05:28,1순위
2,1288710957,주식회사 유한테크,유종근,분석,181220490,87.77,87.125,-0.70633 (99.29367),,2020/04/07 10:17:01,2순위
3,1298684396,주식회사 에스에이치엔티,조남영,분석,181241424,87.781,87.135,-0.69486 (99.30514),,2020/04/06 10:01:50,3순위
4,7988800880,뉴테크정보통신 주식회사,정대웅,분석,181249460,87.784,87.139,-0.69046 (99.30954),,2020/04/06 15:18:02,4순위
5,1288617967,주식회사 팬웨스트에스앤티,김건호,분석,181272000,87.795,87.15,-0.67811 (99.32189),,2020/04/07 10:14:49,5순위
6,4038127508,유한회사 우진이엔지,이동우,분석,181299790,87.809,87.163,-0.66288 (99.33712),,2020/04/08 09:14:58,6순위
7,1358190388,주식회사창일,김종수,분석,181413301,87.864,87.217,-0.60069 (99.39931),,2020/04/08 08:53:20,7순위
8,1298606070,(주)아이필넷,김명선,분석,181430050,87.872,87.225,-0.59151 (99.40849),,2020/04/07 11:25:44,8순위
9,1098156682,한국 이엠에스(주),이재덕,분석,181531600,87.921,87.274,-0.53587 (99.46413),,2020/04/02 19:16:34,9순위
10,1288641996,해용정보통신주식회사,백다리아,분석,181991680,88.144,87.496,-0.28378 (99.71622),,2020/04/08 09:01:38,10순위
11,1188114949,이주씨스템(주),이복균,분석,182152660,88.222,87.573,-0.19558 (99.80442),,2020/04/08 09:06:16,11순위
12,2308100158,국제컨트로닉스 주식회사,김동배,분석,182189280,88.24,87.591,-0.17551 (99.82449),,2020/04/03 22:21:56,12순위
13,6088121472,주식회사 명진정보통신,김지선,분석,182480000,88.38,87.73,-0.01622 (99.98378),,2020/04/06 16:04:39,13순위
14,1178125555,(주)우원일렉티,이주태,분석,182801251,88.536,87.885,0.15980 (100.1598),,2020/04/06 09:43:17,14순위
15,4868700578,주식회사 정호,엄규태,분석,182804960,88.538,87.887,0.16183 (100.16183),,2020/04/07 17:51:50,15순위
16,1198195493,주식회사 인텍하우징,심인석,분석,182936582,88.602,87.95,0.23395 (100.23395),,2020/04/07 11:10:17,16순위
17,3118800494,주식회사 케이제이텔레콤,박종환,분석,183284201,88.77,88.117,0.42441 (100.42441),,2020/04/06 10:43:48,17순위
18,4468600627,주식회사 포스메이커,김훈곤,분석,183467228,88.859,88.205,0.52470 (100.5247),,2020/04/07 10:53:37,18순위
19,1288138083,(주)유앤후레쉬,우재명,분석,183640160,88.942,88.288,0.61945 (100.61945),,2020/04/06 21:19:07,19순위
-1,1218147198,주식회사 서해건설전기,김기조,분석,181088991,87.707,87.062,-0.77838 (99.22162),,2020/04/06 10:42:16,낙찰하한가미만
-2,6458701308,주식회사다빈정보통신,우주희,분석,181075623,87.7,87.055,-0.78570 (99.2143),,2020/04/06 07:55:40,낙찰하한가미만
-3,1062873386,이행정보통신공사,오흥식,분석,181066730,87.696,87.051,-0.79058 (99.20942),,2020/04/07 08:32:40,낙찰하한가미만
-4,1228184099,주식회사 가우자리,김형태,분석,181012570,87.67,87.025,-0.82025 (99.17975),,2020/04/08 08:05:38,낙찰하한가미만
-5,1198108907,(주)아이엔아이,이상우,분석,180958000,87.643,86.999,-0.85015 (99.14985),,2020/04/07 13:48:25,낙찰하한가미만
-6,6048111797,주식회사글로벌엔씨,임채익,분석,180870000,87.601,86.956,-0.89837 (99.10163),,2020/04/03 09:57:43,낙찰하한가미만
-7,1328199639,주식회사 펌프킨,최도용,분석,180810000,87.572,86.927,-0.93124 (99.06876),,2020/04/06 11:15:24,낙찰하한가미만
-8,2198122607,(주)장원전력,심도섭,분석,180787440,87.561,86.917,-0.94360 (99.0564),,2020/04/07 05:09:38,낙찰하한가미만
-9,1268600043,대연시스템주식회사,신기태,분석,180784613,87.559,86.915,-0.94515 (99.05485),,2020/04/06 17:21:35,낙찰하한가미만
-10,1228159834,주식회사 예스코전기,노연화,분석,180755500,87.545,86.901,-0.96111 (99.03889),,2020/04/03 17:37:29,낙찰하한가미만
-11,2158687767,(주)에스앤디비즈,정성호,분석,180715000,87.526,86.882,-0.98330 (99.0167),,2020/04/06 12:03:28,낙찰하한가미만
-12,1350462367,성훈정보통신,주대식,분석,180702590,87.52,86.876,-0.99010 (99.0099),,2020/04/06 21:51:36,낙찰하한가미만
-13,1078677070,씨지에스아이티(주),최규식,분석,180617920,87.479,86.835,-1.03649 (98.96351),,2020/04/07 22:12:21,낙찰하한가미만
-14,1198176652,두승전력 주식회사,이인수,분석,180575560,87.458,86.815,-1.05970 (98.9403),,2020/04/07 09:17:18,낙찰하한가미만
-15,1218140540,영현정보통신(주),김두식,분석,180566880,87.454,86.811,-1.06445 (98.93555),,2020/04/07 08:52:36,낙찰하한가미만
-16,1218173115,주식회사 건우중공업,황옥순,분석,180529371,87.436,86.792,-1.08500 (98.915),,2020/04/06 13:36:04,낙찰하한가미만
-17,1308630454,주식회사 에스엠에이,김성태,분석,180506193,87.424,86.781,-1.09770 (98.9023),,2020/04/06 23:19:58,낙찰하한가미만
-18,1288150016,주식회사 성보,김길원,분석,180398400,87.372,86.73,-1.15677 (98.84323),,2020/04/06 15:43:20,낙찰하한가미만
-19,1398110300,주식회사 우경일렉텍,장만희,분석,180376976,87.362,86.719,-1.16850 (98.8315),,2020/04/06 16:45:12,낙찰하한가미만
-20,1138604679,(주) 투데이게이트,김익훈,분석,180315674,87.332,86.69,-1.20209 (98.79791),,2020/04/06 11:06:30,낙찰하한가미만
-21,6148102219,톱텔레콤(주),김기용,분석,180263340,87.307,86.665,-1.23077 (98.76923),,2020/04/06 14:17:07,낙찰하한가미만
-22,1388113342,지에스 주식회사,김영미,분석,180252686,87.302,86.659,-1.23661 (98.76339),,2020/04/03 18:07:44,낙찰하한가미만
-23,1098651964,셀코정보기술 주식회사,권영용,분석,180105402,87.23,86.589,-1.31730 (98.6827),,2020/04/08 09:45:33,낙찰하한가미만
-24,1078154150,(주)케이원정보통신,김승일,분석,180000000,87.179,86.538,-1.37506 (98.62494),,2020/04/07 10:02:05,낙찰하한가미만
-25,2018603701,소성정보기술 (주),김금남,분석,179855520,87.109,86.469,-1.45422 (98.54578),,2020/04/08 08:54:40,낙찰하한가미만
