순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2021680862,삼기정보통신  [최종낙찰],김수봉,분석,77945140,85.0,87.75,87.089,-0.74701 (99.25299),14 3,2020/04/09 12:30:16,
2,1088155278,금하개발(주),김채모,분석,77946480,85.0,87.751,87.091,-0.74530 (99.2547),4 14,2020/04/10 11:18:42,
3,2208865207,주식회사 소나텍,최성욱,분석,77947190,85.0,87.752,87.091,-0.74440 (99.2556),4 9,2020/04/09 09:56:48,
4,1068609792,(주)아이티로그인,김태현,분석,77948284,85.0,87.754,87.093,-0.74300 (99.257),7 9,2020/04/09 13:21:49,
5,2158704216,아임스통신주식회사,김종길,분석,77948600,85.0,87.754,87.093,-0.74260 (99.2574),10 15,2020/04/08 17:35:51,
6,1298137942,주식회사 자이온티앤에스,예용기,분석,77948750,85.0,87.754,87.093,-0.74241 (99.25759),15 6,2020/04/09 13:43:11,
7,1178188899,주식회사 시큐렉스,최영희,분석,77950561,85.2,87.756,87.095,-0.74011 (99.25989),7 10,2020/04/13 09:34:51,
8,1138635212,(주)아이제이일렉트론,김도형,분석,77951819,85.2,87.757,87.097,-0.73850 (99.2615),15 10,2020/04/09 16:34:21,
9,2148685145,(주)티씨아이네트,하근호,분석,77956450,85.2,87.763,87.102,-0.73261 (99.26739),3 12,2020/04/13 09:48:46,
10,1018154491,엘케이테크넷(주),이만형,분석,77960849,85.4,87.768,87.107,-0.72700 (99.273),8 11,2020/04/13 08:44:34,
11,2098119463,(주)두레정보통신,임창용,분석,77963000,85.4,87.77,87.109,-0.72427 (99.27573),14 13,2020/04/10 14:22:55,
12,2198123760,기찬정보통신(주),홍석기,분석,77963400,85.4,87.771,87.109,-0.72376 (99.27624),2 13,2020/04/10 09:31:45,
13,1138670451,주식회사 코스모티어,김명동,분석,77963600,85.4,87.771,87.11,-0.72350 (99.2765),8 3,2020/04/13 09:47:22,
14,2148620797,(주)세인씨앤씨,조정화,분석,77963990,85.4,87.771,87.11,-0.72301 (99.27699),14 15,2020/04/09 09:48:31,
15,6118600013,주식회사 위드넷,장성일,분석,77964300,85.4,87.772,87.11,-0.72261 (99.27739),5 12,2020/04/09 10:41:33,
16,2148805903,리조이스통신주식회사,최공휘,분석,77969880,85.6,87.778,87.117,-0.71551 (99.28449),3 8,2020/04/13 08:44:41,
17,2140562973,대산정보통신공사,오도균,분석,77970744,85.6,87.779,87.118,-0.71440 (99.2856),11 12,2020/04/13 08:47:00,
18,2148781807,(주)창리정보통신,정종호,분석,77970999,85.6,87.779,87.118,-0.71408 (99.28592),13 11,2020/04/10 16:13:16,
19,2158138510,신신이앤씨주식회사,하대청,분석,77971474,85.6,87.78,87.118,-0.71348 (99.28652),11 13,2020/04/09 13:04:00,
20,5278600284,주식회사 수앤씨,이종수,분석,77971843,85.6,87.78,87.119,-0.71301 (99.28699),8 15,2020/04/08 10:46:57,
21,1018172790,(주)공신데이타,서만식,분석,77973295,85.6,87.782,87.121,-0.71116 (99.28884),15 5,2020/04/09 09:53:59,
22,1078616772,노드링크주식회사,장용철,분석,77976712,85.8,87.786,87.124,-0.70681 (99.29319),3 9,2020/04/09 09:24:43,
