순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1108190808,노드정보기술(주),정상권,분석,21042216,88.004,87.665,-0.38050 (99.6195),,2020/04/08 10:21:35,1순위
2,1188114949,이주씨스템(주),이복균,분석,21058230,88.071,87.731,-0.30469 (99.69531),,2020/04/08 09:08:40,2순위
3,4468801407,(주)큐엔큐,정정행,분석,21112026,88.296,87.956,-0.05000 (99.95),,2020/04/03 10:37:41,3순위
4,6048111797,주식회사글로벌엔씨,임채익,분석,21120000,88.329,87.989,-0.01225 (99.98775),,2020/04/03 09:53:10,4순위
5,1088149704,이엔트컴(주),백석환,분석,21122090,88.338,87.997,-0.00236 (99.99764),,2020/04/04 06:41:31,5순위
6,1078679665,(주)젤루텍,이두규,분석,21123000,88.342,88.001,0.00195 (100.00195),,2020/04/08 09:44:27,6순위
7,1178164451,(주)지엠디텔레콤,김창윤,분석,21125500,88.352,88.012,0.01378 (100.01378),,2020/04/08 09:04:26,7순위
8,1098651964,셀코정보기술 주식회사,권영용,분석,21167938,88.529,88.188,0.21470 (100.2147),,2020/04/08 09:55:09,8순위
9,1058649262,주식회사 노하우전기통신,임창배,분석,21168590,88.532,88.191,0.21778 (100.21778),,2020/04/06 09:28:28,9순위
10,1198703753,구루멘토링 주식회사,최동양,분석,21188000,88.613,88.272,0.30968 (100.30968),,2020/04/07 20:17:29,10순위
11,1068638093,(주)엘케이시스코,이기일,분석,21220420,88.749,88.407,0.46316 (100.46316),,2020/04/07 10:14:21,11순위
12,1208817900,주식회사 에이앤티플러스,김은아,분석,21232615,88.8,88.458,0.52090 (100.5209),,2020/04/06 10:17:35,12순위
13,1218140540,영현정보통신(주),김두식,분석,21286527,89.025,88.682,0.77613 (100.77613),,2020/04/08 09:20:12,13순위
14,1088189685,주식회사 태산정보기술,채연옥,분석,24430000,102.1727,101.779,15.65818 (115.65818),,2020/04/07 14:08:58,예가초과
-1,6458701308,주식회사다빈정보통신,우주희,분석,21024200,87.928,87.59,-0.46580 (99.5342),,2020/04/06 08:02:05,낙찰하한가미만
-2,8568800361,주식회사 우선기술,정우영,분석,20983770,87.759,87.421,-0.65720 (99.3428),,2020/04/07 09:52:40,낙찰하한가미만
-3,2018603701,소성정보기술 (주),김금남,분석,20967048,87.689,87.351,-0.73637 (99.26363),,2020/04/08 09:27:30,낙찰하한가미만
-4,1198141207,(주)텍센,권유찬,분석,20940300,87.577,87.24,-0.86300 (99.137),,2020/04/08 09:06:46,낙찰하한가미만
-5,1288138083,(주)유앤후레쉬,우재명,분석,20892560,87.378,87.041,-1.08902 (98.91098),,2020/04/07 23:35:11,낙찰하한가미만
-6,2098155076,제타시스템 주식회사,정재우,분석,20816330,87.059,86.724,-1.44991 (98.55009),,2020/04/03 16:29:34,낙찰하한가미만
