순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1058605740,국제텔레시스(주),박병헌,분석,452404209,65.0,92.547,93.224,0.5668 (100.5668),9 1,2020/08/12 17:06:59,
2,1088607693,(주)가온데이터,이기원,분석,452416710,65.0,92.55,93.226,0.5695 (100.5695),15 12,2020/08/12 08:59:43,
3,2068606891,수미디어통신 주식회사,하학수,분석,452452342,65.0,92.557,93.233,0.5775 (100.5775),13 14,2020/08/12 09:00:47,
4,1138189770,인콤아이에스(주),강점식,분석,452461340,65.0,92.559,93.235,0.5795 (100.5795),4 13,2020/08/12 10:18:16,
5,2068170480,(주)금성전력기술,김일혁,분석,452468000,65.0,92.561,93.237,0.5809 (100.5809),1 2,2020/08/12 08:50:44,
6,1068638093,(주)엘케이시스코,이기일,분석,452525039,65.0,92.573,93.248,0.5936 (100.5936),6 5,2020/08/12 16:14:22,
7,8568801109,기린전자 주식회사,지형도,분석,452570782,65.0,92.582,93.258,0.6038 (100.6038),14 10,2020/08/12 08:50:23,
8,1198616251,주식회사 누리인프라,정성우,분석,452583250,65.0,92.585,93.26,0.6066 (100.6066),2 5,2020/08/11 10:33:28,
9,5568600996,주영전자통신 주식회사,임채열,분석,452583700,65.0,92.585,93.261,0.6067 (100.6067),12 5,2020/08/11 11:42:24,
10,1298627304,(주)진네트웍스,이호진,분석,452613721,65.0,92.591,93.267,0.6133 (100.6133),11 1,2020/08/12 16:22:20,
11,1208147588,서현정보통신(주),배상만,분석,452661750,65.0,92.601,93.277,0.6240 (100.624),11 3,2020/08/11 15:29:50,
12,2148722924,주식회사 다음정보기술,김은선,분석,452662800,65.0,92.602,93.277,0.6242 (100.6242),4 12,2020/08/13 09:58:09,
13,2141167760,세기정보통신,송재홍,분석,452696620,65.0,92.609,93.284,0.6318 (100.6318),9 11,2020/08/12 15:11:59,
14,2018604618,(주)씨피에스일렉트론,안영균,분석,452735310,65.0,92.617,93.292,0.6404 (100.6404),4 10,2020/08/12 09:32:56,
15,1098161598,(주)삼우씨앤에스,이기만,분석,452737110,65.0,92.617,93.292,0.6408 (100.6408),10 5,2020/08/12 20:23:58,
16,1148600716,유티모스트아이엔에스(주),박흥태,분석,452744219,65.0,92.619,93.294,0.6423 (100.6423),7 3,2020/08/12 15:48:25,
17,2158184144,주영건설 주식회사,서봉원,분석,452746324,65.0,92.619,93.294,0.6428 (100.6428),8 6,2020/08/11 14:18:30,
18,2078149656,코리아데이타코퍼레이션(주),이기철,분석,452787300,65.0,92.628,93.302,0.6519 (100.6519),9 6,2020/08/11 15:14:17,
19,1388113508,(주)이엔티파워,장정수,분석,452792960,65.0,92.629,93.304,0.6532 (100.6532),1 6,2020/08/11 12:51:21,
20,4208700205,주식회사 가은씨앤에스,양미영,분석,452816200,65.0,92.634,93.308,0.6583 (100.6583),6 3,2020/08/13 08:10:00,
21,1058618361,한글정보통신(주),최경환,분석,452822130,65.0,92.635,93.31,0.6597 (100.6597),11 3,2020/08/11 10:33:37,
22,1288196628,코마정보통신(주),이경수,분석,452826170,65.0,92.636,93.311,0.6605 (100.6605),12 11,2020/08/11 17:40:48,
23,1108124633,(주)디앤에스테크놀로지,이원우,분석,452835568,65.0,92.638,93.312,0.6626 (100.6626),10 15,2020/08/11 17:27:53,
24,2078155629,씨티아이앤아이(주),김덕제,분석,452854063,65.0,92.642,93.316,0.6668 (100.6668),11 15,2020/08/12 07:54:58,
