순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1358198527,(주)디지털알에프코리아,김영신,분석,78600147,85.0,92.124,92.47,-0.0752 (99.9248),1 14,2020/07/24 14:48:40,
2,1138163218,(주)신성하이텍,성성모,분석,78600853,85.0,92.125,92.471,-0.0744 (99.9256),9 8,2020/07/24 17:06:31,
3,1278197736,(주)신우전기엔지니어링,고전주,분석,78601720,85.0,92.126,92.472,-0.0732 (99.9268),3 11,2020/07/27 07:47:33,
4,1946800173,세원ICT,이종택,분석,78602120,85.0,92.126,92.473,-0.0727 (99.9273),9 13,2020/07/24 17:03:10,
5,3523200450,예성,조수형,분석,78603900,85.0,92.128,92.475,-0.0705 (99.9295),9 14,2020/07/20 08:57:26,
6,1328182633,주식회사 삼일,강원민,분석,78604000,85.0,92.129,92.475,-0.0703 (99.9297),13 1,2020/07/24 17:03:12,
7,1108609224,주식회사 두루스코,김옥연,분석,78604053,85.0,92.129,92.475,-0.0703 (99.9297),1 12,2020/07/24 17:28:01,
8,8854000163,비스페이스,김덕순,분석,78604944,85.0,92.13,92.476,-0.0691 (99.9309),2 3,2020/07/27 09:06:18,
9,2128169635,주식회사 에프오아이티,서성원,분석,78605101,85.0,92.13,92.476,-0.0689 (99.9311),15 10,2020/07/23 17:37:31,
10,2041077930,라인월드정보,박선양,분석,78606261,85.0,92.131,92.477,-0.0675 (99.9325),3 9,2020/07/27 09:49:51,
11,1268660279,주식회사 국민이엠씨,박성순,분석,78606360,85.0,92.131,92.478,-0.0673 (99.9327),11 8,2020/07/26 20:29:47,
11,1198178757,주식회사우신아이앤씨,이화세,분석,78606360,85.0,92.131,92.478,-0.0673 (99.9327),10 13,2020/07/24 15:49:27,
13,1388174015,주식회사 수리이엔씨,정종구,분석,78606486,85.0,92.132,92.478,-0.0672 (99.9328),2 6,2020/07/23 13:50:59,
14,6078135430,주식회사 조은시스템,배정훈,분석,78606754,85.0,92.132,92.478,-0.0668 (99.9332),10 3,2020/07/24 09:30:38,
15,2148847295,티에스퓨처 주식회사,김명성,분석,78606990,85.0,92.132,92.478,-0.0665 (99.9335),11 5,2020/07/23 21:05:00,
16,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,78607930,85.0,92.133,92.479,-0.0654 (99.9346),2 8,2020/07/24 14:19:50,
17,2048162437,다남전기(주),이병근,분석,78608720,85.0,92.134,92.48,-0.0643 (99.9357),8 12,2020/07/27 08:16:51,
18,2648110042,광동정보통신 주식회사,최예춘,분석,78609012,85.0,92.135,92.481,-0.0640 (99.936),11 15,2020/07/20 09:46:34,
19,1048635974,주식회사 성원통신,송준형,분석,78609034,85.0,92.135,92.481,-0.0639 (99.9361),14 3,2020/07/27 08:01:17,
20,6058634352,주식회사 풍정정보통신,안의범,분석,78609394,85.0,92.135,92.481,-0.0635 (99.9365),12 10,2020/07/24 10:03:30,
21,1178144625,주식회사 도부네트웍스,권영석,분석,78609665,85.0,92.136,92.481,-0.0631 (99.9369),15 2,2020/07/22 10:01:23,
22,1328132147,덕성전력(주),김덕성,분석,78610058,85.0,92.136,92.482,-0.0626 (99.9374),14 9,2020/07/24 16:40:56,
23,2108124739,(주)한성기술개발,서창식,분석,78610372,85.0,92.136,92.482,-0.0622 (99.9378),13 12,2020/07/27 03:53:45,
24,6688600848,(주)슈퍼텔,김창호,분석,78610600,85.0,92.137,92.483,-0.0620 (99.938),5 6,2020/07/25 17:01:45,
25,1018622432,(주)세우엔지니어링,어연,분석,78610662,85.0,92.137,92.483,-0.0619 (99.9381),1 3,2020/07/24 20:55:27,
26,8898700952,주식회사 선인,이일수,분석,78611026,85.0,92.137,92.483,-0.0614 (99.9386),3 10,2020/07/23 12:32:04,
27,1098167078,(주)에스씨네트,이계영,분석,78611390,85.0,92.138,92.483,-0.0610 (99.939),13 3,2020/07/23 07:43:14,
28,1318197832,유인정보통신주식회사,김순영,분석,78611422,85.0,92.138,92.484,-0.0609 (99.9391),9 5,2020/07/26 08:57:27,
29,1348700022,이앤엠 주식회사,김숙자,분석,78611630,85.0,92.138,92.484,-0.0606 (99.9394),10 5,2020/07/24 09:55:54,
30,6348600656,주식회사비전제어시스템,정운숙,분석,78611800,85.0,92.138,92.484,-0.0604 (99.9396),11 12,2020/07/23 15:40:44,
31,1058708098,주식회사 남산이엔지,조광현,분석,78611850,85.0,92.138,92.484,-0.0604 (99.9396),15 11,2020/07/27 08:49:39,
32,1168161465,(주)솔루텍시스템,이인명,분석,78612023,85.0,92.138,92.484,-0.0601 (99.9399),3 8,2020/07/24 09:26:29,
33,2518700142,주식회사 팁스커뮤니케이션즈,이정은,분석,78612810,85.0,92.139,92.485,-0.0591 (99.9409),6 10,2020/07/23 17:07:55,
34,1218142077,(주)알파인테크,이정진,분석,78613120,85.0,92.14,92.486,-0.0588 (99.9412),9 8,2020/07/24 16:43:05,
35,1318152849,(주)성창시스템,김창용,분석,78614230,85.0,92.141,92.487,-0.0573 (99.9427),14 8,2020/07/24 08:45:30,
36,1058178215,금성시큐리티(주),조성아,분석,78614620,85.0,92.142,92.487,-0.0568 (99.9432),8 15,2020/07/26 23:49:30,
37,1138665128,블루넷테크놀러지 주식회사,백홍배,분석,78614850,85.0,92.142,92.488,-0.0566 (99.9434),12 9,2020/07/24 09:40:58,
38,1258602577,주식회사 유디피시스,조옥수,분석,78615320,85.0,92.143,92.488,-0.0560 (99.944),1 15,2020/07/24 17:16:09,
39,2158714581,씨엠티정보통신(주),김국동,분석,78615485,85.0,92.143,92.488,-0.0557 (99.9443),9 14,2020/07/20 16:37:31,
40,1058746506,(주)파워일렉,이정림,분석,78615640,85.0,92.143,92.488,-0.0556 (99.9444),10 1,2020/07/24 14:04:21,
41,1378171067,(주)번개이엔지,유순훈,분석,78615870,85.0,92.143,92.489,-0.0553 (99.9447),4 3,2020/07/26 21:07:51,
42,1408144552,리더정보통신주식회사,장정숙,분석,78616000,85.0,92.143,92.489,-0.0551 (99.9449),4 11,2020/07/27 08:32:27,
43,2978801542,주식회사 로아,김진민,분석,78616193,85.0,92.144,92.489,-0.0548 (99.9452),8 15,2020/07/27 09:54:17,
44,1198153514,다린전력(주),오승한,분석,78617600,85.0,92.145,92.491,-0.0531 (99.9469),3 6,2020/07/24 21:54:05,
45,1238164140,주식회사 테크빌,이희진,분석,78619025,85.0,92.147,92.492,-0.0512 (99.9488),15 9,2020/07/23 14:09:58,
46,1288179309,주식회사 천일,이민자,분석,78622721,85.0,92.152,92.497,-0.0465 (99.9535),4 13,2020/07/24 16:59:52,
47,1068164432,주식회사 지니트,유제진,분석,78623630,85.0,92.153,92.498,-0.0454 (99.9546),11 3,2020/07/21 15:08:04,
48,2318104370,주식회사 한솔전기통신,전순택,분석,78623750,85.0,92.153,92.498,-0.0452 (99.9548),13 2,2020/07/23 18:01:18,
49,1221562917,대원전화통신공사,허길선,분석,78624531,85.0,92.154,92.499,-0.0442 (99.9558),4 3,2020/07/23 10:14:35,
50,1218162471,주식회사 우형정보통신,김복녀,분석,78625239,85.0,92.155,92.5,-0.0433 (99.9567),11 8,2020/07/27 09:06:02,
