순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2158721947,(주)엠지브이보안시스템,김흥국,분석,228139800,85.0,87.745,88.234,-0.19573 (99.80427),8 3,2020/08/11 09:15:19,
2,1138632307,(주)인투에스,남기융,분석,228140760,85.0,87.745,88.235,-0.19531 (99.80469),8 6,2020/08/10 10:22:44,
3,2068606585,(주)상지일렉스,정원상,분석,228140985,85.0,87.745,88.235,-0.19521 (99.80479),13 12,2020/08/10 17:08:10,
4,3578800544,디와이아이앤씨주식회사,주인웅,분석,228141214,85.0,87.745,88.235,-0.19510 (99.8049),12 11,2020/08/10 11:33:13,
5,4178600328,주식회사 유원씨앤씨,김유화,분석,228141667,85.0,87.746,88.235,-0.19491 (99.80509),12 13,2020/08/10 17:17:03,
6,2178134000,(주)에스엠텔레콤,오현택,분석,228142570,85.0,87.746,88.235,-0.19451 (99.80549),13 12,2020/08/10 13:26:57,
7,1058111500,이화공영주식회사,최종찬,분석,228143200,85.0,87.746,88.236,-0.19423 (99.80577),7 2,2020/08/12 09:26:13,
8,1428132367,주식회사 용이케이블,조동수,분석,228146600,85.0,87.748,88.237,-0.19273 (99.80727),7 2,2020/08/11 16:58:02,
9,1078682044,명승파워넷 주식회사,공건식,분석,228147340,85.0,87.748,88.237,-0.19240 (99.8076),14 12,2020/08/10 10:43:42,
10,1428136631,주식회사 만사시스템,조호진,분석,228152330,85.0,87.75,88.239,-0.19021 (99.80979),14 11,2020/08/11 10:27:06,
11,2158189983,주식회사아이티벨리,김기운,분석,228153465,85.0,87.75,88.24,-0.18970 (99.8103),3 6,2020/08/11 17:09:47,
12,2208829991,주식회사 이노트리,김병근,분석,228153700,85.0,87.75,88.24,-0.18960 (99.8104),7 8,2020/08/11 11:33:11,
13,2208708719,(주)애드트로닉,이현,분석,228154600,85.0,87.751,88.24,-0.18920 (99.8108),11 3,2020/08/10 10:50:17,
14,1308129699,새서울정보통신 주식회사,오상원,분석,228155000,85.0,87.751,88.24,-0.18903 (99.81097),15 4,2020/08/11 09:55:24,
15,1298173609,주식회사 문아이앤시,임순희,분석,228156600,85.0,87.752,88.241,-0.18832 (99.81168),1 3,2020/08/10 17:17:19,
