순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1128143733,공간미디어(주)  [최종낙찰],김명숙,분석,92666497,85.0,87.748,88.75,0.80592 (100.80592),12 2,2021/07/28 07:47:10,
2,2098134159,주식회사 피스코이엔씨,조기현,분석,92671883,85.0,87.753,88.755,0.81180 (100.8118),3 1,2021/07/27 08:58:13,
3,1018154491,엘케이테크넷(주),이만형,분석,92678388,85.2,87.759,88.762,0.81890 (100.8189),15 10,2021/07/27 08:37:53,
4,1198646212,주식회사 에프에스네트웍스,이화수,분석,92678610,85.2,87.759,88.762,0.81914 (100.81914),9 14,2021/07/27 09:30:58,
5,2208657396,(주)가온네트,오장환,분석,92696528,85.6,87.777,88.779,0.83870 (100.8387),12 11,2021/07/23 09:45:13,
6,4208700205,주식회사 가은씨앤에스,양미영,분석,92698360,85.6,87.779,88.781,0.84070 (100.8407),3 15,2021/07/26 09:14:18,
7,1288618438,주식회사 엔지스웨이,최영재,분석,92699367,85.6,87.78,88.782,0.84179 (100.84179),8 4,2021/07/27 11:36:47,
8,2198128106,우선이엔씨(주),김광수,분석,92701000,85.6,87.781,88.783,0.84358 (100.84358),14 7,2021/07/27 07:54:33,
9,2148661411,(주)엘리시스,이시정,분석,92702580,85.6,87.783,88.785,0.84530 (100.8453),8 3,2021/07/28 09:10:39,
10,1198601520,주식회사 에스에이치아이앤씨,장덕진,분석,92704400,85.6,87.784,88.787,0.84729 (100.84729),14 3,2021/07/27 08:10:30,
11,1138607924,두성건설주식회사,안성병,분석,92708900,85.8,87.789,88.791,0.85220 (100.8522),2 6,2021/07/27 10:05:03,
12,2148805903,리조이스통신주식회사,최공휘,분석,92710270,85.8,87.79,88.792,0.85370 (100.8537),15 12,2021/07/26 07:41:34,
13,1198164802,주식회사 비아이넷,김동균,분석,92724104,86.0,87.804,88.805,0.86880 (100.8688),11 12,2021/07/26 09:48:07,
14,2148772161,주식회사 비에스아이시스템,박해용,분석,92725479,86.2,87.805,88.807,0.87030 (100.8703),4 12,2021/07/27 09:01:38,
15,2078141917,합자회사 대성전업상사,권기원,분석,92726850,86.2,87.806,88.808,0.87179 (100.87179),4 12,2021/07/23 11:17:27,
16,1148683959,제이엔에스텍주식회사,안종기,분석,92728410,86.2,87.808,88.81,0.87350 (100.8735),9 4,2021/07/26 16:41:23,
17,2048133679,(주)뉴콤,배상열,분석,92740275,86.4,87.819,88.821,0.88645 (100.88645),1 10,2021/07/26 16:58:58,
18,2148619102,유석산업(주),최현호,분석,92743454,86.4,87.822,88.824,0.88992 (100.88992),13 6,2021/07/26 22:07:43,
19,2208719934,주식회사 지제이전기통신,김진수,분석,92754704,86.6,87.833,88.835,0.90220 (100.9022),9 10,2021/07/27 11:49:47,
20,2078124989,청보음향(주),고인우,분석,92773510,87.0,87.852,88.853,0.92272 (100.92272),12 15,2021/07/27 21:33:25,
21,8058600302,주식회사 케이엔엑스정보통신,홍지연,분석,92779532,87.2,87.858,88.859,0.92930 (100.9293),9 13,2021/07/26 10:12:55,
22,2158690656,금성통신건설(주),윤영신,분석,92790250,87.4,87.868,88.869,0.94099 (100.94099),6 1,2021/07/28 08:29:42,
23,2208680918,(주)엠디엠알,이재원,분석,92790251,87.4,87.868,88.869,0.94100 (100.941),8 11,2021/07/25 22:37:23,
24,1198616251,주식회사 누리인프라,정성우,분석,92793200,87.4,87.871,88.872,0.94421 (100.94421),6 5,2021/07/27 14:35:49,
25,2148687288,(주)포어링크,송기봉,분석,92798313,87.6,87.876,88.877,0.94979 (100.94979),8 10,2021/07/26 11:02:55,
26,1198656229,주식회사 경진네트워크,김응환,분석,92801890,87.6,87.879,88.88,0.95370 (100.9537),8 10,2021/07/26 09:43:23,
27,1138611108,(주)도원디에스,이정우,분석,92803440,87.6,87.881,88.881,0.95539 (100.95539),14 12,2021/07/22 17:26:37,
28,1138151895,주식회사 온리정보통신,김서규,분석,92820119,88.0,87.897,88.897,0.97360 (100.9736),7 4,2021/07/27 19:23:43,
29,2148107988,(주)서울정보시스템,이문현,분석,92832560,88.2,87.909,88.909,0.98718 (100.98718),3 2,2021/07/21 08:35:13,
30,2208718861,(주)예스피치,김재중,분석,92852001,88.6,87.928,88.928,1.00840 (101.0084),11 12,2021/07/23 10:54:03,
31,1198165586,제이케이앤티텔레콤(주),전찬화,분석,92853696,88.6,87.93,88.93,1.01025 (101.01025),13 2,2021/07/26 10:10:41,
32,1198179983,(주)에이피텔,정용명,분석,92868950,89.0,87.945,88.944,1.02690 (101.0269),8 7,2021/07/26 17:42:53,
33,2068706603,주식회사 온품,김유혁,분석,92873720,89.0,87.949,88.949,1.03210 (101.0321),7 13,2021/07/27 10:22:09,
34,1138694415,건웅정보통신 주식회사,김지유,분석,92874800,89.0,87.95,88.95,1.03328 (101.03328),3 8,2021/07/27 11:33:46,
35,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,92876500,89.0,87.952,88.951,1.03514 (101.03514),6 4,2021/07/23 11:48:17,
36,2218120693,주식회사 일동에너텍,김종삼,분석,92878002,89.0,87.953,88.953,1.03678 (101.03678),11 1,2021/07/27 18:12:41,
37,2208180951,엘지정보기술(주),엄태원,분석,92879338,89.2,87.955,88.954,1.03823 (101.03823),15 10,2021/07/26 16:08:06,
38,2198114499,(주)이레에너지테크,강래원,분석,92881950,89.2,87.957,88.957,1.04109 (101.04109),15 3,2021/07/27 08:49:42,
39,2208160936,한국아이티진흥 주식회사,문동인,분석,92884708,89.2,87.96,88.959,1.04410 (101.0441),7 3,2021/07/27 10:49:48,
40,1078211162,사회복지법인한국노인생활지원재단,이주희,분석,92885349,89.2,87.961,88.96,1.04480 (101.0448),9 11,2021/07/27 09:55:14,
