순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2068172829,한사랑엔지니어링 주식회사  [최종낙찰],권갑순,분석,471997300,75.0,87.745,89.541,1.07453 (101.07453),5 4,2021/06/25 12:21:04,
2,1058179892,(주)지에스컴,김형호,분석,472055395,75.2,87.756,89.552,1.08709 (101.08709),13 6,2021/06/28 15:21:49,
3,1138141456,(주)나우아이앤씨,이미화,분석,472124774,75.4,87.77,89.565,1.10209 (101.10209),1 13,2021/06/25 12:41:31,
4,2058140829,원앤원산업개발(주),배애순,분석,472137260,75.4,87.773,89.567,1.10479 (101.10479),15 9,2021/06/28 16:20:53,
5,4088168391,금상디엔씨주식회사,장용수,분석,472147901,75.6,87.775,89.569,1.10710 (101.1071),12 11,2021/06/29 09:36:42,
6,2298119166,(주)삼영기업,금동흠,분석,472168200,75.6,87.779,89.573,1.11148 (101.11148),8 13,2021/06/28 08:49:32,
7,2208886221,주식회사 지엔아이티,윤상병,분석,472205950,75.8,87.787,89.58,1.11965 (101.11965),15 14,2021/06/22 17:21:58,
8,1098185343,주식회사 오티에스씨,이승환,분석,472213580,75.8,87.788,89.582,1.12130 (101.1213),8 10,2021/06/29 09:16:31,
9,1198153493,(주)경성네트웍,편해용,분석,472214505,75.8,87.788,89.582,1.12150 (101.1215),7 15,2021/06/25 08:37:46,
10,1238154375,주식회사 씨케이테크피아,이동수,분석,472240406,75.8,87.794,89.587,1.12709 (101.12709),13 14,2021/06/29 08:57:04,
11,1198667352,주식회사 세종네트웍,이광원,분석,472270471,76.0,87.8,89.593,1.13360 (101.1336),6 12,2021/06/28 14:15:24,
12,2158754394,씨스존 주식회사,정찬원,분석,472334762,76.2,87.813,89.605,1.14749 (101.14749),6 12,2021/06/28 14:29:15,
13,1068642995,(주)비엠시스솔루션,김시천,분석,472354421,76.4,87.817,89.609,1.15175 (101.15175),9 1,2021/06/23 14:57:25,
14,2148823314,화인정보기술주식회사,이명우,분석,472402754,76.6,87.826,89.618,1.16220 (101.1622),7 1,2021/06/28 08:45:33,
15,1178186611,주식회사 에프에이일렉콤,박인숙,분석,472417555,76.6,87.829,89.621,1.16540 (101.1654),14 2,2021/06/28 07:05:33,
16,6918100014,에스큐앤티 주식회사(SQ&T Inc.),민병국,분석,472461030,76.8,87.838,89.629,1.17479 (101.17479),15 1,2021/06/29 09:33:28,
17,1048635974,주식회사 성원통신,송준형,분석,472472465,76.8,87.84,89.631,1.17727 (101.17727),9 2,2021/06/29 07:50:35,
18,2108157604,주식회사 유니원이엔지,민수지,분석,472476750,76.8,87.841,89.632,1.17819 (101.17819),5 6,2021/06/28 11:05:17,
19,2108165652,키코아이비에스주식회사,공재근,분석,472480877,76.8,87.842,89.633,1.17909 (101.17909),5 8,2021/06/28 11:30:17,
20,2158770996,엠코어넷 주식회사,김명경,분석,472483696,76.8,87.843,89.633,1.17969 (101.17969),2 1,2021/06/28 09:30:49,
