순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,7188100420,주식회사 오투정보통신  [최종낙찰],양성윤,분석,133924700,85.0,87.746,87.309,-1.26971 (98.73029),12 3,2021/11/30 16:33:11,
2,1078713433,(주)스마트게이트,김민우,분석,133924713,85.0,87.746,87.309,-1.26971 (98.73029),10 14,2021/11/30 16:38:25,
3,1138607924,두성건설주식회사,안성병,분석,133935750,85.0,87.753,87.316,-1.26150 (98.7385),4 3,2021/11/30 10:26:16,
4,2118698428,테크노빌리지 주식회사,유인목,분석,133940192,85.2,87.757,87.319,-1.25820 (98.7418),7 8,2021/11/30 19:48:16,
5,1208163439,(주)아이엘에스씨,이병준,분석,133942076,85.2,87.758,87.32,-1.25680 (98.7432),5 7,2021/12/01 18:48:12,
6,1178186611,주식회사 에프에이일렉콤,박인숙,분석,133942480,85.2,87.758,87.32,-1.25650 (98.7435),5 4,2021/12/01 23:06:55,
7,1138175034,(주)윈플러스정보기술,정재원,분석,133963586,85.4,87.773,87.334,-1.24082 (98.75918),13 11,2021/12/02 09:01:25,
8,2098134159,주식회사 피스코이엔씨,조기현,분석,133966706,85.6,87.775,87.336,-1.23851 (98.76149),1 7,2021/12/02 09:23:57,
9,1098617947,(주)소망아이앤티,서창숙,분석,133968052,85.6,87.776,87.337,-1.23751 (98.76249),2 12,2021/12/01 11:03:28,
10,1048610901,이룸유비쿼터스주식회사,김광수,분석,133973167,85.6,87.78,87.34,-1.23370 (98.7663),2 8,2021/12/01 13:20:19,
11,1078763383,주식회사 아이티블럭,배경원,분석,133973706,85.6,87.78,87.341,-1.23330 (98.7667),15 14,2021/12/01 09:41:47,
12,8118800465,주식회사 티에스컴넷,김종술,분석,133989453,85.8,87.791,87.351,-1.22160 (98.7784),14 10,2021/12/02 09:28:41,
13,6818700095,주식회사 진영이엔씨,조근호,분석,133993625,85.8,87.794,87.354,-1.21850 (98.7815),14 1,2021/12/01 11:51:31,
14,2148886584,주식회사 수민텔레콤,이상민,분석,134013410,86.2,87.808,87.367,-1.20381 (98.79619),13 7,2021/12/01 11:26:59,
15,2048124559,(주)대용와트스,남상태,분석,134018121,86.2,87.811,87.37,-1.20030 (98.7997),8 12,2021/11/30 10:11:41,
16,2188106400,한양전자산업(주),최병훈,분석,134019100,86.2,87.812,87.37,-1.19958 (98.80042),4 3,2021/12/01 10:09:35,
17,2068125141,주식회사 스테이지넷,임영규,분석,134024312,86.4,87.815,87.374,-1.19571 (98.80429),6 15,2021/12/01 16:29:45,
18,1138135425,(주)뉴넷팝,이경택,분석,134027273,86.4,87.817,87.376,-1.19351 (98.80649),2 3,2021/11/30 21:40:34,
19,2148134127,(주)대경텔레콤,오병도,분석,134035082,86.4,87.823,87.381,-1.18770 (98.8123),2 8,2021/12/02 13:51:20,
20,2148724941,한빛시스템주식회사,윤명호,분석,134037771,86.6,87.825,87.383,-1.18571 (98.81429),11 6,2021/12/01 14:52:32,
21,1108176581,주식회사 비에스텍,윤희주,분석,134040572,86.6,87.827,87.384,-1.18362 (98.81638),8 4,2021/12/01 13:31:16,
22,2148805112,주식회사 지큐시스템즈,구자옥,분석,134041944,86.6,87.828,87.385,-1.18260 (98.8174),8 15,2021/11/30 23:28:12,
23,2198128106,우선이엔씨(주),김광수,분석,134049000,86.6,87.833,87.39,-1.17736 (98.82264),4 2,2021/11/30 15:03:46,
24,1058179892,(주)지에스컴,김형호,분석,134068862,87.0,87.847,87.403,-1.16261 (98.83739),3 4,2021/12/01 10:27:53,
25,1058645500,태지종합건설(주),박명호,분석,134081000,87.2,87.855,87.411,-1.15359 (98.84641),8 11,2021/12/02 08:49:44,
26,1098185343,주식회사 오티에스씨,이승환,분석,134085014,87.2,87.858,87.413,-1.15060 (98.8494),15 1,2021/12/02 09:33:43,
27,4088168391,금상디엔씨주식회사,장용수,분석,134095781,87.4,87.865,87.42,-1.14260 (98.8574),14 6,2021/12/02 08:44:33,
28,1188119624,탑정보통신(주),오영권,분석,134114893,87.6,87.879,87.433,-1.12841 (98.87159),4 6,2021/12/02 09:26:48,
29,1328800173,난방산업 주식회사,강경옥,분석,134118290,87.6,87.881,87.435,-1.12588 (98.87412),10 4,2021/12/01 13:02:38,
30,1198609084,주식회사 유니씨엔에스,박경임,분석,134135217,87.8,87.893,87.446,-1.11330 (98.8867),9 11,2021/11/30 09:08:25,
31,1050296111,중앙전자통신,김용수,분석,134152175,88.2,87.905,87.457,-1.10071 (98.89929),2 13,2021/12/01 17:40:02,
32,1068619761,(주) 한걸음정보통신,정진원,분석,134166981,88.4,87.915,87.467,-1.08970 (98.9103),10 1,2021/12/01 10:22:07,
33,1238154375,주식회사 씨케이테크피아,이동수,분석,134176537,88.4,87.922,87.473,-1.08260 (98.9174),12 8,2021/12/02 09:27:08,
