순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,4868700578,주식회사 정호,최호열,분석,27012700,88.032,87.419,-0.65939 (99.34061),,2021/03/23 10:21:03,1순위
2,5758701673,주식회사 가온정보통신,최종화,분석,27114224,88.363,87.748,-0.28603 (99.71397),,2021/03/24 17:08:06,2순위
3,2158167373,(주)모피언스,박병기,분석,27168000,88.538,87.922,-0.08827 (99.91173),,2021/03/25 08:43:49,3순위
4,4038127508,유한회사 우진이엔지,이동우,분석,27198961,88.639,88.022,0.02559 (100.02559),,2021/03/25 08:34:44,4순위
5,2348102857,주식회사 씨엔테크,김훈석,분석,27800000,90.598,89.967,2.23595 (102.23595),,2021/03/24 12:11:19,5순위
6,1108190808,노드정보기술(주),정상권,분석,29081060,94.773,94.113,6.94711 (106.94711),,2021/03/24 17:35:15,6순위
7,1288183458,주식회사 파워텔레콤,김성배,분석,30282000,98.687,98.0,11.36363 (111.36363),,2021/03/23 09:16:54,7순위
-1,6048111797,주식회사글로벌엔씨,임채익,분석,26986000,87.945,87.333,-0.75758 (99.24242),,2021/03/24 13:03:44,낙찰하한가미만
-2,6458701308,주식회사다빈정보통신,우석희,분석,26949210,87.825,87.214,-0.89288 (99.10712),,2021/03/22 07:19:51,낙찰하한가미만
-3,6178602756,참빛파워텍 주식회사,남찬우,분석,26943275,87.806,87.195,-0.91470 (99.0853),,2021/03/25 00:04:38,낙찰하한가미만
-4,1248690874,동우에스지이주식회사,김평중,분석,26928950,87.759,87.148,-0.96739 (99.03261),,2021/03/25 09:39:36,낙찰하한가미만
