순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
30,2108131394,(주)안나시스템,문병조,분석,92229119,85.0,89.793,90.42,0.7218 (100.7218),6 3,2021/04/02 08:56:40,
31,1138163917,백두전기통신(주),장철,분석,92253262,85.0,89.817,90.444,0.7482 (100.7482),8 2,2021/03/31 19:33:13,
32,2208657396,(주)가온네트,오장환,분석,92268138,85.0,89.831,90.458,0.7644 (100.7644),6 2,2021/03/31 10:39:54,
33,1218140540,영현정보통신(주),김두식,분석,92275054,85.0,89.838,90.465,0.7719 (100.7719),11 6,2021/04/01 09:13:06,
34,8568800361,주식회사 우선기술,정우영,분석,92284967,85.0,89.848,90.475,0.7828 (100.7828),6 2,2021/04/01 16:32:47,
35,2118101156,(주)인스틴솔루션,박세준,분석,92300162,85.0,89.863,90.49,0.7994 (100.7994),10 3,2021/03/31 10:03:39,
36,2148734721,(주)다모아테크,장용일,분석,92319200,85.0,89.882,90.509,0.8202 (100.8202),3 8,2021/04/01 15:27:16,
37,2148690274,주식회사 유니콤넷,최경식,분석,92322936,85.0,89.886,90.512,0.8242 (100.8242),2 1,2021/03/30 15:16:27,
38,2158199031,한소리이앤씨주식회사,안홍희,분석,92443560,85.0,90.006,90.63,0.9560 (100.956),9 15,2021/03/31 17:26:26,
39,2011497895,정우이앤씨,유동환,분석,92449414,85.0,90.012,90.636,0.9624 (100.9624),4 8,2021/03/30 11:10:04,
40,1148633857,에스엠이엔지(주),이관휴,분석,92466577,85.0,90.029,90.653,0.9811 (100.9811),6 11,2021/04/01 08:38:26,
41,1108155460,주식회사 자유전설,김상중,분석,92530710,85.0,90.093,90.716,1.0511 (101.0511),1 7,2021/04/02 07:32:57,
42,1138163445,주식회사 삼도통신,이정경,분석,92563590,85.0,90.126,90.748,1.0871 (101.0871),5 3,2021/04/01 17:37:16,
43,1068160552,(주)금산트리피아,김백순,분석,92575399,85.0,90.138,90.76,1.1000 (101.1),1 2,2021/04/01 14:41:40,
44,5518100318,주식회사 씨스테크,류니나,분석,92593530,85.0,90.156,90.777,1.1198 (101.1198),11 8,2021/04/02 00:19:04,
45,1200582335,델타전자통신,이성남,분석,92611750,85.0,90.174,90.795,1.1396 (101.1396),6 5,2021/04/02 07:27:07,
46,1048120291,청음통신 주식회사,임광희,분석,92620000,85.0,90.182,90.803,1.1487 (101.1487),3 1,2021/04/02 09:02:53,
47,2098124011,(주)주암전기통신,정한석,분석,92642334,85.0,90.204,90.825,1.1730 (101.173),9 13,2021/04/01 09:18:06,
48,1018651785,주식회사 청심아이티,김재균,분석,93529000,85.0,91.088,91.695,2.1414 (102.1414),12 1,2021/04/02 09:22:29,
49,1068143494,합자회사 화인에스앤컴퍼니,장주용,분석,94184490,85.0,91.742,92.337,2.8572 (102.8572),11 8,2021/03/31 15:51:17,
50,2148105563,(주)인성이엔씨,김규만,분석,100503400,85.0,98.041,98.532,9.7580 (109.758),14 9,2021/03/31 10:22:46,
-1,1198646212,주식회사 에프에스네트웍스,이화수,분석,90133950,84.0,87.704,88.366,-1.5663 (98.4337),3 10,2021/04/01 08:57:28,낙찰하한선 미달
-2,1198181214,엔텍월드주식회사,안병립,분석,90123330,83.8,87.693,88.356,-1.5779 (98.4221),3 11,2021/04/01 07:41:01,낙찰하한선 미달
-3,2158669639,(주)한정원,이수환,분석,90118980,83.8,87.689,88.351,-1.5827 (98.4173),5 14,2021/04/01 15:54:31,낙찰하한선 미달
-4,1018642326,한우이앤에스(주),변준석,분석,90096337,83.4,87.667,88.329,-1.6074 (98.3926),3 8,2021/04/01 09:15:04,낙찰하한선 미달
-5,1178112521,한성정보기술(주),한병성,분석,90090870,83.2,87.661,88.324,-1.6134 (98.3866),9 10,2021/03/30 10:06:19,낙찰하한선 미달
-6,1178169252,엠에스온(주),이경미,분석,90088193,83.2,87.658,88.321,-1.6163 (98.3837),3 14,2021/04/01 09:05:34,낙찰하한선 미달
-7,1208147588,서현정보통신(주),배상만,분석,90080430,83.0,87.651,88.314,-1.6248 (98.3752),9 2,2021/03/31 18:37:43,낙찰하한선 미달
-8,2208180951,엘지정보기술(주),엄태원,분석,90079240,83.0,87.649,88.312,-1.6261 (98.3739),3 9,2021/03/31 17:35:08,낙찰하한선 미달
-9,1068660843,세중물산 주식회사,김용욱,분석,90073604,82.8,87.644,88.307,-1.6322 (98.3678),1 10,2021/04/01 14:42:52,낙찰하한선 미달
-10,1188109728,득진통신(주),김진섭,분석,90073515,82.8,87.644,88.307,-1.6323 (98.3677),14 6,2021/04/01 14:20:15,낙찰하한선 미달
-11,2148132740,(주)융시스템,박진기,분석,90048450,82.4,87.619,88.282,-1.6597 (98.3403),8 3,2021/03/31 22:25:15,낙찰하한선 미달
-12,2138180142,서울아이디시스템(주),김동수,분석,90048000,82.4,87.618,88.282,-1.6602 (98.3398),10 2,2021/03/30 15:19:35,낙찰하한선 미달
-13,2068179706,(주)씨엠유니버샬,전재용,분석,90045878,82.4,87.616,88.28,-1.6625 (98.3375),3 8,2021/04/01 09:08:12,낙찰하한선 미달
-14,1138640850,주식회사 우솔네트웍스,유상열,분석,90025800,82.0,87.596,88.26,-1.6844 (98.3156),11 13,2021/03/30 13:11:10,낙찰하한선 미달
-15,2158714581,씨엠티정보통신(주),김국동,분석,90016996,81.8,87.587,88.251,-1.6940 (98.306),9 1,2021/03/31 10:52:51,낙찰하한선 미달
-16,4108607408,주식회사 천운정보통신,김복중,분석,90014900,81.8,87.585,88.249,-1.6963 (98.3037),1 9,2021/04/01 14:19:51,낙찰하한선 미달
-17,2148667152,주식회사 어니언소프트웨어,조창희,분석,90012030,81.6,87.582,88.247,-1.6995 (98.3005),5 4,2021/04/01 10:49:29,낙찰하한선 미달
-18,1198164229,(주) 이준시스템,한상훈,분석,90004250,81.6,87.575,88.239,-1.7080 (98.292),4 9,2021/03/30 16:49:54,낙찰하한선 미달
-19,6768601611,주식회사 루트웰,노덕권,분석,89985020,81.2,87.556,88.22,-1.7290 (98.271),12 5,2021/04/02 07:28:32,낙찰하한선 미달
-20,1138655784,주식회사 유씨큐넷,김경,분석,89979271,81.0,87.55,88.214,-1.7352 (98.2648),8 6,2021/03/31 11:48:59,낙찰하한선 미달
-21,2148123348,성제전기(주),김팔성,분석,89971395,80.8,87.542,88.207,-1.7438 (98.2562),15 5,2021/04/02 09:00:23,낙찰하한선 미달
-22,4891100742,다인테크,한아름,분석,89959209,80.6,87.53,88.195,-1.7571 (98.2429),3 7,2021/03/31 10:42:15,낙찰하한선 미달
-23,2098130809,(주)엔트립,최종국,분석,89959120,80.6,87.53,88.195,-1.7572 (98.2428),6 5,2021/03/30 10:26:03,낙찰하한선 미달
-24,1188113673,동해정보통신 주식회사,이창원,분석,89956270,80.6,87.527,88.192,-1.7604 (98.2396),10 11,2021/03/31 17:36:58,낙찰하한선 미달
-25,1138157550,뉴코리아전자통신 주식회사,조영순,분석,89954838,80.6,87.525,88.191,-1.7619 (98.2381),9 1,2021/03/31 17:17:26,낙찰하한선 미달
-26,4168128895,(주)비아이씨스템,방인식,분석,89951415,80.4,87.522,88.187,-1.7657 (98.2343),14 8,2021/04/01 16:40:39,낙찰하한선 미달
-27,1018138303,주식회사 비엘에스,안홍서,분석,89937384,80.2,87.508,88.173,-1.7810 (98.219),10 5,2021/04/02 08:49:00,낙찰하한선 미달
-28,1098133637,주식회사 화인컴,김창만,분석,89931110,80.0,87.502,88.167,-1.7878 (98.2122),10 12,2021/04/01 15:49:11,낙찰하한선 미달
-29,1058676906,(주)디엠씨정보,윤성인,분석,89904500,79.6,87.475,88.141,-1.8169 (98.1831),2 12,2021/04/02 09:20:55,낙찰하한선 미달
-30,1018116968,(주)넥슨정보통신,신양인,분석,89886460,79.2,87.457,88.123,-1.8366 (98.1634),8 7,2021/04/01 09:25:35,낙찰하한선 미달
-31,2158689085,(주)에스지테크놀러지,손병학,분석,89884100,79.2,87.455,88.121,-1.8392 (98.1608),1 3,2021/04/01 14:11:39,낙찰하한선 미달
-32,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,89863450,78.6,87.434,88.101,-1.8617 (98.1383),13 9,2021/04/01 09:19:52,낙찰하한선 미달
-33,1048157634,쿠도커뮤니케이션(주),김용식,분석,89857290,78.6,87.428,88.095,-1.8684 (98.1316),8 15,2021/04/02 09:10:29,낙찰하한선 미달
-34,2108150557,(주)우신정보시스템,김진영,분석,89847558,78.4,87.419,88.085,-1.8791 (98.1209),4 2,2021/03/30 10:47:04,낙찰하한선 미달
-35,2148626637,(주)아이엔지시스템,김정화,분석,89846500,78.4,87.417,88.084,-1.8802 (98.1198),14 12,2021/03/30 16:16:01,낙찰하한선 미달
-36,1208609541,청강전기(주),김관호,분석,89845111,78.4,87.416,88.083,-1.8817 (98.1183),15 3,2021/04/02 09:32:24,낙찰하한선 미달
-37,1078756219,주식회사 엠씨미디어솔루션,하동호,분석,89831270,78.0,87.402,88.069,-1.8969 (98.1031),5 7,2021/03/31 14:31:09,낙찰하한선 미달
-38,6458701308,주식회사다빈정보통신,우석희,분석,89819760,77.8,87.391,88.058,-1.9094 (98.0906),9 11,2021/03/31 08:43:44,낙찰하한선 미달
-39,1068674084,주식회사월드아이,신영구,분석,89813820,77.8,87.385,88.052,-1.9159 (98.0841),14 3,2021/04/01 10:10:01,낙찰하한선 미달
-40,1108190166,(주)페타네트워크,강인희,분석,89809977,77.6,87.381,88.048,-1.9201 (98.0799),7 11,2021/04/01 16:50:27,낙찰하한선 미달
-41,2148759208,(주)로드반,김형준,분석,89809000,77.6,87.38,88.048,-1.9212 (98.0788),12 14,2021/03/30 10:21:52,낙찰하한선 미달
-42,1088181548,디에스지엔 주식회사,신재범,분석,89804574,77.6,87.376,88.043,-1.9260 (98.074),8 12,2021/03/30 10:01:20,낙찰하한선 미달
-43,2168107645,(주)한신기전통신,한후수,분석,89788480,77.2,87.36,88.027,-1.9436 (98.0564),8 13,2021/03/30 18:25:19,낙찰하한선 미달
-44,1078757203,주식회사 비에스파워,정병섭,분석,89773220,76.8,87.344,88.012,-1.9603 (98.0397),7 15,2021/03/31 22:20:17,낙찰하한선 미달
-45,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,89757780,76.6,87.329,87.997,-1.9771 (98.0229),6 4,2021/04/01 11:13:41,낙찰하한선 미달
-46,1108155382,(주)굿채널시스템,백홍현,분석,89741370,76.2,87.313,87.981,-1.9950 (98.005),8 13,2021/04/01 16:25:29,낙찰하한선 미달
-47,1078688280,콘텐츠스퀘어주식회사,함규식,분석,89740800,76.2,87.312,87.981,-1.9957 (98.0043),11 3,2021/03/30 12:28:47,낙찰하한선 미달
-48,1078155407,(주)윤익계전,안용준,분석,89738650,76.2,87.31,87.979,-1.9980 (98.002),7 14,2021/03/30 10:27:56,낙찰하한선 미달
-49,2958800474,주식회사 원정보기술원,송은자,분석,89717710,75.8,87.289,87.958,-2.0209 (97.9791),13 15,2021/04/02 09:00:24,낙찰하한선 미달
-50,2138800230,주식회사 성민전기통신,홍종애,분석,89716231,75.8,87.288,87.957,-2.0225 (97.9775),2 12,2021/04/01 09:45:52,낙찰하한선 미달
-51,1018154491,엘케이테크넷(주),이만형,분석,89690276,75.2,87.262,87.931,-2.0508 (97.9492),7 1,2021/03/31 17:54:59,낙찰하한선 미달
-52,2078127900,합동전자통신(주),하명용,분석,89685345,75.2,87.257,87.926,-2.0562 (97.9438),3 7,2021/04/02 08:46:43,낙찰하한선 미달
-53,2298126804,주식회사엔엠엑스이엔씨,이동윤,분석,89684520,75.2,87.256,87.926,-2.0571 (97.9429),4 8,2021/03/31 07:52:26,낙찰하한선 미달
-54,1108179327,(주) 유엘네트웍스,정재순,분석,89682190,75.0,87.254,87.923,-2.0597 (97.9403),11 9,2021/04/01 17:09:07,낙찰하한선 미달
-55,1138677788,(주)제이에스지테크,박혜경,분석,89662420,74.6,87.234,87.904,-2.0813 (97.9187),8 15,2021/04/01 20:53:16,낙찰하한선 미달
-56,1118126196,(주)광성통신,김성철,분석,89654119,74.6,87.226,87.896,-2.0903 (97.9097),1 4,2021/03/31 13:09:33,낙찰하한선 미달
-57,1088114068,(주)대인정보통신,유재호,분석,89651400,74.4,87.223,87.893,-2.0933 (97.9067),9 10,2021/03/31 10:36:40,낙찰하한선 미달
-58,1088188385,주식회사 오메카,오정은,분석,89627902,74.0,87.2,87.87,-2.1190 (97.881),4 1,2021/03/30 16:28:19,낙찰하한선 미달
-59,1178153920,엠에스원디지털 주식회사,엄종만,분석,89621530,73.8,87.193,87.864,-2.1259 (97.8741),12 3,2021/03/31 16:53:57,낙찰하한선 미달
-60,1338113707,(주)대보통신,염영숙,분석,89592000,73.2,87.164,87.835,-2.1582 (97.8418),12 15,2021/04/01 09:50:59,낙찰하한선 미달
-61,1068641109,주식회사 피앤지텍,조홍길,분석,89575750,73.0,87.148,87.819,-2.1759 (97.8241),15 6,2021/03/30 15:15:36,낙찰하한선 미달
-62,1068619820,주식회사유엔콘트롤,남성모,분석,89553610,72.6,87.126,87.797,-2.2001 (97.7999),15 6,2021/03/31 16:41:53,낙찰하한선 미달
-63,1208166080,(주)기산텔레콤,박병기,분석,89552300,72.4,87.124,87.796,-2.2015 (97.7985),9 8,2021/04/02 06:55:55,낙찰하한선 미달
-64,2048626080,주식회사 엘제이이엔지,임성희,분석,89518100,71.8,87.09,87.762,-2.2389 (97.7611),7 1,2021/03/30 19:40:15,낙찰하한선 미달
-65,2118668579,(주)아이정보기술,이훈희,분석,89512356,71.6,87.084,87.757,-2.2451 (97.7549),10 13,2021/03/31 08:58:07,낙찰하한선 미달
-66,1098161583,주식회사 호서텔넷,민경일,분석,89509307,71.6,87.081,87.754,-2.2485 (97.7515),11 9,2021/04/01 17:04:31,낙찰하한선 미달
-67,2158774589,주식회사 스카이코어,최명훈,분석,89507640,71.6,87.08,87.752,-2.2503 (97.7497),11 2,2021/04/02 09:02:57,낙찰하한선 미달
-68,2078149656,코리아데이타코퍼레이션(주),이기철,분석,89483000,71.2,87.055,87.728,-2.2772 (97.7228),5 1,2021/03/31 09:19:41,낙찰하한선 미달
-69,1288138083,(주)유앤후레쉬,우재명,분석,89479140,71.0,87.051,87.724,-2.2814 (97.7186),3 11,2021/04/01 21:49:14,낙찰하한선 미달
-70,2048174554,주식회사 창흥텔레콤,진경미,분석,89473950,71.0,87.046,87.719,-2.2871 (97.7129),14 12,2021/04/02 07:51:36,낙찰하한선 미달
-71,1138694303,향원전자통신 주식회사,이진영,분석,89471100,70.8,87.043,87.716,-2.2902 (97.7098),15 12,2021/04/01 21:43:19,낙찰하한선 미달
-72,2068650742,한선씨앤씨 주식회사,장홍식,분석,89462400,70.8,87.035,87.708,-2.2997 (97.7003),1 13,2021/03/31 14:25:42,낙찰하한선 미달
-73,1738100739,주식회사 이음테크넷,임봉순,분석,89447463,70.4,87.02,87.693,-2.3160 (97.684),9 5,2021/04/02 09:32:50,낙찰하한선 미달
-74,1088149704,이엔트컴(주),백석환,분석,89437300,70.2,87.01,87.683,-2.3271 (97.6729),8 7,2021/03/31 10:36:15,낙찰하한선 미달
-75,1068648117,주식회사 티원엘에스,김영규,분석,89402800,69.6,86.975,87.649,-2.3648 (97.6352),11 13,2021/04/01 18:21:56,낙찰하한선 미달
-76,2048197877,(주)그린주의,김현미,분석,89400968,69.4,86.973,87.648,-2.3668 (97.6332),7 14,2021/04/01 18:22:02,낙찰하한선 미달
-77,1088122821,에스엘인포네트웍스 주식회사,이동현,분석,89350880,68.4,86.923,87.598,-2.4215 (97.5785),13 9,2021/03/30 13:23:00,낙찰하한선 미달
-78,5088137937,(주)벨류데이터,이선미,분석,89350445,68.4,86.923,87.598,-2.4220 (97.578),14 12,2021/04/01 20:21:08,낙찰하한선 미달
-79,2068611905,(주)한포넷,이현우,분석,89350383,68.4,86.923,87.598,-2.4220 (97.578),5 10,2021/03/31 09:21:14,낙찰하한선 미달
-80,1108190808,노드정보기술(주),정상권,분석,89340231,68.2,86.913,87.588,-2.4331 (97.5669),2 13,2021/04/02 09:29:24,낙찰하한선 미달
-81,1068681756,주식회사 융창,이재진,분석,89314500,67.8,86.887,87.563,-2.4612 (97.5388),2 10,2021/03/30 19:49:59,낙찰하한선 미달
-82,1068180183,보람정보통신서비스(주),정승원,분석,89291400,67.2,86.864,87.54,-2.4864 (97.5136),11 2,2021/03/31 00:16:26,낙찰하한선 미달
-83,1138611108,(주)도원디에스,이정우,분석,89262980,66.8,86.836,87.512,-2.5175 (97.4825),4 10,2021/03/30 13:27:44,낙찰하한선 미달
-84,2068164028,주식회사 이지비앤티,김한복,분석,89254500,66.6,86.827,87.504,-2.5267 (97.4733),8 6,2021/03/31 09:22:51,낙찰하한선 미달
-85,1098195410,(주)신성글로벌네트워크,홍우석,분석,89252075,66.6,86.825,87.502,-2.5294 (97.4706),4 2,2021/03/30 16:24:59,낙찰하한선 미달
-86,1198800016,주식회사 태영정보통신공사,김석주,분석,89244200,66.4,86.817,87.494,-2.5380 (97.462),14 7,2021/03/30 10:04:38,낙찰하한선 미달
-87,1078640952,(주)바비젼,이주일,분석,89228494,66.0,86.801,87.478,-2.5551 (97.4449),6 9,2021/04/01 15:19:04,낙찰하한선 미달
-88,1058153698,진우산전(주),정진태,분석,89225772,66.0,86.799,87.476,-2.5581 (97.4419),10 2,2021/03/31 16:34:53,낙찰하한선 미달
-89,1108143208,한국통신인터넷기술(주),이민수,분석,89212100,65.8,86.785,87.462,-2.5730 (97.427),5 14,2021/04/01 15:39:31,낙찰하한선 미달
-90,1068601621,주식회사 동양타브,이세근,분석,89205400,65.6,86.778,87.456,-2.5804 (97.4196),3 5,2021/04/01 15:09:10,낙찰하한선 미달
-91,1078677070,씨지에스아이티(주),최규식,분석,89132560,64.2,86.706,87.384,-2.6599 (97.3401),5 1,2021/04/02 09:12:08,낙찰하한선 미달
-92,2037666794,금성텔레콤,정용상,분석,89125400,64.0,86.699,87.377,-2.6677 (97.3323),15 14,2021/03/30 16:57:00,낙찰하한선 미달
-93,1068678514,주식회사 인프라이엔씨,김병훈,분석,89123700,64.0,86.697,87.376,-2.6696 (97.3304),10 9,2021/03/31 17:26:29,낙찰하한선 미달
-94,1078619861,주식회사 하이텍영상,최종만,분석,89062579,62.8,86.636,87.316,-2.7363 (97.2637),10 4,2021/04/01 21:57:43,낙찰하한선 미달
-95,1088179663,주식회사 시큐뱅크,심재춘,분석,89041223,62.4,86.615,87.295,-2.7597 (97.2403),9 6,2021/04/01 10:00:42,낙찰하한선 미달
-96,2148891087,세경네트웍스 주식회사,장중석,분석,88953380,60.6,86.527,87.209,-2.8556 (97.1444),6 8,2021/04/01 10:11:25,낙찰하한선 미달
-97,2098134713,키엔컴 주식회사,최성덕,분석,88940525,60.2,86.514,87.196,-2.8696 (97.1304),1 4,2021/03/31 16:32:38,낙찰하한선 미달
-98,2558600773,주식회사 대건전력,박미영,분석,88896502,59.4,86.47,87.153,-2.9177 (97.0823),7 11,2021/04/01 17:52:40,낙찰하한선 미달
-99,4168216339,(사)한국척수장애인협회,구근회,분석,88779598,57.0,86.354,87.038,-3.0454 (96.9546),1 12,2021/04/01 16:49:04,낙찰하한선 미달
-100,1200399230,건영정보통신,김재곤,분석,88760270,56.8,86.335,87.019,-3.0665 (96.9335),13 11,2021/03/31 08:51:38,낙찰하한선 미달
-101,1208663604,주식회사 한은씨앤씨,김기현,분석,88588881,53.2,86.164,86.851,-3.2537 (96.7463),8 12,2021/03/31 08:46:09,낙찰하한선 미달
-102,1248177371,디비비전(주),이영달,분석,88421738,50.0,85.997,86.687,-3.4362 (96.5638),3 10,2021/03/30 14:43:17,낙찰하한선 미달
-103,2158727392,매컴정보통신(주),장병호,분석,91956850,85.0,89.521,90.153,0.4244 (100.4244),2 14,2021/04/01 07:51:09,순공사원가98%미만
-104,1408177811,주식회사 네오비젼,유정식,분석,91955939,85.0,89.52,90.152,0.4234 (100.4234),14 11,2021/03/31 16:45:09,순공사원가98%미만
-105,1048635974,주식회사 성원통신,송준형,분석,91946518,85.0,89.511,90.143,0.4132 (100.4132),13 4,2021/04/02 07:49:29,순공사원가98%미만
-106,2158770996,엠코어넷 주식회사,김명경,분석,91936365,85.0,89.501,90.133,0.4021 (100.4021),5 10,2021/04/02 08:47:09,순공사원가98%미만
-107,1138629762,주식회사 이너인포,이정균,분석,91932940,85.0,89.497,90.13,0.3983 (100.3983),3 12,2021/04/01 10:15:27,순공사원가98%미만
-108,1138195331,(주)한남이앤씨,조성호,분석,91932407,85.0,89.497,90.129,0.3978 (100.3978),3 8,2021/04/01 13:59:40,순공사원가98%미만
-109,3578800544,디와이아이앤씨주식회사,주인웅,분석,91928469,85.0,89.493,90.125,0.3935 (100.3935),1 8,2021/03/31 10:28:18,순공사원가98%미만
-110,6118700363,주식회사 서경산업,이대규,분석,91927554,85.0,89.492,90.125,0.3925 (100.3925),9 8,2021/04/01 17:28:47,순공사원가98%미만
-111,2148188924,우민전기(주),이학표,분석,91924810,85.0,89.489,90.122,0.3895 (100.3895),12 4,2021/03/31 16:55:16,순공사원가98%미만
-112,1358145603,한라인포넷(주),장경민,분석,91923800,85.0,89.488,90.121,0.3884 (100.3884),9 10,2021/04/02 00:25:51,순공사원가98%미만
-113,1178188899,주식회사 시큐렉스,최영희,분석,91923250,85.0,89.488,90.12,0.3878 (100.3878),8 12,2021/03/31 08:50:26,순공사원가98%미만
-114,2298125412,스크린정보통신(주),조승제,분석,91919313,85.0,89.484,90.116,0.3835 (100.3835),8 12,2021/03/31 10:06:34,순공사원가98%미만
-115,1188114764,(주)세빛전자통신,이상호,분석,91918306,85.0,89.483,90.115,0.3824 (100.3824),15 9,2021/03/31 10:55:34,순공사원가98%미만
-116,1198635243,(주)다룸정보기술,이혜경,분석,91914093,85.0,89.479,90.111,0.3778 (100.3778),13 14,2021/03/31 18:37:44,순공사원가98%미만
-117,1098162433,광명정보통신(주),김형준,분석,91911620,85.0,89.476,90.109,0.3750 (100.375),3 5,2021/03/30 13:01:03,순공사원가98%미만
-118,1058649262,주식회사 노하우전기통신,임창배,분석,91910156,85.0,89.475,90.107,0.3735 (100.3735),12 6,2021/03/31 11:20:44,순공사원가98%미만
-119,2068625883,주식회사 누리제어시스템,박상진,분석,91900999,85.0,89.465,90.099,0.3635 (100.3635),15 13,2021/04/02 09:14:04,순공사원가98%미만
-120,1138135425,(주)뉴넷팝,이경택,분석,91899849,85.0,89.464,90.097,0.3622 (100.3622),3 12,2021/04/01 10:18:19,순공사원가98%미만
-121,1108175530,주식회사창조씨엔에스,정혜경,분석,91899450,85.0,89.464,90.097,0.3618 (100.3618),11 14,2021/04/01 02:08:14,순공사원가98%미만
-122,2078152132,(주)홍남테크,김홍길,분석,91898890,85.0,89.463,90.096,0.3611 (100.3611),1 10,2021/04/01 08:22:30,순공사원가98%미만
-123,1068627183,한국씨텍(주),박재규,분석,91891842,85.0,89.456,90.09,0.3535 (100.3535),7 5,2021/03/31 08:45:51,순공사원가98%미만
-124,2118620935,주식회사 한양티이씨,조형국,분석,91886532,85.0,89.451,90.084,0.3477 (100.3477),8 4,2021/04/01 22:09:57,순공사원가98%미만
-125,1198617129,주식회사 조인에프에스,박용민,분석,91886170,85.0,89.451,90.084,0.3473 (100.3473),14 15,2021/04/01 10:05:50,순공사원가98%미만
-126,2068124123,(주)세양텔레콤,김한섭,분석,91885708,85.0,89.45,90.084,0.3468 (100.3468),14 13,2021/04/01 08:41:10,순공사원가98%미만
