순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2208727337,주식회사주니파워네트웍스,노병준,분석,4473919510,85.495,84.76,-0.85931 (99.14069),2 6,2019/10/31 11:00:00,
2,1348171146,주식회사 유진인프라코어,주경선,분석,4474244427,85.501,84.766,-0.85210 (99.1479),1 8,2019/10/31 11:00:00,
3,1328127945,부민통신 주식회사,박창욱,분석,4474519702,85.506,84.771,-0.84600 (99.154),12 13,2019/10/31 11:00:00,
4,6158122391,주식회사 우진이앤씨,최진섭,분석,4474702400,85.51,84.775,-0.84196 (99.15804),1 5,2019/10/31 11:00:00,
5,5138171261,주식회사 대호전설,박종호,분석,4474740820,85.51,84.775,-0.84111 (99.15889),1 9,2019/10/31 11:00:00,
6,1248168611,(주)우리넷,김광수,분석,4474977740,85.515,84.78,-0.83586 (99.16414),15 8,2019/10/31 11:00:00,
7,2118102252,주식회사 엘티시스템,정윤조,분석,4475187600,85.519,84.784,-0.83120 (99.1688),12 7,2019/10/31 11:00:00,
8,1258191959,주식회사 에이원정보통신,장효덕,분석,4475493890,85.525,84.79,-0.82442 (99.17558),15 8,2019/10/31 11:00:00,
9,5048154327,주식회사 얼라이드 시스템,조창현,분석,4475575680,85.526,84.791,-0.82260 (99.1774),1 5,2019/10/31 11:00:00,
10,5050834544,천수정보통신,채민순,분석,4475620800,85.527,84.792,-0.82160 (99.1784),1 5,2019/10/31 11:00:00,
11,2018147460,태성전기통신(주),이덕우,분석,4475910064,85.533,84.798,-0.81519 (99.18481),10 14,2019/10/31 11:00:00,
12,6178103385,종로전기 주식회사,박동천,분석,4476050000,85.535,84.8,-0.81209 (99.18791),14 15,2019/10/31 11:00:00,
13,6888101375,주식회사 진보,김순희,분석,4476234426,85.539,84.804,-0.80801 (99.19199),10 7,2019/10/31 11:00:00,
14,6078146413,(주)정호시스템,김병호,분석,4476437322,85.543,84.808,-0.80351 (99.19649),13 15,2019/10/31 11:00:00,
15,3148623089,주식회사 삼화전기,성백린,분석,4476437598,85.543,84.808,-0.80350 (99.1965),1 9,2019/10/31 11:00:00,
16,1058640413,(주)지앤에스이엔지,전종수,분석,4477155117,85.556,84.821,-0.78760 (99.2124),13 2,2019/10/31 11:00:00,
17,2148134127,(주)대경텔레콤,오병도,분석,4477173170,85.557,84.821,-0.78720 (99.2128),15 5,2019/10/31 11:00:00,
18,2212764122,아림통신건설,강신기,분석,4477439420,85.562,84.827,-0.78130 (99.2187),11 3,2019/10/31 11:00:00,
19,5078106538,주식회사 이로,김영택,분석,4478118650,85.575,84.839,-0.76625 (99.23375),10 13,2019/10/31 11:00:00,
20,1388123137,주식회사 에스시큐리티,김학수,분석,4478165000,85.576,84.84,-0.76523 (99.23477),10 11,2019/10/31 11:00:00,
21,1428100754,(주) 원테크놀로지,김종달,분석,4478292300,85.578,84.843,-0.76241 (99.23759),14 4,2019/10/31 11:00:00,
22,1058660665,(주)일신전업,김한경,분석,4478611950,85.584,84.849,-0.75532 (99.24468),14 3,2019/10/31 11:00:00,
23,1278161863,휴먼테크 주식회사,장현근,분석,4478666870,85.585,84.85,-0.75411 (99.24589),1 9,2019/10/31 11:00:00,
24,1208614267,주식회사 아이콤정보통신,이승렬,분석,4478793230,85.588,84.852,-0.75130 (99.2487),1 15,2019/10/31 11:00:00,
25,2068183592,(주)신광티앤이,이일환,분석,4478928607,85.59,84.855,-0.74830 (99.2517),13 14,2019/10/31 11:00:00,
26,1228159794,주식회사 메가텔,전광찬,분석,4478973800,85.591,84.856,-0.74730 (99.2527),15 2,2019/10/31 11:00:00,
27,3108113681,에이엠테크주식회사,노병훈,분석,4479229958,85.596,84.86,-0.74163 (99.25837),1 12,2019/10/31 11:00:00,
28,1228630865,주식회사 금산,유기선,분석,4479467874,85.601,84.865,-0.73635 (99.26365),1 13,2019/10/31 11:00:00,
29,1248702630,온새미정보통신(주),우찬식,분석,4479500000,85.601,84.866,-0.73564 (99.26436),4 5,2019/10/31 11:00:00,
30,5068161765,문화전기 주식회사,류재영,분석,4479731860,85.606,84.87,-0.73051 (99.26949),12 14,2019/10/31 11:00:00,
31,2118622480,엘에스사우타(주),이상열,분석,4479795045,85.607,84.871,-0.72910 (99.2709),12 5,2019/10/31 11:00:00,
32,5088126648,주식회사 보명전설,황성수,분석,4480156060,85.614,84.878,-0.72111 (99.27889),1 6,2019/10/31 11:00:00,
33,1238173692,(주)인트로통신기술,전제남,분석,4480413290,85.619,84.883,-0.71540 (99.2846),1 9,2019/10/31 11:00:00,
34,2698800193,주식회사 신성정보통신,오민석,분석,4480552050,85.621,84.885,-0.71233 (99.28767),13 3,2019/10/31 11:00:00,
35,6078142872,주식회사 한스콤정보통신,노진호,분석,4481058600,85.631,84.895,-0.70110 (99.2989),13 8,2019/10/31 11:00:00,
36,3078143613,주식회사 조양테크,김동분,분석,4481310000,85.636,84.9,-0.69553 (99.30447),11 8,2019/10/31 11:00:00,
37,1128143733,공간미디어(주),김명숙,분석,4481454590,85.639,84.903,-0.69233 (99.30767),2 8,2019/10/31 11:00:00,
38,6058634352,주식회사 풍정정보통신,안의범,분석,4481595611,85.641,84.905,-0.68920 (99.3108),15 4,2019/10/31 11:00:00,
39,4018127967,유한회사 제이케이건설,김대백,분석,4481821250,85.646,84.91,-0.68420 (99.3158),15 3,2019/10/31 11:00:00,
40,5028155882,한세정보통신(주),한재성,분석,4481834700,85.646,84.91,-0.68391 (99.31609),1 8,2019/10/31 11:00:00,
41,3848700549,주식회사 길네트웍스,김화자,분석,4481879910,85.647,84.911,-0.68291 (99.31709),2 6,2019/10/31 11:00:00,
42,1358140632,(주)우진일렉트,송호균,분석,4481915561,85.647,84.911,-0.68211 (99.31789),1 3,2019/10/31 11:00:00,
43,3148620947,주식회사 태영전기,이경숙,분석,4481947601,85.648,84.912,-0.68140 (99.3186),14 4,2019/10/31 11:00:00,
44,6178137018,(주)아성정보,김창범,분석,4482272520,85.654,84.918,-0.67420 (99.3258),15 5,2019/10/31 11:00:00,
45,3148108782,지영정보통신 주식회사,이창봉,분석,4482304105,85.655,84.919,-0.67350 (99.3265),10 14,2019/10/31 11:00:00,
46,1068160552,(주)금산트리피아,김백순,분석,4482313300,85.655,84.919,-0.67330 (99.3267),12 14,2019/10/31 11:00:00,
47,1218176790,주식회사오비스커뮤니케이션스,정일균,분석,4482723780,85.663,84.927,-0.66421 (99.33579),11 12,2019/10/31 11:00:00,
48,1348601548,(주)제이앤씨컴,유선종,분석,4483175050,85.671,84.935,-0.65421 (99.34579),11 8,2019/10/31 11:00:00,
49,1308634130,주식회사 유앤테크,지승현,분석,4483296797,85.674,84.937,-0.65151 (99.34849),3 4,2019/10/31 11:00:00,
50,2048159043,이앤씨텔레콤(주),김진갑,분석,4483581197,85.679,84.943,-0.64521 (99.35479),3 5,2019/10/31 11:00:00,
51,4028123187,(주)중앙통신건설,정순오,분석,4483626320,85.68,84.944,-0.64421 (99.35579),3 7,2019/10/31 11:00:00,
52,4038112188,유한회사 미주계전,정두진,분석,4483707550,85.682,84.945,-0.64241 (99.35759),12 6,2019/10/31 11:00:00,
53,1308113106,신양통신주식회사,박인규,분석,4483870010,85.685,84.948,-0.63880 (99.3612),12 7,2019/10/31 11:00:00,
54,1148678591,주식회사엠아이솔텍,이계림,분석,4483930200,85.686,84.949,-0.63747 (99.36253),12 15,2019/10/31 11:00:00,
55,2058126341,종합전기 주식회사,김유훈,분석,4484244570,85.692,84.955,-0.63050 (99.3695),10 9,2019/10/31 11:00:00,
56,6228112606,(주)제일정보통신,박재길,분석,4484492600,85.697,84.96,-0.62501 (99.37499),3 8,2019/10/31 11:00:00,
57,1208663604,주식회사 한은씨앤씨,김기현,분석,4484528860,85.697,84.961,-0.62421 (99.37579),1 6,2019/10/31 11:00:00,
58,3138101753,주식회사 파워이엔씨,유준우,분석,4484617990,85.699,84.963,-0.62223 (99.37777),1 9,2019/10/31 11:00:00,
59,1328139378,(주)새한이엔씨,김현미,분석,4484971100,85.706,84.969,-0.61441 (99.38559),11 6,2019/10/31 11:00:00,
60,1308640307,케이씨전기주식회사,김선주,분석,4485214800,85.71,84.974,-0.60900 (99.391),10 15,2019/10/31 11:00:00,
61,5038135521,해솔정보통신 주식회사,조우현,분석,4485219396,85.711,84.974,-0.60890 (99.3911),4 5,2019/10/31 11:00:00,
62,3018613815,(주)에스엔케이미디어,김선묵,분석,4485384570,85.714,84.977,-0.60524 (99.39476),1 15,2019/10/31 11:00:00,
63,1198635582,아람이엔테크 주식회사,유수진,분석,4485458460,85.715,84.978,-0.60361 (99.39639),14 2,2019/10/31 11:00:00,
64,1218191414,주식회사 유리네트웍스,박창호,분석,4485478787,85.715,84.979,-0.60315 (99.39685),4 6,2019/10/31 11:00:00,
65,6088133473,아라정보통신 주식회사,김덕주,분석,4485512600,85.716,84.979,-0.60241 (99.39759),1 11,2019/10/31 11:00:00,
66,1108123600,주식회사 서우전설,김준형,분석,4485593761,85.718,84.981,-0.60061 (99.39939),6 9,2019/10/31 11:00:00,
67,1058153698,진우산전(주),정진태,분석,4485594000,85.718,84.981,-0.60060 (99.3994),10 13,2019/10/31 11:00:00,
68,7708100831,진아이티 주식회사,이진행,분석,4485739621,85.72,84.984,-0.59737 (99.40263),10 6,2019/10/31 11:00:00,
69,4038141077,주식회사 송원이앤씨,이금미,분석,4485912900,85.724,84.987,-0.59354 (99.40646),2 8,2019/10/31 11:00:00,
70,1308105192,주식회사 코콤,고성욱,분석,4485989850,85.725,84.989,-0.59183 (99.40817),4 6,2019/10/31 11:00:00,
71,6178121286,(주)하나로정보통신,이성태,분석,4486194030,85.729,84.992,-0.58731 (99.41269),12 13,2019/10/31 11:00:00,
72,2158637817,(주)스마트비전,김동철,분석,4486392610,85.733,84.996,-0.58290 (99.4171),13 15,2019/10/31 11:00:00,
73,2228130947,주식회사 하이원넷,정옥순,분석,4486622750,85.737,85.001,-0.57781 (99.42219),4 7,2019/10/31 11:00:00,
74,6098168636,주식회사 경남네트워크,김지영,분석,4486830340,85.741,85.004,-0.57320 (99.4268),7 8,2019/10/31 11:00:00,
75,1088166469,주식회사 베스트디지탈,최병진,분석,4486878000,85.742,85.005,-0.57215 (99.42785),15 4,2019/10/31 11:00:00,
76,1218147617,주식회사 한라인프라코어,유수상,분석,4487146228,85.747,85.01,-0.56621 (99.43379),10 4,2019/10/31 11:00:00,
77,1408121321,하이엠테크(주),이기호,분석,4487180800,85.748,85.011,-0.56544 (99.43456),14 3,2019/10/31 11:00:00,
78,1058619564,주식회사 다상테크,김춘기,분석,4487281610,85.75,85.013,-0.56320 (99.4368),1 3,2019/10/31 11:00:00,
79,1408179804,주식회사 에스엠네트웍스,박상준,분석,4487295147,85.75,85.013,-0.56291 (99.43709),1 2,2019/10/31 11:00:00,
80,6178137696,베스트원(주),유은미,분석,4487530000,85.755,85.018,-0.55770 (99.4423),10 2,2019/10/31 11:00:00,
81,2298138071,주식회사 싸이몬,안재봉,분석,4487583960,85.756,85.019,-0.55650 (99.4435),10 12,2019/10/31 11:00:00,
82,1378188011,주식회사 우리별,이정석,분석,4487705830,85.758,85.021,-0.55380 (99.4462),11 12,2019/10/31 11:00:00,
83,5068109319,영남정보통신 주식회사,장한명,분석,4487732880,85.759,85.022,-0.55320 (99.4468),5 6,2019/10/31 11:00:00,
84,1258124955,평송정보통신(주),천낙훈,분석,4487844380,85.761,85.024,-0.55073 (99.44927),1 13,2019/10/31 11:00:00,
85,4128110054,이리텔레콤(주),선찬우,분석,4487855800,85.761,85.024,-0.55048 (99.44952),12 7,2019/10/31 11:00:00,
86,1078658471,우암정보통신 주식회사,김정훈,분석,4488093894,85.765,85.028,-0.54521 (99.45479),1 10,2019/10/31 11:00:00,
87,3018192038,(주)아름,김찬구,분석,4488170610,85.767,85.03,-0.54351 (99.45649),14 2,2019/10/31 11:00:00,
88,1178159259,금일정보기술주식회사,박청아,분석,4488282300,85.769,85.032,-0.54103 (99.45897),10 11,2019/10/31 11:00:00,
89,6228117654,(주)유니테크,박남기,분석,4488522310,85.774,85.036,-0.53571 (99.46429),12 15,2019/10/31 11:00:00,
90,3018157725,주식회사아이티아이에스,조종식,분석,4488590290,85.775,85.038,-0.53421 (99.46579),8 9,2019/10/31 11:00:00,
91,1298157900,(주)에스오에이텔레콤,장형철,분석,4488657769,85.776,85.039,-0.53271 (99.46729),2 3,2019/10/31 11:00:00,
92,1298177060,주식회사 피코씨엔아이,신민수,분석,4488829000,85.779,85.042,-0.52892 (99.47108),3 9,2019/10/31 11:00:00,
93,1238621388,주식회사 창우,이창우,분석,4488883610,85.781,85.043,-0.52771 (99.47229),1 6,2019/10/31 11:00:00,
94,1358178502,주식회사 디알네트웍스,이기영,분석,4488933520,85.781,85.044,-0.52660 (99.4734),1 11,2019/10/31 11:00:00,
95,3018607477,아라온정보통신 주식회사,유연선,분석,4489082180,85.784,85.047,-0.52330 (99.4767),15 5,2019/10/31 11:00:00,
96,1238157125,이앤비정보통신(주),변인수,분석,4489232000,85.787,85.05,-0.51998 (99.48002),10 9,2019/10/31 11:00:00,
97,4118136255,(유)영화통신,최영화,분석,4489285460,85.788,85.051,-0.51880 (99.4812),14 9,2019/10/31 11:00:00,
98,1128152488,주식회사 아하정보통신,구기도,분석,4489312330,85.789,85.051,-0.51820 (99.4818),1 8,2019/10/31 11:00:00,
99,6178128580,(주)광시스템,김동수,분석,4489360000,85.79,85.052,-0.51715 (99.48285),15 2,2019/10/31 11:00:00,
100,1028135124,현대에이치디에스(주),최철식,분석,4489411000,85.791,85.053,-0.51602 (99.48398),1 15,2019/10/31 11:00:00,
101,2098137137,주식회사우일씨앤아이,이준호,분석,4489511389,85.793,85.055,-0.51379 (99.48621),2 4,2019/10/31 11:00:00,
102,4168109772,주식회사 국민,윤풍식,분석,4489519900,85.793,85.055,-0.51361 (99.48639),1 3,2019/10/31 11:00:00,
103,6018124987,한신전자(주),김학신,분석,4489560522,85.793,85.056,-0.51270 (99.4873),11 3,2019/10/31 11:00:00,
104,2148768177,(주)프라임엔시스템,윤재중,분석,4489583100,85.794,85.057,-0.51220 (99.4878),10 7,2019/10/31 11:00:00,
105,1058608183,코위버(주),황인환,분석,4489628212,85.795,85.057,-0.51120 (99.4888),13 7,2019/10/31 11:00:00,
106,1058792785,주식회사 신석,김민경,분석,4489885440,85.8,85.062,-0.50550 (99.4945),13 9,2019/10/31 11:00:00,
107,1288617967,주식회사 팬웨스트에스앤티,김건호,분석,4489943700,85.801,85.063,-0.50421 (99.49579),4 7,2019/10/31 11:00:00,
108,6138130240,주식회사 윌네트,배재철,분석,4490020000,85.802,85.065,-0.50252 (99.49748),12 3,2019/10/31 11:00:00,
109,1208166080,(주)기산텔레콤,박병기,분석,4490020700,85.802,85.065,-0.50251 (99.49749),14 4,2019/10/31 11:00:00,
110,1078746443,(주)라인테크놀로지,유현식,분석,4490139550,85.805,85.067,-0.49987 (99.50013),2 8,2019/10/31 11:00:00,
111,4158126972,(주)승주정보,김선아,분석,4490156200,85.805,85.067,-0.49950 (99.5005),13 8,2019/10/31 11:00:00,
112,1428114068,주식회사 호맘코리아,한유선,분석,4490205840,85.806,85.068,-0.49840 (99.5016),10 12,2019/10/31 11:00:00,
113,2208602950,(주)세연텔레콤,홍성일,분석,4490240000,85.806,85.069,-0.49765 (99.50235),1 11,2019/10/31 11:00:00,
114,2078129117,경우전기(주),김한정,분석,4490259900,85.807,85.069,-0.49721 (99.50279),11 9,2019/10/31 11:00:00,
115,1448134003,주식회사 에이텍아이엔에스,임광현,분석,4490344602,85.808,85.071,-0.49533 (99.50467),14 15,2019/10/31 11:00:00,
116,4098173432,주식회사 영대정보통신,최경수,분석,4490398590,85.809,85.072,-0.49413 (99.50587),4 9,2019/10/31 11:00:00,
117,2158181318,주식회사 라사정보통신,김선용,분석,4490401624,85.81,85.072,-0.49407 (99.50593),11 4,2019/10/31 11:00:00,
118,2148620370,주식회사 희망에어텍,황조연,분석,4490404380,85.81,85.072,-0.49401 (99.50599),3 6,2019/10/31 11:00:00,
119,1288139059,주식회사 신우텔렉시스,이수호,분석,4490408900,85.81,85.072,-0.49391 (99.50609),13 6,2019/10/31 11:00:00,
120,6108118378,주식회사 웅진통신,김소연,분석,4490479750,85.811,85.074,-0.49234 (99.50766),12 13,2019/10/31 11:00:00,
