순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1358193293,단일전력주식회사,차영호,분석,646760040,45.0,86.745,84.924,-2.09861 (97.90139),8 10,2018/09/17 10:04:10,
2,1208663604,주식회사 한은씨앤씨,김기현,분석,646762600,45.0,86.745,84.924,-2.09822 (97.90178),12 11,2018/09/18 09:29:28,
3,1348195681,(주)화진정보통신,김경환,분석,646785800,45.0,86.748,84.927,-2.09471 (97.90529),4 15,2018/09/18 09:58:07,
4,1108137685,(주)링크엔존테크놀러지,성장연,분석,646794080,45.0,86.749,84.929,-2.09345 (97.90655),4 6,2018/09/18 17:15:11,
5,1258139671,(주)인호이엔지,박영진,분석,646796084,45.0,86.749,84.929,-2.09315 (97.90685),9 12,2018/09/17 11:00:06,
6,1058792785,주식회사 신석,김민경,분석,646796380,45.0,86.75,84.929,-2.09310 (97.9069),4 14,2018/09/17 10:03:28,
7,2048182831,주식회사 세명에스엠지,장병철,분석,646815536,45.0,86.752,84.931,-2.09020 (97.9098),5 15,2018/09/18 10:38:57,
8,1358181763,주식회사 텔라이프,조인순,분석,646820290,45.0,86.753,84.932,-2.08949 (97.91051),7 15,2018/09/18 10:36:11,
9,1178186611,(주)신흥에프에이,박인숙,분석,646822100,45.0,86.753,84.932,-2.08921 (97.91079),9 15,2018/09/19 09:14:32,
10,2068613975,세인에스앤씨(주),손은숙,분석,646822803,45.0,86.753,84.932,-2.08910 (97.9109),9 4,2018/09/19 00:45:30,
11,2218131749,주식회사 범산,변동희,분석,646825314,45.0,86.753,84.933,-2.08872 (97.91128),12 2,2018/09/18 16:22:43,
12,1278194985,(주)디테코,임해수,분석,646828700,45.0,86.754,84.933,-2.08821 (97.91179),7 13,2018/09/18 10:39:27,
13,7888800054,주식회사 동서티앤씨,이병학,분석,646832720,45.0,86.754,84.934,-2.08760 (97.9124),9 1,2018/09/18 17:33:17,
14,1278194383,주식회사 청봉,윤영재,분석,646837860,45.2,86.755,84.934,-2.08683 (97.91317),12 10,2018/09/17 16:40:29,
15,1068143460,주식회사 키텔,황용권,분석,646838658,45.2,86.755,84.934,-2.08670 (97.9133),15 1,2018/09/17 11:07:10,
16,3058191201,주식회사유리시스템즈,김하나,분석,646849557,45.2,86.757,84.936,-2.08506 (97.91494),4 15,2018/09/18 09:10:34,
17,1428132367,주식회사 용이케이블,조동수,분석,646851800,45.2,86.757,84.936,-2.08472 (97.91528),12 15,2018/09/17 17:04:52,
18,2048620126,(주)상부사종합건설,이상만,분석,646851914,45.2,86.757,84.936,-2.08470 (97.9153),5 2,2018/09/19 08:27:55,
19,1258625565,주식회사 더지원네트웍스,최보윤,분석,646871020,45.2,86.76,84.939,-2.08181 (97.91819),4 5,2018/09/18 09:14:38,
20,1358608447,주식회사 명승아이티,박성호,분석,646888865,45.2,86.762,84.941,-2.07911 (97.92089),15 14,2018/09/18 17:06:21,
21,3928700195,주식회사 대경통신,이종태,분석,646899440,45.2,86.763,84.942,-2.07750 (97.9225),13 6,2018/09/18 17:09:59,
22,1018663767,비케이전기통신 주식회사,유봉근,분석,646902730,45.2,86.764,84.943,-2.07701 (97.92299),8 4,2018/09/18 21:24:40,
23,1243595649,일광전기통신,이동기,분석,646911320,45.4,86.765,84.944,-2.07571 (97.92429),6 3,2018/09/17 10:43:08,
24,1088182120,(주) 포스콤 에스아이,양병기,분석,646917900,45.4,86.766,84.945,-2.07471 (97.92529),11 9,2018/09/18 09:33:43,
25,6058166688,(주)세계아이티씨,김황기,분석,646919250,45.4,86.766,84.945,-2.07451 (97.92549),8 13,2018/09/18 14:49:00,
26,1308611160,대광정보시스템(주),김미영,분석,646922556,45.4,86.766,84.945,-2.07401 (97.92599),11 7,2018/09/19 08:32:08,
27,1308113106,신양통신주식회사,박인규,분석,646925000,45.4,86.767,84.946,-2.07364 (97.92636),12 4,2018/09/17 10:06:47,
28,1198653668,에코아이넷(주),박은희,분석,646925860,45.4,86.767,84.946,-2.07351 (97.92649),14 6,2018/09/17 11:29:36,
29,2148161231,(주)유엔터스,이래철,분석,646928500,45.4,86.767,84.946,-2.07311 (97.92689),11 5,2018/09/19 09:19:53,
30,2048624438,에스엘테크 주식회사,김한주,분석,646933120,45.4,86.768,84.947,-2.07241 (97.92759),2 11,2018/09/18 21:33:27,
31,1348148193,(주)삼보전자통신,유수형,분석,646937570,45.4,86.768,84.947,-2.07173 (97.92827),5 11,2018/09/17 14:08:53,
32,2028162708,(주)에스텍시스템,이병화,분석,646937752,45.4,86.768,84.947,-2.07170 (97.9283),3 5,2018/09/18 10:56:13,
33,1388195849,주식회사 에스카,정태웅,분석,646937950,45.4,86.768,84.947,-2.07167 (97.92833),10 3,2018/09/19 09:45:32,
34,2130230588,태극정보통신,이상호,분석,646939461,45.4,86.769,84.948,-2.07145 (97.92855),4 10,2018/09/17 17:25:32,
35,1448107108,주식회사 아빅스,박종수,분석,646954121,45.4,86.771,84.95,-2.06923 (97.93077),10 13,2018/09/19 08:42:30,
36,1298170301,주식회사 엘케이시스템,류경,분석,646954200,45.4,86.771,84.95,-2.06922 (97.93078),6 14,2018/09/17 16:20:36,
37,2118647666,새한통신(주),이재현,분석,646960800,45.4,86.772,84.95,-2.06822 (97.93178),3 7,2018/09/18 10:56:20,
