순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1018644343,주식회사 세광이엔씨  [최종낙찰],장문주,분석,111561530,85.0,87.75,86.981,-0.87020 (99.1298),6 9,2018/02/27 09:30:11,
2,2098119463,(주)두레정보통신,임창용,분석,111569000,85.2,87.756,86.987,-0.86357 (99.13643),3 2,2018/02/27 17:36:26,
3,1058178229,아마노코리아(주),전명진,분석,111570532,85.2,87.758,86.988,-0.86221 (99.13779),2 15,2018/02/28 09:52:23,
4,1078658471,우암정보통신 주식회사,김정훈,분석,111577060,85.2,87.763,86.993,-0.85640 (99.1436),3 7,2018/02/28 09:44:15,
5,1198616251,주식회사 누리인프라,정성우,분석,111582200,85.4,87.767,86.997,-0.85184 (99.14816),13 15,2018/02/28 09:42:28,
6,2148811443,(주)우신지엘에스,문경종,분석,111586288,85.4,87.77,87.0,-0.84820 (99.1518),13 12,2018/02/26 16:10:58,
7,2088115955,대건통신건설(주),양승범,분석,111592830,85.6,87.775,87.005,-0.84239 (99.15761),4 14,2018/02/28 08:59:08,
8,2068113024,(주)신우콤,곽영석,분석,111593900,85.6,87.776,87.006,-0.84144 (99.15856),3 11,2018/02/26 11:09:57,
9,1138135425,(주)뉴넷팝,이경택,분석,111594252,85.6,87.776,87.006,-0.84113 (99.15887),10 12,2018/02/27 10:43:52,
10,1148176981,(주)용희시스템,김한병,분석,111602150,85.6,87.782,87.013,-0.83411 (99.16589),9 6,2018/02/27 10:00:35,
11,1018197466,주식회사콤위즈,정윤권,분석,111604860,85.8,87.785,87.015,-0.83170 (99.1683),14 3,2018/02/27 17:13:13,
12,1148672452,(주)써티웨어,고병도,분석,111608908,85.8,87.788,87.018,-0.82811 (99.17189),1 4,2018/02/26 09:33:27,
13,4118146506,케이엠티시스템 주식회사,김정식,분석,111616000,85.8,87.793,87.023,-0.82180 (99.1782),7 2,2018/02/28 09:11:26,
14,2108149521,주식회사 구일일무인경비시스템,박종철,분석,111616800,85.8,87.794,87.024,-0.82109 (99.17891),14 2,2018/02/28 10:04:28,
15,2118168569,삼익정보통신(주),김진섭,분석,111618000,86.0,87.795,87.025,-0.82003 (99.17997),9 11,2018/02/23 17:41:48,
16,1058179892,(주)지에스컴,김형호,분석,111619488,86.0,87.796,87.026,-0.81870 (99.1813),15 3,2018/02/27 07:57:21,
17,1058173369,(주)신한개발,이종순,분석,111619580,86.0,87.796,87.026,-0.81862 (99.18138),9 2,2018/02/26 15:30:47,
