순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1068679911,(주)효성정보통신  [최종낙찰],김도건,분석,506780600,45.0,86.746,87.16,0.47929 (100.47929),3 11,2015/01/14 08:46:10,
2,2068123425,에프투텔레콤(주),최기동,분석,506794220,45.0,86.749,87.163,0.48200 (100.482),12 3,2015/01/15 11:35:13,
3,2018166259,(주)혁성씨앤씨,갈건일,분석,506803800,45.0,86.75,87.164,0.48389 (100.48389),10 12,2015/01/15 09:37:47,
4,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,506804307,45.0,86.751,87.164,0.48400 (100.484),1 2,2015/01/15 17:16:20,
5,2178140711,주식회사 넥슨통신,신철구,분석,506810000,45.0,86.752,87.165,0.48512 (100.48512),15 10,2015/01/14 14:04:34,
6,2148108857,대동종합전설 주식회사,문대중,분석,506815655,45.0,86.752,87.166,0.48625 (100.48625),1 6,2015/01/14 13:57:25,
7,2098121862,거우전설주식회사,김영훈,분석,506817147,45.0,86.753,87.167,0.48654 (100.48654),11 14,2015/01/15 11:03:22,
8,1138145530,송림기술주식회사,채동훈,분석,506818176,45.0,86.753,87.167,0.48674 (100.48674),2 12,2015/01/15 13:52:55,
9,2208680918,(주)엠디엠알,이재원,분석,506854230,45.2,86.759,87.173,0.49389 (100.49389),3 13,2015/01/16 02:52:50,
10,1198611222,(주)제이에이티,이세창,분석,506854793,45.2,86.759,87.173,0.49401 (100.49401),9 1,2015/01/14 17:51:17,
11,1078143707,(주)신창전기,홍성수,분석,506863310,45.2,86.761,87.174,0.49569 (100.49569),5 4,2015/01/14 09:42:14,
12,2148724941,한빛시스템주식회사,윤명호,분석,506864326,45.2,86.761,87.175,0.49590 (100.4959),3 9,2015/01/14 10:04:32,
13,2048137258,대신엔에스(주),정동진,분석,506880960,45.2,86.764,87.178,0.49919 (100.49919),13 12,2015/01/15 13:42:14,
14,1180217524,아이디일렉콤,송효양,분석,506913754,45.4,86.769,87.183,0.50570 (100.5057),12 7,2015/01/16 09:43:08,
15,1068601053,(주)크로스젠,조효희,분석,506988680,45.6,86.782,87.196,0.52055 (100.52055),13 4,2015/01/15 17:25:23,
16,1208105711,(주) 삼진일렉스,김성관,분석,506991425,45.6,86.783,87.197,0.52110 (100.5211),5 10,2015/01/16 08:41:51,
17,1198649126,태광에스엠주식회사,전현용,분석,507005000,45.8,86.785,87.199,0.52379 (100.52379),3 4,2015/01/16 07:21:08,
18,1078640952,(주)바비젼,이주일,분석,507005500,45.8,86.785,87.199,0.52389 (100.52389),15 1,2015/01/16 09:25:50,
19,1188111452,동화전자산업(주),김종화,분석,507053230,45.8,86.793,87.207,0.53335 (100.53335),5 15,2015/01/16 08:27:02,
20,1138163218,(주)신성하이텍,성성모,분석,507106990,46.0,86.802,87.216,0.54401 (100.54401),4 8,2015/01/15 09:29:11,
21,2148811443,(주)우신지엘에스,문경종,분석,507112470,46.0,86.803,87.217,0.54509 (100.54509),3 15,2015/01/15 09:21:03,
22,1088195004,(주)한양케이앤이,김홍인,분석,507119530,46.0,86.804,87.219,0.54649 (100.54649),5 2,2015/01/15 08:39:34,
23,1088175497,삼인시스텍(주),김용대,분석,507124259,46.2,86.805,87.219,0.54743 (100.54743),9 7,2015/01/16 09:32:55,
24,2048602074,주식회사하이원텔레콤,이은순,분석,507125688,46.2,86.806,87.22,0.54772 (100.54772),13 7,2015/01/15 10:00:14,
25,2118698428,테크노빌리지 주식회사,유인목,분석,507136178,46.2,86.807,87.221,0.54980 (100.5498),1 8,2015/01/14 19:24:34,
26,1108132924,하나네트(주),김재한,분석,507136994,46.2,86.807,87.222,0.54996 (100.54996),5 6,2015/01/13 18:20:06,
27,2188114856,서교정보통신(주),김기설,분석,507137180,46.2,86.808,87.222,0.54999 (100.54999),3 1,2015/01/16 09:19:53,
28,1058161048,서울데이타통신(주),이희승,분석,507151800,46.2,86.81,87.224,0.55289 (100.55289),13 6,2015/01/15 10:59:28,
29,1018622432,(주)멕텔레콤,어연,분석,507194180,46.4,86.817,87.231,0.56130 (100.5613),3 7,2015/01/13 11:28:23,
30,2038159910,태영통신전설(주),김진기,분석,507205276,46.4,86.819,87.233,0.56350 (100.5635),12 11,2015/01/16 09:13:42,
31,1198174839,(주)선진솔루션,송성재,분석,507208860,46.4,86.82,87.234,0.56421 (100.56421),7 8,2015/01/15 14:53:38,
32,1218140540,영현정보통신(주),김두식,분석,507218019,46.4,86.821,87.235,0.56602 (100.56602),2 14,2015/01/16 09:15:21,
33,2208176739,(주)케이써비스,이난희,분석,507252181,46.6,86.827,87.241,0.57280 (100.5728),5 1,2015/01/14 11:01:46,
34,1058797140,대성전기통신 주식회사,김영옥,분석,507254199,46.6,86.828,87.242,0.57320 (100.5732),13 2,2015/01/13 23:02:06,
35,2148105563,(주)인성이엔씨,김규만,분석,507256216,46.6,86.828,87.242,0.57360 (100.5736),4 7,2015/01/13 10:33:31,
36,2018126882,(주)예사전자,공춘택,분석,507277810,46.6,86.832,87.246,0.57788 (100.57788),7 9,2015/01/15 16:03:50,
37,2048160856,(주)천양네트웍스,이국상,분석,507304100,46.8,86.836,87.25,0.58309 (100.58309),8 4,2015/01/13 10:07:27,
38,1088114068,(주)대인정보통신,유재호,분석,507315002,46.8,86.838,87.252,0.58525 (100.58525),13 14,2015/01/15 18:36:58,
39,2048161869,(주)근영이엔씨,이성영,분석,507343470,46.8,86.843,87.257,0.59089 (100.59089),3 1,2015/01/14 09:24:06,
40,1018151776,(주)지디시,김승환,분석,507348011,46.8,86.844,87.258,0.59180 (100.5918),5 10,2015/01/15 11:02:44,
41,2058126341,종합전기 주식회사,김유훈,분석,507357090,47.0,86.845,87.259,0.59360 (100.5936),2 15,2015/01/16 08:25:53,
42,2158686415,(주)새빛엔에스,김상욱,분석,507357600,47.0,86.845,87.26,0.59370 (100.5937),15 10,2015/01/13 16:43:47,
43,2298119166,(주)삼영기업,금동흠,분석,507380000,47.0,86.849,87.263,0.59814 (100.59814),4 9,2015/01/15 10:14:36,
44,1068641638,(주)매트릭스미디어,김진성,분석,507388500,47.0,86.851,87.265,0.59982 (100.59982),1 9,2015/01/16 09:17:13,
45,1208176706,주식회사 에이엔피네트,안순왕,분석,507392550,47.0,86.851,87.266,0.60063 (100.60063),7 14,2015/01/13 12:07:39,
46,1013899212,현대아이텍,김청호,분석,507411056,47.0,86.854,87.269,0.60430 (100.6043),7 15,2015/01/14 23:15:21,
47,2208114219,서림기전개발(주),송석웅,분석,507414590,47.2,86.855,87.269,0.60500 (100.605),10 3,2015/01/16 09:10:27,
48,1138184945,에스엠티정보기술(주),이묵희,분석,507448194,47.2,86.861,87.275,0.61166 (100.61166),8 4,2015/01/15 20:12:15,
49,2078130685,(주)다성이앤씨,김현권,분석,507509900,47.4,86.871,87.286,0.62389 (100.62389),10 8,2015/01/15 10:03:03,
