순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1188109785,주식회사 안세기술  [최종낙찰],이용안,분석,163295300,85.0,87.746,88.669,0.09264 (100.09264),7 1,2023/08/09 16:30:14,
2,2108168358,주식회사 영호전기통신,조소연,분석,163303149,85.0,87.751,88.673,0.09750 (100.0975),10 7,2023/08/09 12:44:15,
3,1088178984,(주)포소드,마명철,분석,163311810,85.2,87.756,88.678,0.10286 (100.10286),5 13,2023/08/09 17:11:54,
4,1088107572,세빈테크(주),박재영,분석,163313426,85.2,87.757,88.679,0.10386 (100.10386),11 5,2023/08/09 17:59:32,
5,1018642326,한우이앤에스(주),변준석,분석,163313786,85.2,87.757,88.679,0.10408 (100.10408),3 8,2023/08/09 18:13:54,
6,2158168275,천마정보통신(주),황범만,분석,163315000,85.2,87.757,88.679,0.10483 (100.10483),14 13,2023/08/08 23:45:44,
7,1068164354,(주)코알라전자시스템,장종기,분석,163318010,85.2,87.759,88.681,0.10669 (100.10669),8 11,2023/08/09 22:32:55,
8,8418600934,주식회사 디토시스,이민용,분석,163331750,85.4,87.767,88.689,0.11520 (100.1152),8 11,2023/08/10 09:52:56,
9,2108156959,두레에스텍 주식회사,유의근,분석,163333600,85.4,87.768,88.69,0.11634 (100.11634),12 6,2023/08/09 14:59:45,
10,3078139254,주식회사 다승텔레콤,오세좌,분석,163334384,85.4,87.769,88.69,0.11683 (100.11683),9 14,2023/08/08 15:36:44,
11,2208869047,양지전기 주식회사,박승연,분석,163341450,85.4,87.773,88.694,0.12120 (100.1212),11 15,2023/08/08 14:05:46,
12,1298137942,주식회사 자이온티앤에스,예용기,분석,163341930,85.4,87.773,88.694,0.12149 (100.12149),15 3,2023/08/08 10:05:25,
13,2398801380,주식회사 플러스파크,이선희,분석,163346778,85.6,87.776,88.697,0.12450 (100.1245),14 15,2023/08/09 17:37:53,
14,1138629419,(주)에스이든,하태정,분석,163350330,85.6,87.778,88.699,0.12669 (100.12669),1 5,2023/08/08 19:16:35,
15,4278601362,주식회사 케이엔테크,고범철,분석,163350600,85.6,87.778,88.699,0.12686 (100.12686),11 15,2023/08/08 21:06:57,
16,2021067983,엘지전자통신공사,최태익,분석,163353727,85.6,87.78,88.7,0.12880 (100.1288),1 12,2023/08/04 11:18:13,
17,2158643395,민네트워크(주),황상택,분석,163356600,85.6,87.782,88.702,0.13057 (100.13057),3 9,2023/08/03 16:52:08,
18,1078746443,(주)라인테크놀로지,유현식,분석,163360352,85.6,87.784,88.704,0.13290 (100.1329),13 12,2023/08/09 16:28:22,
19,2158171649,(주)삼삼통신기술,홍성판,분석,163362200,85.8,87.785,88.705,0.13404 (100.13404),13 1,2023/08/08 08:56:50,
20,2298139274,(주)영풍전력설비,심문수,분석,163363670,85.8,87.786,88.706,0.13495 (100.13495),10 3,2023/08/09 10:49:56,
21,1108131416,중앙하이텔 주식회사,윤석래,분석,163365220,85.8,87.787,88.707,0.13591 (100.13591),3 11,2023/08/09 10:21:24,
22,2128166939,주식회사 연일전력,최희성,분석,163374087,85.8,87.792,88.712,0.14139 (100.14139),7 2,2023/08/08 09:32:05,
23,1178155699,유림씨스템통신(주),권영성,분석,163374249,85.8,87.792,88.712,0.14150 (100.1415),8 5,2023/08/10 09:43:03,
24,1198172336,정보와기술 주식회사,이충근,분석,163374740,85.8,87.792,88.712,0.14180 (100.1418),8 9,2023/08/09 15:33:07,
25,2108160017,(주)누리온정보통신,박종수,분석,163381068,86.0,87.796,88.715,0.14572 (100.14572),7 15,2023/08/09 09:15:33,
26,1078211162,사회복지법인한국노인생활지원재단,이주희,분석,163382005,86.0,87.797,88.716,0.14629 (100.14629),6 4,2023/08/09 11:59:41,
27,2148823314,화인정보기술주식회사,이명우,분석,163387000,86.0,87.799,88.719,0.14939 (100.14939),12 1,2023/08/09 09:11:24,
28,1068619761,(주) 한걸음정보통신,정진원,분석,163390408,86.0,87.801,88.72,0.15150 (100.1515),10 2,2023/08/08 18:37:00,
29,8978600790,로봇앤컴 주식회사,이경일,분석,163390740,86.0,87.802,88.721,0.15170 (100.1517),2 13,2023/08/07 09:40:10,
30,1138602574,주식회사 큐디스,김성진,분석,163395750,86.2,87.805,88.723,0.15480 (100.1548),15 1,2023/08/09 09:23:36,
31,1138618964,주식회사 에스엠플러스정보통신,왕성모,분석,163396870,86.2,87.805,88.724,0.15549 (100.15549),2 8,2023/08/09 08:09:14,
32,1058718276,에이원게이트 주식회사,이옥경,분석,163414000,86.4,87.815,88.733,0.16609 (100.16609),2 7,2023/08/09 07:00:06,
33,6318800044,화인씨엔이 주식회사,김영심,분석,163416829,86.4,87.817,88.735,0.16785 (100.16785),5 15,2023/08/04 14:16:02,
34,2048639509,주식회사 대한유비텍,이우영,분석,163420210,86.4,87.819,88.737,0.16994 (100.16994),1 13,2023/08/07 09:26:20,
35,1858801633,삼보종합이앤씨주식회사,공갑배,분석,163423535,86.4,87.821,88.738,0.17200 (100.172),1 13,2023/08/10 09:02:10,
