순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,2048651425,주식회사 메이사운드  [최종낙찰],심문섭,분석,138833450,85.0,88.935,89.15,-0.2011 (99.7989),4 14,2023/12/01 09:25:50,
2,1068648117,주식회사 티원엘에스,김영규,분석,138833580,85.0,88.935,89.15,-0.2011 (99.7989),7 2,2023/11/30 18:53:59,
3,1098133637,주식회사 화인컴,김창만,분석,138834280,85.0,88.936,89.151,-0.2006 (99.7994),8 6,2023/12/01 09:22:55,
4,1058130768,세원전설 주식회사,최영래,분석,138834700,85.0,88.936,89.151,-0.2003 (99.7997),10 5,2023/12/01 16:40:07,
5,1128126393,주식회사 승도이엔씨,신종성,분석,138835400,85.0,88.937,89.151,-0.1997 (99.8003),1 8,2023/12/04 09:15:22,
6,1198615820,프리커스(주),최훈,분석,138837218,85.0,88.938,89.152,-0.1984 (99.8016),10 14,2023/12/01 08:44:46,
7,3808700630,주식회사 퍼니포커스,김환영,분석,138840620,85.0,88.94,89.155,-0.1960 (99.804),11 13,2023/12/04 09:32:38,
8,2188114856,서교정보통신(주),김기설,분석,138842074,85.0,88.941,89.156,-0.1949 (99.8051),13 9,2023/11/30 19:47:59,
9,1198173261,주식회사 현대네트웍기술,조성익,분석,138843050,85.0,88.942,89.156,-0.1942 (99.8058),2 5,2023/11/30 14:45:50,
10,2068179706,(주)씨엠유니버샬,전재용,분석,138850685,85.0,88.947,89.161,-0.1888 (99.8112),4 2,2023/12/01 09:25:52,
11,2170366237,염광통신공사,기홍용,분석,138855985,85.0,88.95,89.165,-0.1849 (99.8151),7 5,2023/12/02 06:17:00,
12,5258602705,(주)세화 텔링크,이옥임,분석,138856480,85.0,88.951,89.165,-0.1846 (99.8154),3 8,2023/12/02 20:12:10,
13,4208700205,주식회사 가은씨앤에스,양미영,분석,138860850,85.0,88.954,89.168,-0.1815 (99.8185),6 11,2023/12/04 08:18:01,
14,2148823314,화인정보기술주식회사,이명우,분석,138861968,85.0,88.954,89.168,-0.1806 (99.8194),1 4,2023/12/01 09:26:49,
15,2117299696,성원전자통신,성기신,분석,138867670,85.0,88.958,89.172,-0.1766 (99.8234),14 4,2023/11/30 19:21:25,
16,1098611773,주식회사상현엔지니어링,이재권,분석,138869897,85.0,88.96,89.173,-0.1749 (99.8251),10 6,2023/12/04 08:44:49,
17,1058133654,백상코퍼레이션(주),김중권,분석,138874500,85.0,88.963,89.176,-0.1716 (99.8284),12 1,2023/12/01 16:45:13,
18,1098603050,(주)이루기술,박지현,분석,138875879,85.0,88.964,89.177,-0.1706 (99.8294),3 2,2023/12/01 09:25:42,
19,2158168163,블루엔이(주),정홍채,분석,138883808,85.0,88.969,89.182,-0.1649 (99.8351),15 2,2023/11/30 11:32:14,
20,1078143707,(주)신창전기,홍성수,분석,138884504,85.0,88.969,89.183,-0.1644 (99.8356),15 2,2023/12/04 09:13:00,
21,2040371641,한서전자,김영옥,분석,138890207,85.0,88.973,89.187,-0.1603 (99.8397),5 13,2023/11/30 10:01:42,
22,4318600057,주식회사 엘제이텍,임재우,분석,138891839,85.0,88.974,89.188,-0.1592 (99.8408),7 12,2023/11/30 14:34:24,
23,1068601621,주식회사 동양타브,이세근,분석,138893129,85.0,88.975,89.188,-0.1582 (99.8418),2 14,2023/11/30 11:46:20,
24,1078713433,(주)스마트게이트,김민우,분석,138894660,85.0,88.976,89.189,-0.1571 (99.8429),15 9,2023/11/30 17:26:38,
25,2128197392,금수티아이주식회사,이형주,분석,138896490,85.0,88.977,89.191,-0.1558 (99.8442),13 15,2023/12/01 09:21:18,
26,2338109798,구스텍 주식회사,고중구,분석,138897719,85.0,88.978,89.191,-0.1549 (99.8451),9 2,2023/12/01 11:35:34,
27,2208143387,(주)글로벌텔레콤,서승현,분석,138899950,85.0,88.98,89.193,-0.1533 (99.8467),10 11,2023/12/03 15:10:42,
28,7998800243,주식회사 비티엘정보통신,최성진,분석,138901190,85.0,88.981,89.194,-0.1525 (99.8475),15 4,2023/12/01 16:32:02,
29,2018643926,두전네트웍스 주식회사,김병현,분석,138907600,85.0,88.985,89.198,-0.1478 (99.8522),8 2,2023/12/01 09:24:18,
30,2158159534,하이텍앤솔 주식회사,정구천,분석,138908430,85.0,88.985,89.198,-0.1473 (99.8527),15 9,2023/12/01 22:17:09,
31,2198116973,건아정보기술 주식회사,심광호,분석,138909163,85.0,88.986,89.199,-0.1467 (99.8533),14 10,2023/11/30 14:15:11,
32,1058110006,삼성전기산업 주식회사,박소연,분석,138909680,85.0,88.986,89.199,-0.1464 (99.8536),10 11,2023/12/04 08:43:35,
33,1358178502,주식회사 디알네트웍스,이기영,분석,138911630,85.0,88.988,89.2,-0.1449 (99.8551),15 8,2023/12/01 11:42:50,
34,2158607273,(주)미주전통,장원식,분석,138925542,85.0,88.997,89.209,-0.1349 (99.8651),3 9,2023/11/30 20:35:47,
35,1068653279,주식회사 랜오아시스,서진선,분석,138934167,85.0,89.003,89.215,-0.1287 (99.8713),15 7,2023/12/01 08:47:19,
36,1348182624,(주)이앤에스알앤디,이봉희,분석,138935400,85.0,89.003,89.216,-0.1279 (99.8721),5 3,2023/12/01 08:35:45,
37,1018126108,(주)일능,심금자,분석,138939453,85.0,89.006,89.218,-0.1249 (99.8751),15 8,2023/11/30 13:33:26,
38,1078724454,정일씨엔아이(주),유지봉,분석,138941679,85.0,89.008,89.22,-0.1233 (99.8767),5 11,2023/11/30 13:01:53,
39,2098112984,(주)고덕종합건설,김진영,분석,138948590,85.0,89.012,89.224,-0.1184 (99.8816),11 12,2023/12/01 10:43:00,
40,1208633380,(주)에스에스통신,이종필,분석,138953364,85.0,89.015,89.227,-0.1149 (99.8851),12 14,2023/11/30 15:30:48,
41,2178601498,주식회사 엔키텍,원영춘,분석,138955174,85.0,89.017,89.228,-0.1136 (99.8864),10 5,2023/12/02 10:28:21,
42,2208117292,(주)동아종합전력,민정기,분석,138956982,85.0,89.018,89.229,-0.1123 (99.8877),7 4,2023/11/30 13:10:18,
43,1138131356,중원기전(주),김창중,분석,138965860,85.0,89.024,89.235,-0.1060 (99.894),2 11,2023/12/01 08:58:25,
44,1018148698,(주)석산텔레콤,박봉환,분석,138966163,85.0,89.024,89.235,-0.1057 (99.8943),7 15,2023/12/04 08:51:24,
45,1018139321,(주)세웅정보통신,장우진,분석,138967276,85.0,89.025,89.236,-0.1049 (99.8951),9 15,2023/12/04 08:59:36,
46,1098167078,(주)에스씨네트,이계영,분석,138969220,85.0,89.026,89.237,-0.1036 (99.8964),9 15,2023/11/30 10:24:34,
47,2018199051,나루씨앤씨주식회사,이상협,분석,138971032,85.0,89.027,89.238,-0.1022 (99.8978),14 11,2023/11/30 11:15:05,
48,1358131171,(주)금성전기통신공사,김윤환,분석,138976840,85.0,89.031,89.242,-0.0981 (99.9019),5 9,2023/11/30 14:09:42,
49,1088195004,(주)한양케이앤이,김홍인,분석,138987512,85.0,89.038,89.249,-0.0904 (99.9096),12 10,2023/12/01 09:32:18,
50,2018176136,(주)휴넷시스템,김초영,분석,138994125,85.0,89.043,89.253,-0.0856 (99.9144),5 10,2023/11/30 14:38:27,
51,2048137258,대신엔에스(주),정동진,분석,138998520,85.0,89.046,89.256,-0.0825 (99.9175),14 15,2023/12/01 09:27:02,
52,2068613975,세인에스앤씨(주),손은숙,분석,139005255,85.0,89.05,89.26,-0.0776 (99.9224),9 2,2023/12/03 21:43:51,
53,2148781807,(주)창리정보통신,정종호,분석,139008731,85.0,89.052,89.263,-0.0751 (99.9249),7 2,2023/12/04 09:48:28,
54,1050296111,중앙전자통신,김용수,분석,139008732,85.0,89.052,89.263,-0.0751 (99.9249),15 2,2023/12/01 12:36:01,
55,2208615417,마인드원 주식회사,차희원,분석,139009570,85.0,89.053,89.263,-0.0745 (99.9255),12 1,2023/12/04 09:55:56,
56,1188109785,주식회사 안세기술,이용안,분석,139015131,85.0,89.057,89.267,-0.0705 (99.9295),8 10,2023/12/04 09:09:32,
57,3128196859,주식회사 가델,김정민,분석,139015300,85.0,89.057,89.267,-0.0704 (99.9296),9 1,2023/11/30 22:20:51,
58,1168111572,남성기전(주),최전남,분석,139019582,85.0,89.06,89.27,-0.0673 (99.9327),14 3,2023/11/30 13:28:50,
59,6218602134,(주)플러스전력,이하일,분석,139019860,85.0,89.06,89.27,-0.0672 (99.9328),4 14,2023/12/01 00:34:52,
60,2028136990,(주)무궁화전자,이효형,분석,139021690,85.0,89.061,89.271,-0.0658 (99.9342),3 7,2023/12/01 08:42:52,
61,1068644033,(주)코맥스디에스씨,안병호,분석,139023200,85.0,89.062,89.272,-0.0647 (99.9353),5 4,2023/12/01 18:17:18,
62,1108185057,(주)제이에스넷시스템,이상철,분석,139030400,85.0,89.067,89.277,-0.0596 (99.9404),14 9,2023/12/04 09:44:47,
63,1198153493,(주)경성네트웍,편해용,분석,139036980,85.0,89.071,89.281,-0.0548 (99.9452),4 12,2023/12/01 15:59:56,
64,1138655784,주식회사 유씨큐넷,김경,분석,139037528,85.0,89.072,89.281,-0.0544 (99.9456),9 15,2023/11/30 17:53:55,
65,1180565240,성보전자통신,양행천,분석,139041920,85.0,89.075,89.284,-0.0513 (99.9487),7 1,2023/12/04 07:33:19,
66,1198639540,주식회사 새누,황선오,분석,139048520,85.0,89.079,89.288,-0.0465 (99.9535),5 3,2023/11/30 10:43:54,
67,1108127950,서경전기(주),이종환,분석,139049946,85.0,89.08,89.289,-0.0455 (99.9545),3 2,2023/12/04 07:39:54,
68,1208166080,(주)기산텔레콤,박병기,분석,139050560,85.0,89.08,89.289,-0.0451 (99.9549),7 14,2023/12/01 18:41:08,
69,1078161011,(주)장수커뮤니케이션즈,김현수,분석,139050740,85.0,89.08,89.29,-0.0450 (99.955),15 5,2023/12/01 09:03:44,
70,1138146387,(주)대산시스템,전재수,분석,139053109,85.0,89.082,89.291,-0.0432 (99.9568),4 1,2023/12/04 09:08:48,
71,1198118405,우광기전(주),이기진,분석,139053950,85.0,89.083,89.292,-0.0426 (99.9574),14 7,2023/12/04 08:42:41,
72,1198175027,(주)케이웍스,김영주,분석,139056790,85.0,89.084,89.293,-0.0406 (99.9594),1 4,2023/12/01 08:12:22,
73,2108124739,(주)한성기술개발,서창식,분석,139057144,85.0,89.085,89.294,-0.0403 (99.9597),8 5,2023/12/03 22:01:04,
74,1088611746,에스비엠텔레콤(주),홍은수,분석,139062420,85.0,89.088,89.297,-0.0366 (99.9634),6 15,2023/12/03 22:08:06,
75,1138629821,동문이엔티 주식회사,송요일,분석,139068411,85.0,89.092,89.301,-0.0322 (99.9678),12 11,2023/12/01 13:21:50,
76,1048142446,주식회사 디에스 이앤티,양종만,분석,139076897,85.0,89.098,89.306,-0.0261 (99.9739),8 9,2023/12/01 09:18:45,
77,2018147460,태성전기통신(주),이덕우,분석,139076966,85.0,89.098,89.306,-0.0261 (99.9739),3 11,2023/12/01 12:55:33,
78,1358145603,한라인포넷(주),장경민,분석,139079123,85.0,89.099,89.308,-0.0245 (99.9755),14 10,2023/12/02 14:54:32,
79,1138621101,(주)아이피로드,강철지,분석,139080294,85.0,89.1,89.309,-0.0237 (99.9763),7 3,2023/12/04 09:12:47,
80,1188110211,(주)텔레텍코리아,윤광수,분석,139085400,85.0,89.104,89.312,-0.0200 (99.98),14 4,2023/11/30 16:52:04,
81,2158691790,에이브이에스텍(주),박주영,분석,139086078,85.0,89.104,89.312,-0.0195 (99.9805),13 8,2023/11/30 12:13:08,
82,2118691240,거성일렉콤(주),박성래,분석,139088208,85.0,89.105,89.314,-0.0180 (99.982),6 7,2023/11/30 11:23:14,
83,6358700388,(주)예본아이디,김정민,분석,139089139,85.0,89.106,89.314,-0.0173 (99.9827),4 9,2023/11/30 10:22:28,
84,1138151895,주식회사 온리정보통신,김서규,분석,139095678,85.0,89.11,89.318,-0.0126 (99.9874),4 7,2023/12/01 16:11:04,
85,1088175857,주식회사 리드앤컴퍼니,이귀남,분석,139097110,85.0,89.111,89.319,-0.0116 (99.9884),8 6,2023/12/01 08:21:00,
86,2298139274,(주)영풍전력설비,심문수,분석,139099080,85.0,89.113,89.321,-0.0102 (99.9898),2 12,2023/12/01 13:12:32,
