순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,3108113681,에이엠테크주식회사,노병훈,분석,476789110,69.0,87.949,88.505,0.1823 (100.1823),5 4,2023/06/29 23:54:28,
1,2818802283,주식회사 정우테크,김동욱,분석,476789110,69.0,87.949,88.505,0.1823 (100.1823),9 1,2023/06/29 17:22:29,
3,2140875125,삼화전기정보통신공사,석동욱,분석,476789590,69.0,87.949,88.505,0.1824 (100.1824),8 14,2023/06/29 20:04:31,
4,1078155407,(주)윤익계전,안용준,분석,476792250,69.0,87.949,88.505,0.1829 (100.1829),13 3,2023/06/28 11:13:11,
5,1308182281,주식회사 상아엠에스디,성은주,분석,476792910,69.0,87.95,88.505,0.1830 (100.183),4 8,2023/06/30 08:41:43,
6,2038154837,케이전기통신 주식회사,김형수,분석,476796724,69.0,87.95,88.506,0.1839 (100.1839),1 12,2023/06/28 10:17:37,
7,2040371641,한서전자,김영옥,분석,476798151,69.0,87.951,88.506,0.1842 (100.1842),15 1,2023/06/28 10:29:48,
8,2108168358,주식회사 영호전기통신,조소연,분석,476799104,69.0,87.951,88.506,0.1844 (100.1844),3 8,2023/06/30 07:53:12,
9,1058161048,서울데이타통신(주),이희승,분석,476799580,69.0,87.951,88.506,0.1845 (100.1845),2 9,2023/06/28 10:41:58,
10,2208106252,주식회사 중선아이티씨,김학선,분석,476799600,69.0,87.951,88.507,0.1845 (100.1845),9 8,2023/06/28 17:50:37,
11,1208612783,주식회사 나오디지탈,안병우,분석,476802920,69.0,87.952,88.507,0.1852 (100.1852),2 7,2023/06/29 09:22:33,
12,1108175767,(주)에스에이치전기,김성태,분석,476803870,69.0,87.952,88.507,0.1854 (100.1854),1 13,2023/06/28 16:22:34,
13,1248685347,주식회사 맥스텍,김영운,분석,476806849,69.0,87.952,88.508,0.1860 (100.186),2 7,2023/06/28 12:10:39,
14,1068660843,세중물산 주식회사,김용욱,분석,476810525,69.0,87.953,88.509,0.1868 (100.1868),12 9,2023/06/29 11:25:08,
15,2078109289,栗林建設 株式會社,윤석율,분석,476812000,69.0,87.953,88.509,0.1871 (100.1871),15 8,2023/06/30 08:30:37,
16,1058606434,(주)케이디정보기술,이종오,분석,476812046,69.0,87.953,88.509,0.1871 (100.1871),14 1,2023/06/30 08:56:19,
17,1078197386,(주)아리네트웍스,성동식,분석,476813120,69.0,87.953,88.509,0.1873 (100.1873),14 7,2023/06/30 09:48:20,
18,1238186692,세원시스텍(주),최석규,분석,476813857,69.0,87.954,88.509,0.1875 (100.1875),15 11,2023/06/29 09:00:47,
19,2048105154,우일정보기술 주식회사,이오,분석,476815285,69.0,87.954,88.509,0.1878 (100.1878),5 1,2023/06/29 15:40:35,
20,1138663095,아이투케이코리아 주식회사,인여훈,분석,476820591,69.2,87.955,88.51,0.1889 (100.1889),6 14,2023/06/28 13:05:41,
21,1388143337,주식회사 디지탈라인,강성진,분석,476823851,69.2,87.956,88.511,0.1896 (100.1896),11 3,2023/06/29 08:08:33,
22,1018172790,(주)공신데이타,서만식,분석,476824328,69.2,87.956,88.511,0.1897 (100.1897),7 10,2023/06/29 10:00:00,
23,2148888151,주식회사 씨앤피테크,제해동,분석,476830040,69.2,87.957,88.512,0.1909 (100.1909),7 12,2023/06/30 08:35:53,
24,1328152594,(주)서원이엔씨,서철우,분석,476839090,69.2,87.958,88.514,0.1928 (100.1928),13 9,2023/06/28 10:02:33,
25,6378101421,주식회사 도현이앤지,양효진,분석,476841020,69.2,87.959,88.514,0.1932 (100.1932),14 15,2023/06/28 23:37:35,
26,1308128593,주식회사 엔제이이앤씨,김미경,분석,476842413,69.2,87.959,88.514,0.1935 (100.1935),8 13,2023/06/28 10:52:21,
27,5038605245,주식회사 대륜통신,김병선,분석,476845743,69.2,87.96,88.515,0.1942 (100.1942),13 1,2023/06/28 10:10:04,
28,8018702042,주식회사 앤트,전종수,분석,476846220,69.2,87.96,88.515,0.1943 (100.1943),15 8,2023/06/29 20:44:14,
29,1108139892,(주)이화텔레콤,윤영배,분석,476852890,69.2,87.961,88.516,0.1957 (100.1957),6 11,2023/06/28 10:11:41,
30,1258164205,주현전기(주),김영협,분석,476853070,69.2,87.961,88.516,0.1957 (100.1957),1 4,2023/06/30 07:45:40,
31,1278181893,오푸스(주),허도영,분석,476859420,69.2,87.962,88.518,0.1970 (100.197),11 10,2023/06/29 06:55:07,
32,6508100027,다온정보시스템 주식회사,김연정,분석,476859545,69.2,87.962,88.518,0.1971 (100.1971),5 4,2023/06/28 20:55:06,
33,1168175601,한빛인프라소닉(주),이한철,분석,476860500,69.2,87.963,88.518,0.1973 (100.1973),14 4,2023/06/30 08:52:33,
34,1138195817,(주)베스트일렉트로닉스,최경원,분석,476861440,69.2,87.963,88.518,0.1974 (100.1974),1 8,2023/06/29 11:37:59,
35,1058693453,주식회사태융정보통신,문성준,분석,476862870,69.2,87.963,88.518,0.1977 (100.1977),9 4,2023/06/30 00:55:38,
