순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1298604863.0,주식회사 핍스,배수경,분석,21307700,88.038,87.219,-0.59901 (99.40099),,2014/04/30 10:13:11,01순위
2,1238190158.0,(주)두성미디어,정재득,분석,21396100,88.403,87.581,-0.18662 (99.81338),,2014/04/30 09:39:44,02순위
3,3052148506.0,오알커뮤니케이션,이호진,분석,21433270,88.557,87.733,-0.01322 (99.98678),,2014/04/30 10:39:48,03순위
4,1088607510.0,애드온스마트 주식회사,신승자,분석,21443070,88.597,87.773,0.03249 (100.03249),,2014/05/01 03:29:51,04순위
5,1248685084.0,(주)호현시스템,곽호갑,분석,21444810,88.604,87.78,0.04061 (100.04061),,2014/04/30 10:26:55,05순위
6,2048188039.0,(주)한빛대일이엔씨,김경수,분석,21567615,89.112,88.283,0.61350 (100.6135),,2014/05/01 09:22:41,06순위
7,1318160413.0,(주)세븐전자코리아,김규근,분석,21610330,89.288,88.458,0.81277 (100.81277),,2014/04/30 16:19:44,07순위
8,1348143368.0,주식회사 디피엔,유선영,분석,21663780,89.509,88.676,1.06211 (101.06211),,2014/04/29 16:17:21,08순위
9,1408110372.0,(주)지성하이텍,송혜선,분석,21700000,89.659,88.825,1.23108 (101.23108),,2014/05/01 00:14:12,09순위
10,1388113342.0,지에스(주),김영미,분석,21726927,89.77,88.935,1.35669 (101.35669),,2014/04/28 16:30:20,10순위
11,1238621388.0,주식회사 창우,이창우,분석,21791920,90.039,89.201,1.65989 (101.65989),,2014/05/01 08:32:17,11순위
12,1348645982.0,현대위성네트워크 주식회사,전임선,분석,21824500,90.173,89.334,1.81188 (101.81188),,2014/05/01 08:02:12,12순위
13,1188114949.0,이주씨스템(주),이복균,분석,21876000,90.386,89.545,2.05212 (102.05212),,2014/04/30 10:45:31,13순위
14,,주식회사나래정보통신,강인구,분석,22237179,91.878,91.024,3.73703 (103.73703),,2014/04/28 18:30:49,14순위
15,1018605239.0,주식회사 뉴비젼이엔지,전대순,분석,22320120,92.221,91.363,4.12396 (104.12396),,2014/04/29 10:02:33,15순위
