순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2068601047,왕건전기 주식회사  [최종낙찰],한미라,분석,76358210,85.2,87.759,87.173,-0.65090 (99.3491),6 13,2014/07/21 09:04:37,
2,2038149028,대륭중공건설(주),박임우,분석,76366429,85.4,87.768,87.183,-0.64021 (99.35979),2 4,2014/07/18 14:43:45,
3,1068180878,(주)신보,박종규,분석,76371650,85.4,87.774,87.189,-0.63341 (99.36659),14 4,2014/07/21 09:09:35,
4,1048142446,(주)대성텔레콤,양종만,분석,76382635,85.8,87.787,87.201,-0.61912 (99.38088),13 14,2014/07/17 13:06:39,
5,1058714080,(주) 한일이앤에스,박완교,분석,76408625,86.4,87.817,87.231,-0.58531 (99.41469),8 9,2014/07/18 16:25:02,
6,1098120807,(주)케이비에스비즈니스,박갑진,분석,76408654,86.4,87.817,87.231,-0.58527 (99.41473),9 2,2014/07/21 07:46:29,
7,1128148285,(주)백제이앤씨,손흥도,분석,76417696,86.6,87.827,87.241,-0.57350 (99.4265),10 8,2014/07/17 07:59:03,
8,2108136991,샤인엔지니어링주식회사,김명수,분석,76418156,86.6,87.828,87.242,-0.57290 (99.4271),14 9,2014/07/14 14:45:26,
9,1058645500,태지종합건설(주),박원석,분석,76425700,86.8,87.836,87.25,-0.56309 (99.43691),2 8,2014/07/21 09:56:11,
10,2098121862,거우전설주식회사,김영훈,분석,76433314,87.0,87.845,87.259,-0.55318 (99.44682),14 13,2014/07/18 10:45:56,
11,2158119769,주식회사 남일기업,이범석,분석,76437986,87.0,87.851,87.264,-0.54710 (99.4529),6 5,2014/07/18 18:11:46,
12,1058162163,(주)대한종합산전,이섭,분석,76438450,87.0,87.851,87.265,-0.54650 (99.4535),9 12,2014/07/18 17:04:10,
13,2108156304,(주)한진트래픽,정호택,분석,76439585,87.0,87.852,87.266,-0.54502 (99.45498),9 1,2014/07/18 11:13:24,
14,2101135738,진영ENC,조근호,분석,76446132,87.2,87.86,87.274,-0.53651 (99.46349),1 15,2014/07/18 18:15:32,
15,2128168640,(주)진양이앤씨,이재돈,분석,76446748,87.2,87.861,87.274,-0.53570 (99.4643),5 15,2014/07/18 11:35:37,
16,2208660663,주식회사 데이타렉스,김정국,분석,76453818,87.4,87.869,87.283,-0.52650 (99.4735),10 11,2014/07/18 12:23:48,
17,2138198870,근우이엔비 주식회사,김재진,분석,76456969,87.4,87.872,87.286,-0.52241 (99.47759),15 4,2014/07/18 17:01:38,
18,2298138601,(주)우원씨앤이,이운재,분석,76461966,87.6,87.878,87.292,-0.51590 (99.4841),5 10,2014/07/16 14:27:15,
19,2168107645,(주)한신기전통신,한후수,분석,76467480,87.6,87.884,87.298,-0.50873 (99.49127),13 8,2014/07/16 13:05:54,
20,1118101759,신원전설(주),심한섭,분석,76471880,87.8,87.89,87.303,-0.50300 (99.497),12 1,2014/07/21 08:50:47,
21,2048126770,원영전력(주),유완상,분석,76491098,88.2,87.912,87.325,-0.47800 (99.522),13 6,2014/07/14 16:05:00,
22,2180761704,대성전기공사,소병천,분석,76498600,88.4,87.92,87.334,-0.46824 (99.53176),15 3,2014/07/21 03:29:21,
23,1068603240,태경이엘피 주식회사,김평석,분석,76500106,88.4,87.922,87.335,-0.46628 (99.53372),10 15,2014/07/21 09:50:07,
24,1058683498,(주)일동전력,김효신,분석,76503777,88.6,87.926,87.34,-0.46150 (99.5385),15 12,2014/07/17 20:26:37,
25,1208645800,이루자주식회사,김철성,분석,76517106,88.8,87.942,87.355,-0.44416 (99.55584),10 3,2014/07/19 00:21:23,
26,2048161869,(주)근영이엔씨,이성영,분석,76531138,89.2,87.958,87.371,-0.42590 (99.5741),8 3,2014/07/18 09:16:45,
27,1058113060,세연기공(주),곽상엽,분석,76537190,89.4,87.965,87.378,-0.41803 (99.58197),14 6,2014/07/21 11:13:04,
28,2188117964,(주)투윈스컴,박성하,분석,76545660,89.4,87.974,87.387,-0.40701 (99.59299),10 6,2014/07/18 07:12:12,
29,2158187404,두이전기통신(주),김진수,분석,76549580,89.6,87.979,87.392,-0.40191 (99.59809),2 14,2014/07/21 10:06:23,
30,2098111724,(주)석주기업,유영만,분석,76552967,89.6,87.983,87.396,-0.39750 (99.6025),7 6,2014/07/18 15:45:03,
31,2158603049,유니넷텍(주),김한호,분석,76561421,89.8,87.992,87.405,-0.38650 (99.6135),13 2,2014/07/21 10:23:51,
32,1058660665,(주)일신전업,김한경,분석,76564900,90.0,87.996,87.409,-0.38198 (99.61802),11 14,2014/07/18 13:41:16,
33,2068196840,주식회사 혜성이티에스,이상영,분석,76573965,89.8,88.007,87.42,-0.37018 (99.62982),4 10,2014/07/18 13:53:56,
34,1098603593,주식회사 완일이씨에스,김경창,분석,76576710,89.8,88.01,87.423,-0.36661 (99.63339),13 5,2014/07/21 09:27:09,
