순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2141179494,서울정보통신,김이성,분석,33379680,87.746,83.4,-4.95101 (95.04899),,2016/10/17 10:33:00,
2,2098149915,(주)브이에스컴텍,남성균,분석,33380760,87.749,83.403,-4.94793 (95.05207),,2016/10/18 09:37:00,
3,1408134995,주식회사 삼신씨엔에스,정명호,분석,33381710,87.751,83.405,-4.94523 (95.05477),,2016/10/18 09:34:00,
4,2098161262,주식회사 아이에스인텍,황관홍,분석,33383120,87.755,83.409,-4.94121 (95.05879),,2016/10/18 17:24:00,
5,1348730389,주식회사 아이티넷시스템,이병도,분석,33383920,87.757,83.411,-4.93893 (95.06107),,2016/10/18 10:28:00,
6,2318102601,주식회사 우정정보통신,박시우,분석,33384460,87.759,83.412,-4.93739 (95.06261),,2016/10/18 11:30:00,
7,1268629507,(주)화성정보통신,김석근,분석,33384585,87.759,83.412,-4.93704 (95.06296),,2016/10/18 17:31:00,
8,1148190678,(주)에드원텔레콤,김춘걸,분석,33387864,87.768,83.421,-4.92770 (95.0723),,2016/10/14 15:42:00,
9,1298198065,주식회사 모비디어,권기훈,분석,33390900,87.776,83.428,-4.91906 (95.08094),,2016/10/17 11:17:00,
10,2158690656,금성통신건설(주),윤영신,분석,33391890,87.778,83.431,-4.91624 (95.08376),,2016/10/17 11:25:00,
11,1388190688,주식회사 리노아이엔씨,한병영,분석,33391900,87.778,83.431,-4.91621 (95.08379),,2016/10/18 09:23:00,
12,2158784530,주식회사 대운텔레시스,장안성,분석,33395624,87.788,83.44,-4.90561 (95.09439),,2016/10/18 09:52:00,
13,2148688254,(주)에스에스전기,채태병,분석,33395729,87.788,83.44,-4.90531 (95.09469),,2016/10/17 09:27:00,
14,1108157338,(주)메트로컴넷,최선민,분석,33396363,87.79,83.442,-4.90350 (95.0965),,2016/10/17 09:18:00,
15,2208108546,경림전기(주),김인형,분석,33398720,87.796,83.448,-4.89679 (95.10321),,2016/10/13 10:34:00,
16,1088164011,주식회사 신화,최창숙,분석,33399392,87.798,83.449,-4.89488 (95.10512),,2016/10/18 09:13:00,
17,1108174749,유프로시스(주),김종본,분석,33400365,87.8,83.452,-4.89211 (95.10789),,2016/10/17 16:16:00,
18,1078649711,주식회사 백선통신,황선호,분석,33402508,87.806,83.457,-4.88600 (95.114),,2016/10/18 13:44:00,
19,6208152688,주식회사 에이딕 이엔씨,강경돈,분석,33403170,87.808,83.459,-4.88412 (95.11588),,2016/10/17 21:19:00,
20,2068193673,지에스네트웍스(주),임동배,분석,33405037,87.813,83.464,-4.87880 (95.1212),,2016/10/19 09:47:00,
21,2208604531,주식회사 월드린시스템즈,류준열,분석,33406500,87.817,83.467,-4.87464 (95.12536),,2016/10/18 09:02:00,
22,2098124011,(주)주암전기통신,정한석,분석,33408000,87.82,83.471,-4.87036 (95.12964),,2016/10/16 11:44:00,
23,2118166538,일진종합전설 주식회사,이종웅,분석,33409530,87.824,83.475,-4.86601 (95.13399),,2016/10/19 08:54:00,
24,1268634242,주식회사 웹센,이기하,분석,33410930,87.828,83.478,-4.86202 (95.13798),,2016/10/17 10:03:00,
25,1198176652,두승전력 주식회사,이인수,분석,33412271,87.832,83.482,-4.85820 (95.1418),,2016/10/17 17:26:00,
26,2048105154,우일정보기술 주식회사,이오,분석,33413250,87.834,83.484,-4.85542 (95.14458),,2016/10/18 18:20:00,
27,1308611501,다인정보통신 주식회사,두인환,분석,33413500,87.835,83.485,-4.85470 (95.1453),,2016/10/18 16:04:00,
28,2118145912,영남전기통신 주식회사,장한목,분석,33413593,87.835,83.485,-4.85444 (95.14556),,2016/10/18 17:00:00,
29,1278602802,(주)하나넷,김기훈,분석,33414100,87.836,83.486,-4.85299 (95.14701),,2016/10/17 17:42:00,
30,1298617562,오픈스택 주식회사,남재권,분석,33414272,87.837,83.487,-4.85250 (95.1475),,2016/10/17 09:51:00,
31,1288666624,주식회사 두일정보통신,김찬제,분석,33416800,87.844,83.493,-4.84531 (95.15469),,2016/10/17 10:22:00,
32,1098622493,주식회사 다인정보기술,장병호,분석,33416836,87.844,83.493,-4.84520 (95.1548),,2016/10/17 17:22:00,
33,1238189423,엘림광통신 주식회사,유영록,분석,33418400,87.848,83.497,-4.84075 (95.15925),,2016/10/18 09:14:00,
34,1308655815,(주)제이에스정보통신,김종필,분석,33420960,87.855,83.503,-4.83346 (95.16654),,2016/10/18 09:46:00,
35,1298189469,주식회사 한산전력,박민우,분석,33422561,87.859,83.507,-4.82890 (95.1711),,2016/10/19 08:12:00,
36,1278652942,주식회사 엔트론,유순애,분석,33426563,87.869,83.517,-4.81751 (95.18249),,2016/10/17 09:44:00,
37,2088115955,대건통신건설(주),양승범,분석,33427190,87.871,83.519,-4.81572 (95.18428),,2016/10/18 15:26:00,
38,1088155278,금하개발(주),김채모,분석,33427930,87.873,83.521,-4.81361 (95.18639),,2016/10/18 13:41:00,
39,1328148974,태광텔레콤(주),김영섭,분석,33428890,87.875,83.523,-4.81088 (95.18912),,2016/10/17 19:09:00,
40,1358186429,주식회사 아텍정보통신,이상훈,분석,33431000,87.881,83.528,-4.80487 (95.19513),,2016/10/18 12:45:00,
41,1018144159,주식회사 넥선,박민호,분석,33431411,87.882,83.529,-4.80370 (95.1963),,2016/10/19 09:59:00,
42,4098173825,(주)에버비젼,조광종,분석,33433277,87.887,83.534,-4.79839 (95.20161),,2016/10/18 16:48:00,
43,1018139321,(주)세웅정보통신,장우진,분석,33433580,87.888,83.535,-4.79753 (95.20247),,2016/10/18 12:50:00,
44,1078167709,온세텔레콤(주),박준학,분석,33435483,87.893,83.54,-4.79211 (95.20789),,2016/10/17 16:41:00,
45,2148632482,(주)시큐인포,김기화,분석,33437100,87.897,83.544,-4.78750 (95.2125),,2016/10/19 09:18:00,
