순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2148840477,주식회사 알비에스테크  [최종낙찰],김동헌,분석,103297361,85.4,87.774,86.634,-1.26600 (98.734),1 8,2016/02/05 08:55:53,
2,2048109261,영한산업(주),권지영,분석,103356000,86.4,87.824,86.683,-1.20996 (98.79004),12 6,2016/02/04 19:30:22,
3,2118620935,주식회사 한양티이씨,조형국,분석,103364528,86.6,87.831,86.69,-1.20180 (98.7982),4 14,2016/02/04 16:18:44,
4,2068167587,주식회사 보다텍,임민혜,분석,103378960,86.8,87.843,86.702,-1.18801 (98.81199),14 8,2016/02/02 10:23:38,
5,1138175034,(주)윈플러스정보기술,정재원,분석,103382480,87.0,87.846,86.705,-1.18465 (98.81535),8 14,2016/02/05 08:53:10,
6,1198642201,(주)한일이앤씨,서정석,분석,103393195,87.2,87.855,86.714,-1.17440 (98.8256),10 6,2016/02/02 10:54:34,
7,2048162849,(주)비마전기,박상래,분석,103441520,88.0,87.896,86.755,-1.12821 (98.87179),8 7,2016/02/03 09:20:56,
8,1198640708,주식회사 청아정보통신,윤석근,분석,103445808,88.0,87.9,86.758,-1.12412 (98.87588),9 8,2016/02/04 00:05:45,
9,1138191029,(주)나라케이앤피,김동운,분석,103467688,88.4,87.919,86.776,-1.10320 (98.8968),14 4,2016/02/04 13:31:47,
10,1018642326,한우이앤에스(주),변준석,분석,103491320,88.8,87.939,86.796,-1.08061 (98.91939),14 5,2016/02/04 09:03:46,
11,1138636870,주식회사 나우시스템,이종한,분석,103504046,89.0,87.949,86.807,-1.06845 (98.93155),2 4,2016/02/05 09:23:50,
12,2158665588,주식회사 지준시스템,김동현,분석,103515497,89.2,87.959,86.817,-1.05750 (98.9425),12 5,2016/02/05 09:10:45,
13,1078636517,주식회사 국일이앤씨,서남석,분석,103575403,89.8,88.01,86.867,-1.00025 (98.99975),11 15,2016/02/03 14:29:28,
14,1188101629,거성전자산업(주),우정한,분석,103575645,89.8,88.01,86.867,-1.00001 (98.99999),10 14,2016/02/02 09:24:56,
15,2068157319,선림정보통신(주),임흥규,분석,103578633,89.8,88.013,86.87,-0.99716 (99.00284),3 13,2016/02/04 10:39:35,
16,2078147814,(주)대호엔지니어링,윤용상,분석,103599820,89.4,88.031,86.887,-0.97691 (99.02309),10 4,2016/02/04 11:06:49,
17,2118771649,주식회사 월드멀티넷,박영희,분석,103604949,89.2,88.035,86.892,-0.97200 (99.028),14 5,2016/02/03 09:13:32,
18,1058714080,(주) 한일이앤에스,박완교,분석,103630790,88.8,88.057,86.913,-0.94731 (99.05269),7 6,2016/02/03 17:41:34,
19,2078155629,씨티아이앤아이(주),김덕제,분석,103636668,88.8,88.062,86.918,-0.94169 (99.05831),11 13,2016/02/05 08:32:18,
20,1098195410,(주)신성글로벌네트워크,홍우석,분석,103650040,88.6,88.073,86.929,-0.92891 (99.07109),14 6,2016/02/04 08:45:37,
21,1188109728,득진통신(주),김진섭,분석,103650910,88.6,88.074,86.93,-0.92807 (99.07193),6 4,2016/02/04 11:40:37,
22,1068604157,주식회사 넥시스정보,오세후,분석,103654560,88.4,88.077,86.933,-0.92459 (99.07541),8 13,2016/02/03 16:24:41,
23,2148722924,주식회사 다음정보기술,김은선,분석,103655300,88.4,88.078,86.934,-0.92388 (99.07612),11 9,2016/02/04 20:23:42,
24,2068657600,(주)동광이앤티,안현수,분석,103665964,88.2,88.087,86.943,-0.91369 (99.08631),7 3,2016/02/03 10:28:52,
25,1018663767,비케이전기통신 주식회사,유봉근,분석,103676510,88.0,88.096,86.952,-0.90361 (99.09639),3 4,2016/02/04 17:11:35,
26,1138106099,기전통신(주),윤기영,분석,103684200,88.0,88.102,86.958,-0.89625 (99.10375),8 15,2016/02/03 19:09:41,
27,2048639509,주식회사 대한유비텍,강성철,분석,103690210,87.8,88.108,86.963,-0.89051 (99.10949),11 2,2016/02/04 09:26:47,
28,1098603593,주식회사 완일이씨에스,김경창,분석,103702870,87.6,88.118,86.974,-0.87841 (99.12159),2 10,2016/02/03 15:22:47,
29,2148811443,(주)우신지엘에스,문경종,분석,103709100,87.6,88.124,86.979,-0.87245 (99.12755),7 12,2016/02/05 09:45:05,
30,1188111020,한영정보통신(주),박대서,분석,103715200,87.4,88.129,86.984,-0.86662 (99.13338),6 3,2016/02/03 11:30:34,
31,2178126102,(주)오버더케이블,이종구,분석,103724950,87.2,88.137,86.992,-0.85730 (99.1427),15 2,2016/02/03 21:01:10,
32,2148107988,(주)서울정보시스템,이문현,분석,103733236,87.2,88.144,86.999,-0.84939 (99.15061),8 3,2016/02/02 10:07:31,
33,1138630143,주식회사일하유비넷,박상규,분석,103763800,86.6,88.17,87.025,-0.82017 (99.17983),3 14,2016/02/02 10:16:47,
34,1198635165,(주)세화정보통신,김영주,분석,103797558,86.0,88.199,87.053,-0.78790 (99.2121),11 8,2016/02/04 09:15:56,
35,2068614692,주식회사 조이 앤 바투,김양동,분석,103801950,86.0,88.203,87.057,-0.78371 (99.21629),5 1,2016/02/04 15:15:58,
36,1068617725,주식회사 벤처씨엔씨프라자,박재범,분석,103814500,85.8,88.213,87.067,-0.77171 (99.22829),1 12,2016/02/02 17:26:38,
37,1088179663,주식회사 시큐뱅크,심재춘,분석,103816286,85.6,88.215,87.069,-0.77000 (99.23),8 12,2016/02/04 10:20:18,
38,1078197386,(주)아리네트웍스,성동식,분석,103835640,85.4,88.231,87.085,-0.75150 (99.2485),14 4,2016/02/04 10:21:33,
39,2078141917,합자회사 대성전업상사,권기원,분석,103836500,85.4,88.232,87.086,-0.75068 (99.24932),3 8,2016/02/04 11:26:29,
40,1088165460,(주)성보인프라넷,이성춘,분석,103856400,85.0,88.249,87.103,-0.73166 (99.26834),1 5,2016/02/03 09:29:24,
41,1198800016,주식회사 태영정보통신공사,김석주,분석,103858971,85.0,88.251,87.105,-0.72920 (99.2708),6 12,2016/02/02 18:00:09,
42,2178127061,주식회사 칸씨앤에스,황성주,분석,103859910,85.0,88.252,87.105,-0.72831 (99.27169),7 8,2016/02/05 09:34:51,
43,1218140540,영현정보통신(주),김두식,분석,103871891,85.0,88.262,87.115,-0.71686 (99.28314),7 3,2016/02/03 09:43:55,
44,2208658565,주식회사 주인정보시스템,김근호,분석,103875000,85.0,88.265,87.118,-0.71388 (99.28612),5 3,2016/02/03 09:05:47,
45,1098120807,(주)케이비에스비즈니스,강선규,분석,103875800,85.0,88.265,87.119,-0.71312 (99.28688),10 13,2016/02/05 07:28:15,
46,2048620126,(주)상부사종합건설,이상만,분석,103894870,85.0,88.281,87.135,-0.69489 (99.30511),10 12,2016/02/05 09:06:39,
47,1138191825,유경 주식회사,윤성호,분석,103896460,85.0,88.283,87.136,-0.69337 (99.30663),3 6,2016/02/03 12:06:10,
48,2038159910,태영통신전설(주),김진기,분석,103898623,85.0,88.285,87.138,-0.69130 (99.3087),1 5,2016/02/04 09:49:45,
49,2038164825,(주)스피드정보통신,정회주,분석,103908980,85.0,88.293,87.147,-0.68140 (99.3186),8 6,2016/02/04 17:47:27,
50,1108177993,(주)제이투유지콤,장현석,분석,103909189,85.0,88.294,87.147,-0.68121 (99.31879),2 6,2016/02/05 09:33:12,
51,1138642426,(주)제이에스인컴,김종성,분석,103911805,85.0,88.296,87.149,-0.67870 (99.3213),12 9,2016/02/05 09:52:30,
52,2140562973,대산정보통신공사,오도균,분석,103915154,85.0,88.299,87.152,-0.67550 (99.3245),13 10,2016/02/04 10:32:38,
53,2118612681,(주)해우정보시스템,김병헌,분석,103916512,85.0,88.3,87.153,-0.67421 (99.32579),1 4,2016/02/02 11:11:08,
54,2138634018,(주)비트정보통신,송재화,분석,103923104,85.0,88.305,87.158,-0.66790 (99.3321),8 13,2016/02/02 15:37:16,
55,1388180782,동원티앤아이 주식회사,전효섭,분석,103929486,85.0,88.311,87.164,-0.66180 (99.3382),1 4,2016/02/02 14:19:14,
56,1018154598,씨엔에스코리아(주),유호태,분석,103929590,85.0,88.311,87.164,-0.66171 (99.33829),10 6,2016/02/03 17:15:58,
57,2208176739,(주)케이써비스,이난희,분석,103937124,85.0,88.317,87.17,-0.65450 (99.3455),6 8,2016/02/05 07:54:55,
58,1198605337,(주)신한이엔아이,유순자,분석,103937520,85.0,88.318,87.171,-0.65413 (99.34587),7 6,2016/02/03 16:25:28,
59,1058746506,(주)파워일렉,이정림,분석,103944100,85.0,88.323,87.176,-0.64784 (99.35216),11 2,2016/02/03 09:15:58,
60,2158138510,신신전기(주),하대청,분석,103944265,85.0,88.323,87.176,-0.64768 (99.35232),12 5,2016/02/02 08:28:21,
61,2098155983,주식회사 케이텍솔루션,임경택,분석,103951038,85.0,88.329,87.182,-0.64120 (99.3588),14 11,2016/02/03 08:52:19,
62,1088155278,금하개발(주),김채모,분석,103954490,85.0,88.332,87.185,-0.63791 (99.36209),1 12,2016/02/04 09:33:06,
63,1288138083,(주)유앤후레쉬,우재명,분석,103956270,85.0,88.334,87.186,-0.63620 (99.3638),7 4,2016/02/05 09:09:13,
64,1058746675,(주)양지이엔지,백종현,분석,103956792,85.0,88.334,87.187,-0.63571 (99.36429),12 5,2016/02/05 09:14:00,
64,1098617947,(주)소망아이앤티,서창숙,분석,103956792,85.0,88.334,87.187,-0.63571 (99.36429),6 2,2016/02/03 09:43:02,
66,1078763383,주식회사 아이티블럭,배경원,분석,103957520,85.0,88.335,87.187,-0.63501 (99.36499),15 11,2016/02/02 14:28:26,
67,1058764538,(주)에스엔에스아이씨티,박성수,분석,103958361,85.0,88.335,87.188,-0.63421 (99.36579),10 15,2016/02/04 09:04:26,
68,1188119401,(주)토탈컴즈시스템,현중명,분석,103964430,85.0,88.341,87.193,-0.62840 (99.3716),6 3,2016/02/04 09:30:04,
69,1058132562,주식회사 신보기전,정종욱,분석,103966522,85.0,88.342,87.195,-0.62640 (99.3736),9 6,2016/02/02 10:33:04,
70,2098122288,하나로넷주식회사,이오,분석,103967254,85.0,88.343,87.195,-0.62571 (99.37429),8 10,2016/02/04 17:53:56,
71,1068644033,(주)코맥스디에스씨,안병호,분석,103967777,85.0,88.343,87.196,-0.62521 (99.37479),7 4,2016/02/05 09:56:23,
72,2098124011,(주)주암전기통신,정한석,분석,103970000,85.0,88.345,87.198,-0.62308 (99.37692),2 10,2016/02/03 10:43:41,
73,1088189685,주식회사 태산정보기술,서정범,분석,103977716,85.0,88.352,87.204,-0.61571 (99.38429),3 12,2016/02/05 09:43:15,
74,1168153290,(주)에스비기공,노상봉,분석,103979200,85.0,88.353,87.205,-0.61429 (99.38571),2 7,2016/02/03 09:55:04,
75,1068180878,(주)신보,박종규,분석,103981850,85.0,88.355,87.208,-0.61175 (99.38825),9 2,2016/02/05 09:33:48,
76,1018639665,(주)한양인프라넷,김주호,분석,103993600,85.0,88.365,87.218,-0.60052 (99.39948),4 15,2016/02/04 08:42:31,
77,1148137654,(주)미동이엔씨,이병복,분석,104000838,85.0,88.372,87.224,-0.59360 (99.4064),8 13,2016/02/04 16:28:08,
78,2108157604,주식회사 시울이엔지,김미숙,분석,104003820,85.0,88.374,87.226,-0.59075 (99.40925),1 10,2016/02/04 17:21:37,
79,1068603240,태경이엘피 주식회사,김평석,분석,104007637,85.0,88.377,87.229,-0.58711 (99.41289),14 2,2016/02/03 13:56:34,
80,2158752488,(주)에이엔티시스템스,배중식,분석,104010260,85.0,88.38,87.232,-0.58460 (99.4154),2 9,2016/02/04 21:08:50,
